event,start_value,end_value,diff,description
SoftPageFaults,452614040,551045842,98431802,"The number of soft page faults in query execution threads. Soft page fault usually means a miss in the memory allocator cache, which requires a new memory mapping from the OS and subsequent allocation of a page of physical memory."
SynchronousReadWaitMicroseconds,7112649721,8784267415,1671617694,Time spent in waiting for synchronous reads in asynchronous local read.
SystemTimeMicroseconds,4994991930,6047542084,1052550154,"Total time spent in processing (queries and other tasks) threads executing CPU instructions in OS kernel mode. This is time spent in syscalls, excluding waiting time during blocking syscalls."
TableFunctionExecute,2,2,0,Number of table function calls.
ThreadPoolReaderPageCacheHit,27014818,33265937,6251119,Number of times the read inside ThreadPoolReader was done from the page cache.
ThreadPoolReaderPageCacheHitBytes,3370526051725,4150131763919,779605712194,Number of bytes read inside ThreadPoolReader when it was done from the page cache.
ThreadPoolReaderPageCacheHitElapsedMicroseconds,6946543441,8580490269,1633946828,Time spent reading data from page cache in ThreadPoolReader.
UserTimeMicroseconds,157613462030,194816577012,37203114982,"Total time spent in processing (queries and other tasks) threads executing CPU instructions in user mode. This includes time CPU pipeline was stalled due to main memory access, cache misses, branch mispredictions, hyper-threading, etc."
WaitMarksLoadMicroseconds,45354014,62306793,16952779,Time spent loading marks
WriteBufferFromFileDescriptorWrite,1,1,0,Number of writes (write/pwrite) to a file descriptor. Does not include sockets.
WriteBufferFromFileDescriptorWriteBytes,60,60,0,"Number of bytes written to file descriptors. If the file is compressed, this will show compressed data size."
