event,value,description
DiskWriteElapsedMicroseconds,8,Total time spent waiting for write syscall. This include writes to page cache.
NetworkReceiveElapsedMicroseconds,2304360333,"Total time spent waiting for data to receive or receiving data from network. Only ClickHouse-related network interaction is included, not by 3rd party libraries."
NetworkSendElapsedMicroseconds,174904,"Total time spent waiting for data to send to network or sending data to network. Only ClickHouse-related network interaction is included, not by 3rd party libraries."
NetworkReceiveBytes,590360,"Total number of bytes received from network. Only ClickHouse-related network interaction is included, not by 3rd party libraries."
NetworkSendBytes,1038879,"Total number of bytes send to network. Only ClickHouse-related network interaction is included, not by 3rd party libraries."
GlobalThreadPoolExpansions,8383,Counts the total number of times new threads have been added to the global thread pool. This metric indicates the frequency of expansions in the global thread pool to accommodate increased processing demands.
GlobalThreadPoolShrinks,6746,"Counts the total number of times the global thread pool has shrunk by removing threads. This occurs when the number of idle threads exceeds max_thread_pool_free_size, indicating adjustments in the global thread pool size in response to decreased thread utilization."
GlobalThreadPoolThreadCreationMicroseconds,147358540,Total time spent waiting for new threads to start.
GlobalThreadPoolLockWaitMicroseconds,4356948,Total time threads have spent waiting for locks in the global thread pool.
GlobalThreadPoolJobs,39341,Counts the number of jobs that have been pushed to the global thread pool.
GlobalThreadPoolJobWaitTimeMicroseconds,83914684,"Measures the elapsed time from when a job is scheduled in the thread pool to when it is picked up for execution by a worker thread. This metric helps identify delays in job processing, indicating the responsiveness of the thread pool to new tasks."
LocalThreadPoolExpansions,38182,Counts the total number of times threads have been borrowed from the global thread pool to expand local thread pools.
LocalThreadPoolShrinks,38134,Counts the total number of times threads have been returned to the global thread pool from local thread pools.
LocalThreadPoolThreadCreationMicroseconds,156724604,Total time local thread pools have spent waiting to borrow a thread from the global pool.
LocalThreadPoolLockWaitMicroseconds,6530203,Total time threads have spent waiting for locks in the local thread pools.
LocalThreadPoolJobs,59450,Counts the number of jobs that have been pushed to the local thread pools.
LocalThreadPoolBusyMicroseconds,2441149114646,Total time threads have spent executing the actual work.
LocalThreadPoolJobWaitTimeMicroseconds,104920081,"Measures the elapsed time from when a job is scheduled in the thread pool to when it is picked up for execution by a worker thread. This metric helps identify delays in job processing, indicating the responsiveness of the thread pool to new tasks."
AnalyzePatchRangesMicroseconds,1482790,Total time spent analyzing index of patch parts
CompileFunction,2,Number of times a compilation of generated LLVM code (to create fused function for complex expressions) was initiated.
CompileExpressionsMicroseconds,87792,Total time spent for compilation of expressions to LLVM code.
CompileExpressionsBytes,16384,Number of bytes used for expressions compilation.
JoinBuildTableRowCount,1128,Total number of rows in the build table for a JOIN operation.
JoinProbeTableRowCount,166831016418,Total number of rows in the probe table for a JOIN operation.
JoinResultRowCount,667324065672,Total number of rows in the result of a JOIN operation.
JoinReorderMicroseconds,5168,Total time spent executing JOIN reordering algorithm.
JoinOptimizeMicroseconds,7862267,Total time spent executing JOIN plan optimizations.
QueryPlanOptimizeMicroseconds,9314555,Total time spent executing query plan optimizations.
SelectedParts,7228,Number of data parts selected to read from a MergeTree table.
SelectedPartsTotal,7228,Number of total data parts before selecting which ones to read from a MergeTree table.
SelectedRanges,7228,Number of (non-adjacent) ranges in all data parts selected to read from a MergeTree table.
SelectedMarks,40804284,Number of marks (index granules) selected to read from a MergeTree table.
SelectedMarksTotal,40804284,Number of total marks (index granules) before selecting which ones to read from a MergeTree table.
SelectedRows,333621096852,Number of rows SELECTed from all tables.
SelectedBytes,16033014267084,Number of bytes (uncompressed; for columns as they stored in memory) SELECTed from all tables.
RowsReadByMainReader,333621073512,Number of rows read from MergeTree tables by the main reader (after PREWHERE step).
RowsReadByPrewhereReaders,333621073512,Number of rows read from MergeTree tables (in total) by prewhere readers.
LoadedDataParts,34,Number of data parts loaded by MergeTree tables during initialization.
LoadedDataPartsMicroseconds,37340,Microseconds spent by MergeTree tables for loading data parts during initialization.
FilteringMarksWithPrimaryKeyMicroseconds,39327,Time spent filtering parts by PK.
WaitMarksLoadMicroseconds,63327429,Time spent loading marks
LoadedMarksFiles,143,Number of mark files loaded.
LoadedMarksCount,807422,Number of marks loaded (total across columns).
LoadedMarksMemoryBytes,3661568,Size of in-memory representations of loaded marks.
MergingSortedMilliseconds,428457,Total time spent while merging sorted columns
CommonBackgroundExecutorTaskExecuteStepMicroseconds,30450,Time spent in executeStep() for Common executor tasks.
CommonBackgroundExecutorTaskResetMicroseconds,261,Time spent resetting task for Common executor.
ContextLock,977246,Number of times the lock of Context was acquired or tried to acquire. This is global lock.
ContextLockWaitMicroseconds,1060674,Context lock wait time in microseconds
RWLockAcquiredReadLocks,1807,Number of times a read lock was acquired (in a heavy RWLock).
RWLockReadersWaitMilliseconds,24,Total time spent waiting for a read lock to be acquired (in a heavy RWLock).
PartsLockHoldMicroseconds,30301,Total time spent holding data parts lock in MergeTree tables
PartsLockWaitMicroseconds,20,Total time spent waiting for data parts lock in MergeTree tables
PartsLocks,318,Number of times data parts lock has been acquired for MergeTree tables
SharedPartsLockHoldMicroseconds,167767,Total time spent holding shared data parts lock in MergeTree tables
SharedPartsLockWaitMicroseconds,1441,Total time spent waiting for shared data parts lock in MergeTree tables
SharedPartsLocks,42881,Number of times shared data parts lock has been acquired for MergeTree tables
RealTimeMicroseconds,2548844589597,Total (wall clock) time spent in processing (queries and other tasks) threads (note that this is a sum).
UserTimeMicroseconds,228279809486,"Total time spent in processing (queries and other tasks) threads executing CPU instructions in user mode. This includes time CPU pipeline was stalled due to main memory access, cache misses, branch mispredictions, hyper-threading, etc."
SystemTimeMicroseconds,7042126784,"Total time spent in processing (queries and other tasks) threads executing CPU instructions in OS kernel mode. This is time spent in syscalls, excluding waiting time during blocking syscalls."
SoftPageFaults,628795945,"The number of soft page faults in query execution threads. Soft page fault usually means a miss in the memory allocator cache, which requires a new memory mapping from the OS and subsequent allocation of a page of physical memory."
OSCPUWaitMicroseconds,383377447076,"Total time a thread was ready for execution but waiting to be scheduled by OS, from the OS point of view."
OSCPUVirtualTimeMicroseconds,235315724579,CPU time spent seen by OS. Does not include involuntary waits due to virtualization.
OSReadChars,4937608744283,"Number of bytes read from filesystem, including page cache, as well as network and other files."
OSWriteChars,4560,"Number of bytes written to filesystem, including page cache, as well as network and other files."
ThreadPoolReaderPageCacheHit,39536181,Number of times the read inside ThreadPoolReader was done from the page cache.
ThreadPoolReaderPageCacheHitBytes,4932068940480,Number of bytes read inside ThreadPoolReader when it was done from the page cache.
ThreadPoolReaderPageCacheHitElapsedMicroseconds,9173886253,Time spent reading data from page cache in ThreadPoolReader.
SynchronousReadWaitMicroseconds,9391956084,Time spent in waiting for synchronous reads in asynchronous local read.
MainConfigLoads,1,Number of times the main configuration was reloaded.
ServerStartupMilliseconds,105,Time elapsed from starting server to listening to sockets in milliseconds
MergerMutatorsGetPartsForMergeElapsedMicroseconds,38928,Time spent to take data parts snapshot to build ranges from them.
MergerMutatorPrepareRangesForMergeElapsedMicroseconds,3257,Time spent to prepare parts ranges which can be merged according to merge predicate.
MergerMutatorSelectPartsForMergeElapsedMicroseconds,6801,Time spent to select parts from ranges which can be merged.
MergerMutatorRangesForMergeCount,344,Amount of candidate ranges for merge
MergerMutatorPartsInRangesForMergeCount,1473,Amount of candidate parts for merge
AsyncLoaderWaitMicroseconds,467,Total time a query was waiting for async loader jobs.
LogDebug,1,Number of log messages with level Debug
LogInfo,48,Number of log messages with level Info
LogWarning,2,Number of log messages with level Warning
LoggerElapsedNanoseconds,1895394,Cumulative time spend in logging
InterfaceHTTPSendBytes,809295,Number of bytes sent through HTTP interfaces
InterfaceHTTPReceiveBytes,589079,Number of bytes received through HTTP interfaces
InterfaceNativeSendBytes,229584,Number of bytes sent through native interfaces
InterfaceNativeReceiveBytes,1281,Number of bytes received through native interfaces
HTTPServerConnectionsCreated,283,Number of created server HTTP connections
HTTPServerConnectionsReused,447,Number of reused server HTTP connections
HTTPServerConnectionsPreserved,556,Number of preserved server HTTP connections. Connection kept alive successfully
HTTPServerConnectionsExpired,120,Number of expired server HTTP connections.
HTTPServerConnectionsReset,11,Number of reset server HTTP connections. Server closes connection
ConcurrencyControlSlotsAcquired,30382,Total number of CPU slots acquired
ConcurrencyControlWaitMicroseconds,19215155196,Total time a query was waiting on resource requests for CPU slots.
ConcurrencyControlPreemptedMicroseconds,50854224768,Total time a query was waiting due to preemption of CPU slots.
ConcurrencyControlPreemptions,872828,Total number of CPU preemptions
ConcurrencyControlUpscales,30382,Total number of CPU upscaling events
ConcurrencyControlDownscales,30382,Total number of CPU downscaling events
MemoryWorkerRun,46982,Number of runs done by MemoryWorker in background
MemoryWorkerRunElapsedMicroseconds,17411367,Total time spent by MemoryWorker for background work
FilterTransformPassedRows,20582,Number of rows that passed the filter in the query
FilterTransformPassedBytes,1258657,Number of bytes that passed the filter in the query
AsyncLoggingConsoleTotalMessages,52,How many messages (accepted or dropped) have been sent to the async queue for the console log
AsyncLoggingFileLogTotalMessages,52,How many messages (accepted or dropped) have been sent to the async queue for the file log
AsyncLoggingErrorFileLogTotalMessages,2,How many messages (accepted or dropped) have been sent to the async queue for the error file log
