timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FileOpen,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,InterfaceHTTPReceiveBytes,InterfaceHTTPSendBytes,JoinBuildTableRowCount,JoinOptimizeMicroseconds,JoinProbeTableRowCount,JoinReorderMicroseconds,JoinResultRowCount,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,NetworkReceiveBytes,NetworkReceiveElapsedMicroseconds,NetworkSendBytes,NetworkSendElapsedMicroseconds,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OSWriteChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,OpenedFileCacheMisses,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SchedulerNodeUpdate,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHit,ThreadPoolReaderPageCacheHitBytes,ThreadPoolReaderPageCacheHitElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
578338.80,9,253952,62,114724,7556185674,4,23500008,768,7,7,4909,803,0,594,868879,0,16,45069,14,1,120169564,1190,1,1081,0,4,888,142798339,6,571193356,13,21,0,9,984,594,1081,10,0,0,57946790,867830,2452049761,0,594,489,0,3,1,14,14,1476,3,2450108577,2385172446,82208058,144917385,144917385,1,3,1,7535704052,73389,73389,14,14,14,144917389,9,3,140171,890180,1286314,20419,2450108577,868879,56662296,1828
580345.31,9,253952,62,119958,7900769678,5,26323536,785,7,7,4909,815,0,603,897864,0,16,47102,14,1,121668725,1208,1,1081,0,4,888,149289565,6,597158260,13,21,0,9,984,603,1081,10,0,0,60136931,867926,2557923048,0,603,498,0,3,1,14,14,1476,3,2556027369,2493827992,87221708,151533918,151533918,1,3,1,7878911800,73389,73389,14,14,14,151517538,9,3,143121,919989,1321297,21259,2556027369,897864,58818021,1855
582353.18,9,253952,62,127470,8396438850,5,27504008,845,8,8,4909,882,0,630,965569,0,16,50078,14,1,126792564,1262,1,1081,0,4,888,158659487,6,634637948,13,22,0,9,984,630,1081,10,0,0,64430373,1057440,2723540105,0,630,526,0,3,1,14,14,1476,3,2721372850,2650389675,92870221,161018922,161018922,1,3,1,8372983976,73389,73389,14,14,14,161018926,9,3,145475,989353,1400977,22675,2721372850,965569,63031936,1953
584365.51,9,253952,62,134800,8879074072,5,28980021,922,8,8,4909,921,0,630,1031783,0,16,52939,14,1,126828762,1262,1,1081,0,4,888,167737235,6,670948940,13,22,0,9,984,630,1081,10,0,0,68817988,1236884,2880648487,0,630,526,0,3,1,14,14,1476,3,2878446872,2802797203,98903205,170277153,170277153,1,3,1,8854411988,73389,73389,14,14,14,170277157,9,3,146733,1057108,1482082,23959,2878446872,1031783,67338603,1953
586371.99,9,253952,62,142383,9380389386,5,30327122,1003,8,8,4909,958,0,630,1100006,0,16,55933,14,1,127130412,1262,1,1081,0,4,888,177270284,6,709081136,13,22,0,9,984,630,1081,10,0,0,73329843,1416958,3043829993,0,630,526,0,3,1,14,14,1476,3,3041969512,2961117921,104918626,179880719,179897103,1,3,1,9353797420,73389,73389,14,14,14,179880723,9,3,151680,1126884,1575071,25291,3041969512,1100006,71757628,1953
588378.67,9,253952,62,150311,9903361406,5,31712277,1086,8,8,4909,1020,0,630,1172349,0,16,59051,14,1,127130412,1262,1,1081,0,4,888,187133992,6,748471320,13,22,0,9,984,630,1081,10,0,0,77914748,1531113,3218013052,0,630,526,0,3,1,14,14,1476,3,3215356313,3126519933,110972263,189900362,189900362,1,3,1,9874818856,73389,73389,14,14,14,189900366,9,3,152765,1200893,1674114,26753,3215356313,1172349,76243657,1953
590387.92,9,253952,62,157943,10405149002,5,33183168,1162,8,8,4909,1059,2,630,1240017,0,16,62030,14,1,127733712,1262,1,1081,0,4,888,196637557,6,786485512,13,22,0,9,984,630,1081,10,0,0,82367380,1635182,3381709449,0,630,526,0,3,1,14,14,1476,3,3378896919,3284825489,116955335,199523359,199523359,1,3,1,10375214700,73389,73389,14,14,14,199523363,9,3,154165,1270131,1753232,28088,3378896919,1240017,80617322,1953
592393.47,9,253952,62,163765,10788256108,6,35738938,1194,8,8,4909,1106,2,630,1279289,0,16,64312,14,1,127733712,1262,1,1081,0,4,888,203831161,6,815324644,13,22,0,9,984,630,1081,10,0,0,85207410,1666844,3506927127,0,630,526,0,3,1,14,14,1476,3,3503869863,3405859935,122392638,206868980,206868980,1,3,1,10757186992,73389,73389,14,14,14,206868984,9,3,157112,1310418,1805263,29143,3503869863,1279289,83405442,1953
594399.05,9,253952,62,170720,11246592848,6,36808394,1224,9,9,4909,1141,2,630,1337603,0,16,67043,14,1,127733712,1262,1,1081,0,4,888,212537311,6,850149244,13,23,0,9,984,630,1081,10,0,0,88771156,1710957,3652959770,0,630,526,0,3,1,14,14,1476,3,3649633794,3550405703,127067593,215666300,215666300,1,3,1,11214647632,73389,73389,14,14,14,215666304,9,3,173732,1370022,1902049,30342,3649633794,1337603,86872537,1953
596404.43,9,253952,62,176107,11602120876,7,39683955,1241,9,9,4909,1178,2,630,1367460,0,16,69150,14,1,127733712,1262,1,1081,0,4,888,219210335,6,876841340,13,23,0,9,984,630,1081,10,0,0,90921453,1710999,3769476624,0,630,526,0,3,1,14,14,1476,3,3766070957,3662441754,132092817,222497540,222497540,1,3,1,11569872112,73389,73389,14,14,14,222497544,9,3,178632,1400706,1936082,31306,3766070957,1367460,88988883,1953
598410.01,9,253952,62,181659,11967291942,7,41362168,1273,9,9,4909,1223,2,630,1400993,0,16,71344,14,1,127733712,1262,1,1081,0,4,888,226129452,6,904517808,13,23,0,9,984,630,1081,10,0,0,93243010,1711037,3889520169,0,630,526,0,3,1,14,14,1476,3,3886291746,3777526946,136091728,229501256,229517640,1,3,1,11934065344,73389,73389,14,14,14,229501260,9,3,185249,1435153,1977033,32320,3886291746,1400993,91269586,1953
600425.49,9,253952,62,188770,12436395268,7,42723297,1312,10,10,4909,1258,2,630,1463921,0,16,74148,14,1,127733712,1262,1,1081,0,4,888,235041202,6,940164808,13,24,0,9,984,630,1081,10,0,0,97224019,1875810,4041588377,0,630,526,0,3,1,14,14,1476,3,4038340836,3925870465,141598372,238490866,238490866,1,3,1,12401525064,73389,73389,14,14,14,238490870,9,3,190517,1499496,2070043,33563,4038340836,1463921,95157718,1953
602440.19,11,253952,62,195962,12909081572,7,44537100,1332,10,10,4909,1317,2,630,1531222,0,16,76967,14,1,127733712,1262,1,1081,0,4,888,243949774,6,975799096,13,24,0,9,984,630,1081,10,0,0,101313161,1967936,4201198133,0,630,526,0,3,1,14,14,1476,3,4197416789,4075628546,147590445,247526198,247526198,1,3,1,12871362328,73389,73389,14,14,14,247526202,9,3,194052,1568341,2167112,34908,4197416789,1531222,99149939,1953
604455.95,11,253952,62,203659,13417252624,7,46206122,1383,10,10,4909,1355,2,630,1600289,0,16,79987,14,1,127733712,1262,1,1081,0,4,888,253582907,6,1014267084,13,24,0,9,984,630,1081,10,0,0,105565698,2151783,4365526733,0,630,526,0,3,1,14,14,1476,3,4362863851,4235640736,153685378,257281538,257297922,1,3,1,13378640008,73389,73389,14,14,14,257281542,9,3,197139,1639046,2259925,36256,4362863851,1600289,103309819,1953
606468.45,11,253952,62,211645,13944122260,7,47628266,1451,10,10,4909,1418,2,630,1685502,0,16,83137,14,1,127733712,1262,1,1081,0,4,888,263509434,6,1054037736,13,24,0,9,984,630,1081,10,0,0,109969455,2349934,4541681537,0,630,526,0,3,1,14,14,1476,3,4538101775,4402454868,159671691,267350333,267366717,1,3,1,13902217348,73389,73389,14,14,14,267350337,9,3,202903,1725961,2355891,37733,4538101775,1685502,107617770,1953
608478.15,11,253952,62,219649,14472400798,7,49076872,1524,10,10,4909,1455,2,639,1757280,0,16,86275,14,1,129231554,1280,1,1081,0,4,888,273491391,6,1093965564,13,24,0,9,984,639,1081,10,0,0,114444049,2519593,4713918408,0,639,530,0,3,1,14,14,1476,3,4709925522,4569214784,165771502,277490697,277490697,1,3,1,14429516276,73389,73389,14,14,14,277490701,9,3,207568,1799378,2452815,39141,4709925522,1757280,111995615,1988
610491.06,12,253952,62,227803,15008687770,7,50496940,1596,10,10,4909,1521,3,639,1831941,0,16,89467,14,1,129545270,1280,1,1081,0,4,888,283573985,6,1134295940,13,24,0,9,984,639,1081,10,0,0,118946791,2621169,4894942198,0,639,530,0,3,1,14,14,1476,3,4890898473,4739185949,171776700,287734127,287734127,1,3,1,14961322668,73389,73389,14,14,14,287717747,9,3,212250,1875805,2540591,40665,4890898473,1831941,116410744,1988
612498.82,12,253952,62,235909,15543385528,7,51837078,1671,10,10,4909,1563,3,639,1905184,0,16,92640,14,1,129545270,1280,1,1081,0,4,888,293661988,6,1174647952,13,24,0,9,984,639,1081,10,0,0,123545917,2761042,5071830559,0,639,530,0,3,1,14,14,1476,3,5068116309,4907871573,177840280,297983146,297983146,1,3,1,15494271656,73389,73389,14,14,14,297966766,9,3,213779,1950792,2619514,42113,5068116309,1905184,120931119,1988
614508.79,19,253952,62,244106,16082128568,7,53099563,1754,10,10,4909,1622,4,639,1979767,0,16,95849,14,1,129545270,1280,1,1081,0,4,888,303859898,6,1215375028,13,24,0,9,984,639,1081,10,0,0,128243429,2831094,5253035970,0,639,530,0,3,1,14,14,1476,3,5248494664,5078433628,183851357,308294271,308294271,1,3,1,16031302124,73389,73389,14,14,14,308294275,9,3,215495,2027111,2711345,43624,5248494664,1979767,125536973,1988
616516.42,19,253952,62,252161,16612277390,7,54421817,1845,10,10,4909,1668,4,639,2050086,0,16,98994,14,1,129545270,1280,1,1081,0,4,888,313827381,6,1255309524,13,24,0,9,984,639,1081,10,0,0,132902433,2902783,5425433392,0,639,530,0,3,1,14,14,1476,3,5421277990,5246177827,189872231,318437238,318437238,1,3,1,16558736408,73389,73389,14,14,14,318437242,9,3,219083,2099166,2795305,45042,5421277990,2050086,130112181,1988
618523.75,20,253952,62,260589,17168391456,7,55745620,1921,10,10,4909,1728,4,639,2119868,0,16,102315,14,1,129545270,1280,1,1081,0,4,888,324365793,6,1297333928,13,24,0,9,984,639,1081,10,0,0,137560131,2963799,5610910802,0,639,530,0,3,1,14,14,1476,3,5606057230,5421764577,195924189,329093698,329093698,1,3,1,17112872328,73389,73389,14,14,14,329093702,9,3,222258,2170620,2885362,46579,5606057230,2119868,134679997,1988
620530.95,20,253952,62,269391,17748467566,7,57179278,1991,10,10,4909,1775,4,684,2188083,0,16,105757,14,1,137037623,1370,1,1081,0,4,888,335294596,6,1341113768,13,24,0,9,984,684,1081,10,0,0,142131904,2973347,5800641430,0,684,554,0,3,1,14,14,1476,3,5796001776,5605194511,201924523,340176142,340192526,1,3,1,17689159416,73389,73389,14,14,14,340176146,9,3,225163,2240462,2954348,48148,5796001776,2188083,139182963,2125
622536.67,22,253952,62,278384,18341911122,7,58485720,2067,10,10,4909,1839,4,711,2259682,0,16,109302,14,1,142160661,1424,1,1081,0,4,888,346524235,6,1386096940,13,24,0,9,984,711,1081,10,0,0,146812772,2985305,5997263042,0,711,576,0,3,1,14,14,1476,3,5992440652,5792653934,207921685,351567723,351567723,1,3,1,18281521628,73389,73389,14,14,14,351567727,9,3,226071,2313823,3055352,49776,5992440652,2259682,143763009,2211
624541.85,22,253952,62,287398,18935825984,7,60012600,2126,10,10,4909,1891,4,711,2326013,0,16,112823,14,1,142160661,1424,1,1081,0,4,888,357715989,6,1430799392,13,24,0,9,984,711,1081,10,0,0,151283694,3000175,6195850259,0,711,576,0,3,1,14,14,1476,3,6190191250,5980527611,213946616,362918788,362918788,1,3,1,18871777008,73389,73389,14,14,14,362918792,9,3,226364,2381795,3123241,51413,6190191250,2326013,148166239,2211
626546.66,22,253952,62,296970,19565972086,7,61851335,2156,10,10,4909,1954,4,774,2385912,0,16,116576,14,1,152699842,1550,1,1081,0,4,888,369594422,6,1478377688,13,24,0,9,984,774,1081,10,0,0,155449606,3000282,6404939722,0,774,622,0,3,1,14,14,1476,3,6399770508,6179783405,219810845,374982557,374998941,1,3,1,19499092996,73389,73389,14,14,14,374982561,9,3,232959,2443232,3186259,53153,6399770508,2385912,152269321,2382
628551.33,22,253952,62,306939,20222990402,7,63498779,2178,10,10,4909,2020,4,846,2445636,0,16,120484,14,1,165256901,1694,1,1081,0,4,888,381936181,6,1527744724,13,24,0,9,984,846,1081,10,0,0,159579978,3000371,6624481366,0,846,656,0,3,1,14,14,1476,3,6620198476,6387678030,225728104,387533084,387549468,1,3,1,20151720400,73389,73389,14,14,14,387533088,9,3,233947,2504536,3244264,55000,6620198476,2445636,156341848,2565
630556.12,22,253952,62,316918,20879495940,7,65694459,2192,10,10,4909,2090,4,846,2504763,0,16,124384,14,1,165884333,1694,1,1081,0,4,888,394325476,6,1577237260,13,24,0,9,984,846,1081,10,0,0,163669375,3000465,6848288675,0,846,656,0,3,1,14,14,1476,3,6842524450,6595802590,232012782,400082340,400082340,1,3,1,20804281712,73389,73389,14,14,14,400082344,9,3,235555,2565243,3318253,56857,6842524450,2504763,160357406,2565
632560.88,22,253952,62,326860,21533624910,8,67244060,2198,11,11,4909,2145,4,846,2562880,0,16,128259,14,1,166511765,1694,1,1081,0,4,888,406617268,6,1626469072,13,25,0,9,984,846,1081,10,0,0,167710843,3000584,7068597590,0,846,656,0,3,1,14,14,1476,3,7063077847,6802839021,237603619,412582444,412582444,1,3,1,21454287120,73389,73389,14,14,14,412582448,9,3,236650,2624915,3395258,58683,7063077847,2562880,164322019,2565
634565.03,22,253952,62,336927,22197255624,8,69120329,2220,11,11,4909,2208,4,900,2622892,0,16,132197,14,1,176072106,1802,1,1081,0,4,888,419133670,6,1676470036,13,25,0,9,984,900,1081,10,0,0,171844901,3000684,7297687123,0,900,681,0,3,1,14,14,1476,3,7292404497,7013190504,243613579,425243785,425243785,1,3,1,22112676852,73389,73389,14,14,14,425243789,9,3,241618,2686515,3468233,60590,7292404497,2622892,168382354,2693
636569.36,22,253952,62,347234,22876056512,8,70998497,2263,11,11,4909,2281,4,1053,2684102,0,16,136225,14,1,202327370,2108,1,1081,0,4,888,431846057,6,1727319476,13,25,0,9,984,1053,1081,10,0,0,176098811,3000745,7533117513,0,1053,758,0,3,1,14,14,1476,3,7527420036,7229204030,249633230,438153045,438153045,1,3,1,22783958372,73389,73389,14,14,14,438153049,9,3,245337,2749300,3532271,62553,7527420036,2684102,172573291,3068
638574.08,22,253952,62,357289,23539413016,8,72862486,2279,11,11,4909,2346,4,1062,2742099,0,16,140155,14,1,205105336,2126,1,1081,0,4,888,444302762,6,1777211048,13,25,0,9,984,1062,1081,10,0,0,180190428,3000831,7767771999,0,1062,762,0,3,1,14,14,1476,3,7761621032,7439765894,255700458,450787651,450787651,1,3,1,23440957884,73389,73389,14,14,14,450787655,9,3,247763,2808913,3593148,64490,7761621032,2742099,176604198,3090
640578.37,22,253952,62,367394,24205244514,8,74541343,2289,11,11,4909,2402,4,1143,2798589,0,16,144096,14,1,219544601,2288,1,1081,0,4,888,456802743,6,1827210972,13,25,0,9,984,1143,1081,10,0,0,184255723,3000902,7999722313,0,1143,810,0,3,1,14,14,1476,3,7992792232,7651128169,261444599,463481760,463481760,1,3,1,24101051552,73389,73389,14,14,14,463481764,9,3,250083,2866938,3657140,66404,7992792232,2798589,180605657,3272
642590.29,22,253952,62,379329,24991856962,8,77151910,2325,15,15,4909,2480,4,1260,2887587,9,16,148749,18,1,239615896,2522,1,1081,0,4,888,471577875,6,1886246940,17,29,0,9,1019,1260,1081,10,0,0,189771047,3116592,8272718607,0,1251,896,9,3,1,14,14,1476,3,8266888080,7900816554,269682738,478483854,478483854,1,3,1,24880308472,73389,73389,14,14,14,478467474,9,3,264044,2958034,3795199,68682,8266888080,2887587,185983128,3539
644602.66,26,253952,62,396247,26105674796,8,80064706,2419,15,15,4909,2591,6,1260,3080329,9,16,155377,18,1,240255394,2522,1,1081,0,4,888,492592737,6,1970306180,17,29,0,9,1019,1260,1081,10,0,0,200031526,4153256,8646856172,0,1251,896,9,3,1,14,14,1476,3,8640287183,8253425284,283843326,499781278,499781278,1,3,1,25988626488,73389,73389,14,14,14,499781282,9,3,271355,3154687,4009053,71776,8640287183,3080329,196030125,3539
646616.85,28,253952,62,413366,27234861378,8,82527553,2522,15,15,4909,2698,6,1260,3283570,9,16,162088,18,1,240870760,2522,1,1081,0,4,888,513850536,6,2055402144,17,29,0,9,1019,1260,1081,10,0,0,210539436,5411634,9030280882,0,1251,896,9,3,1,14,14,1476,3,9022947334,8611221388,298062307,521358501,521358501,1,3,1,27110642084,73389,73389,14,14,14,521358505,9,3,280154,3362005,4248787,74946,9022947334,3283570,206298673,3539
648629.65,33,253952,62,431784,28448089610,8,84485058,2628,16,16,4909,2815,7,1269,3519114,9,16,169276,19,1,243881349,2540,1,1081,0,4,888,536645501,6,2146582004,18,30,0,9,1035,1269,1081,10,0,0,221749667,6419331,9452142056,0,1260,906,9,3,1,14,14,1476,3,9445842489,8996365352,312226263,544480138,544496522,1,3,1,28312967208,73389,73389,14,14,14,544480142,9,3,285492,3602025,4509851,78460,9445842489,3519114,217248220,3579
650642.74,36,253952,62,450430,29674975848,8,88404234,2730,16,16,4909,2931,7,1584,3734208,9,16,176498,19,1,297980836,3170,1,1081,0,4,888,559555305,6,2238165112,18,30,0,9,1035,1584,1081,10,0,0,232953846,7660500,9890541530,0,1575,1231,9,3,1,14,14,1476,3,9883336333,9387134673,328577422,567798827,567815211,1,3,1,29525539036,73389,73389,14,14,14,567798831,9,3,301676,3821456,4782496,82069,9883336333,3734208,228180142,4788
652652.99,40,253952,62,468820,30887129230,9,92159763,2854,16,16,4909,3043,8,1638,3949401,18,16,183670,19,1,309514302,3278,1,1081,0,4,888,582347397,6,2329259980,18,30,0,9,1035,1638,1081,10,0,0,244191107,8706249,10334728004,0,1620,1282,18,3,1,14,14,1476,3,10326238238,9773034958,344592658,590834226,590834226,1,3,1,30723379784,73389,73389,14,14,14,590834230,9,3,310690,4041076,5063163,85745,10326238238,3949401,239137120,4977
