timestamp_ms,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptionResumes,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,InterfaceHTTPSendBytes,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,MergingSortedMilliseconds,NetworkSendBytes,NetworkSendElapsedMicroseconds,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OSWriteChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,PartsLockHoldMicroseconds,PartsLocks,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SchedulerNodeUpdate,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHit,ThreadPoolReaderPageCacheHitBytes,ThreadPoolReaderPageCacheHitElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
209380.01,253952,62,153909,10139889222,36,60494562,0,368,43,43,5369,139,3,675,1072539,26,39152,38,13,143473244,1352,1,0,37,57,11,6,3859,675,0,0,0,37451105,8473847,3013797803,0,675,410,9,1,2,1,14,14,399,1,3016592336,2967946593,128906059,230100987,230100987,1,2,1,10124443428,73389,73389,14,14,14,230100987,12,3,633488,1094782,2530441,23037,3016592336,1072539,34922106,1935
211386.03,253952,62,170383,11225369230,39,67911175,0,402,46,46,5369,142,3,675,1180774,26,43811,38,13,144004148,1352,1,0,37,60,11,6,3859,675,0,0,0,41732514,9349286,3331946342,0,675,410,9,1,2,1,14,14,399,1,3333917648,3285157924,142801570,254768753,254785137,1,2,1,11209825132,73389,73389,14,14,14,254768753,12,3,655724,1205461,2713327,25458,3333917648,1180774,39020797,1935
213395.81,253952,62,187302,12340278210,39,70166204,0,429,47,47,5369,144,3,675,1294785,26,48537,38,13,144269600,1352,1,0,37,61,11,6,3859,675,0,0,0,46358844,10593473,3656112344,0,675,410,9,1,2,1,14,14,399,1,3659762640,3611128158,157702550,280106104,280106104,1,2,1,12323947680,73389,73389,14,14,14,280089720,12,3,680482,1321974,2919416,27944,3659762640,1294785,43441189,1935
215403.86,253952,62,204189,13453090038,40,74316352,0,452,48,48,5369,147,3,675,1407198,26,53308,38,13,144800504,1352,1,0,37,62,11,6,3859,675,0,0,0,51007873,11697660,3982253227,0,675,410,9,1,2,1,14,14,399,1,3984690128,3936315735,173499943,305394303,305410687,1,2,1,13437349332,73389,73389,14,14,14,305394303,12,3,698007,1436933,3114850,30423,3984690128,1407198,47894957,1935
217408.67,253952,62,216491,14263561142,46,81667582,0,474,48,48,5369,149,3,675,1461845,26,56769,38,13,145065956,1352,1,0,37,62,11,6,3859,675,0,0,0,53671240,11792676,4222479391,0,675,410,9,1,2,1,14,14,399,1,4221537232,4173271530,184400841,323816335,323832719,1,2,1,14247918740,73389,73389,14,14,14,323816335,12,3,703079,1492969,3186715,32230,4221537232,1461845,50486560,1935
219415.63,253952,62,233199,15364642026,46,83458664,0,515,52,52,5369,152,3,675,1569895,26,61493,38,13,145596860,1352,1,0,37,66,11,6,3859,675,0,0,0,57869864,12083217,4542443999,0,675,410,9,1,2,1,14,14,399,1,4542794704,4495126210,191191355,348842390,348858774,1,2,1,15349065160,73389,73389,14,14,14,348842390,12,3,726536,1603433,3364985,34681,4542794704,1569895,54507069,1935
221423.61,253952,62,250664,16515333662,47,87761222,0,563,52,52,5369,155,3,675,1697227,26,66420,38,13,145862312,1352,1,0,37,66,11,6,3859,675,0,0,0,62616721,12478394,4878035591,0,675,410,9,1,2,1,14,14,399,1,4879387600,4831527466,201646106,374990749,375007133,1,2,1,16499592956,73389,73389,14,14,14,374990749,12,3,734442,1733554,3534366,37249,4879387600,1697227,59084724,1935
223430.06,253952,62,267826,17646167890,48,90505243,0,626,52,52,5369,157,3,675,1826614,26,71212,38,13,146393216,1352,1,0,37,66,11,6,3859,675,0,0,0,67200302,12841366,5210869915,0,675,410,9,1,2,1,14,14,399,1,5209820112,5162167489,210728360,400696740,400696740,1,2,1,17629935664,73389,73389,14,14,14,400680356,12,3,739611,1865608,3692768,39770,5209820112,1826614,63510078,1935
225434.58,253952,62,278930,18377861414,50,94014601,0,646,52,52,5369,159,3,675,1877345,26,74348,38,13,146658668,1352,1,0,37,66,11,6,3859,675,0,0,0,69509933,12841780,5424610987,0,675,410,9,1,2,1,14,14,399,1,5423205328,5376003694,216566561,417326883,417326883,1,2,1,18362382852,73389,73389,14,14,14,417326883,12,3,739666,1917663,3736962,41398,5423205328,1877345,65775607,1935
227438.78,253952,62,290952,19169556454,50,95282860,0,678,52,52,5369,161,3,675,1927430,26,77736,38,13,146924120,1352,1,0,37,66,11,6,3859,675,0,0,0,71961706,12841977,5655794494,0,675,410,9,1,2,1,14,14,399,1,5654158155,5607416073,220322235,435314739,435331123,1,2,1,19153848516,73389,73389,14,14,14,435314739,12,3,745919,1969062,3807074,43164,5654158155,1927430,68157364,1935
229443.40,253952,62,304590,20068380010,52,98778536,0,708,54,54,5369,164,3,675,1995362,26,81623,38,13,147455024,1352,1,0,37,68,11,6,3859,675,0,0,0,75092516,12922760,5919245449,0,675,410,9,1,2,1,14,14,399,1,5916695371,5870166588,227228819,455753718,455753718,1,2,1,20053163592,73389,73389,14,14,14,455753718,12,3,758450,2038758,3915654,45167,5916695371,1995362,71179728,1935
231453.97,253952,62,317525,20919876650,52,100404827,0,730,58,58,5369,167,3,675,2070080,26,85314,38,13,147720476,1352,1,0,37,72,11,6,3859,675,0,0,0,78107421,13219903,6164361944,0,675,410,9,1,2,1,14,14,399,1,6164977001,6119010369,232611180,475101446,475117830,1,2,1,20904463624,73389,73389,14,14,14,475101446,12,3,773457,2115199,4051922,47068,6164977001,2070080,74058544,1935
233469.99,253952,62,333226,21954697330,52,105114970,0,770,59,59,5369,169,3,675,2186939,26,89714,38,13,148251380,1352,1,0,37,73,11,6,3859,675,0,0,0,82518312,14353127,6468202479,0,675,410,9,1,2,1,14,14,399,1,6467360105,6421469664,244765562,498630524,498630524,1,2,1,21939022160,73389,73389,14,14,14,498614140,12,3,788935,2234390,4233512,49375,6467360105,2186939,78287995,1935
235480.63,253952,62,348661,22971406064,56,114469959,0,814,64,64,5369,173,3,675,2307109,26,94180,38,13,148782284,1352,1,0,37,78,11,6,3859,675,0,0,0,86978393,15652142,6763711248,0,675,410,9,1,2,1,14,14,399,1,6763655178,6718616381,264010285,521735777,521752161,1,2,1,22956374188,73389,73389,14,14,14,521735777,12,3,818565,2356822,4461404,51642,6763655178,2307109,82520315,1935
237485.28,253952,62,362530,23885207904,63,124077100,0,851,65,65,5369,176,3,675,2395343,26,98123,38,13,149578640,1352,1,0,37,79,11,6,3859,675,0,0,0,90549104,16121906,7032272201,0,675,410,9,1,2,1,14,14,399,1,7030512451,6985780058,279793628,542508469,542508469,1,2,1,23870372636,73389,73389,14,14,14,542508469,12,3,827919,2446933,4608326,53684,7030512451,2395343,85944240,1935
239490.03,253952,62,374164,24651635508,63,125618946,0,884,65,65,5369,178,3,675,2447222,26,101405,38,13,149844092,1352,1,0,37,79,11,6,3859,675,0,0,0,92992621,16121964,7257026830,0,675,410,9,1,2,1,14,14,399,1,7254121283,7209769491,283802249,559916852,559933236,1,2,1,24636341488,73389,73389,14,14,14,559916852,12,3,832796,2500175,4675410,55390,7254121283,2447222,88320776,1935
241498.12,253952,62,387955,25559601336,63,126811816,0,905,74,74,5369,182,3,675,2534205,26,105392,38,13,150374996,1352,1,0,37,88,11,6,3859,675,0,0,0,96430420,17018841,7514746094,0,675,410,9,1,2,1,14,14,399,1,7518116123,7475041177,291329537,580568823,580585207,1,2,1,25545028212,73389,73389,14,14,14,580568823,12,3,860617,2589090,4841590,57417,7518116123,2534205,91592524,1935
243064.00,253952,62,400982,26415782060,74,131015622,7,919,75,75,5369,191,3,675,2607379,26,109422,45,13,158511825,1359,1,1035,44,96,11,37,3882,675,573,1035,78,100006029,17726064,7767554165,8,675,410,9,1,2,1,14,14,399,1,7763869224,7725268584,364329656,600037902,600037902,1,2,1,26401667688,73389,73389,14,14,14,600037902,12,3,887393,2663859,5007723,59330,7763869224,2607379,95002123,1935
