timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptionResumes,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,InterfaceHTTPSendBytes,JoinBuildTableRowCount,JoinOptimizeMicroseconds,JoinProbeTableRowCount,JoinReorderMicroseconds,JoinResultRowCount,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,NetworkSendBytes,NetworkSendElapsedMicroseconds,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OSWriteChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SchedulerNodeUpdate,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHit,ThreadPoolReaderPageCacheHitBytes,ThreadPoolReaderPageCacheHitElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
471135.58,6,253952,62,68118,4485755012,3,16743320,0,461,5,5,10605,494,2,612,516668,40,26728,19,28,118542672,1226,1,0,4,662,84647591,9,338525516,18,19,6,14,105,612,0,0,35932424,1130125,1476484326,0,612,346,3,1,14,14,1116,3,1475680392,1417643261,53716970,85922214,85922214,1,3,1,4467955160,73389,73389,14,14,14,85922218,5,3,117559,529710,767542,12292,1475680392,516668,35166211,1504
473144.76,7,253952,62,75037,4941068826,3,18922195,0,491,6,6,10605,525,2,612,571207,40,29425,19,28,119158038,1226,1,0,4,662,93227340,9,372909360,18,20,7,14,105,612,0,0,39771633,1322661,1618333401,0,612,346,3,1,14,14,1116,3,1617796903,1561356331,59917140,94658316,94658316,1,3,1,4921380496,73389,73389,14,14,14,94641936,5,3,124540,585610,844290,13443,1617796903,571207,38928821,1504
475151.06,9,253952,62,81510,5367600026,4,21362064,0,523,6,6,10605,588,2,612,619003,40,31997,19,28,119869932,1226,1,0,4,662,101354489,9,405353228,18,20,7,14,105,612,0,0,43205979,1428776,1756533410,0,612,346,3,1,14,14,1116,3,1754937631,1695684454,65896755,102851587,102851587,1,3,1,5348282556,73389,73389,14,14,14,102851591,5,3,127512,634664,916233,14620,1754937631,619003,42291352,1504
477156.69,9,253952,62,86723,5714198320,4,23052604,0,547,6,6,10605,602,2,612,649915,40,34041,19,28,123562128,1226,1,0,4,662,107862003,9,431448012,18,20,7,14,105,612,0,0,45537508,1438388,1867768533,0,612,346,3,1,14,14,1116,3,1866474186,1804899622,69925573,109468947,109468947,1,3,1,5692385276,73389,73389,14,14,14,109468951,5,3,133206,666382,959184,15503,1866474186,649915,44580017,1504
479171.42,9,253952,62,91960,6058411830,4,24679691,0,567,6,6,10605,656,2,612,680855,40,36129,19,28,123562128,1226,1,0,4,662,114414184,9,457656736,18,20,7,14,105,612,0,0,47881779,1491388,1975419799,0,612,346,3,1,14,14,1116,3,1974027208,1913530729,73946957,116114374,116114374,1,3,1,6037095512,73389,73389,14,14,14,116097994,5,3,134279,698164,1003977,16434,1974027208,680855,46879598,1504
481189.62,10,253952,62,98444,6486086236,4,26084075,0,626,7,7,10605,682,2,612,735853,40,38662,19,28,123851712,1226,1,0,4,662,122520853,9,490018700,18,21,7,14,105,612,0,0,51372027,1907120,2116881460,0,612,346,3,1,14,14,1116,3,2115451659,2048289573,79242194,124336095,124336095,1,3,1,6465476972,73389,73389,14,14,14,124336099,5,3,139727,754528,1079876,17572,2115451659,735853,50294087,1504
483195.81,10,253952,62,104680,6896663094,4,27878843,0,681,7,7,10605,709,2,612,783449,40,41108,19,28,123851712,1226,1,0,4,662,130293753,9,521175012,18,21,7,14,105,612,0,0,54788762,2211967,2241481853,0,612,346,3,1,14,14,1116,3,2239550137,2177662115,84686283,132220229,132236613,1,3,1,6875451940,73389,73389,14,14,14,132220233,5,3,140769,803395,1153137,18584,2239550137,783449,53637692,1504
485204.76,11,253952,62,109730,7229188474,5,30706967,0,700,7,7,10605,759,2,621,811864,40,43108,19,28,125350873,1244,1,0,4,662,136590818,9,546298604,18,21,7,14,105,621,0,0,56966919,2231526,2345782063,0,621,354,3,1,14,14,1116,3,2343757080,2282543328,89763167,138607386,138607386,1,3,1,7207584104,73389,73389,14,14,14,138607390,5,3,144365,832590,1191079,19476,2343757080,811864,55778002,1531
487222.14,13,253952,62,115609,7616043198,6,33352192,0,753,9,9,10605,785,2,621,869378,40,45405,20,28,125350873,1244,1,0,4,662,143914734,9,575658936,19,23,8,14,120,621,0,0,60345499,2825911,2473437575,0,621,354,3,1,14,14,1116,3,2471149978,2404328524,96361120,146034927,146051311,1,3,1,7593816236,73389,73389,14,14,14,146034931,5,3,162465,891407,1271716,20508,2471149978,869378,59076068,1531
489238.92,15,253952,62,121838,8025268420,6,35547296,0,797,9,9,10605,842,2,621,921174,40,47864,20,28,125350873,1244,1,0,4,662,151678101,9,606712404,19,23,8,14,120,621,0,0,63667184,3483839,2603259563,0,621,354,3,1,14,14,1116,3,2601092142,2533282285,102527115,153909154,153909154,1,3,1,8003276040,73389,73389,14,14,14,153909158,5,3,170912,944516,1358400,21617,2601092142,921174,62311206,1531
491256.93,16,253952,62,127866,8423396258,6,37507925,0,847,9,9,10605,871,2,621,973259,40,50235,20,28,125350873,1244,1,0,4,662,159216826,9,636867304,19,23,8,14,120,621,0,0,66913142,4367664,2727586744,0,621,354,3,1,14,14,1116,3,2725011257,2658834959,108602386,161555276,161555276,1,3,1,8400874384,73389,73389,14,14,14,161555280,5,3,178232,997813,1426049,22627,2725011257,973259,65489665,1531
493272.26,16,253952,62,133940,8823344218,6,39619144,0,898,9,9,10605,900,2,621,1025979,40,52610,20,28,125350873,1244,1,0,4,662,166782114,9,667063736,19,23,8,14,120,621,0,0,70140247,5116026,2855508876,0,621,354,3,1,14,14,1116,3,2853052578,2784816718,114675100,169242802,169242802,1,3,1,8800625736,73389,73389,14,14,14,169242806,5,3,182988,1051827,1492961,23676,2853052578,1025979,68650010,1531
495289.17,18,253952,62,139655,9200090536,6,41842638,0,951,9,9,10605,953,2,621,1083278,40,54882,20,28,125375005,1244,1,0,4,662,173920667,9,695682668,19,23,8,14,120,621,0,0,73294484,5773158,2975345530,0,621,354,3,1,14,14,1116,3,2972888267,2903400611,120011832,176485801,176485801,1,3,1,9176409716,73389,73389,14,14,14,176469421,5,3,186085,1110282,1563518,24690,2972888267,1083278,71733820,1531
497295.28,18,253952,62,145072,9557331258,7,44478859,0,1000,9,9,10605,976,2,621,1129577,40,56996,20,28,125664589,1244,1,0,4,662,180658421,9,722633684,19,23,8,14,120,621,0,0,76158805,6234040,3089356003,0,621,354,3,1,14,14,1116,3,3087040801,3016210543,126568190,183335584,183335584,1,3,1,9532598432,73389,73389,14,14,14,183319204,5,3,189603,1157604,1620118,25612,3087040801,1129577,74541664,1531
499302.42,19,253952,62,149987,9880936882,7,46216513,0,1023,9,9,10605,1020,3,630,1161080,40,58955,20,28,127105742,1262,1,0,4,662,186825909,9,747303636,19,23,8,14,120,630,0,0,78453409,6299447,3192864160,0,630,361,3,1,14,14,1116,3,3190058014,3117903070,130750218,189575285,189591669,1,3,1,9857914852,73389,73389,14,14,14,189575289,5,3,193859,1189960,1666116,26489,3190058014,1161080,76790378,1560
501319.29,19,253952,62,154924,10206092892,7,48023103,0,1047,9,9,10605,1039,3,630,1190931,40,60874,20,28,127105742,1262,1,0,4,662,192954312,9,771817248,19,23,8,14,120,630,0,0,80664309,6310015,3296002700,0,630,361,3,1,14,14,1116,3,3292966757,3220624029,134777504,195790410,195806794,1,3,1,10181101352,73389,73389,14,14,14,195790414,5,3,197911,1220575,1692945,27323,3292966757,1190931,78974552,1560
503331.42,19,253952,62,160484,10572089896,7,49800538,0,1092,10,10,10605,1092,3,630,1241256,40,63081,20,28,127105742,1262,1,0,4,662,199906454,9,799625816,19,24,8,14,120,630,0,0,83795975,6970843,3412708509,0,630,361,3,1,14,14,1116,3,3409409484,3335711950,140350710,202841119,202841119,1,3,1,10547738220,73389,73389,14,14,14,202841123,5,3,204618,1272087,1770119,28326,3409409484,1241256,82029178,1560
505346.50,20,253952,62,165926,10931837770,7,52169756,0,1148,10,10,10605,1119,3,630,1296001,40,65224,20,28,127105742,1262,1,0,4,662,206734399,9,826872848,19,24,8,14,120,630,0,0,86922030,7672248,3525026744,0,630,361,3,1,14,14,1116,3,3522121008,3448853998,146386922,209766345,209766345,1,3,1,10907849972,73389,73389,14,14,14,209766349,5,3,209117,1327946,1818308,29238,3522121008,1296001,85107174,1560
507361.87,20,253952,62,171439,11295333750,7,54039247,0,1199,10,10,10605,1147,3,630,1352353,40,67383,20,28,127105742,1262,1,0,4,662,213617100,9,854403712,19,24,8,14,120,630,0,0,90143486,8404251,3641144815,0,630,361,3,1,14,14,1116,3,3637584784,3563466798,152349613,216747200,216747200,1,3,1,11270854432,73389,73389,14,14,14,216747204,5,3,214138,1385472,1887017,30194,3637584784,1352353,88260057,1560
509368.16,21,253952,62,176658,11639538014,8,57150602,0,1245,10,10,10605,1191,3,630,1398722,40,69455,20,28,127105742,1262,1,0,4,662,220127106,9,880508424,19,24,8,14,120,630,0,0,92927093,8691085,3753063332,0,630,361,3,1,14,14,1116,3,3749531969,3671909282,158514637,223367607,223367607,1,3,1,11615115596,73389,73389,14,14,14,223367611,5,3,220124,1432871,1942063,31132,3749531969,1398722,90988736,1560
511380.75,21,253952,62,181572,11962836782,8,58670518,0,1260,10,10,10605,1214,3,630,1435311,40,71375,20,28,127105742,1262,1,0,4,662,226257151,9,905028604,19,24,8,14,120,630,0,0,95328383,8892797,3854955715,0,630,361,3,1,14,14,1116,3,3851438510,3773862776,162633875,229568507,229568507,1,3,1,11937562396,73389,73389,14,14,14,229568511,5,3,222709,1470285,1988773,31966,3851438510,1435311,93343416,1560
513405.01,21,253952,62,187109,12327893560,8,60596974,0,1313,11,11,10605,1260,3,630,1485438,40,73553,20,28,127105742,1262,1,0,4,662,233142414,9,932505272,19,25,8,14,120,630,0,0,98512487,9488943,3973571126,0,630,361,3,1,14,14,1116,3,3970449713,3888928716,168308816,236582130,236582130,1,3,1,12302270792,73389,73389,14,14,14,236582134,5,3,227683,1521609,2053398,32968,3970449713,1485438,96463024,1560
515419.75,21,253952,62,192892,12708167244,8,62743552,0,1363,11,11,10605,1291,6,630,1536904,40,75822,20,28,127105742,1262,1,0,4,662,240335586,9,961342344,19,25,8,14,120,630,0,0,101819401,10155812,4096727994,0,630,361,3,1,14,14,1116,3,4092684197,4009032971,174451079,243880758,243880758,1,3,1,12680947480,73389,73389,14,14,14,243864378,5,3,231801,1574277,2129801,33974,4092684197,1536904,99693673,1560
517434.30,21,253952,62,198671,13088528698,8,65001425,0,1423,11,11,10605,1325,6,630,1590755,40,78096,20,28,127105742,1262,1,0,4,662,247580186,9,990320744,19,25,8,14,120,630,0,0,105120338,10809728,4217314545,0,630,361,3,1,14,14,1116,3,4213267377,4128661208,180650372,251193611,251207836,1,3,1,13062067804,73389,73389,14,14,14,251193615,5,3,234426,1629360,2207149,34972,4213267377,1590755,102917401,1560
519448.98,22,253952,62,204475,13471638624,8,67223110,0,1474,11,11,10605,1367,6,630,1650951,40,80379,20,28,127105742,1262,1,0,4,662,254811693,9,1019117608,19,25,8,14,120,630,0,0,108500319,11392995,4339167046,0,630,361,3,1,14,14,1116,3,4335248590,4249510974,186811926,258530596,258546980,1,3,1,13443591024,73389,73389,14,14,14,258530600,5,3,238872,1690804,2277747,35982,4335248590,1650951,106226922,1560
521454.81,22,253952,62,210628,13876800126,8,68993242,0,1529,11,11,10605,1403,6,630,1705610,40,82803,20,28,127105742,1262,1,0,4,662,262487105,9,1049948420,19,25,8,14,120,630,0,0,112045349,11761951,4469179259,0,630,361,3,1,14,14,1116,3,4464996276,4377105608,192485964,266332810,266332810,1,3,1,13848454184,73389,73389,14,14,14,266316430,5,3,242741,1746773,2352466,37058,4464996276,1705610,109697373,1560
523463.95,22,253952,62,215870,14222511718,9,71799053,0,1547,11,11,10605,1442,6,630,1735348,40,84872,20,28,127105742,1262,1,0,4,662,269047231,9,1076124276,19,25,8,14,120,630,0,0,114258943,11769044,4581275330,0,630,361,3,1,14,14,1116,3,4577399254,4486192067,197509951,272969601,272969601,1,3,1,14194419284,73389,73389,14,14,14,272969605,5,3,244183,1777310,2398260,37995,4577399254,1735348,111865260,1560
525472.66,22,253952,62,222505,14659840740,9,72979180,0,1591,12,12,10605,1478,6,630,1792858,40,87473,20,28,127419458,1262,1,0,4,662,277316280,9,1109200576,19,26,8,14,120,630,0,0,117954807,11972185,4721309139,0,630,361,3,1,14,14,1116,3,4716641716,4624208626,202579850,281357321,281357321,1,3,1,14630580724,73389,73389,14,14,14,281357325,5,3,247446,1836140,2453105,39140,4716641716,1792858,115506421,1560
527479.75,29,253952,62,229495,15119554224,9,74947434,0,1628,12,12,10605,1526,6,630,1853163,40,90215,20,28,127419458,1262,1,0,4,662,286013619,9,1144054476,19,26,8,14,120,630,0,0,121853704,12176351,4870111346,0,630,361,3,1,14,14,1116,3,4865303974,4769236862,208652667,290177502,290177502,1,3,1,15089230136,73389,73389,14,14,14,290177506,5,3,250757,1897884,2532710,40372,4865303974,1853163,119325848,1560
529486.47,29,253952,62,236870,15605391952,9,76774527,0,1662,12,12,10605,1573,7,639,1917598,40,93109,20,28,129231562,1280,1,0,4,662,295189849,9,1180694788,19,26,8,14,120,639,0,0,125886469,12347604,5023843869,0,639,368,3,1,14,14,1116,3,5019031962,4922320542,214673902,299501269,299501269,1,3,1,15574066020,73389,73389,14,14,14,299501273,5,3,257466,1963770,2622419,41646,5019031962,1917598,123269061,1597
531491.51,29,253952,62,242692,15990115902,10,78877548,0,1687,12,12,10605,1605,7,639,1952905,40,95404,20,28,129231562,1280,1,0,4,662,302469824,9,1209879296,19,26,8,14,120,639,0,0,128440701,12355850,5150037102,0,639,368,3,1,14,14,1116,3,5144982210,5043682039,219336468,306868863,306868863,1,3,1,15957180908,73389,73389,14,14,14,306868867,5,3,261889,1999983,2665383,42689,5144982210,1952905,125780428,1597
533497.02,30,253952,62,248360,16363444180,10,81047395,0,1719,12,12,10605,1647,7,639,1985796,40,97637,20,28,129231562,1280,1,0,4,662,309548015,9,1238127444,19,26,8,14,120,639,0,0,130867251,12355928,5271635206,0,639,368,3,1,14,14,1116,3,5266483594,5161369179,223931673,314048485,314048485,1,3,1,16330521252,73389,73389,14,14,14,314048489,5,3,264602,2033762,2696316,43698,5266483594,1985796,128176144,1597
535502.11,30,253952,62,254662,16778937648,10,81780724,0,1740,12,12,10605,1683,7,648,2027152,40,100105,20,28,130985702,1298,1,0,4,662,317373625,9,1269494500,19,26,8,14,120,648,0,0,133868960,12358152,5404399384,0,648,378,3,1,14,14,1116,3,5399657468,5292478251,227669555,322018413,322018413,1,3,1,16744105540,73389,73389,14,14,14,322002033,5,3,267184,2076222,2749172,44802,5399657468,2027152,131125110,1626
537509.34,30,253952,62,261109,17203318470,10,83412009,0,1760,13,13,10605,1730,7,657,2070247,40,102640,20,28,132484925,1316,1,0,4,662,325388731,9,1301554924,19,27,8,14,120,657,0,0,136944849,12393104,5545130142,0,657,383,3,1,14,14,1116,3,5539748315,5426604334,232410809,330148307,330148307,1,3,1,17167711996,73389,73389,14,14,14,330148311,5,3,271449,2120411,2809024,45967,5539748315,2070247,134141256,1654
539518.09,33,253952,62,269172,17734570748,10,84986043,0,1817,13,13,10605,1777,7,657,2130291,40,105801,20,28,132484925,1316,1,0,4,662,335449191,9,1341667344,19,27,8,14,120,657,0,0,141274354,12529975,5714476796,0,657,383,3,1,14,14,1116,3,5708943475,5593933654,238437136,340368876,340368876,1,3,1,17699181584,73389,73389,14,14,14,340368880,5,3,273799,2182001,2902068,47369,5708943475,2130291,138377886,1654
541524.38,33,253952,62,277441,18278935554,10,86462374,0,1888,13,13,10605,1834,7,666,2193420,40,109060,20,28,133983413,1334,1,0,4,662,345770982,9,1383019496,19,27,8,14,120,666,0,0,145715414,12642760,5890762998,0,666,390,3,1,14,14,1116,3,5885042858,5765625635,244453351,350804596,350804596,1,3,1,18241839024,73389,73389,14,14,14,350804600,5,3,277964,2246762,2975173,48828,5885042858,2193420,142746002,1678
543530.28,33,253952,62,286434,18871648046,10,87695348,0,1972,13,13,10605,1892,8,675,2259584,40,112591,20,28,135481994,1352,1,0,4,662,356964693,9,1427858772,19,27,8,14,120,675,0,0,150405835,12735059,6082557169,0,675,397,3,1,14,14,1116,3,6077057982,5953008399,250454247,362157376,362157376,1,3,1,18832183584,73389,73389,14,14,14,362157380,5,3,282094,2314549,3081175,50426,6077057982,2259584,147330611,1708
545535.09,33,253952,62,292424,19266078916,11,89806963,0,1991,13,13,10605,1932,8,675,2291655,40,114940,20,28,135481994,1352,1,0,4,662,364398686,9,1457594744,19,27,8,14,120,675,0,0,152892758,12739331,6211658480,0,675,397,3,1,14,14,1116,3,6206313953,6077360476,255055306,369730214,369730214,1,3,1,19225971160,73389,73389,14,14,14,369730218,5,3,282194,2347537,3118106,51500,6206313953,2291655,149780700,1708
547542.26,33,253952,62,301376,19856244262,11,91653148,0,2057,14,14,10605,1987,8,675,2352450,40,118457,20,28,135481994,1352,1,0,4,662,375554049,9,1502216196,19,28,8,14,120,675,0,0,157232185,12776185,6406434692,0,675,397,3,1,14,14,1116,3,6400520433,6264341713,261271766,381011425,381011425,1,3,1,19812594132,73389,73389,14,14,14,381011429,5,3,286202,2409940,3190978,53113,6400520433,2352450,154047432,1708
549549.50,33,253952,62,310890,20483904470,11,92834677,0,2146,14,14,10605,2052,8,675,2422035,40,122205,20,28,135481994,1352,1,0,4,662,387433955,9,1549735820,19,28,8,14,120,675,0,0,162045314,12803755,6609657112,0,675,397,3,1,14,14,1116,3,6603678711,6461838506,267290101,393058366,393091134,1,3,1,20439035064,73389,73389,14,14,14,393058370,5,3,296643,2481242,3299843,54807,6603678711,2422035,158751888,1708
551555.61,33,253952,62,320432,21112301680,11,94038670,0,2238,14,14,10605,2109,8,675,2492857,40,125946,20,28,135481994,1352,1,0,4,662,399332616,9,1597265784,19,28,8,14,120,675,0,0,166850977,12832560,6814659788,0,675,397,3,1,14,14,1116,3,6808222027,6660354352,273320725,405128168,405128168,1,3,1,21066664768,73389,73389,14,14,14,405128172,5,3,314992,2553806,3402707,56490,6808222027,2492857,163454891,1708
553560.33,33,253952,62,328785,21661956098,11,95142429,0,2300,14,14,10605,2165,8,675,2547408,40,129221,20,28,135481994,1352,1,0,4,662,409704125,9,1638816500,19,28,8,14,120,675,0,0,170699471,12841265,6995783780,0,675,397,3,1,14,14,1116,3,6989056781,6834031138,278280857,415647967,415647967,1,3,1,21613694316,73389,73389,14,14,14,415647971,5,3,318584,2609748,3471738,58003,6989056781,2547408,167234513,1708
555565.80,33,253952,62,335388,22097839532,12,97488232,0,2307,14,14,10605,2205,8,675,2586106,40,131817,20,28,135481994,1352,1,0,4,662,417937284,9,1671749136,19,28,8,14,120,675,0,0,173553083,12841345,7137603812,0,675,397,3,1,14,14,1116,3,7131779939,6971621707,283478693,423998601,424014985,1,3,1,22047927284,73389,73389,14,14,14,423998605,5,3,322059,2649470,3512702,59173,7131779939,2586106,170047273,1708
557571.09,33,253952,62,343768,22650783738,12,97720572,0,2313,15,15,10605,2257,8,702,2646433,40,135095,20,28,140292551,1406,1,0,4,662,428330819,9,1713258772,19,29,8,14,120,702,0,0,177599586,12841420,7319564335,0,702,416,3,1,14,14,1116,3,7313089759,7146675813,287757925,434573141,434573141,1,3,1,22597803364,73389,73389,14,14,14,434573145,5,3,326426,2711225,3585667,60683,7313089759,2646433,174020943,1788
559575.90,33,253952,62,351386,23152786258,12,99139475,0,2357,15,15,10605,2305,8,756,2701092,40,138092,20,28,149286118,1514,1,0,4,662,437842570,9,1751370280,19,29,8,14,120,756,0,0,181168933,12841530,7490807974,0,756,456,3,1,14,14,1116,3,7483664283,7305463005,292745681,444195694,444195694,1,3,1,23098176120,73389,73389,14,14,14,444195698,5,3,329306,2767166,3637722,62086,7483664283,2701092,177538405,1948
561581.88,34,253952,62,358133,23596157146,13,101650768,0,2382,16,16,10605,2349,8,792,2744878,40,140719,20,28,155537940,1586,1,0,4,662,446151390,9,1784605560,19,30,8,14,120,792,0,0,184142495,12848336,7638091551,0,792,471,3,1,14,14,1116,3,7632265133,7445910747,298236234,452663619,452663619,1,3,1,23537656252,73389,73389,14,14,14,452647239,5,3,333755,2812065,3696648,63326,7632265133,2744878,180453156,2047
