timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptionResumes,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,InterfaceHTTPSendBytes,JoinBuildTableRowCount,JoinOptimizeMicroseconds,JoinProbeTableRowCount,JoinReorderMicroseconds,JoinResultRowCount,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,NetworkSendBytes,NetworkSendElapsedMicroseconds,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OSWriteChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SchedulerNodeUpdate,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHit,ThreadPoolReaderPageCacheHitBytes,ThreadPoolReaderPageCacheHitElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
573868.13,3,253952,62,75369,4963912962,3,14642572,0,377,6,6,10341,520,1,567,492939,17,29610,19,12,110458357,1136,1,0,4,710,93867806,5,375471224,18,20,14,87,567,0,0,36222545,476216,1599498728,0,567,323,3,1,14,14,1155,3,1599232886,1566067325,51280143,95243822,95243822,1,3,1,4952678776,73389,73389,14,14,14,95243826,7,3,128041,505488,756469,13299,1599232886,492939,35467531,1316
575875.45,3,253952,62,83799,5519180754,3,16158420,0,442,6,6,10341,602,1,576,562616,17,32950,19,12,113130756,1154,1,0,4,710,104356767,5,417427068,18,20,14,87,576,0,0,40615793,600797,1786413168,0,576,331,3,1,14,14,1155,3,1784802688,1741152325,57303736,105914951,105914951,1,3,1,5507577484,73389,73389,14,14,14,105914955,7,3,139171,576831,858458,14892,1784802688,562616,39758970,1346
577889.70,4,253952,62,92054,6064773906,3,17681436,0,503,6,6,10341,638,1,594,624142,17,36192,19,12,119172752,1190,1,0,4,710,114668823,5,458675292,18,20,14,87,594,0,0,44976847,758668,1953678548,0,594,354,3,1,14,14,1155,3,1952161563,1913228459,63328299,116374359,116390743,1,3,1,6051466700,73389,73389,14,14,14,116374363,7,3,145182,639844,951623,16251,1952161563,624142,44027036,1421
579894.64,4,253952,62,97567,6427530186,4,19951670,0,527,6,6,10341,692,1,603,656219,17,38372,19,12,120928616,1208,1,0,4,710,121537511,5,486150044,18,20,14,87,603,0,0,47584263,784365,2067377918,0,603,361,3,1,14,14,1155,3,2066251509,2027553417,68228662,123357373,123357373,1,3,1,6413731460,73389,73389,14,14,14,123340993,7,3,190327,672790,1057684,17240,2066251509,656219,46528493,1455
581903.99,4,253952,62,104351,6873896438,4,21526489,0,569,7,7,10341,723,1,612,708034,17,41032,19,12,122370220,1226,1,0,4,710,130019896,5,520079584,18,21,14,87,612,0,0,51404519,899726,2212695908,0,612,373,3,1,14,14,1155,3,2210669187,2167947746,73731092,131943860,131943860,1,3,1,6861080752,73389,73389,14,14,14,131943864,7,3,196679,725960,1127648,18414,2210669187,708034,50278921,1486
583914.95,4,253952,62,112046,7379387176,4,23036794,0,637,7,7,10341,756,1,630,766721,17,44040,19,12,125682066,1262,1,0,4,710,139586256,5,558345024,18,21,14,87,630,0,0,55793267,1023909,2366610989,0,630,387,3,1,14,14,1155,3,2365214481,2327324174,79738041,141645533,141661917,1,3,1,7365567748,73389,73389,14,14,14,141645537,7,3,200218,786182,1199512,19683,2365214481,766721,54595961,1548
585927.98,4,253952,62,119897,7897071604,4,24458193,0,708,7,7,10341,829,1,648,831021,17,47134,19,12,128878253,1298,1,0,4,710,149362075,5,597318916,18,21,14,87,648,0,0,60309833,1180029,2538942500,0,648,404,3,1,14,14,1155,3,2536727972,2491347154,85799207,151544455,151544455,1,3,1,7880311692,73389,73389,14,14,14,151544459,7,3,203295,852160,1279273,21153,2536727972,831021,59032930,1608
587939.13,5,253952,62,127986,8430305336,4,25778930,0,785,7,7,10341,867,1,657,898405,17,50301,19,12,130377414,1316,1,0,4,710,159412944,5,637587032,18,21,14,87,657,0,0,64885831,1315545,2718577174,0,657,415,3,1,14,14,1155,3,2716194537,2660043346,91834159,161754673,161754673,1,3,1,8411243028,73389,73389,14,14,14,161754677,7,3,207944,921207,1365199,22615,2716194537,898405,63523178,1642
589945.79,6,253952,62,135843,8947128116,4,27235003,0,853,7,7,10341,937,1,657,964794,17,53382,19,12,130691130,1316,1,0,4,710,169127582,5,676445640,18,21,14,87,657,0,0,69354014,1424463,2892779157,0,657,415,3,1,14,14,1155,3,2890497980,2823639206,97828046,171623430,171623430,1,3,1,8923566424,73389,73389,14,14,14,171607050,7,3,215356,989194,1473134,24102,2890497980,964794,67883590,1642
591950.47,7,253952,62,142248,9368780558,5,29420891,0,900,7,7,10341,968,1,657,1008300,17,55883,19,12,130691130,1316,1,0,4,710,177094871,5,708379484,18,21,14,87,657,0,0,72715471,1484992,3026343998,0,657,415,3,1,14,14,1155,3,3024082059,2956858309,103460665,179687788,179704172,1,3,1,9343765008,73389,73389,14,14,14,179687792,7,3,218030,1033847,1519133,25190,3024082059,1008300,71199179,1642
593957.55,7,253952,62,148476,9779798408,5,31103793,0,931,8,8,10341,1007,1,657,1051951,17,58328,19,12,131004846,1316,1,0,4,710,184847691,5,739390764,18,22,14,87,657,0,0,75885135,1540896,3165395332,0,657,415,3,1,14,14,1155,3,3162473780,3086556242,108367467,187581829,187581829,1,3,1,9754255140,73389,73389,14,14,14,187581833,7,3,228741,1078664,1583153,26344,3162473780,1051951,74304948,1642
595962.56,7,253952,62,153966,10141461278,6,32910214,0,952,8,8,10341,1041,1,657,1083833,17,60478,19,12,131004846,1316,1,0,4,710,191713781,5,766790476,18,22,14,87,657,0,0,78379996,1542124,3281564536,0,657,415,3,1,14,14,1155,3,3278541678,3200697935,112668989,194515691,194515691,1,3,1,10114815964,73389,73389,14,14,14,194515695,7,3,232408,1111411,1620135,27302,3278541678,1083833,76762936,1642
597967.97,7,253952,62,159007,10474325916,7,34871259,0,976,9,9,10341,1083,1,657,1111979,17,62474,19,12,131004846,1316,1,0,4,710,197980716,5,791922864,18,23,14,87,657,0,0,80600653,1542216,3389389947,0,657,415,3,1,14,14,1155,3,3386270203,3305993398,116851059,200888179,200888179,1,3,1,10446185340,73389,73389,14,14,14,200888183,7,3,238539,1140351,1669155,28217,3386270203,1111979,78934677,1642
599976.07,8,253952,62,165427,10896449176,7,36639365,0,1016,10,10,10341,1115,1,666,1163519,17,64985,19,12,132527286,1334,1,0,4,710,205963861,5,823855444,18,24,14,87,666,0,0,84305258,1597621,3528450736,0,666,424,3,1,14,14,1155,3,3525202891,3439045885,122379492,209001689,209001689,1,3,1,10868087860,73389,73389,14,14,14,209001693,7,3,243215,1193185,1734098,29353,3525202891,1163519,82574474,1680
601988.20,8,253952,62,172108,11336292698,7,38591882,0,1050,10,10,10341,1147,1,675,1221253,17,67615,19,12,134628394,1352,1,0,4,710,214322121,5,857288484,18,24,14,87,675,0,0,88333262,1708551,3662182122,0,675,434,3,1,14,14,1155,3,3659588176,3577700265,128453492,217446753,217446753,1,3,1,11307231188,73389,73389,14,14,14,217446757,7,3,249317,1252310,1797920,30454,3659588176,1221253,86538787,1715
603998.56,29,253952,62,179042,11794520112,7,40292826,0,1095,10,10,10341,1212,2,702,1285038,17,70364,19,12,139436330,1406,1,0,4,710,222963443,5,891853772,18,24,14,87,702,0,0,92525372,1830482,3814010370,0,702,456,3,1,14,14,1155,3,3811538120,3722375000,134430086,226227245,226227245,1,3,1,11763816772,73389,73389,14,14,14,226227249,7,3,256214,1317618,1877762,31752,3811538120,1285038,90650203,1816
606006.75,29,253952,62,186319,12273537134,7,41758127,0,1163,10,10,10341,1250,2,702,1349214,17,73223,19,12,139750046,1406,1,0,4,710,232059433,5,928237732,18,24,14,87,702,0,0,96937329,2000924,3966281490,0,702,456,3,1,14,14,1155,3,3962742355,3873120251,140472480,235436324,235436324,1,3,1,12242688880,73389,73389,14,14,14,235436328,7,3,262423,1383344,1960451,32981,3962742355,1349214,94980632,1816
608014.66,29,253952,62,193743,12762296542,7,43271871,0,1231,10,10,10341,1286,3,702,1414765,17,76120,19,12,139762112,1406,1,0,4,710,241284215,5,965136860,18,24,14,87,702,0,0,101366491,2128190,4125025378,0,702,456,3,1,14,14,1155,3,4121332878,4027506650,146539441,244809243,244809243,1,3,1,12730080668,73389,73389,14,14,14,244809247,7,3,267746,1450416,2033242,34279,4121332878,1414765,99337160,1816
610023.00,29,253952,62,201337,13262589798,7,44659471,0,1304,10,10,10341,1351,10,711,1482542,17,79116,19,12,141260973,1424,1,0,4,710,250737356,5,1002884944,18,24,14,87,711,0,0,105863420,2253881,4287519123,0,711,463,3,1,14,14,1155,3,4284300782,4185496709,152527770,254396869,254396869,1,3,1,13228637220,73389,73389,14,14,14,254396873,7,3,277535,1519843,2124414,35658,4284300782,1482542,103743063,1847
612030.44,29,253952,62,208785,13752897938,7,46084965,0,1381,10,10,10341,1390,10,711,1550566,17,82034,19,12,141574689,1424,1,0,4,710,260010663,5,1040042652,18,24,14,87,711,0,0,110424346,2351848,4440627753,0,711,463,3,1,14,14,1155,3,4436757566,4339677199,158591993,263818940,263835324,1,3,1,13718584912,73389,73389,14,14,14,263818944,7,3,302276,1589374,2245545,36902,4436757566,1550566,108183021,1847
614039.10,29,253952,62,216588,14268100268,7,47338191,0,1471,10,10,10341,1452,10,729,1624395,17,85118,19,12,144583663,1460,1,0,4,710,269758460,5,1078969312,18,24,14,87,729,0,0,115100101,2471365,4616494862,0,729,480,3,1,14,14,1155,3,4612330252,4502572693,164621971,273688968,273705352,1,3,1,14231826368,73389,73389,14,14,14,273688972,7,3,309605,1664858,2340782,38382,4612330252,1624395,112763707,1914
616047.47,30,253952,62,224542,14792172924,7,48622794,0,1552,10,10,10341,1498,11,729,1690086,17,88251,19,12,144583663,1460,1,0,4,710,279706130,5,1118824520,18,24,14,87,729,0,0,119789151,2526719,4783673846,0,729,480,3,1,14,14,1155,3,4779605560,4667758666,170649812,283762081,283762081,1,3,1,14755628244,73389,73389,14,14,14,283762085,7,3,318367,1732904,2415843,39759,4779605560,1690086,117377856,1914
618054.99,30,253952,62,232522,15317370348,7,49961508,0,1634,10,10,10341,1538,11,729,1754653,17,91359,19,12,144583663,1460,1,0,4,710,289642672,5,1158441388,18,24,14,87,729,0,0,124413684,2580194,4951336797,0,729,480,3,1,14,14,1155,3,4946970613,4833637602,176657552,293839512,293839512,1,3,1,15279654656,73389,73389,14,14,14,293839516,7,3,322430,1799014,2497958,41122,4946970613,1754653,121920439,1914
620060.70,31,253952,62,240859,15866531226,7,51351074,0,1707,10,10,10341,1603,11,729,1824323,17,94639,19,12,144897379,1460,1,0,4,710,299993137,5,1199907804,18,24,14,87,729,0,0,129004024,2632267,5133777608,0,729,480,3,1,14,14,1155,3,5129892995,5007356507,182688781,304354993,304354993,1,3,1,15825607700,73389,73389,14,14,14,304338613,7,3,329555,1870269,2597887,42659,5129892995,1824323,126411024,1914
622065.89,31,253952,62,249289,16421871414,7,52618047,0,1790,10,10,10341,1653,11,729,1890195,17,97957,19,12,144897379,1460,1,0,4,710,310505783,5,1242023132,18,24,14,87,729,0,0,133706698,2679288,5311420591,0,729,480,3,1,14,14,1155,3,5306836420,5182301040,188698333,315017930,315017930,1,3,1,16380932392,73389,73389,14,14,14,315017934,7,3,340058,1937755,2700786,44113,5306836420,1890195,131010973,1914
624071.86,31,253952,62,257678,16975381312,7,54142145,0,1853,10,10,10341,1696,11,738,1952225,17,101245,19,12,146710319,1478,1,0,4,710,320963381,5,1283853524,18,24,14,87,738,0,0,138207485,2684539,5491799709,0,738,488,3,1,14,14,1155,3,5486927358,5357165871,194728163,325625238,325625238,1,3,1,16932512408,73389,73389,14,14,14,325625242,7,3,345054,2001276,2780793,45590,5486927358,1952225,135431931,1951
626076.41,33,253952,62,266439,17551452066,7,55852079,0,1888,10,10,10341,1765,11,756,2010223,17,104689,19,12,149974981,1514,1,0,4,710,331855172,5,1327420688,18,24,14,87,756,0,0,142445977,2684612,5682643408,0,756,499,3,1,14,14,1155,3,5677716624,5539004537,200675900,336671484,336671484,1,3,1,17506065232,73389,73389,14,14,14,336655104,7,3,349891,2060736,2861742,47197,5677716624,2010223,139589638,2006
628081.42,33,253952,62,275540,18151532030,7,57799002,0,1923,10,10,10341,1813,11,792,2064613,17,108249,19,12,156213424,1586,1,0,4,710,343168469,5,1372609372,18,24,14,87,792,0,0,146587373,2684722,5878086318,0,792,520,3,1,14,14,1155,3,5872853205,5728671586,206763985,348161369,348161369,1,3,1,18104391220,73389,73389,14,14,14,348161373,7,3,352577,2116598,2924720,48800,5872853205,2064613,143668236,2117
630085.99,33,253952,62,284908,18767865532,7,59241463,0,1939,10,10,10341,1883,11,846,2120489,17,111916,19,12,165833912,1694,1,0,4,710,354771722,5,1419022276,18,24,14,87,846,0,0,150661803,2684793,6082473088,0,846,562,3,1,14,14,1155,3,6077981225,5923751695,212279806,359930226,359946610,1,3,1,18716371784,73389,73389,14,14,14,359930230,7,3,356817,2173945,2995696,50531,6077981225,2120489,147671867,2266
632090.50,34,253952,62,294299,19387078700,7,61260615,0,1953,10,10,10341,1934,11,846,2174393,17,115605,19,12,165833912,1694,1,0,4,710,366473026,5,1465892104,18,24,14,87,846,0,0,154729752,2684841,6283754959,0,846,562,3,1,14,14,1155,3,6278171818,6119447816,218366427,371815486,371815486,1,3,1,19334405304,73389,73389,14,14,14,371815490,7,3,359374,2229242,3046673,52170,6278171818,2174393,151689013,2266
634095.23,34,253952,62,303826,20014251550,7,63572502,0,1977,10,10,10341,2005,11,864,2231342,17,119325,19,12,169155374,1730,1,0,4,710,378245810,5,1512918648,18,24,14,87,864,0,0,158855476,2684943,6496980825,0,864,569,3,1,14,14,1155,3,6491350514,6317910650,224748296,383805527,383805527,1,3,1,19957887436,73389,73389,14,14,14,383805531,7,3,364819,2287683,3113676,53960,6491350514,2231342,155747914,2311
636100.36,34,253952,62,313537,20654134588,7,65251408,0,2018,10,10,10341,2054,11,900,2291270,17,123121,19,12,175435555,1802,1,0,4,710,390320597,5,1561282388,18,24,14,87,900,0,0,163111026,2685018,6715985284,0,900,591,3,1,14,14,1155,3,6710673585,6520829311,230736871,396020626,396020626,1,3,1,20593072584,73389,73389,14,14,14,396020630,7,3,370018,2349155,3191808,55758,6710673585,2291270,159925528,2406
638104.75,34,253952,62,323174,21288938708,7,67218304,0,2038,10,10,10341,2128,11,945,2352432,17,126867,19,12,183254946,1892,1,0,4,710,402187669,5,1608686264,18,24,14,87,945,0,0,167213369,2685104,6945606796,0,945,619,3,1,14,14,1155,3,6940431826,6723269036,236806466,408057660,408057660,1,3,1,21218998352,73389,73389,14,14,14,408057664,7,3,374730,2411897,3263794,57690,6940431826,2352432,163956055,2520
640109.88,34,253952,62,332775,21922300548,7,68977826,0,2046,10,10,10341,2179,12,990,2409643,17,130621,19,12,191401287,1982,1,0,4,710,414115839,5,1656398752,18,24,14,87,990,0,0,171281658,2685144,7165434902,0,990,651,3,1,14,14,1155,3,7159159128,6924048115,242633241,420137369,420137369,1,3,1,21847143220,73389,73389,14,14,14,420137373,7,3,377702,2470537,3328772,59478,7159159128,2409643,167959528,2641
642114.07,34,253952,62,343017,22597082916,7,70938566,0,2069,12,12,10341,2254,12,1089,2476999,17,134616,21,12,209372196,2180,1,0,4,710,426747722,5,1706990888,20,26,14,95,1089,0,0,175706928,2691643,7410862329,0,1089,711,3,1,14,14,1155,3,7404935073,7138824361,249024615,432948325,432948325,1,3,1,22513312932,73389,73389,14,14,14,432948329,7,3,391903,2539550,3446760,61526,7404935073,2476999,172266982,2896
644127.69,35,253952,62,358317,23604875568,8,75075909,0,2166,15,15,10341,2347,14,1107,2651875,17,140566,24,12,212997973,2216,1,0,4,710,445645580,5,1782453168,23,29,14,145,1107,0,0,185576724,3564369,7766066918,0,1107,732,3,1,14,14,1155,3,7760127268,7459472284,263818528,452124021,452124021,1,3,1,23510449124,73389,73389,14,14,14,452124025,7,3,406059,2718152,3672911,64453,7760127268,2651875,181909976,2962
646138.17,35,253952,62,374160,24649485000,8,77873279,0,2282,15,15,10341,2446,14,1197,2837221,17,146733,24,12,229239984,2396,1,0,4,710,465189406,5,1860693024,23,29,14,145,1197,0,0,195832721,4353737,8137205040,0,1197,841,3,1,14,14,1155,3,8131536686,7791424265,277665822,471971017,472003785,1,3,1,24542492916,73389,73389,14,14,14,471971021,7,3,415859,2907378,3909964,67514,8131536686,2837221,191930263,3299
648149.71,36,253952,62,391685,25805230934,8,80622802,0,2396,16,16,10341,2558,14,1386,3057887,17,153561,24,12,263528371,2774,1,0,4,710,486844257,5,1947247680,23,30,14,145,1386,0,0,207059061,5480691,8550505254,0,1386,1082,3,1,14,14,1155,3,8543422028,8159183358,292757352,493951807,493968191,1,3,1,25685493996,73389,73389,14,14,14,493951811,7,3,427135,3132214,4179519,70919,8543422028,3057887,202887429,4053
650160.41,40,253952,62,409347,26968265816,9,83769534,0,2507,16,16,10341,2673,15,1574,3271643,17,160441,24,12,295780748,3150,1,0,4,710,508620967,5,2034483868,23,30,14,145,1574,0,0,218265491,6322138,8970504273,0,1574,1274,3,1,14,14,1155,3,8963289190,8529682377,307939408,516037378,516070146,1,3,1,26833943688,73389,73389,14,14,14,516037382,7,3,442081,3350180,4455635,74403,8963289190,3271643,213818125,4804
652170.84,41,253952,62,427336,28152493080,9,85780200,0,2622,16,16,10341,2785,16,1773,3478180,17,167445,24,12,332815271,3548,1,0,4,710,530831730,5,2123326920,23,30,14,145,1773,0,0,229462389,7135903,9396144029,0,1773,1460,3,1,14,14,1155,3,9388698525,8906411335,321929951,538567476,538600244,1,3,1,28005508784,73389,73389,14,14,14,538567480,7,3,454991,3560891,4712602,77901,9388698525,3478180,224758416,5532
654180.80,42,253952,62,445999,29382831048,9,87559298,0,2749,17,17,10341,2904,16,1782,3702837,17,174669,24,12,338018195,3566,1,0,4,710,553785582,5,2214948648,23,31,14,145,1782,0,0,241071925,7935865,9853302707,0,1782,1468,3,1,14,14,1155,3,9845082005,9299569488,336080576,561865019,561881403,1,3,1,29216981020,73389,73389,14,14,14,561865023,7,3,468700,3790069,4974854,81677,9845082005,3702837,236106088,5567
656187.02,43,253952,62,465406,30661469292,9,90377717,0,2893,17,17,10341,3021,16,1782,3928838,17,182189,24,12,339622973,3566,1,0,4,710,577633233,5,2310468300,23,31,14,145,1782,0,0,253370383,8917304,10328927139,0,1782,1468,3,1,14,14,1155,3,10320539372,9707964496,352187499,586117152,586117152,1,3,1,30477239968,73389,73389,14,14,14,586100772,7,3,486291,4020898,5298090,85594,10320539372,3928838,248081711,5567
657319.04,43,253952,62,476499,31392226142,10,91966509,1,2960,20,20,10341,3127,16,1782,4061236,17,186584,34,12,347554680,3573,1,1226,4,710,591599349,5,2366397396,33,41,26,2718,1782,1226,2730,260737652,9560612,10591407112,8,1782,1468,3,1,14,14,1155,3,10581874718,9940088371,465415012,600037902,600037902,1,3,1,31201970936,73389,73389,14,14,14,600037906,7,3,522038,4155958,5477050,87731,10581874718,4061236,255270278,5567
