timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,InterfaceHTTPSendBytes,JoinBuildTableRowCount,JoinOptimizeMicroseconds,JoinProbeTableRowCount,JoinReorderMicroseconds,JoinResultRowCount,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,NetworkSendBytes,NetworkSendElapsedMicroseconds,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OSWriteChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SchedulerNodeUpdate,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHit,ThreadPoolReaderPageCacheHitBytes,ThreadPoolReaderPageCacheHitElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
491465.77,3,253952,62,98448,6485528136,6,29923928,632,9,9,4529,678,6,576,751705,693,38725,18,116915325,1154,1,0,4,5208,122747059,10,490923704,17,23,13,1799,576,0,0,51996819,3426265,2077780778,0,576,660,3,1,14,14,5865,3,2075812893,2044833274,85161313,124533147,124533147,1,3,1,6475723676,73389,73389,14,14,14,124533151,8,3,144746,770575,1220638,17250,2075812893,751705,50778185,1854
493482.08,3,253952,62,103765,6835889476,7,32381931,692,10,10,4529,728,6,576,803734,693,40839,18,116915325,1154,1,0,4,5208,129389010,10,517556040,17,24,13,1799,576,0,0,55207664,3955130,2187902798,0,576,660,3,1,14,14,5865,3,2186205105,2155170070,91334746,131270401,131270401,1,3,1,6826060884,73389,73389,14,14,14,131270405,8,3,150256,823719,1289906,18199,2186205105,803734,53919882,1854
495495.89,3,253952,62,108966,7179481194,7,34960229,751,10,10,4529,753,7,585,848302,693,42872,18,118414486,1172,1,0,4,5208,135857394,10,543429576,17,24,13,1799,585,0,0,58368446,4566863,2296916260,0,585,671,3,1,14,14,5865,3,2294962945,2263572144,97660733,137861914,137861914,1,3,1,7168819560,73389,73389,14,14,14,137861918,8,3,157979,869386,1362586,19079,2294962945,848302,57008104,1882
497502.64,4,253952,62,114064,7515212632,8,37494596,805,10,10,4529,777,7,585,886807,693,44867,18,118414486,1172,1,0,4,5208,142208982,10,568835928,17,24,13,1799,585,0,0,61128556,4966788,2402168442,0,585,671,3,1,14,14,5865,3,2401014546,2369283780,103347838,144306415,144322799,1,3,1,7503933612,73389,73389,14,14,14,144306419,8,3,166552,908884,1421258,19947,2401014546,886807,59709661,1882
499509.44,4,253952,62,118946,7837608782,8,39215619,834,10,10,4529,821,8,585,917936,693,46823,18,118414486,1172,1,0,4,5208,148362806,10,593451224,17,24,13,1799,585,0,0,63459306,5029597,2505427822,0,585,671,3,1,14,14,5865,3,2502995587,2470646885,107455300,150531447,150531447,1,3,1,7827635276,73389,73389,14,14,14,150531451,8,3,172123,940905,1476217,20811,2502995587,917936,61985553,1882
501524.72,4,253952,62,123894,8162218758,8,40921880,859,10,10,4529,842,8,585,948139,693,48743,18,118414486,1172,1,0,4,5208,154498653,10,617994612,17,24,13,1799,585,0,0,65726363,5084978,2606395828,0,585,671,3,1,14,14,5865,3,2604262199,2573011335,111480232,156755208,156755208,1,3,1,8151270848,73389,73389,14,14,14,156755212,8,3,175461,971903,1516945,21630,2604262199,948139,64211984,1882
503539.92,4,253952,62,129322,8519552944,8,42263455,918,12,12,4529,893,8,585,993947,693,50883,19,118414486,1172,1,0,4,5208,161240493,10,644897292,18,26,13,1810,585,0,0,68854732,5625362,2718940430,0,585,671,3,1,14,14,5865,3,2717075453,2685722804,116479814,163609309,163625693,1,3,1,8507684100,73389,73389,14,14,14,163609313,8,3,182599,1018870,1584994,22601,2717075453,993947,67272430,1882
505560.71,4,253952,62,134845,8883366436,9,45271191,980,12,12,4529,918,9,585,1041222,693,53052,19,118728202,1172,1,0,4,5208,168157971,10,672631884,18,26,13,1810,585,0,0,72008928,6079117,2836244380,0,585,671,3,1,14,14,5865,3,2833863154,2800069764,123068240,170608707,170625091,1,3,1,8871652796,73389,73389,14,14,14,170608711,8,3,187715,1067294,1651871,23543,2833863154,1041222,70359877,1882
507572.88,4,253952,62,140393,9249132044,9,47812183,1040,12,12,4529,947,9,585,1089903,693,55227,19,118728202,1172,1,0,4,5208,175073670,10,700229992,18,26,13,1810,585,0,0,75220755,6688688,2947039516,0,585,671,3,1,14,14,5865,3,2944661963,2915314836,129365802,177655098,177655098,1,3,1,9238065128,73389,73389,14,14,14,177655102,8,3,190783,1117096,1709172,24457,2944661963,1089903,73514536,1882
509579.36,4,253952,62,145555,9589926538,10,50551251,1086,12,12,4529,993,9,594,1135236,693,57287,19,120169355,1190,1,0,4,5208,181558673,10,726234692,18,26,13,1810,594,0,0,77892070,6948509,3057739396,0,594,677,3,1,14,14,5865,3,3054858538,3022517738,135071497,184216002,184216002,1,3,1,9579232136,73389,73389,14,14,14,184216006,8,3,194438,1163456,1756011,25389,3054858538,1135236,76139126,1904
511588.27,4,253952,62,150613,9923627770,10,52186820,1111,13,13,4529,1015,9,594,1172595,693,59255,19,120169355,1190,1,0,4,5208,187827675,10,751310700,18,27,13,1810,594,0,0,80404070,7226751,3164547866,0,594,677,3,1,14,14,5865,3,3161954078,3127962718,139506346,190590649,190590649,1,3,1,9909861812,73389,73389,14,14,14,190574269,8,3,207786,1201736,1819743,26254,3161954078,1172595,78587503,1904
513607.74,4,253952,62,156138,10287017298,10,54568377,1167,13,13,4529,1061,9,594,1218946,693,61437,19,120169355,1190,1,0,4,5208,194732347,10,778864864,18,27,13,1810,594,0,0,83596393,7811705,3277331528,0,594,677,3,1,14,14,5865,3,3274451127,3242242260,145656999,197594365,197594365,1,3,1,10274907012,73389,73389,14,14,14,197594369,8,3,211089,1249241,1884324,27210,3274451127,1218946,81715379,1904
515628.25,4,253952,62,161763,10657829178,10,56832562,1230,13,13,4529,1093,9,594,1268854,693,63657,19,120169355,1190,1,0,4,5208,201760834,10,807043336,18,27,13,1810,594,0,0,86890335,8250978,3396292852,0,594,677,3,1,14,14,5865,3,3393310057,3358965236,151624512,204722676,204722676,1,3,1,10645579184,73389,73389,14,14,14,204722680,8,3,224681,1300380,1945697,28187,3393310057,1268854,84948076,1904
517643.08,4,253952,62,167438,11031652406,10,58996330,1285,13,13,4529,1124,9,594,1320515,693,65879,19,120169355,1190,1,0,4,5208,208839092,10,835291532,18,27,13,1810,594,0,0,90216120,8835697,3515298500,0,594,677,3,1,14,14,5865,3,3511790062,3476818786,157676103,211902298,211902298,1,3,1,11018919528,73389,73389,14,14,14,211902302,8,3,231617,1353292,2008493,29156,3511790062,1320515,88211200,1904
519652.31,4,253952,62,173437,11426624836,10,61137672,1341,13,13,4529,1170,10,594,1381032,693,68246,19,120169355,1190,1,0,4,5208,216337832,10,865286636,18,27,13,1810,594,0,0,93609374,9419389,3639668121,0,594,677,3,1,14,14,5865,3,3637072363,3601178716,163716265,219507904,219507904,1,3,1,11414411040,73389,73389,14,14,14,219507908,8,3,240175,1415161,2091151,30210,3637072363,1381032,91521928,1904
521657.76,4,253952,62,179738,11841449468,10,62910245,1396,13,13,4529,1207,10,594,1432923,693,70731,19,120169355,1190,1,0,4,5208,224208232,10,896832928,18,27,13,1810,594,0,0,97034382,9668103,3769761133,0,594,677,3,1,14,14,5865,3,3766246986,3731692689,169219363,227490342,227490342,1,3,1,11829497816,73389,73389,14,14,14,227490346,8,3,243741,1468383,2168659,31272,3766246986,1432923,94869566,1904
523666.15,4,253952,62,185038,12191022478,11,65578550,1414,13,13,4529,1248,10,594,1465906,693,72823,19,120169355,1190,1,0,4,5208,230833541,10,923269492,18,27,13,1810,594,0,0,99378883,9694767,3882067388,0,594,677,3,1,14,14,5865,3,3878606387,3841843450,174255575,234192669,234209053,1,3,1,12178018820,73389,73389,14,14,14,234192673,8,3,245999,1502257,2218546,32215,3878606387,1465906,97164273,1904
525675.68,4,253952,62,191729,12632021516,11,66547820,1460,14,14,4529,1287,11,594,1525278,693,75460,19,120169355,1190,1,0,4,5208,239199325,10,956797300,18,28,13,1810,594,0,0,103066859,9868846,4020627545,0,594,677,3,1,14,14,5865,3,4016752830,3980662820,179070030,242678693,242678693,1,3,1,12619292068,73389,73389,14,14,14,242678697,8,3,249441,1563027,2302269,33350,4016752830,1525278,100768658,1904
527689.75,4,253952,62,198889,13105048000,11,68709128,1482,14,14,4529,1324,11,594,1590006,693,78269,19,120169355,1190,1,0,4,5208,248122162,10,992488648,18,28,13,1810,594,0,0,106989554,9987584,4169067023,0,594,677,3,1,14,14,5865,3,4165838316,4129843240,185274606,251762289,251762289,1,3,1,13091639060,73389,73389,14,14,14,251762293,8,3,250950,1629277,2386836,34567,4165838316,1590006,104606925,1904
529697.95,4,253952,62,206423,13600943972,11,70584270,1514,14,14,4529,1384,11,594,1656999,693,81246,19,120169355,1190,1,0,4,5208,257525770,10,1030103080,18,28,13,1810,594,0,0,111074245,10075603,4326075388,0,594,677,3,1,14,14,5865,3,4322305557,4285715963,191313204,261315432,261331816,1,3,1,13588402496,73389,73389,14,14,14,261315436,8,3,254614,1697867,2480886,35879,4322305557,1656999,108597710,1904
531704.07,4,253952,62,212125,13975909240,12,72625088,1532,14,14,4529,1411,11,594,1688617,693,83466,19,120169355,1190,1,0,4,5208,264625222,10,1058500888,18,28,13,1810,594,0,0,113396416,10075892,4444019292,0,594,677,3,1,14,14,5865,3,4440425273,4403794086,195675878,268515756,268515756,1,3,1,13962819344,73389,73389,14,14,14,268515760,8,3,255306,1730326,2524818,36843,4440425273,1688617,110876041,1904
533711.28,4,253952,62,217845,14351728374,12,74845734,1567,14,14,4529,1456,11,594,1722845,693,85727,19,120169355,1190,1,0,4,5208,271757536,10,1087030144,18,28,13,1810,594,0,0,115848748,10078033,4564506228,0,594,677,3,1,14,14,5865,3,4560424215,4522143767,200348426,275751007,275751007,1,3,1,14339052396,73389,73389,14,14,14,275751011,8,3,258184,1765447,2580831,37853,4560424215,1722845,113272458,1904
535716.76,4,253952,62,224283,14777136216,13,76926154,1591,15,15,4529,1489,11,594,1767152,693,88259,19,120483071,1190,1,0,4,5208,279828594,10,1119314376,18,29,13,1810,594,0,0,118845866,10088771,4700783743,0,594,677,3,1,14,14,5865,3,4696717653,4656380428,205434752,283902874,283902874,1,3,1,14762949480,73389,73389,14,14,14,283902878,8,3,262743,1810843,2645651,38969,4696717653,1767152,116204871,1904
537725.69,6,253952,62,230611,15195238570,13,78271159,1611,16,16,4529,1540,11,594,1813167,693,90775,19,120483071,1190,1,0,4,5208,287768492,10,1151009428,18,30,13,1810,594,0,0,122133371,10142692,4833554736,0,594,677,3,1,14,14,5865,3,4829371566,4787986359,210118611,291940053,291956437,1,3,1,15180882788,73389,73389,14,14,14,291940057,8,3,270131,1857980,2706373,40082,4829371566,1813167,119431774,1904
539735.69,6,253952,62,238479,15713409678,13,79868038,1673,16,16,4529,1583,12,594,1876847,693,93853,19,120483071,1190,1,0,4,5208,297539966,10,1190159864,18,30,13,1810,594,0,0,126461178,10240654,5000857418,0,594,677,3,1,14,14,5865,3,4996647506,4951759966,216078706,301867869,301884253,1,3,1,15697129220,73389,73389,14,14,14,301867873,8,3,272520,1923200,2787211,41455,4996647506,1876847,123678911,1904
541750.93,6,253952,62,246855,16265150592,13,81307188,1749,16,16,4529,1645,13,594,1944657,693,97154,19,120483071,1190,1,0,4,5208,308004516,10,1231953408,18,30,13,1810,594,0,0,130972556,10359053,5176194096,0,594,677,3,1,14,14,5865,3,5171286318,5125785390,222174936,312465270,312465270,1,3,1,16248194072,73389,73389,14,14,14,312465274,8,3,281565,1992632,2887048,42921,5171286318,1944657,128090624,1904
543756.47,6,253952,62,255840,16856839128,13,82609149,1831,16,16,4529,1697,15,594,2019609,693,100681,19,120483071,1190,1,0,4,5208,319211494,10,1276845976,18,30,13,1810,594,0,0,135633786,10409144,5366033606,0,594,677,3,1,14,14,5865,3,5361069847,5312217281,228160646,323832719,323832719,1,3,1,16839301420,73389,73389,14,14,14,323832723,8,3,291503,2069364,2990876,44478,5361069847,2019609,132648216,1904
545762.59,6,253952,62,261842,17251730648,14,85303877,1846,16,16,4529,1740,15,594,2050979,693,103038,19,120483071,1190,1,0,4,5208,326682422,10,1306729688,18,30,13,1810,594,0,0,137954734,10409211,5492977192,0,594,677,3,1,14,14,5865,3,5487795035,5436892934,233189887,331407716,331407716,1,3,1,17233201264,73389,73389,14,14,14,331407720,8,3,296995,2101530,3036776,45538,5487795035,2050979,134923356,1904
547768.38,6,253952,62,270908,17849342966,14,86296799,1911,17,17,4529,1793,15,594,2120332,693,106598,19,120483071,1190,1,0,4,5208,337980596,10,1351857700,18,31,13,1810,594,0,0,142521373,10484522,5687545665,0,594,677,3,1,14,14,5865,3,5682180576,5625125360,238806447,342885535,342885535,1,3,1,17830047852,73389,73389,14,14,14,342885539,8,3,303536,2172542,3113698,47133,5682180576,2120332,139413268,1904
549775.15,6,253952,62,280318,18469173886,14,87481484,1996,17,17,4529,1847,15,594,2196576,693,110288,19,120483071,1190,1,0,4,5208,349719077,10,1398811708,18,31,13,1810,594,0,0,147318116,10527877,5885343271,0,594,677,3,1,14,14,5865,3,5880309249,5820486996,244817726,354775113,354791497,1,3,1,18448305908,73389,73389,14,14,14,354775117,8,3,306350,2250566,3200471,48770,5880309249,2196576,144123427,1904
551782.21,6,253952,62,289702,19086733768,14,88629353,2087,17,17,4529,1912,15,594,2270208,693,113982,19,120483071,1190,1,0,4,5208,361413729,10,1445654916,18,31,13,1810,594,0,0,152134011,10586037,6085913838,0,594,677,3,1,14,14,5865,3,6080420549,6015506025,250829110,366636241,366652625,1,3,1,19065084564,73389,73389,14,14,14,366636245,8,3,308731,2325949,3297433,50435,6080420549,2270208,148842568,1904
553786.71,6,253952,62,297585,19606491216,15,90787798,2138,17,17,4529,1958,15,594,2321357,693,117068,19,120483071,1190,1,0,4,5208,371213218,10,1484852872,18,31,13,1810,594,0,0,155683275,10596091,6255211888,0,594,677,3,1,14,14,5865,3,6249179776,6179804982,256543443,376592507,376592507,1,3,1,19582810396,73389,73389,14,14,14,376592511,8,3,309991,2378354,3359396,51821,6249179776,2321357,152330010,1904
555792.46,6,253952,62,304880,20087110196,15,91905242,2145,17,17,4529,2013,15,594,2365977,693,119947,19,120483071,1190,1,0,4,5208,380322861,10,1521291444,18,31,13,1810,594,0,0,158765107,10596758,6413287692,0,594,677,3,1,14,14,5865,3,6407264702,6331355186,260743329,385815811,385815811,1,3,1,20062422204,73389,73389,14,14,14,385815815,8,3,313719,2424078,3405189,53140,6407264702,2365977,155366169,1904
557797.90,6,253952,62,313899,20681328606,15,92353243,2151,18,18,4529,2060,15,594,2426288,693,123478,19,120483071,1190,1,0,4,5208,391543368,10,1566173472,18,32,13,1810,594,0,0,162807731,10596837,6607713747,0,594,677,3,1,14,14,5865,3,6601390081,6519082490,265234634,397197485,397197485,1,3,1,20654269252,73389,73389,14,14,14,397197489,8,3,322950,2485812,3472040,54730,6601390081,2426288,159342119,1904
559802.56,7,253952,62,321563,21187674818,16,94650376,2198,18,18,4529,2120,15,594,2475484,693,126499,19,120483071,1190,1,0,4,5208,401081019,10,1604324076,18,32,13,1810,594,0,0,166158745,10596949,6774700288,0,594,677,3,1,14,14,5865,3,6769014573,6679273210,270880349,406868746,406885130,1,3,1,21157174824,73389,73389,14,14,14,406868750,8,3,326505,2536241,3531938,56137,6769014573,2475484,162633380,1904
561809.74,7,253952,62,328990,21677023562,16,96230117,2231,19,19,4529,2157,15,603,2522283,693,129404,19,121982122,1208,1,0,4,5208,410322000,10,1641288000,18,33,13,1810,603,0,0,169449516,10630857,6932262429,0,603,681,3,1,14,14,5865,3,6926455551,6833966949,275781802,416259764,416259764,1,3,1,21645507760,73389,73389,14,14,14,416259768,8,3,336382,2584222,3592921,57430,6926455551,2522283,165863308,1931
563814.91,14,253952,62,338346,22292880918,16,97420772,2314,19,19,4529,2223,15,621,2595483,693,133084,19,125292277,1244,1,0,4,5208,421962868,10,1687851472,18,33,13,1810,621,0,0,174179320,10669263,7132893776,0,621,697,3,1,14,14,5865,3,7126367138,7028135330,281731765,428067422,428083806,1,3,1,22259505976,73389,73389,14,14,14,428067426,8,3,337326,2659190,3653735,59105,7126367138,2595483,170532494,1990
565820.35,14,253952,62,344132,22674557810,17,100125630,2332,19,19,4529,2255,15,621,2627657,693,135340,19,125292277,1244,1,0,4,5208,429150573,10,1716537884,18,33,13,1810,621,0,0,176487257,10669739,7262030926,0,621,697,3,1,14,14,5865,3,7255418451,7149286151,286743649,435357414,435357414,1,3,1,22638585560,73389,73389,14,14,14,435357418,8,3,342400,2692249,3704743,60166,7255418451,2627657,172789512,1990
567831.98,14,253952,62,352716,23240268060,17,101315014,2402,20,20,4529,2315,17,621,2699120,693,138733,19,125919709,1244,1,0,4,5208,439870216,10,1759480864,18,34,13,1810,621,0,0,180955433,10785110,7448228693,0,621,697,3,1,14,14,5865,3,7441570301,7327560904,292488653,446231184,446231184,1,3,1,23204021600,73389,73389,14,14,14,446231188,8,3,348429,2765553,3805508,61724,7441570301,2699120,177156100,1990
569836.57,14,253952,62,359441,23682828018,18,103619296,2447,20,20,4529,2358,17,630,2747093,693,141351,19,127418381,1262,1,0,4,5208,448183065,10,1792732260,18,34,13,1810,630,0,0,184209777,10843222,7596810798,0,630,702,3,1,14,14,5865,3,7590028458,7467565519,298108521,454694791,454694791,1,3,1,23644129164,73389,73389,14,14,14,454694795,8,3,350573,2814760,3869555,62957,7590028458,2747093,180347519,2010
571845.62,14,253952,62,366358,24138024236,18,105154358,2480,21,21,4529,2403,18,648,2797172,693,144060,19,130416204,1298,1,0,4,5208,456761916,10,1826982952,18,35,13,1810,648,0,0,187507725,10948421,7748804863,0,648,719,3,1,14,14,5865,3,7741766498,7611949268,303033469,463385615,463385615,1,3,1,24095200044,73389,73389,14,14,14,463369235,8,3,358589,2866142,3933302,64222,7741766498,2797172,183581848,2070
573853.64,14,253952,62,374594,24679998876,18,106647861,2545,21,21,4529,2454,18,702,2863516,693,147286,19,139552583,1406,1,0,4,5208,466979582,10,1867918328,18,35,13,1810,702,0,0,191906629,11090674,7931436257,0,702,761,3,1,14,14,5865,3,7923971231,7783155388,309029814,473757958,473774342,1,3,1,24635413848,73389,73389,14,14,14,473757962,8,3,363627,2934220,4019993,65727,7923971231,2863516,187894226,2257
