timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptionResumes,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FileOpen,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,InterfaceHTTPReceiveBytes,InterfaceHTTPSendBytes,JoinBuildTableRowCount,JoinOptimizeMicroseconds,JoinProbeTableRowCount,JoinReorderMicroseconds,JoinResultRowCount,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,NetworkReceiveBytes,NetworkReceiveElapsedMicroseconds,NetworkSendBytes,NetworkSendElapsedMicroseconds,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OSWriteChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,OpenedFileCacheMisses,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,QueryTimeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SchedulerNodeUpdate,SelectQueriesWithSubqueries,SelectQuery,SelectQueryTimeMicroseconds,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHit,ThreadPoolReaderPageCacheHitBytes,ThreadPoolReaderPageCacheHitElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
190064.15,5,253952,62,80266,5287255710,4,19841966,0,454,7,7,4630,578,0,594,570115,0,21,31572,19,1,118079538,1190,1,1081,0,4,2827,99996324,8,399920708,18,21,14,121,594,1081,6,0,0,39145961,729287,1707607758,0,594,521,0,3,1,14,14,3404,0,3,1706099824,1667892065,59600532,101474887,101474887,1,3,1,0,5276694156,73389,73389,14,14,14,101474891,9,3,134910,584956,929115,14240,1706099824,570115,38218427,1978
192071.58,5,253952,62,86041,5668489224,5,22362841,0,466,7,7,4630,594,0,594,604377,0,21,33831,19,1,120227286,1190,1,1081,0,4,2827,107197721,8,428790884,18,21,14,121,594,1081,6,0,0,41653229,737615,1825801714,0,594,521,0,3,1,14,14,3404,0,3,1824202578,1788101379,64694443,108779104,108779104,1,3,1,0,5656513440,73389,73389,14,14,14,108779108,9,3,138190,620093,975037,15176,1824202578,604377,40679869,1978
194077.81,9,253952,62,93360,6149739920,5,24131659,0,496,8,8,4630,664,2,594,668188,0,21,36723,19,1,120227286,1190,1,1081,0,4,2827,116313475,8,465253900,18,22,14,121,594,1081,6,0,0,45582365,972246,1976836608,0,594,521,0,3,1,14,14,3404,0,3,1975612782,1939919065,70623947,118025269,118041653,1,3,1,0,6137314020,73389,73389,14,14,14,118025273,9,3,163073,685423,1072100,16476,1975612782,668188,44512097,1978
196088.87,9,253952,62,100610,6627059866,5,26026067,0,523,8,8,4630,695,2,594,730704,0,21,39559,19,1,120227286,1190,1,1081,0,4,2827,125376213,8,501504852,18,22,14,121,594,1081,6,0,0,49513239,1085005,2131599516,0,594,521,0,3,1,14,14,3404,0,3,2129840400,2090108270,76563795,127217964,127217964,1,3,1,0,6615334160,73389,73389,14,14,14,127217968,9,3,169004,749440,1159040,17723,2129840400,730704,48356175,1978
198094.22,9,253952,62,107571,7085476106,6,28625801,0,552,8,8,4630,742,2,594,779933,0,21,42282,19,1,120541002,1190,1,1081,0,4,2827,133989867,8,535959468,18,22,14,121,594,1081,6,0,0,52930256,1113491,2274476801,0,594,521,0,3,1,14,14,3404,0,3,2273772549,2234828574,82617386,136001059,136001059,1,3,1,0,7072055100,73389,73389,14,14,14,136001063,9,3,174355,799916,1232095,18929,2273772549,779933,51700268,1978
200105.83,10,253952,62,113690,7490255482,6,30089226,0,564,9,9,4630,778,3,594,816076,0,21,44713,19,1,120541002,1190,1,1081,0,4,2827,141700144,8,566735892,18,23,14,121,594,1081,6,0,0,55681915,1123798,2401746375,0,594,521,0,3,1,14,14,3404,0,3,2400153106,2361953989,86802088,143806703,143806703,1,3,1,0,7477948588,73389,73389,14,14,14,143806707,9,3,181258,837067,1282034,19964,2400153106,816076,54402084,1978
202115.40,10,253952,62,121660,8014809612,6,31803042,0,617,9,9,4630,834,3,594,878817,0,21,47849,19,1,120541002,1190,1,1081,0,4,2827,151653436,8,606613744,18,23,14,121,594,1081,6,0,0,59932753,1259038,2568405317,0,594,521,0,3,1,14,14,3404,0,3,2566125591,2527528167,92926373,153867750,153867750,1,3,1,0,8001123032,73389,73389,14,14,14,153867754,9,3,186652,901445,1364109,21354,2566125591,878817,58571000,1978
204132.71,12,253952,62,129937,8559435030,6,33403986,0,672,9,9,4630,888,3,594,944486,0,21,51107,19,1,120541002,1190,1,1081,0,4,2827,161977359,8,647844912,18,23,14,121,594,1081,6,0,0,64233592,1389643,2739530580,0,594,521,0,3,1,14,14,3404,0,3,2737740139,2698782514,98951478,164354781,164354781,1,3,1,0,8546448644,73389,73389,14,14,14,164354785,9,3,190812,968733,1448037,22776,2737740139,944486,62788085,1978
206142.36,12,253952,62,138258,9107873114,6,34955361,0,735,9,9,4630,932,3,594,1010203,0,21,54368,19,1,120541002,1190,1,1081,0,4,2827,172360224,8,689376256,18,23,14,121,594,1081,6,0,0,68601877,1517444,2912203689,0,594,521,0,3,1,14,14,3404,0,3,2910480982,2871415975,104982126,174900871,174900871,1,3,1,0,9093993356,73389,73389,14,14,14,174884491,9,3,196282,1036037,1536762,24197,2910480982,1010203,67067802,1978
208155.59,12,253952,62,146342,9640489582,6,36634857,0,780,9,9,4630,996,7,594,1075903,0,21,57574,19,1,120541002,1190,1,1081,0,4,2827,182469262,8,729877048,18,23,14,121,594,1081,6,0,0,72848688,1596273,3081929905,0,594,521,0,3,1,14,14,3404,0,3,3079414105,3039284520,110982762,185121440,185137824,1,3,1,0,9626314912,73389,73389,14,14,14,185121444,9,3,206774,1103358,1633795,25616,3079414105,1075903,71217751,1978
210164.65,13,253952,62,154681,10189491948,6,38272313,0,837,9,9,4630,1038,7,603,1146800,0,21,60842,19,1,121982155,1208,1,1081,0,4,2827,192878687,8,771514748,18,23,14,121,603,1081,6,0,0,77193251,1674648,3257720295,0,603,529,0,3,1,14,14,3404,0,3,3254771780,3212096084,117031436,195696424,195696424,1,3,1,0,10176214080,73389,73389,14,14,14,195696428,9,3,211841,1175929,1718675,27058,3254771780,1146800,75477608,2008
212171.94,13,253952,62,163217,10754300746,6,39768418,0,905,9,9,4630,1105,7,603,1216913,0,21,64225,19,1,121982155,1208,1,1081,0,4,2827,203568962,8,814146532,18,23,14,121,603,1081,6,0,0,81696285,1770102,3438311416,0,603,529,0,3,1,14,14,3404,0,3,3435184980,3390074699,123113865,206538697,206538697,1,3,1,0,10740012276,73389,73389,14,14,14,206538701,9,3,219232,1247825,1804716,28574,3435184980,1216913,79894779,2008
214181.63,14,253952,62,171940,11327817372,6,41098909,0,986,9,9,4630,1153,7,603,1293544,0,21,67641,19,1,121982155,1208,1,1081,0,4,2827,214427645,8,857645896,18,23,14,121,603,1081,6,0,0,86296895,1864574,3621539733,0,603,529,0,3,1,14,14,3404,0,3,3618888922,3570920474,129111241,217552175,217552175,1,3,1,0,11312713132,73389,73389,14,14,14,217552179,9,3,223794,1326218,1909590,30089,3618888922,1293544,84390703,2008
216186.70,14,253952,62,180188,11871507526,6,42264636,0,1050,9,9,4630,1212,7,603,1360462,0,21,70870,19,1,121982155,1208,1,1081,0,4,2827,224647985,8,898591940,18,23,14,121,603,1081,6,0,0,90449013,1932367,3798960234,0,603,529,0,3,1,14,14,3404,0,3,3796196956,3742737276,134499858,227967193,227967193,1,3,1,0,11853442100,73389,73389,14,14,14,227950813,9,3,232600,1394722,2007435,31572,3796196956,1360462,88445140,2008
218196.43,14,253952,62,186571,12291066612,7,44914047,0,1065,10,10,4630,1245,7,603,1398754,0,21,73383,19,1,121982155,1208,1,1081,0,4,2827,232636513,8,930546052,18,24,14,121,603,1081,6,0,0,93140686,1938270,3934298981,0,603,529,0,3,1,14,14,3404,0,3,3931576592,3875179322,139830532,236019485,236019485,1,3,1,0,12273013252,73389,73389,14,14,14,236019489,9,3,237473,1434042,2056418,32687,3931576592,1398754,91087933,2008
220203.22,19,253952,62,195636,12887093078,7,46149191,0,1152,10,10,4630,1310,9,603,1477534,0,21,76934,19,1,121982155,1208,1,1081,0,4,2827,243883197,8,975532788,18,24,14,121,603,1081,6,0,0,97859596,2020414,4129385845,0,603,529,0,3,1,14,14,3404,0,3,4126259613,4063381429,145863813,247442563,247442563,1,3,1,0,12866161340,73389,73389,14,14,14,247426183,9,3,242419,1514667,2149444,34317,4126259613,1477534,95714010,2008
222211.29,19,253952,62,204517,13474463532,7,47452113,0,1235,10,10,4630,1358,9,603,1555399,0,21,80428,19,1,121982155,1208,1,1081,0,4,2827,254993809,8,1019975236,18,24,14,121,603,1081,6,0,0,102524112,2101356,4319894335,0,603,529,0,3,1,14,14,3404,0,3,4315951161,4248629401,151886705,258710820,258710820,1,3,1,0,13452962672,73389,73389,14,14,14,258710824,9,3,246332,1594281,2248536,35882,4315951161,1555399,100279619,2008
224216.61,21,253952,62,212233,13983602250,7,48534307,0,1291,10,10,4630,1419,9,603,1617343,0,21,83470,19,1,122295871,1208,1,1081,0,4,2827,264630459,8,1058521836,18,24,14,121,603,1081,6,0,0,106282696,2163567,4487270829,0,603,529,0,3,1,14,14,3404,0,3,4483966197,4409583485,156793043,268468319,268468319,1,3,1,0,13960352620,73389,73389,14,14,14,268468323,9,3,253413,1657685,2334511,37293,4483966197,1617343,103952388,2008
226221.77,21,253952,62,218309,14383331368,8,51290094,0,1329,10,10,4630,1451,9,603,1651544,0,21,85840,19,1,122295871,1208,1,1081,0,4,2827,272163736,8,1088654944,18,24,14,121,603,1081,6,0,0,108751560,2163724,4616862843,0,603,529,0,3,1,14,14,3404,0,3,4612936267,4535917718,162016877,276125236,276125236,1,3,1,0,14358512304,73389,73389,14,14,14,276125240,9,3,260645,1692835,2384561,38357,4612936267,1651544,106371303,2008
228228.96,22,253952,62,224492,14791050184,8,52868982,0,1344,11,11,4630,1497,9,603,1689917,0,21,88287,19,1,122295871,1208,1,1081,0,4,2827,279899491,8,1119533604,18,25,14,121,603,1081,6,0,0,111415691,2173656,4747698636,0,603,529,0,3,1,14,14,3404,0,3,4743672990,4664550423,166269491,283955900,283955900,1,3,1,0,14765706832,73389,73389,14,14,14,283955904,9,3,266080,1732209,2439612,39449,4743672990,1689917,108980478,2008
230234.81,22,253952,62,230492,15185846830,9,54913899,0,1365,11,11,4630,1536,9,603,1727435,0,21,90628,19,1,122295871,1208,1,1081,0,4,2827,287319738,8,1149278952,18,25,14,121,603,1081,6,0,0,113920764,2180124,4881760728,0,603,529,0,3,1,14,14,3404,0,3,4877771463,4789305815,170824463,291514513,291514513,1,3,1,0,15158754708,73389,73389,14,14,14,291514517,9,3,268409,1770686,2480618,40562,4877771463,1727435,111444646,2008
232241.77,23,253952,62,238198,15693123588,9,56759500,0,1418,12,12,4630,1582,9,603,1793289,0,21,93653,19,1,122295871,1208,1,1081,0,4,2827,296931723,8,1187597544,18,26,14,121,603,1081,6,0,0,117959510,2307509,5045424126,0,603,529,0,3,1,14,14,3404,0,3,5041022306,4949401290,176824476,301247880,301247880,1,3,1,0,15664889792,73389,73389,14,14,14,301247884,9,3,274011,1838080,2554836,41914,5041022306,1793289,115409327,2008
234249.37,23,253952,62,246177,16219486208,9,58291032,0,1480,12,12,4630,1639,9,603,1869686,0,21,96790,19,1,122295871,1208,1,1081,0,4,2827,306826214,8,1227304856,18,26,14,121,603,1081,6,0,0,122307920,2435105,5221911040,0,603,529,0,3,1,14,14,3404,0,3,5217492751,5115789993,182800183,311300291,311316675,1,3,1,0,16187615164,73389,73389,14,14,14,311300295,9,3,277726,1916181,2662685,43390,5217492751,1869686,119650062,2008
236257.53,23,253952,62,254396,16762192834,9,59535907,0,1566,12,12,4630,1688,9,603,1955690,0,21,100018,19,1,122295871,1208,1,1081,0,4,2827,317087817,8,1268351268,18,26,14,121,603,1081,6,0,0,126948005,2604634,5403574052,0,603,529,0,3,1,14,14,3404,0,3,5399231080,5287662487,188855337,321692448,321692448,1,3,1,0,16727155360,73389,73389,14,14,14,321676068,9,3,305224,2003947,2818511,44894,5399231080,1955690,124134482,2008
238262.74,23,253952,62,260158,17141355714,10,61583326,0,1587,12,12,4630,1727,9,603,1990409,0,21,102277,19,1,122295871,1208,1,1081,0,4,2827,324249529,8,1296998116,18,26,14,121,603,1081,6,0,0,129364012,2604936,5527137573,0,603,529,0,3,1,14,14,3404,0,3,5522965008,5407450431,193317143,328956149,328956149,1,3,1,0,17104867812,73389,73389,14,14,14,328939769,9,3,311743,2039587,2865469,45921,5522965008,1990409,126503628,2008
240269.23,23,253952,62,266559,17562118580,10,63460719,0,1626,12,12,4630,1763,9,603,2030578,0,21,104783,19,1,122295871,1208,1,1081,0,4,2827,332220549,8,1328882196,18,26,14,121,603,1081,6,0,0,132177294,2605088,5668129619,0,603,529,0,3,1,14,14,3404,0,3,5663057208,5540444957,198007567,337024825,337024825,1,3,1,0,17525290932,73389,73389,14,14,14,337024829,9,3,317250,2080799,2938431,47074,5663057208,2030578,129244060,2008
242274.88,23,253952,62,273829,18040242474,10,64935925,0,1684,14,14,4630,1814,9,603,2094905,0,21,107593,20,1,122295871,1208,1,1081,0,4,2827,341143229,8,1364508456,19,28,14,134,603,1081,6,0,0,136234825,2736651,5833214603,0,603,529,0,3,1,14,14,3404,0,3,5829020905,5692379379,203529383,346123534,346123534,1,3,1,0,17998423800,73389,73389,14,14,14,346123538,9,3,330507,2146661,3033311,48461,5829020905,2094905,133206862,2008
244282.06,23,253952,62,278581,18355120422,12,68731491,0,1702,14,14,4630,1843,9,603,2126008,0,21,109472,20,1,122295871,1208,1,1081,0,4,2827,347082977,8,1388331908,19,28,14,134,603,1081,6,0,0,138457339,2738190,5936946215,0,603,529,0,3,1,14,14,3404,0,3,5932158993,5791734317,209682981,352161865,352161865,1,3,1,0,18312417012,73389,73389,14,14,14,352161869,9,3,337170,2178611,3080990,49315,5932158993,2126008,135381785,2008
246290.34,23,253952,62,283985,18711246910,12,70238119,0,1730,14,14,4630,1876,11,612,2165685,0,21,111599,20,1,123793227,1226,1,1081,0,4,2827,353824368,8,1415232804,19,28,14,134,612,1081,6,0,0,140974100,2740202,6056253161,0,612,533,0,3,1,14,14,3404,0,3,6051379222,5904476657,213708010,358968529,358984913,1,3,1,0,18666363540,73389,73389,14,14,14,358968533,9,3,341311,2219303,3123009,50306,6051379222,2165685,137856638,2031
248303.54,23,253952,62,290724,19154488136,12,71783623,0,1764,15,15,4630,1919,11,639,2231805,0,21,114236,20,1,128915647,1280,1,1081,0,4,2827,362183856,8,1448670728,19,29,14,134,639,1081,6,0,0,144895535,2883480,6208358391,0,639,555,0,3,1,14,14,3404,0,3,6203087794,6044825068,219254036,367448520,367448520,1,3,1,0,19107323072,73389,73389,14,14,14,367448524,9,3,349715,2286934,3210842,51568,6203087794,2231805,141690383,2119
250312.79,23,253952,62,297458,19598015638,12,73820458,0,1786,15,15,4630,1956,11,675,2300427,2,21,116857,20,1,134679931,1352,1,1081,0,4,2827,370496601,8,1481921664,19,29,14,134,675,1081,6,0,0,148828967,2990343,6362185294,0,673,594,2,3,1,14,14,3404,0,3,6356637084,6185423281,225393062,375895743,375912127,1,3,1,0,19546578668,73389,73389,14,14,14,375895747,9,3,351374,2357069,3271779,52832,6356637084,2300427,145563017,2248
252320.92,23,253952,62,304224,20043226374,12,75747972,0,1809,15,15,4630,2009,11,747,2368953,4,21,119525,20,1,146146608,1496,1,1081,0,4,2827,378931236,8,1515660392,19,29,14,134,747,1081,6,0,0,152760273,3102113,6517406801,0,743,659,4,3,1,14,14,3404,0,3,6511723860,6326121911,231071446,384433078,384433078,1,3,1,0,19990520088,73389,73389,14,14,14,384433082,9,3,354202,2427162,3364591,54137,6511723860,2368953,149401639,2498
254326.18,23,253952,62,311152,20499334890,12,77306486,0,1855,15,15,4630,2043,13,774,2434647,6,21,122209,20,1,150473210,1550,1,1081,0,4,2827,387475640,8,1549837944,19,29,14,134,774,1081,6,0,0,156562288,3290215,6670287912,0,768,684,6,3,1,14,14,3404,0,3,6664464749,6470405230,236895357,393164862,393164862,1,3,1,0,20444572856,73389,73389,14,14,14,393164866,9,3,356423,2494358,3458403,55386,6664464749,2434647,153109987,2581
256333.83,23,253952,62,316464,20849249794,13,79899882,0,1866,15,15,4630,2087,13,819,2472511,6,21,124314,20,1,157763319,1640,1,1081,0,4,2827,394133747,8,1576470308,19,29,14,134,819,1081,6,0,0,158986346,3292902,6790063555,0,813,715,6,3,1,14,14,3404,0,3,6784145550,6581128048,241915692,399852964,399852964,1,3,1,0,20792354160,73389,73389,14,14,14,399852968,9,3,362435,2533213,3508412,56395,6784145550,2472511,155484136,2698
258342.09,23,253952,62,323715,21326266422,13,81550393,0,1905,16,16,4630,2125,13,846,2543402,6,21,127128,20,1,162585528,1694,1,1081,0,4,2827,403076816,8,1612242532,19,30,14,134,846,1081,6,0,0,163132271,3465836,6954481790,0,840,746,6,3,1,14,14,3404,0,3,6948302266,6732653718,247862325,408940237,408940237,1,3,1,0,21264892356,73389,73389,14,14,14,408940241,9,3,365542,2606353,3587039,57738,6948302266,2543402,159551586,2784
260351.04,25,253952,62,330961,21804158432,13,83322587,0,1942,16,16,4630,2178,13,882,2616120,6,21,129970,20,1,169195338,1766,1,1081,0,4,2827,412037333,8,1648149332,19,30,14,134,882,1081,6,0,0,167264384,3607869,7123905639,0,876,787,6,3,1,14,14,3404,0,3,7117748833,6884306806,253837986,418044535,418044535,1,3,1,0,21738315852,73389,73389,14,14,14,418044539,9,3,368350,2680758,3668965,59159,7117748833,2616120,163601910,2905
262366.63,25,253952,62,338183,22278774130,13,85060078,0,1986,16,16,4630,2221,13,954,2684545,6,21,132771,20,1,181552745,1910,1,1081,0,4,2827,420922469,8,1683689876,19,30,14,134,954,1081,6,0,0,171416404,3751066,7285933145,0,948,851,6,3,1,14,14,3404,0,3,7280237763,7035156114,259946067,427089774,427089774,1,3,1,0,22208668280,73389,73389,14,14,14,427089778,9,3,373436,2750794,3768733,60492,7280237763,2684545,167654307,3158
264381.46,25,253952,62,345208,22741324344,13,86744829,0,2034,16,16,4630,2267,13,981,2759165,6,21,135520,20,1,185934874,1964,1,1081,0,4,2827,429629773,8,1718519092,19,30,14,134,981,1081,6,0,0,175594032,3955247,7450609279,0,975,870,6,3,1,14,14,3404,0,3,7443981935,7182074528,265957828,435905637,435905637,1,3,1,0,22667093156,73389,73389,14,14,14,435905641,9,3,376354,2827056,3866706,61867,7443981935,2759165,171734106,3260
266387.04,25,253952,62,351110,23130036310,14,89055904,0,2063,16,16,4630,2303,13,990,2804863,6,21,137805,20,1,187759450,1982,1,1081,0,4,2827,436918817,8,1747675268,19,30,14,134,990,1081,6,0,0,178485680,3994392,7581764261,0,984,879,6,3,1,14,14,3404,0,3,7575159876,7305335621,271242274,443314635,443314635,1,3,1,0,23052361052,73389,73389,14,14,14,443314639,9,3,379187,2873902,3932697,62941,7575159876,2804863,174559876,3297
268405.23,26,253952,62,357596,23558227900,14,91062015,0,2089,17,17,4630,2349,13,1017,2866483,6,21,140360,20,1,192544768,2036,1,1081,0,4,2827,444957966,8,1779831864,19,31,14,134,1017,1081,6,0,0,182052296,4062625,7735571141,0,1011,901,6,3,1,14,14,3404,0,3,7729381854,7441263264,276874765,451468661,451501429,1,3,1,0,23476370404,73389,73389,14,14,14,451468665,9,3,388078,2936934,4018704,64241,7729381854,2866483,178040605,3389
270410.85,26,253952,62,364519,24015999870,14,92586586,0,2125,17,17,4630,2389,13,1044,2932206,6,21,143051,20,1,197983472,2090,1,1081,0,4,2827,453542253,8,1814169012,19,31,14,134,1044,1081,6,0,0,185936530,4190293,7892733236,0,1038,924,6,3,1,14,14,3404,0,3,7885997807,7587035657,282412480,460159041,460175425,1,3,1,0,23928270164,73389,73389,14,14,14,460159045,9,3,392050,3004191,4101751,65532,7885997807,2932206,181841943,3484
272417.84,26,253952,62,369550,24346731646,15,95453042,0,2144,17,17,4630,2425,13,1089,2966815,6,21,145010,20,1,205415447,2180,1,1081,0,4,2827,459709876,8,1838839504,19,31,14,134,1089,1081,6,0,0,188095273,4193412,8008597989,0,1083,948,6,3,1,14,14,3404,0,3,8002819256,7691718451,287432395,466497046,466497046,1,3,1,0,24256994456,73389,73389,14,14,14,466480666,9,3,397463,3039731,4139764,66517,8002819256,2966815,183962767,3609
