timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptionResumes,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FileOpen,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,InterfaceHTTPSendBytes,JoinBuildTableRowCount,JoinOptimizeMicroseconds,JoinProbeTableRowCount,JoinReorderMicroseconds,JoinResultRowCount,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,MergingSortedMilliseconds,NetworkSendBytes,NetworkSendElapsedMicroseconds,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OSWriteChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,OpenedFileCacheMisses,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SchedulerNodeUpdate,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHit,ThreadPoolReaderPageCacheHitBytes,ThreadPoolReaderPageCacheHitElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
402699.73,12,253952,62,94222,6208314164,1,17317531,0,606,4,4,4954,675,1,594,646192,0,9,37069,19,13,118915178,1190,1,0,4,464,117380671,7,469522684,18,18,14,74,594,0,0,0,45986497,499660,2001041116,0,594,365,0,3,1,14,14,969,3,1999297008,1958144153,63723865,119104010,119136778,1,3,1,6193408552,73389,73389,14,14,14,119104014,6,3,118275,662740,914560,16717,1999297008,646192,45073820,1439
404706.08,12,253952,62,102850,6776340896,1,18725380,0,672,4,4,4954,711,1,603,708319,0,9,40448,19,13,121716749,1208,1,0,4,464,128162621,7,512650484,18,18,14,74,603,0,0,0,50527457,579507,2180831964,0,603,373,0,3,1,14,14,969,3,2179042010,2137167847,69737633,130039442,130039442,1,3,1,6762051016,73389,73389,14,14,14,130039446,6,3,121528,726445,989333,18177,2179042010,708319,49540181,1466
406717.97,12,253952,62,111341,7335738866,1,20121707,0,743,4,4,4954,752,1,612,770511,0,9,43774,19,13,124108425,1226,1,0,4,464,138744440,7,554977760,18,18,14,74,612,0,0,0,55087442,657699,2354220854,0,612,383,0,3,1,14,14,969,3,2353311621,2313405887,75724592,140788173,140804557,1,3,1,7320133060,73389,73389,14,14,14,140771793,6,3,125988,790193,1068146,19605,2353311621,770511,54021525,1492
408729.25,13,253952,62,119939,7901425472,1,21385995,0,826,4,4,4954,826,1,612,838627,0,9,47157,19,13,124108425,1226,1,0,4,464,149407383,7,597629532,18,18,14,74,612,0,0,0,59784157,750742,2540298474,0,612,383,0,3,1,14,14,969,3,2538419255,2491881774,81772200,151635652,151652036,1,3,1,7885053936,73389,73389,14,14,14,151635656,6,3,129252,859997,1156386,21176,2538419255,838627,58630176,1492
410736.32,13,253952,62,128287,8450703946,1,22809671,0,897,4,4,4954,863,1,612,898971,0,9,50431,19,13,124108425,1226,1,0,4,464,159858820,7,639435280,18,18,14,74,612,0,0,0,64325109,833331,2712163304,0,612,383,0,3,1,14,14,969,3,2709850902,2664997063,87807480,162204603,162204603,1,3,1,8434639388,73389,73389,14,14,14,162204607,6,3,135467,921887,1235163,22571,2709850902,898971,63092522,1492
412749.77,14,253952,62,136766,9009219200,1,24272750,0,966,4,4,4954,938,1,630,964553,0,9,53779,19,13,127419426,1262,1,0,4,464,170403937,7,681615748,18,18,14,74,630,0,0,0,68835360,922864,2894217258,0,630,400,0,3,1,14,14,969,3,2891875744,2841251360,93858874,172916692,172916692,1,3,1,8991668016,73389,73389,14,14,14,172916696,6,3,138586,989091,1313012,24120,2891875744,964553,67525100,1556
414767.74,14,253952,62,145292,9570838778,1,25596000,0,1050,4,4,4954,977,1,630,1031678,0,9,57119,19,13,127419426,1262,1,0,4,464,181046889,7,724187556,18,18,14,74,630,0,0,0,73485356,1023263,3072730512,0,630,400,0,3,1,14,14,969,3,3069802703,3017895382,99885716,183710701,183743469,1,3,1,9552956484,73389,73389,14,14,14,183710705,6,3,143243,1057865,1411082,25558,3069802703,1031678,72077200,1556
416774.42,14,253952,62,153716,10127318132,1,26940150,0,1124,4,4,4954,1049,1,630,1100426,0,9,60454,19,13,127419426,1262,1,0,4,464,191565460,7,766197368,18,18,14,74,630,0,0,0,78064486,1132019,3255735663,0,630,400,0,3,1,14,14,969,3,3252947919,3193992562,105921318,194379227,194379227,1,3,1,10107719836,73389,73389,14,14,14,194379231,6,3,145131,1128388,1499905,27116,3252947919,1100426,76567682,1556
418782.79,14,253952,62,162024,10674099012,1,28283521,0,1208,4,4,4954,1087,1,639,1161547,0,9,63707,19,13,128918054,1280,1,0,4,464,201909841,7,807639364,18,18,14,74,639,0,0,0,82662614,1258355,3422169600,0,639,411,0,3,1,14,14,969,3,3419170213,3366212551,111968510,204886516,204886516,1,3,1,10654098864,73389,73389,14,14,14,204886520,6,3,156481,1191103,1608025,28468,3419170213,1161547,81057863,1596
420795.05,14,253952,62,170467,11229977452,1,29568379,0,1287,4,4,4954,1157,1,639,1230027,0,9,67032,19,13,129231770,1280,1,0,4,464,212424843,7,849634720,18,18,14,74,639,0,0,0,87332325,1331891,3612988540,0,639,411,0,3,1,14,14,969,3,3610064255,3541812917,117973527,215535228,215535228,1,3,1,11207831888,73389,73389,14,14,14,215535232,6,3,158931,1261395,1694517,30078,3610064255,1230027,85641247,1596
422806.55,14,253952,62,179123,11800720010,1,30838978,0,1376,4,4,4954,1201,1,639,1295377,0,9,70435,19,13,129545486,1280,1,0,4,464,223240034,7,892960136,18,18,14,74,639,0,0,0,92079607,1390626,3794217213,0,639,411,0,3,1,14,14,969,3,3790979503,3721775753,124027922,226505143,226505143,1,3,1,11778267468,73389,73389,14,14,14,226505147,6,3,166026,1328450,1780256,31557,3790979503,1295377,90302978,1596
424817.29,14,253952,62,188098,12392935654,1,32021314,0,1461,4,4,4954,1247,1,639,1362233,0,9,73953,19,13,129545486,1280,1,0,4,464,234438665,7,937690068,18,18,14,74,639,0,0,0,96885254,1454911,3983302441,0,639,411,0,3,1,14,14,969,3,3979615767,3908393081,130038908,237863956,237880340,1,3,1,12368925744,73389,73389,14,14,14,237863960,6,3,167743,1397004,1863975,33102,3979615767,1362233,95025107,1596
426827.07,17,253952,62,197152,12988579072,1,33303113,0,1541,4,4,4954,1321,1,648,1429248,0,9,77517,19,13,130986639,1298,1,0,4,464,245674371,7,982697484,18,18,14,74,648,0,0,0,101599166,1480192,4177070941,0,648,426,0,3,1,14,14,969,3,4173722168,4096321931,136075886,249293067,249293067,1,3,1,12963239516,73389,73389,14,14,14,249293071,6,3,174150,1465753,1960924,34742,4173722168,1429248,99642253,1622
428833.01,18,253952,62,206214,13587099648,1,34612674,0,1623,4,4,4954,1368,1,648,1493386,0,9,81080,19,13,130986639,1298,1,0,4,464,257031279,7,1027996084,18,18,14,74,648,0,0,0,106288975,1503644,4366686201,0,648,426,0,3,1,14,14,969,3,4362888839,4284994203,142095522,260795018,260795018,1,3,1,13561340968,73389,73389,14,14,14,260795022,6,3,178768,1531584,2041978,36287,4362888839,1493386,104251205,1622
430837.81,18,253952,62,215010,14166000028,1,36188938,0,1656,4,4,4954,1437,1,657,1550496,0,9,84527,19,13,132485218,1316,1,0,4,464,267923886,7,1071630948,18,18,14,74,657,0,0,0,110325092,1503802,4556010694,0,657,433,0,3,1,14,14,969,3,4553222228,4468042095,147654662,271875747,271875747,1,3,1,14137538876,73389,73389,14,14,14,271875751,6,3,186922,1590218,2118980,37891,4553222228,1550496,108210500,1644
432843.82,18,253952,62,220944,14556772948,2,38859807,0,1679,4,4,4954,1460,1,675,1582156,0,9,86856,19,13,135678740,1352,1,0,4,464,275341973,7,1101367892,18,18,14,74,675,0,0,0,112686575,1503882,4689187477,0,675,443,0,3,1,14,14,969,3,4684737157,4591392833,152739136,279366665,279366665,1,3,1,14527066612,73389,73389,14,14,14,279366669,6,3,191270,1622748,2163994,38955,4684737157,1582156,110527058,1685
434850.11,19,253952,62,229871,15144636264,2,39913307,0,1755,5,5,4954,1530,1,684,1648976,0,9,90372,19,13,137433737,1370,1,0,4,464,286453570,7,1145814280,18,19,14,74,684,0,0,0,117402647,1576470,4878406147,0,684,453,0,3,1,14,14,969,3,4873774122,4776982870,158567676,290635810,290635810,1,3,1,15113062152,73389,73389,14,14,14,290635814,6,3,195535,1691346,2244835,40548,4873774122,1648976,115162466,1713
436856.88,22,253952,62,238719,15727322236,2,41173907,0,1845,5,5,4954,1578,1,684,1715864,0,9,93827,19,13,137433737,1370,1,0,4,464,297434238,7,1189736952,18,19,14,74,684,0,0,0,122090622,1650880,5066247740,0,684,453,0,3,1,14,14,969,3,5062088018,4960791035,164575067,301823035,301823035,1,3,1,15694797852,73389,73389,14,14,14,301823039,6,3,198516,1760018,2326554,42089,5062088018,1715864,119768914,1713
438866.49,22,253952,62,247489,16304317232,2,42372351,0,1934,5,5,4954,1649,1,684,1786406,0,9,97276,19,13,137747453,1370,1,0,4,464,308354989,7,1233355340,18,19,14,74,684,0,0,0,126844248,1732504,5262875607,0,684,453,0,3,1,14,14,969,3,5257877333,5143645404,170600067,312850738,312850738,1,3,1,16268238408,73389,73389,14,14,14,312850742,6,3,200438,1832353,2415306,43741,5257877333,1786406,124433965,1713
440871.44,22,253952,62,255180,16811141854,3,44538064,0,1990,5,5,4954,1687,1,684,1837354,0,9,100298,19,13,137747453,1370,1,0,4,464,317962586,7,1271850344,18,19,14,74,684,0,0,0,130632721,1752234,5422092757,0,684,453,0,3,1,14,14,969,3,5417340196,5303173274,176569870,322596171,322596171,1,3,1,16775000924,73389,73389,14,14,14,322596175,6,3,203696,1884650,2488152,45045,5417340196,1837354,128149751,1713
442878.55,22,253952,62,262143,17270654446,3,45980802,0,2027,6,6,4954,1742,1,684,1884949,0,9,103030,19,13,137747453,1370,1,0,4,464,326582828,7,1306266724,18,20,14,74,684,0,0,0,133891716,1780094,5579257510,0,684,453,0,3,1,14,14,969,3,5574482922,5449075770,181298157,331340021,331372789,1,3,1,17229681124,73389,73389,14,14,14,331340025,6,3,207400,1933458,2552053,46373,5574482922,1884949,131344970,1713
444883.77,22,253952,62,268444,17685213626,4,48048748,0,2056,6,6,4954,1772,1,684,1921952,0,9,105486,19,13,137747453,1370,1,0,4,464,334406964,7,1337627856,18,20,14,74,684,0,0,0,136642742,1793610,5713640504,0,684,453,0,3,1,14,14,969,3,5708267738,5579735343,186128462,339308234,339324618,1,3,1,17644028200,73389,73389,14,14,14,339308238,6,3,208886,1971466,2596021,47464,5708267738,1921952,134052131,1713
446890.11,22,253952,62,276433,18213136556,4,49704451,0,2107,7,7,4954,1833,1,684,1986906,0,9,108625,19,13,138061169,1370,1,0,4,464,344312352,7,1377249408,18,21,14,74,684,0,0,0,140615481,1872928,5897148349,0,684,453,0,3,1,14,14,969,3,5891883798,5747724705,191819213,349354168,349354168,1,3,1,18166416768,73389,73389,14,14,14,349354172,6,3,213575,2037977,2698049,49019,5891883798,1986906,137923002,1713
448900.20,22,253952,62,285190,18789593300,4,50965925,0,2174,7,7,4954,1881,1,684,2053538,0,9,112051,19,13,138085301,1370,1,0,4,464,355214397,7,1420857588,18,21,14,74,684,0,0,0,145213610,2008136,6088264651,0,684,453,0,3,1,14,14,969,3,6083464279,5930080377,197801770,360379712,360379712,1,3,1,18739745056,73389,73389,14,14,14,360379716,6,3,217394,2106300,2787885,50605,6083464279,2053538,142431484,1713
450905.75,22,253952,62,292727,19286397774,5,52933087,0,2218,7,7,4954,1939,1,684,2107309,0,9,114991,19,13,138374885,1370,1,0,4,464,364516627,7,1458001852,18,21,14,74,684,0,0,0,148799869,2073208,6264870813,0,684,453,0,3,1,14,14,969,3,6259481852,6088042505,203404352,369830233,369830233,1,3,1,19231172148,73389,73389,14,14,14,369830237,6,3,222794,2161455,2852760,52089,6259481852,2107309,145953005,1713
452910.95,22,253952,62,298691,19679136774,6,54536717,0,2243,8,8,4954,1965,1,684,2142623,0,9,117313,19,13,138374885,1370,1,0,4,464,371934155,7,1487736620,18,22,14,74,684,0,0,0,151298743,2074003,6393704760,0,684,453,0,3,1,14,14,969,3,6387895765,6212115238,207507258,377353919,377353919,1,3,1,19622403820,73389,73389,14,14,14,377353923,6,3,228375,2197640,2899878,53137,6387895765,2142623,148404860,1713
454918.62,22,253952,62,305046,20098731082,6,56075892,0,2263,9,9,4954,2012,1,684,2188793,0,9,119811,19,13,138374885,1370,1,0,4,464,379811137,7,1519244548,18,23,14,74,684,0,0,0,154184671,2102461,6545686448,0,684,453,0,3,1,14,14,969,3,6540046506,6345526718,211958588,385344105,385344105,1,3,1,20037893492,73389,73389,14,14,14,385344109,6,3,234629,2244907,2966806,54417,6540046506,2188793,151223968,1713
456930.72,23,253952,62,313348,20645706794,6,57391143,0,2338,9,9,4954,2060,1,693,2261519,0,9,123046,19,13,139873720,1388,1,0,4,464,390082474,7,1560329896,18,23,14,74,693,0,0,0,158742466,2274196,6728870065,0,693,462,0,3,1,14,14,969,3,6723060280,6518979095,217943736,395761282,395777666,1,3,1,20578734728,73389,73389,14,14,14,395744902,6,3,243898,2319362,3077599,55928,6723060280,2261519,155671146,1748
458939.38,23,253952,62,321597,21189184966,6,58690494,0,2422,9,9,4954,2121,1,747,2345830,0,9,126261,19,13,149516503,1496,1,0,4,464,400274881,7,1601034764,18,23,14,74,747,0,0,0,163347154,2423488,6929235444,0,747,508,0,3,1,14,14,969,3,6922848254,6692102143,224018248,406082314,406082314,1,3,1,21116280360,73389,73389,14,14,14,406082318,6,3,248616,2405541,3201343,57606,6922848254,2345830,160152267,1931
460951.28,24,253952,62,329550,21712410982,6,60047322,0,2495,9,9,4954,2164,1,783,2419767,0,9,129343,19,13,156023211,1568,1,0,4,464,410046275,7,1640185100,18,23,14,74,783,0,0,0,167825412,2647381,7109106592,0,783,550,0,3,1,14,14,969,3,7102554838,6858095535,230054328,416075666,416075666,1,3,1,21635934664,73389,73389,14,14,14,416075670,6,3,256668,2481206,3311204,59098,7102554838,2419767,164520827,2066
462957.21,24,253952,62,336026,22139006064,7,62157592,0,2531,9,9,4954,2197,1,783,2470515,0,9,131876,19,13,156662709,1568,1,0,4,464,418109085,7,1672436340,18,23,14,74,783,0,0,0,170976751,2697215,7254423489,0,783,550,0,3,1,14,14,969,3,7249054018,6993076301,235358828,424219785,424219785,1,3,1,22059428852,73389,73389,14,14,14,424219789,6,3,259825,2533116,3356144,60299,7249054018,2470515,167627349,2066
464968.63,24,253952,62,342672,22576850860,7,63887115,0,2556,10,10,4954,2249,2,792,2523494,0,9,134459,19,13,158486436,1586,1,0,4,464,426267530,7,1705005488,18,24,14,74,792,0,0,0,174206251,2777683,7413811849,0,792,554,0,3,1,14,14,969,3,7408454258,7132927017,240373587,432494976,432511360,1,3,1,22489738784,73389,73389,14,14,14,432494980,6,3,264682,2587389,3420220,61642,7408454258,2523494,170792897,2090
466979.17,24,253952,62,349825,23047825880,7,65479724,0,2604,10,10,4954,2289,2,792,2590781,0,9,137253,19,13,159113868,1586,1,0,4,464,435137883,7,1740551532,18,24,14,74,792,0,0,0,178387197,3063104,7577831093,0,792,554,0,3,1,14,14,969,3,7571549314,7282249838,246437392,441507447,441507447,1,3,1,22958387276,73389,73389,14,14,14,441507451,6,3,267020,2656285,3519943,62982,7571549314,2590781,174874270,2090
468988.89,24,253952,62,357205,23533943024,7,67172874,0,2647,10,10,4954,2341,2,792,2665450,0,9,140130,19,13,159403452,1586,1,0,4,464,444278009,7,1777112036,18,24,14,74,792,0,0,0,182547329,3229334,7757412866,0,792,554,0,3,1,14,14,969,3,7750590243,7437367512,252443587,450730751,450730751,1,3,1,23437999084,73389,73389,14,14,14,450730755,6,3,268775,2732777,3605601,64486,7750590243,2665450,178948896,2090
470994.64,24,253952,62,362394,23875951954,8,69180830,0,2660,10,10,4954,2371,2,792,2696227,0,9,142156,19,13,159403452,1586,1,0,4,464,450727085,7,1802908340,18,24,14,74,792,0,0,0,184751932,3236527,7871561759,0,792,554,0,3,1,14,14,969,3,7865179593,7545227653,256662259,457271397,457287781,1,3,1,23778112676,73389,73389,14,14,14,457271401,6,3,270096,2764412,3642605,65424,7865179593,2696227,181116578,2090
473007.26,26,253952,62,369130,24320274158,8,70936706,0,2679,11,11,4954,2417,3,792,2759945,0,9,144794,19,13,159403452,1586,1,0,4,464,459045351,7,1836181404,18,25,14,74,792,0,0,0,188484490,3305643,8036260335,0,792,554,0,3,1,14,14,969,3,8029094308,7686829584,262220643,465722494,465722494,1,3,1,24217569720,73389,73389,14,14,14,465722498,6,3,275404,2829614,3723466,66801,8029094308,2759945,184768411,2090
475013.29,26,253952,62,375874,24764481152,8,72500542,0,2710,11,11,4954,2454,4,792,2818222,0,9,147395,19,13,159403452,1586,1,0,4,464,467347811,7,1869391244,18,25,14,74,792,0,0,0,192013341,3362918,8190555087,0,792,554,0,3,1,14,14,969,3,8183651838,7828174513,267261154,474161525,474161525,1,3,1,24656399332,73389,73389,14,14,14,474161529,6,3,278750,2889330,3782494,68075,8183651838,2818222,188238365,2090
477020.21,27,253952,62,381042,25104763912,9,75241714,0,2735,11,11,4954,2494,4,823,2853658,0,9,149420,19,13,164373212,1647,1,0,4,464,473733126,7,1894932504,18,25,14,74,823,0,0,0,194328368,3372692,8315959481,0,823,573,0,3,1,14,14,969,3,8308978921,7936598783,272410920,480622410,480655178,1,3,1,24992365352,73389,73389,14,14,14,480622414,6,3,283262,2925675,3831473,69126,8308978921,2853658,190504506,2182
479033.39,27,253952,62,386188,25444799414,9,76952676,0,2759,11,11,4954,2521,4,855,2885121,0,9,151436,19,13,170207802,1712,1,0,4,464,480160815,7,1920578720,18,25,14,74,855,0,0,0,196608532,3403063,8428561151,0,855,595,0,3,1,14,14,969,3,8421579646,8044051690,276445369,487140195,487140195,1,3,1,25330438204,73389,73389,14,14,14,487123815,6,3,287484,2957965,3874586,70050,8421579646,2885121,192741650,2274
481051.20,27,253952,62,392409,25854670750,9,77295749,0,2808,12,12,4954,2569,4,945,2947995,0,9,153881,19,13,185849775,1892,1,0,4,464,487848771,7,1951395084,18,26,14,74,945,0,0,0,200100798,3618871,8584301084,0,945,702,0,3,1,14,14,969,3,8577346967,8174658983,280478595,494923866,494940250,1,3,1,25736041064,73389,73389,14,14,14,494923870,6,3,288276,3022261,3946689,71361,8577346967,2947995,196161945,2581
483059.17,28,253952,62,398634,26264397172,9,79367011,0,2864,12,12,4954,2601,4,1035,3001313,0,9,156281,19,13,201476078,2072,1,0,4,464,495482733,7,1981930932,18,26,14,74,1035,0,0,0,203550676,3912375,8727128345,0,1035,796,0,3,1,14,14,969,3,8719780605,8305067450,286254383,502715729,502715729,1,3,1,26140365972,73389,73389,14,14,14,502699349,6,3,290721,3076920,4009052,72527,8719780605,3001313,199549586,2915
485065.51,28,253952,62,403570,26589198062,10,82200244,0,2882,12,12,4954,2639,4,1251,3034417,0,9,158203,19,13,238189100,2504,1,0,4,464,501565192,7,2006196128,18,26,14,74,1251,0,0,0,205709969,3915893,8847429716,0,1251,896,0,3,1,14,14,969,3,8839857366,8408995057,291262748,508867477,508867477,1,3,1,26461108836,73389,73389,14,14,14,508867481,6,3,295591,3110841,4057136,73527,8839857366,3034417,201660876,3463
487085.15,28,253952,62,409388,26973587472,10,83886357,0,2943,13,13,4954,2674,4,1287,3093044,0,9,160487,19,13,245726563,2576,1,0,4,464,508813246,7,2035188464,18,27,14,74,1287,0,0,0,209074705,4293755,8976892742,0,1287,931,0,3,1,14,14,969,3,8970098347,8531079218,296677831,516202303,516202303,1,3,1,26842519788,73389,73389,14,14,14,516202307,6,3,305665,3170769,4133928,74599,8970098347,3093044,204948944,3589
489099.71,28,253952,62,415134,27351436324,10,86100982,0,2994,13,13,4954,2704,5,1287,3150607,0,9,162731,19,13,246366061,2576,1,0,4,464,515959678,7,2063774300,18,27,14,74,1287,0,0,0,212416006,4838247,9104204161,0,1287,931,0,3,1,14,14,969,3,9095982467,8650507903,302755779,523435395,523435395,1,3,1,27218640572,73389,73389,14,14,14,523435399,6,3,312168,3229638,4190870,75625,9095982467,3150607,208233430,3589
