timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FileOpen,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,JoinBuildTableRowCount,JoinOptimizeMicroseconds,JoinProbeTableRowCount,JoinReorderMicroseconds,JoinResultRowCount,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,OpenedFileCacheMisses,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SchedulerNodeUpdate,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHit,ThreadPoolReaderPageCacheHitBytes,ThreadPoolReaderPageCacheHitElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
55528.51,5,253952,62,257095,16938031128,9,44396740,739,12,12,5229,1691,0,855,1217857,20,18,101042,19,25,168042212,1712,1,4,687,320365808,5,1281398424,18,26,14,70,855,92179737,2177,5469155484,835,166,20,3,1,14,14,1085,3,5466981786,5343964380,136566423,325018400,325018400,1,3,1,16900956832,73389,73389,14,14,14,325018404,4,3,150514,1250353,1512578,45348,5466981786,1217857,90670653,1329
57532.97,5,253952,62,267411,17617865096,9,46237680,773,12,12,5229,1776,0,855,1275223,20,18,105107,19,25,168355928,1712,1,4,687,333181880,5,1332662848,18,26,14,70,855,96407839,2289,5693324068,835,166,20,3,1,14,14,1085,3,5690356228,5558947926,142630825,338034156,338034156,1,3,1,17576924176,73389,73389,14,14,14,338017776,4,3,153797,1309375,1591583,47242,5690356228,1275223,94819911,1329
59537.92,5,253952,62,277472,18280082434,9,47927981,826,12,12,5229,1822,0,855,1332577,20,18,109041,19,25,168669644,1712,1,4,687,345716060,5,1382864240,18,26,14,70,855,100717926,2341,5907503973,835,166,20,3,1,14,14,1085,3,5904231070,5767942064,148607188,350728709,350728709,1,3,1,18237892900,73389,73389,14,14,14,350728713,4,3,154641,1368295,1653402,48977,5904231070,1332577,99068359,1329
61543.15,5,253952,62,287598,18947754146,9,49571910,871,12,12,5229,1908,0,855,1392688,20,18,113024,19,25,168669644,1712,1,4,687,358300973,5,1433139412,18,26,14,70,855,105099770,2468,6132258175,835,166,20,3,1,14,14,1085,3,6128808330,5979337613,154660088,363496546,363496546,1,3,1,18901820424,73389,73389,14,14,14,363496550,4,3,156891,1430095,1727242,50885,6128808330,1392688,103376533,1329
63548.13,5,253952,62,297656,19609811074,9,51201326,923,12,12,5229,1954,0,855,1450118,20,18,116954,19,25,168681710,1712,1,4,687,370817110,5,1483268440,18,26,14,70,855,109503588,2545,6346400382,835,166,20,3,1,14,14,1085,3,6342245361,6188350762,160691820,376191099,376191099,1,3,1,19561937180,73389,73389,14,14,14,376191103,4,3,158346,1489100,1779178,52618,6342245361,1450118,107728601,1329
65553.56,5,253952,62,307211,20241063208,9,52557267,983,12,12,5229,2037,0,855,1510491,20,18,120711,19,25,168983360,1712,1,4,687,382639449,5,1530557796,18,26,14,70,855,113753137,2659,6560873015,835,166,20,3,1,14,14,1085,3,6556667685,6388595169,166281678,388231563,388231563,1,3,1,20188041308,73389,73389,14,14,14,388231567,4,3,161386,1551129,1870196,54445,6556667685,1510491,111887312,1329
67558.92,5,253952,62,313681,20667832176,10,55075784,1005,13,13,5229,2056,0,855,1547778,20,18,123240,19,25,168983360,1712,1,4,687,390745408,5,1562916976,18,27,14,70,855,116381650,2695,6704897912,835,166,20,3,1,14,14,1085,3,6700852313,6523355292,171433342,396420516,396420516,1,3,1,20613866864,73389,73389,14,14,14,396420520,4,3,166865,1589437,1908280,55596,6700852313,1547778,114477843,1329
69564.28,5,253952,62,323600,21321105382,10,56563683,1071,13,13,5229,2142,0,855,1613861,20,18,127143,19,25,168983360,1712,1,4,687,403066402,5,1612201004,18,27,14,70,855,120900621,2933,6923231780,835,166,20,3,1,14,14,1085,3,6918991269,6730290257,177448643,408899918,408899918,1,3,1,21262795768,73389,73389,14,14,14,408899922,4,3,169098,1657246,1991173,57452,6918991269,1613861,118914113,1329
71569.54,5,253952,62,333525,21974313296,10,58135760,1134,13,13,5229,2185,58,855,1675349,20,18,131015,19,25,168983360,1712,1,4,687,415404196,5,1661616784,18,27,14,70,855,125362400,3407,7137881373,835,166,20,3,1,14,14,1085,3,7133184309,6936830993,183482350,421414247,421414247,1,3,1,21913540876,73389,73389,14,14,14,421414251,4,3,171602,1720301,2051112,59187,7133184309,1675349,123316150,1329
73574.70,5,253952,62,340531,22434761640,11,59975259,1168,13,13,5229,2249,58,909,1717458,20,18,133754,19,25,177985179,1820,1,4,687,424038147,5,1696152588,18,27,14,70,909,128222351,3520,7301476866,889,183,20,3,1,14,14,1085,3,7296532470,7083306374,188179974,430171051,430171051,1,3,1,22368894684,73389,73389,14,14,14,430171055,4,3,172591,1763538,2094207,60581,7296532470,1717458,126133126,1448
75580.15,5,253952,62,349608,23033384438,11,61921277,1228,14,14,5229,2288,58,972,1779615,20,18,137296,19,25,188791922,1946,1,4,687,435336312,5,1741216328,18,28,14,70,972,132376663,3650,7494604081,952,212,20,3,1,14,14,1085,3,7490142580,7272149262,194279511,441663095,441663095,1,3,1,22966480972,73389,73389,14,14,14,441663099,4,3,177904,1827245,2181249,62147,7490142580,1779615,130200568,1626
77584.47,5,253952,62,357630,23561192768,12,64146702,1283,14,14,5229,2361,58,1143,1838986,20,18,140449,19,25,217970146,2288,1,4,687,445261488,5,1780981496,18,28,14,70,1143,136024338,3782,7683201968,1123,271,20,3,1,14,14,1085,3,7678455676,7439731747,200150940,451730175,451730175,1,3,1,23489969132,73389,73389,14,14,14,451730179,4,3,179566,1888017,2261259,63745,7678455676,1838986,133768397,2005
79589.77,5,253952,62,365117,24054696310,12,65712023,1311,15,15,5229,2387,58,1143,1889024,20,18,143355,19,25,219200878,2288,1,4,687,454547427,5,1818125144,18,29,14,70,1143,139350627,3816,7845511829,1123,271,20,3,1,14,14,1085,3,7840370316,7596249486,205042208,461147928,461147928,1,3,1,23979692288,73389,73389,14,14,14,461147932,4,3,184492,1939309,2326195,65036,7840370316,1889024,137029877,2005
81594.83,5,253952,62,374675,24684600604,12,67158969,1378,15,15,5229,2459,58,1143,1972221,20,18,147090,19,25,219562858,2288,1,4,687,466348955,5,1865331320,18,29,14,70,1143,143919723,3868,8080729047,1123,271,20,3,1,14,14,1085,3,8076177375,7797054873,211057177,473100883,473100883,1,3,1,24601245948,73389,73389,14,14,14,473100887,4,3,186229,2024340,2414809,67000,8076177375,1972221,141510554,2005
83599.96,5,253952,62,384247,25315446534,12,68676430,1445,15,15,5229,2513,58,1143,2047803,20,18,150816,19,25,220504006,2288,1,4,687,478182526,5,1912665476,18,29,14,70,1143,148422435,3954,8303017743,1123,271,20,3,1,14,14,1085,3,8298028538,7997345995,217075674,485135758,485135758,1,3,1,25227059448,73389,73389,14,14,14,485135762,4,3,188510,2101704,2514715,68809,8298028538,2047803,145913553,2005
85605.13,5,253952,62,393550,25929435504,12,70244162,1501,15,15,5229,2552,58,1143,2118150,20,18,154454,19,25,221421022,2288,1,4,687,489766823,5,1959067292,18,29,14,70,1143,152851256,4351,8508931499,1123,271,20,3,1,14,14,1085,3,8504020425,8191655914,223071756,496885628,496885628,1,3,1,25837200720,73389,73389,14,14,14,496869248,4,3,191385,2173710,2589605,70483,8504020425,2118150,150267665,2005
87610.79,5,253952,62,402978,26549927234,13,72550387,1562,16,16,5229,2637,58,1143,2202438,20,18,158120,20,25,221421022,2288,1,4,687,501331730,5,2005326920,19,30,14,84,1143,157594576,5387,8739385322,1123,271,20,3,1,14,14,1085,3,8733498812,8390101050,230121415,508615684,508615684,1,3,1,26448015600,73389,73389,14,14,14,508615688,4,3,195919,2259930,2682325,72420,8733498812,2202438,154918454,2005
89615.98,5,253952,62,411236,27095141500,13,73729580,1624,16,16,5229,2669,58,1143,2265570,20,18,161333,20,25,222663820,2288,1,4,687,511625882,5,2046438896,19,30,14,84,1143,161584200,5549,8926096920,1123,271,20,3,1,14,14,1085,3,8920177736,8562913659,235289449,519024225,519024225,1,3,1,26989259732,73389,73389,14,14,14,519024229,4,3,199339,2324579,2749316,73923,8920177736,2265570,158841251,2005
91621.46,21,253952,62,417988,27539908980,14,76208993,1650,17,17,5229,2731,60,1143,2319303,20,18,163979,20,25,223001668,2288,1,4,687,519929462,5,2079588972,19,31,14,84,1143,164591439,5578,9097784181,1123,271,20,3,1,14,14,1085,3,9092143022,8704920323,240769502,527463256,527463256,1,3,1,27428089344,73389,73389,14,14,14,527463260,4,3,202982,2379579,2824358,75383,9092143022,2319303,161773562,2005
93627.47,21,253952,62,427091,28139909932,14,77506858,1730,17,17,5229,2769,60,1143,2398685,20,18,167521,20,25,223617034,2288,1,4,687,531215047,5,2124795532,19,31,14,84,1143,169310454,11149,9308271013,1123,271,20,3,1,14,14,1085,3,9301655240,8895503160,246794329,538908307,538908307,1,3,1,28023231996,73389,73389,14,14,14,538908311,4,3,204092,2460785,2912462,77088,9301655240,2398685,166404671,2005
95636.76,22,253952,62,435979,28725048420,14,78525935,1828,17,17,5229,2844,61,1143,2490811,20,18,170969,20,25,223930750,2288,1,4,687,542085542,5,2168342168,19,31,14,84,1143,174296114,21443,9537515913,1123,271,20,3,1,14,14,1085,3,9530714960,9083355643,252799508,549917467,549917467,1,3,1,28595708316,73389,73389,14,14,14,549917471,4,3,206218,2554905,3026358,79020,9530714960,2490811,171276621,2005
97641.77,22,253952,62,443199,29199909390,15,80697934,1885,17,17,5229,2879,61,1422,2548485,24,18,173768,20,25,269720490,2846,1,4,687,551024229,5,2204096916,19,31,14,84,1422,177988957,23613,9701207610,1398,488,24,3,1,14,14,1085,3,9694658532,9233281802,258671545,558999348,558999348,1,3,1,29067966128,73389,73389,14,14,14,558999352,4,3,213443,2613890,3106280,80370,9694658532,2548485,174889679,2864
99654.17,22,253952,62,449959,29644771214,15,82085870,1919,18,18,5229,2937,61,1881,2608788,24,18,176398,20,25,347318457,3764,1,4,687,559246015,5,2236984060,19,32,14,84,1881,181341606,54292,9877049467,1857,755,24,3,1,14,14,1085,3,9870376779,9376009873,263430278,567388142,567420910,1,3,1,29503331448,73389,73389,14,14,14,567371762,4,3,218849,2675503,3187288,81858,9870376779,2608788,178161439,4153
101666.93,22,253952,62,458447,30204388026,15,83107825,2027,18,18,5229,2980,61,2079,2683079,24,18,179693,20,25,382573467,4160,1,4,687,569712975,5,2278851900,19,32,14,84,2079,186309271,110370,10067970743,2055,907,24,3,1,14,14,1085,3,10060856580,9553744074,269469237,578036410,578052794,1,3,1,30057893352,73389,73389,14,14,14,578036414,4,3,220170,2751571,3270054,83407,10060856580,2683079,183046512,4845
103678.12,22,253952,62,466588,30739450150,15,84324707,2119,18,18,5229,3023,61,2160,2761049,24,18,182838,20,25,397038508,4322,1,4,687,579703880,5,2318815520,19,32,14,84,2160,191093355,161915,10262592148,2136,962,24,3,1,14,14,1085,3,10256479938,9724104586,275505349,588201794,588201794,1,3,1,30586493320,73389,73389,14,14,14,588201798,4,3,224981,2831423,3375089,85017,10256479938,2761049,187725729,5162
105690.90,22,253952,62,474358,31250598372,15,85489337,2201,18,18,5229,3101,61,2466,2844089,24,18,185892,20,25,449951241,4934,1,4,687,589425149,5,2357700596,19,32,14,84,2466,195856975,299511,10452508585,2442,1260,24,3,1,14,14,1085,3,10445062587,9887261272,281538798,597881691,597881691,1,3,1,31089847964,73389,73389,14,14,14,597881695,4,3,225754,2916333,3474037,86563,10445062587,2844089,192390560,6278
