timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,InterfaceHTTPSendBytes,JoinBuildTableRowCount,JoinOptimizeMicroseconds,JoinProbeTableRowCount,JoinReorderMicroseconds,JoinResultRowCount,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,NetworkSendBytes,NetworkSendElapsedMicroseconds,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OSWriteChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SchedulerNodeUpdate,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHit,ThreadPoolReaderPageCacheHitBytes,ThreadPoolReaderPageCacheHitElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
191800.64,5,253952,62,89666,5906817626,4,21525638,488,6,6,4470,632,6,567,580768,21,35260,13,114802117,1136,1,0,4,1822,111728189,6,446912756,12,20,8,699,567,0,0,41753664,723284,1902189746,0,567,495,3,1,14,14,2363,3,1901432604,1863348150,63957329,113356273,113372657,1,3,1,5894526228,73389,73389,14,14,14,113356277,8,3,137834,595474,913994,15810,1901432604,580768,40841376,1781
193812.53,5,253952,62,97285,6409925134,4,21611302,504,7,7,4470,669,7,567,635333,21,38252,13,115103767,1136,1,0,4,1822,121265501,6,484997628,12,21,8,699,567,0,0,45675285,755033,2059000579,0,567,495,3,1,14,14,2363,3,2058855513,2021778573,67986962,123029693,123029693,1,3,1,6397544068,73389,73389,14,14,14,123029697,8,3,138531,651371,975940,17095,2058855513,635333,44701206,1781
195827.70,6,253952,62,104769,6902556372,4,23531463,533,7,7,4470,730,7,567,692823,21,41215,13,115103767,1136,1,0,4,1822,130618865,6,522475460,12,21,8,699,567,0,0,49640405,854739,2219586904,0,567,495,3,1,14,14,2363,3,2217877810,2176918136,73890118,132500916,132500916,1,3,1,6890047664,73389,73389,14,14,14,132500920,8,3,141890,710314,1061827,18434,2217877810,692823,48580597,1781
197832.85,6,253952,62,112119,7385838684,4,25335560,565,7,7,4470,767,7,576,743074,21,44077,13,116602928,1154,1,0,4,1822,139743123,6,558907996,12,21,8,699,576,0,0,53293761,905698,2373053184,0,576,507,3,1,14,14,2363,3,2371331534,2329198379,79446446,141788041,141788041,1,3,1,7372978164,73389,73389,14,14,14,141788045,8,3,145982,761911,1119777,19688,2371331534,743074,52176146,1813
199841.14,6,253952,62,118072,7778797936,5,27855387,575,7,7,4470,813,12,576,775442,21,46449,13,116602928,1154,1,0,4,1822,147203442,6,588813768,12,21,8,699,576,0,0,55804972,914147,2496140608,0,576,507,3,1,14,14,2363,3,2494064381,2453100417,84524383,149338018,149338018,1,3,1,7765576968,73389,73389,14,14,14,149338022,8,3,148597,795167,1164888,20718,2494064381,775442,54642345,1813
201850.10,6,253952,62,126404,8327076098,5,29351346,615,8,8,4470,859,12,576,833947,21,49700,13,116602928,1154,1,0,4,1822,157559245,6,630107952,12,22,8,699,576,0,0,60016343,1059402,2666635514,0,576,507,3,1,14,14,2363,3,2665046876,2625569078,90367559,159890585,159890585,1,3,1,8314310452,73389,73389,14,14,14,159890589,8,3,163439,855151,1276793,22122,2665046876,833947,58741980,1813
203858.03,6,253952,62,134838,8882606034,5,30981903,670,8,8,4470,923,12,576,893862,21,53041,13,116602928,1154,1,0,4,1822,168136784,6,672417800,12,22,8,699,576,0,0,64290534,1160630,2845651699,0,576,507,3,1,14,14,2363,3,2844130228,2800416012,96358227,170569906,170569906,1,3,1,8869635144,73389,73389,14,14,14,170569910,8,3,171757,916622,1371838,23623,2844130228,893862,62921303,1813
205867.21,7,253952,62,143521,9455419714,5,32542837,736,8,8,4470,969,12,576,955250,21,56448,13,116916644,1154,1,0,4,1822,178987345,6,715820092,12,22,8,699,576,0,0,68678709,1279394,3028230099,0,576,507,3,1,14,14,2363,3,3025509135,2980891964,102406005,181570430,181570430,1,3,1,9441662392,73389,73389,14,14,14,181570434,8,3,178652,979538,1460702,25111,3025509135,955250,67220794,1813
207880.98,7,253952,62,151622,9989174426,5,34183303,790,8,8,4470,1032,12,585,1013803,21,59650,13,118357797,1172,1,0,4,1822,189067559,6,756205560,12,22,8,699,585,0,0,72912678,1434269,3193029586,0,585,515,3,1,14,14,2363,3,3190405959,3149438925,108418946,191815575,191815575,1,3,1,9974409932,73389,73389,14,14,14,191815579,8,3,183187,1039591,1537951,26502,3190405959,1013803,71377685,1854
209891.05,7,253952,62,159890,10533559934,5,35836872,841,8,8,4470,1080,12,585,1074571,21,62899,13,118357797,1172,1,0,4,1822,199372803,6,797491212,12,22,8,699,585,0,0,77250568,1513919,3367576805,0,585,515,3,1,14,14,2363,3,3365155633,3320542524,114476480,202284063,202300447,1,3,1,10518771308,73389,73389,14,14,14,202284067,8,3,185855,1101882,1609957,27939,3365155633,1074571,75643733,1854
211899.48,7,253952,62,168424,11096862136,5,37269488,906,8,8,4470,1142,12,585,1135462,21,66281,13,118357797,1172,1,0,4,1822,210069975,6,840279900,12,22,8,699,585,0,0,81729486,1639553,3545876079,0,585,515,3,1,14,14,2363,3,3542646402,3497704271,120501089,213134972,213151356,1,3,1,11083018576,73389,73389,14,14,14,213134976,8,3,190215,1164423,1694905,29424,3542646402,1135462,80037883,1854
213909.76,7,253952,62,177257,11678902916,5,38612595,982,8,8,4470,1188,12,585,1199658,21,69743,13,118357797,1172,1,0,4,1822,221098225,6,884392900,12,22,8,699,585,0,0,86318581,1752210,3732121130,0,585,515,3,1,14,14,2363,3,3729185429,3681397204,126508992,224303654,224303654,1,3,1,11663790040,73389,73389,14,14,14,224303658,8,3,193014,1230280,1771052,30953,3729185429,1199658,84551021,1854
215913.85,7,253952,62,186036,12257983920,5,39775361,1058,8,8,4470,1236,12,585,1266442,21,73176,13,118671513,1172,1,0,4,1822,232024742,6,928034200,12,22,8,699,585,0,0,90788728,1860075,3922859024,0,585,515,3,1,14,14,2363,3,3919662877,3864350012,132256084,235402482,235402482,1,3,1,12240929096,73389,73389,14,14,14,235402486,8,3,198781,1298666,1859881,32529,3919662877,1266442,88932521,1854
217920.58,7,253952,62,191973,12649279230,6,42419068,1070,8,8,4470,1283,12,585,1297323,21,75517,13,118671513,1172,1,0,4,1822,239406946,6,957563116,12,22,8,699,585,0,0,93188071,1860117,4049331317,0,585,515,3,1,14,14,2363,3,4045652964,3988144299,137297545,242891241,242891241,1,3,1,12630344564,73389,73389,14,14,14,242891245,8,3,203492,1330354,1906921,33580,4045652964,1297323,91284913,1854
219928.61,8,253952,62,200988,13241980632,6,43579317,1153,9,9,4470,1343,12,585,1364247,21,79060,13,118671513,1172,1,0,4,1822,250653767,6,1002615068,12,23,8,699,585,0,0,97865265,1923370,4242208764,0,585,515,3,1,14,14,2363,3,4238343928,4174905596,143183941,254281551,254281551,1,3,1,13222640684,73389,73389,14,14,14,254281555,8,3,209042,1398970,1986158,35188,4238343928,1364247,95883051,1854
221938.17,9,253952,62,209776,13821084358,6,44857016,1240,9,9,4470,1398,12,585,1433791,21,82502,13,118671513,1172,1,0,4,1822,261568874,6,1046210872,12,23,8,699,585,0,0,102525960,1996565,4434545031,0,585,515,3,1,14,14,2363,3,4431411745,4358014982,149176476,265368313,265368313,1,3,1,13798300340,73389,73389,14,14,14,265351933,8,3,244311,1470150,2143270,36779,4431411745,1433791,100386822,1854
223943.50,10,253952,62,217687,14342616484,6,46141069,1312,9,9,4470,1440,12,585,1490287,21,85596,13,118671513,1172,1,0,4,1822,271400783,6,1085603132,12,23,8,699,585,0,0,106655925,2042649,4599646221,0,585,515,3,1,14,14,2363,3,4596090416,4522648047,154570205,275373731,275373731,1,3,1,14319434044,73389,73389,14,14,14,275373735,8,3,249422,1528062,2213084,38139,4596090416,1490287,104447125,1854
225948.67,10,253952,62,223528,14726727454,7,48813420,1336,9,9,4470,1487,12,585,1522417,21,87897,13,118671513,1172,1,0,4,1822,278676658,6,1114642060,12,23,8,699,585,0,0,109037052,2042771,4728249041,0,585,515,3,1,14,14,2363,3,4724210037,4643934323,159691550,282737895,282737895,1,3,1,14702370572,73389,73389,14,14,14,282737899,8,3,252488,1561051,2258166,39208,4724210037,1522417,106783257,1854
227958.90,10,253952,62,229408,15114588862,7,50400342,1351,9,9,4470,1532,12,585,1555199,21,90209,13,118671513,1172,1,0,4,1822,285995072,6,1143915604,12,23,8,699,585,0,0,111475330,2042822,4854459295,0,585,515,3,1,14,14,2363,3,4851775617,4766551357,163716896,290158959,290158959,1,3,1,15088265900,73389,73389,14,14,14,290158963,8,3,253005,1594660,2283149,40286,4851775617,1555199,109196643,1854
229963.51,10,253952,62,235682,15528235256,8,52525585,1379,10,10,4470,1564,12,585,1591669,21,92677,13,118671513,1172,1,0,4,1822,293842962,6,1175371848,12,24,8,699,585,0,0,114294102,2054500,4988664489,0,585,515,3,1,14,14,2363,3,4984166652,4897098447,168668917,298087927,298087927,1,3,1,15500572236,73389,73389,14,14,14,298087931,8,3,257334,1632070,2331151,41366,4984166652,1591669,111967534,1854
231972.94,10,253952,62,242882,16001373452,8,54236227,1419,11,11,4470,1611,12,585,1643099,21,95496,13,118671513,1172,1,0,4,1822,302783738,6,1211134952,12,25,8,699,585,0,0,117991667,2157106,5143557001,0,585,515,3,1,14,14,2363,3,5139317615,5046447446,174138792,307172411,307172411,1,3,1,15972965404,73389,73389,14,14,14,307172415,8,3,260017,1684818,2395052,42658,5139317615,1643099,115601336,1854
233980.72,25,253952,62,250557,16507885524,8,55761139,1480,11,11,4470,1664,12,585,1706259,21,98508,13,118671513,1172,1,0,4,1822,312323297,6,1249293188,12,25,8,699,585,0,0,122378162,2293766,5313882598,0,585,515,3,1,14,14,2363,3,5309225637,5207147579,180199381,316831606,316847990,1,3,1,16475243544,73389,73389,14,14,14,316831610,8,3,261523,1749524,2482925,44072,5309225637,1706259,119900106,1854
235994.50,25,253952,62,258513,17032680486,8,57069876,1564,11,11,4470,1707,12,585,1778620,21,101625,13,118671513,1172,1,0,4,1822,322217898,6,1288871592,12,25,8,699,585,0,0,126971087,2437273,5491500410,0,585,515,3,1,14,14,2363,3,5487203935,5372998788,186219698,326884017,326884017,1,3,1,16997968916,73389,73389,14,14,14,326884021,8,3,267511,1823557,2567110,45540,5487203935,1778620,124409014,1854
238000.40,25,253952,62,264569,17432438210,9,59213239,1592,11,11,4470,1753,12,585,1817904,21,104002,13,118671513,1172,1,0,4,1822,329742618,6,1318970472,12,25,8,699,585,0,0,129736414,2447968,5628426764,0,585,515,3,1,14,14,2363,3,5623765364,5499675775,191139219,334515914,334515914,1,3,1,17394827560,73389,73389,14,14,14,334515918,8,3,269043,1863854,2618040,46683,5623765364,1817904,127123517,1854
240009.02,29,253952,62,270415,17817431896,9,61258739,1627,11,11,4470,1781,12,585,1852335,21,106289,13,118671513,1172,1,0,4,1822,337014159,6,1348056636,12,25,8,699,585,0,0,132295541,2448031,5755825878,0,585,515,3,1,14,14,2363,3,5751062670,5621384670,195742881,341892144,341892144,1,3,1,17778391520,73389,73389,14,14,14,341892148,8,3,270437,1899216,2642035,47727,5751062670,1852335,129658744,1854
242018.20,30,253952,62,277977,18315247338,9,62490157,1677,12,12,4470,1839,12,585,1915966,21,109242,13,118671513,1172,1,0,4,1822,346352618,6,1385410472,12,26,8,699,585,0,0,136465195,2555870,5935283612,0,585,515,3,1,14,14,2363,3,5930238816,5779740722,201091654,351363367,351363367,1,3,1,18270895116,73389,73389,14,14,14,351363371,8,3,274108,1964404,2713857,49241,5930238816,1915966,133755739,1854
244024.44,30,253952,62,283302,18665505534,10,65237463,1697,12,12,4470,1866,12,585,1944972,21,111325,13,118671513,1172,1,0,4,1822,352999297,6,1411932784,12,26,8,699,585,0,0,138697522,2560144,6049489838,0,585,515,3,1,14,14,2363,3,6044769374,5889901967,206222902,358104939,358104939,1,3,1,18621456860,73389,73389,14,14,14,358104943,8,3,274423,1994181,2739848,50179,6044769374,1944972,135963154,1854
246031.94,30,253952,62,288884,19033523498,10,66863147,1730,12,12,4470,1908,12,585,1978088,21,113512,13,118671513,1172,1,0,4,1822,359914757,6,1439594308,12,26,8,699,585,0,0,141134167,2560553,6173401718,0,585,515,3,1,14,14,2363,3,6168177929,6006699848,210284793,365118562,365118562,1,3,1,18986165256,73389,73389,14,14,14,365118566,8,3,275119,2028161,2785762,51215,6168177929,1978088,138353989,1854
248044.90,32,253952,62,295790,19488648974,10,68207093,1763,13,13,4470,1948,12,585,2033199,21,116222,13,118671513,1172,1,0,4,1822,368540268,6,1474096420,12,27,8,699,585,0,0,145034282,2678154,6320718004,0,585,515,3,1,14,14,2363,3,6316011376,6150381179,215644572,373850346,373850346,1,3,1,19440218024,73389,73389,14,14,14,373850350,8,3,278872,2084625,2868618,52430,6316011376,2033199,142171385,1854
250060.45,33,253952,62,302633,19939633616,10,70335235,1787,13,13,4470,1996,12,666,2090160,21,118914,13,131980805,1334,1,0,4,1822,377053492,6,1508149384,12,27,8,699,666,0,0,148964675,2758188,6475183295,0,666,590,3,1,14,14,2363,3,6469554991,6292820824,221780036,382483826,382483826,1,3,1,19889158984,73389,73389,14,14,14,382483830,8,3,283918,2142985,2946477,53715,6469554991,2090160,146024065,2161
252074.57,34,253952,62,309339,20381050002,10,72314962,1823,13,13,4470,2035,12,675,2141721,21,121540,13,133747333,1352,1,0,4,1822,385373156,6,1541492624,12,27,8,699,675,0,0,152924167,2954826,6614245195,0,675,597,3,1,14,14,2363,3,6608349094,6432007168,227910627,390961658,390961658,1,3,1,20330006248,73389,73389,14,14,14,390961662,8,3,293247,2195978,3018598,54866,6608349094,2141721,149911576,2195
254080.18,34,253952,62,316197,20833628732,10,73903794,1862,13,13,4470,2078,12,729,2195427,21,124243,13,142631897,1460,1,0,4,1822,393929761,6,1575719044,12,27,8,699,729,0,0,156916582,3120688,6763178575,0,729,653,3,1,14,14,2363,3,6757275838,6574717515,233669328,399648164,399648164,1,3,1,20781704560,73389,73389,14,14,14,399648168,8,3,297413,2251167,3085452,56122,6757275838,2195427,153837283,2398
256089.29,34,253952,62,321470,21180016874,11,76689253,1879,13,13,4470,2116,12,810,2225370,21,126311,13,155474764,1622,1,0,4,1822,400479200,6,1601916800,12,27,8,699,810,0,0,159152183,3120825,6877929075,0,810,700,3,1,14,14,2363,3,6871809702,6684020655,238689845,406291432,406291432,1,3,1,21127154496,73389,73389,14,14,14,406291436,8,3,306402,2281888,3136435,57074,6871809702,2225370,156021982,2610
258098.47,41,253952,62,328809,21662671788,11,78154170,1915,14,14,4470,2160,12,855,2282655,21,129178,13,163388944,1712,1,0,4,1822,409581237,6,1638324948,12,28,8,699,855,0,0,163269496,3255221,7034149414,0,855,747,3,1,14,14,2363,3,7028671365,6836468534,244362653,415533279,415549663,1,3,1,21607730540,73389,73389,14,14,14,415533283,8,3,312307,2340620,3216624,58384,7028671365,2282655,160059260,2769
260108.90,42,253952,62,336146,22145059188,11,79915332,1956,14,14,4470,2212,13,954,2342799,21,132064,13,180129339,1910,1,0,4,1822,418693167,6,1674772668,12,28,8,699,954,0,0,167411247,3403475,7194939714,0,954,843,3,1,14,14,2363,3,7188659721,6988624650,250444426,424790425,424790425,1,3,1,22089102132,73389,73389,14,14,14,424790429,8,3,314358,2402169,3290386,59721,7188659721,2342799,164127396,3146
262116.53,45,253952,62,343653,22640247496,11,81634896,1991,14,14,4470,2257,14,981,2406399,21,134996,13,184940141,1964,1,0,4,1822,428000682,6,1712002728,12,28,8,699,981,0,0,171565189,3550270,7355828093,0,981,870,3,1,14,14,2363,3,7349529638,7145363056,256467317,434255171,434255171,1,3,1,22581268924,73389,73389,14,14,14,434255175,8,3,315705,2467181,3352251,61057,7349529638,2406399,168219628,3244
264127.91,46,253952,62,350840,23114995188,11,83430656,2032,14,14,4470,2311,14,1053,2469428,21,137835,13,196966266,2108,1,0,4,1822,436972942,6,1747827240,12,28,8,699,1053,0,0,175719524,3663290,7516566863,0,1053,930,3,1,14,14,2363,3,7510257368,7295377417,262522393,443355151,443355151,1,3,1,23054467884,73389,73389,14,14,14,443355155,8,3,317991,2531674,3430165,62409,7510257368,2469428,172296192,3522
266133.91,47,253952,62,357296,23539834762,12,85802684,2071,14,14,4470,2345,14,1098,2513956,21,140359,13,204518143,2198,1,0,4,1822,445020420,6,1780081680,12,28,8,699,1098,0,0,178881405,3753964,7654615527,0,1098,948,3,1,14,14,2363,3,7647794774,7429476193,268135879,451501429,451501429,1,3,1,23478074340,73389,73389,14,14,14,451501433,8,3,318994,2577263,3485166,63536,7647794774,2513956,175403190,3677
268144.66,49,253952,62,364009,23981568660,12,87191456,2089,15,15,4470,2388,14,1152,2562895,21,142978,13,213372609,2306,1,0,4,1822,453309060,6,1813236240,12,29,8,699,1152,0,0,182185994,3847246,7802577825,0,1152,973,3,1,14,14,2363,3,7797011015,7569417973,272922768,459940460,459940460,1,3,1,23915200016,73389,73389,14,14,14,459907696,8,3,324852,2627380,3550172,64789,7797011015,2562895,178642887,3853
270152.50,51,253952,62,371735,24490524734,12,88964393,2111,15,15,4470,2437,14,1170,2623806,21,146011,13,217298373,2342,1,0,4,1822,462906867,6,1851627468,12,29,8,699,1170,0,0,186217397,3921110,7972713498,0,1170,987,3,1,14,14,2363,3,7965753603,7730463404,278800703,469675542,469675542,1,3,1,24423128216,73389,73389,14,14,14,469675546,8,3,328417,2689739,3628937,66189,7965753603,2623806,182595688,3918
272158.97,51,253952,62,377017,24838497440,13,91820445,2128,15,15,4470,2471,14,1233,2654967,21,148071,13,228394007,2468,1,0,4,1822,469438345,6,1877753380,12,29,8,699,1233,0,0,188388467,3923499,8092626729,0,1233,1017,3,1,14,14,2363,3,8085712808,7840925482,283829987,476316651,476316651,1,3,1,24767613916,73389,73389,14,14,14,476300271,8,3,328515,2721725,3663945,67190,8085712808,2654967,184731830,4099
274169.49,52,253952,62,383265,25249103758,13,92907177,2183,15,15,4470,2510,14,1350,2699764,21,150508,13,247875131,2702,1,0,4,1822,477173488,6,1908693952,12,29,8,699,1350,0,0,191270158,3969192,8234074596,0,1350,1110,3,1,14,14,2363,3,8227013839,7971202625,287835784,484145600,484145600,1,3,1,25175571232,73389,73389,14,14,14,484145604,8,3,333209,2767602,3712008,68360,8227013839,2699764,187565581,4478
276184.97,54,253952,62,390358,25717116616,13,94108777,2220,16,16,4470,2554,14,1449,2761699,21,153290,13,266129186,2900,1,0,4,1822,485957665,6,1943830660,12,30,8,699,1449,0,0,194953013,4236828,8388927858,0,1449,1211,3,1,14,14,2363,3,8382010736,8119439072,292976332,493063197,493079581,1,3,1,25639286276,73389,73389,14,14,14,493063201,8,3,336249,2830844,3792903,69647,8382010736,2761699,191167687,4847
278198.31,57,253952,62,397328,26175574260,13,96249687,2270,16,16,4470,2604,14,1512,2820818,21,156011,13,276932757,3026,1,0,4,1822,494567863,6,1978271452,12,30,8,699,1512,0,0,198659351,4495510,8545185759,0,1512,1262,3,1,14,14,2363,3,8537863736,8264907463,299074542,501821716,501821716,1,3,1,26094729264,73389,73389,14,14,14,501821720,8,3,344237,2891379,3895623,70938,8537863736,2820818,194771446,5081
280214.91,57,253952,62,404523,26649977488,13,97865915,2306,16,16,4470,2644,14,1548,2876641,21,158819,13,283553594,3098,1,0,4,1822,503498579,6,2013929836,12,30,8,699,1548,0,0,202435991,4636309,8702334325,0,1548,1298,3,1,14,14,2363,3,8695392344,8414668799,304605207,510911789,510911789,1,3,1,26566561092,73389,73389,14,14,14,510895409,8,3,346569,2948536,3972382,72232,8695392344,2876641,198471479,5223
282220.81,58,253952,62,410600,27049820406,14,99790849,2332,16,16,4470,2687,14,1548,2920009,21,161203,13,283903508,3098,1,0,4,1822,511031716,6,2044126864,12,30,8,699,1548,0,0,205340614,4668541,8843183453,0,1548,1298,3,1,14,14,2363,3,8835344827,8541938704,309463478,518519554,518519554,1,3,1,26963016840,73389,73389,14,14,14,518519558,8,3,349063,2993046,4028401,73394,8835344827,2920009,201320194,5223
