timestamp_ms,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptionResumes,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,InterfaceHTTPReceiveBytes,InterfaceHTTPSendBytes,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,MergingSortedMilliseconds,NetworkReceiveBytes,NetworkReceiveElapsedMicroseconds,NetworkSendBytes,NetworkSendElapsedMicroseconds,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OSWriteChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SchedulerNodeUpdate,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHit,ThreadPoolReaderPageCacheHitBytes,ThreadPoolReaderPageCacheHitElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
189817.63,253952,62,215221,14179799518,36,69301796,0,469,40,40,4268,149,675,1397798,9,56423,39,72,145065956,1352,1,626,0,38,54,12,340,675,0,626,8,0,0,50895760,6092653,4196228109,0,675,531,2,1,14,14,399,1,4196502480,4148836709,158572242,321920109,321920109,1,2,1,14164484796,73389,73389,14,14,14,321920109,11,3,636418,1428153,2946521,32039,4196502480,1397798,47951229,1838
191828.09,253952,62,226252,14906974366,38,73073074,0,487,41,41,4268,151,675,1448212,9,59543,39,72,145596860,1352,1,626,0,38,55,12,340,675,0,626,8,0,0,53214875,6121590,4409965596,0,675,531,2,1,14,14,399,1,4409363408,4361352663,164681136,338449789,338449789,1,2,1,14891790716,73389,73389,14,14,14,338449789,11,3,640527,1479846,3015363,33663,4409363408,1448212,50201598,1838
193836.79,253952,62,240613,15852914998,39,76221123,0,530,44,44,4268,153,675,1560028,9,63586,39,72,145596860,1352,1,626,0,38,58,12,340,675,0,626,8,0,0,57064772,7372108,4685101577,0,675,531,2,1,14,14,399,1,4685925328,4637904568,174025753,359947695,359964079,1,2,1,15837698580,73389,73389,14,14,14,359947695,11,3,655092,1593908,3165128,35773,4685925328,1560028,53901874,1838
195845.13,253952,62,255079,16806267814,41,81013858,0,561,46,46,4268,155,675,1677598,9,67625,39,72,146127764,1352,1,626,0,38,60,12,340,675,0,626,8,0,0,61032816,8935324,4963104831,0,675,531,2,1,14,14,399,1,4964453328,4916658134,185387435,381596931,381613315,1,2,1,16790264964,73389,73389,14,14,14,381596931,11,3,666757,1713675,3331519,37898,4964453328,1677598,57703661,1838
197849.97,253952,62,268905,17717412138,41,84146744,0,610,47,47,4268,158,675,1771015,9,71559,39,72,146393216,1352,1,626,0,38,61,12,340,675,0,626,8,0,0,64679980,9943626,5231402485,0,675,531,2,1,14,14,399,1,5230529488,5182957281,194667860,402306246,402322630,1,2,1,17701474824,73389,73389,14,14,14,402306246,11,3,678189,1809146,3498262,39928,5230529488,1771015,61184207,1838
199858.93,253952,62,280773,18499440618,45,89744345,0,622,48,48,4268,159,675,1828695,9,74852,39,72,146658668,1352,1,626,0,38,62,12,340,675,0,626,8,0,0,67242957,9976002,5460493646,0,675,531,2,1,14,14,399,1,5458987984,5411510599,202978865,420081110,420097494,1,2,1,18483568840,73389,73389,14,14,14,420081110,11,3,682695,1868308,3564176,41671,5458987984,1828695,63681378,1838
201867.89,253952,62,296337,19524325978,47,93312734,0,681,52,52,4268,162,675,1941319,9,79262,39,72,146924120,1352,1,626,0,38,66,12,340,675,0,626,8,0,0,71438042,10881971,5758573165,0,675,531,2,1,14,14,399,1,5757705035,5711161629,212588337,443376938,443393322,1,2,1,19508585272,73389,73389,14,14,14,443376938,11,3,697308,1983370,3747221,43954,5757705035,1941319,67693569,1838
203881.66,253952,62,311497,20522967478,47,97660044,0,720,53,53,4268,166,675,2056266,9,83617,39,72,147720476,1352,1,626,0,38,67,12,340,675,0,626,8,0,0,75691588,11817586,6050007674,0,675,531,2,1,14,14,399,1,6048716137,6002995251,223829088,466072591,466088975,1,2,1,20507194004,73389,73389,14,14,14,466072591,11,3,709985,2100761,3898731,46181,6048716137,2056266,71795763,1838
205890.61,253952,62,327351,21567549714,49,102415012,0,776,56,56,4268,169,675,2176554,9,88116,39,72,147985928,1352,1,626,0,38,70,12,340,675,0,626,8,0,0,80003025,12592845,6355553392,0,675,531,2,1,14,14,399,1,6354376041,6308287976,234529307,489833204,489833204,1,2,1,21551940080,73389,73389,14,14,14,489816820,11,3,723302,2223538,4085587,48513,6354376041,2176554,75920493,1838
207902.69,253952,62,342738,22581378172,49,106639701,0,826,56,56,4268,172,675,2288736,9,92509,39,72,148782284,1352,1,626,0,38,70,12,340,675,0,626,8,0,0,84293701,13587076,6650294935,0,675,531,2,1,14,14,399,1,6649753610,6604585430,245292493,512878954,512878954,1,2,1,22566673976,73389,73389,14,14,14,512878954,11,3,744491,2338138,4273193,50773,6649753610,2288736,80022715,1838
209911.69,253952,62,359039,23655255000,52,111718295,0,881,57,57,4268,174,675,2407201,9,97063,39,72,149047736,1352,1,626,0,38,71,12,340,675,0,626,8,0,0,88683865,14120737,6964386963,0,675,531,2,1,14,14,399,1,6963671050,6918619297,257070231,537262159,537278543,1,2,1,23639534996,73389,73389,14,14,14,537262159,11,3,751354,2459191,4443361,53168,6963671050,2407201,84243887,1838
211923.41,253952,62,375222,24721503500,53,115780347,0,929,58,58,4268,178,675,2521047,9,101697,39,72,149844092,1352,1,626,0,38,72,12,340,675,0,626,8,0,0,93146764,14736885,7274392657,0,675,531,2,1,14,14,399,1,7274306371,7230181273,267301080,561501782,561518166,1,2,1,24706078408,73389,73389,14,14,14,561501782,11,3,763746,2575600,4629560,55544,7274306371,2521047,88520747,1838
213932.50,253952,62,391427,25787945300,54,119225454,0,977,63,63,4268,184,675,2638714,9,106396,39,72,150640448,1352,1,626,0,38,77,12,340,675,0,626,8,0,0,97607992,15344758,7584632996,0,675,531,2,1,14,14,399,1,7583905519,7541845707,277902217,585759948,585759948,1,2,1,25773437712,73389,73389,14,14,14,585759948,11,3,787969,2695797,4837713,57924,7583905519,2638714,92773981,1838
215276.55,253952,62,400982,26415782060,56,122461778,1,992,67,67,4268,191,675,2708505,9,109422,42,72,158511825,1359,1,626,1035,41,88,38,548,675,619,626,8,1035,163,100789147,16186500,7767615163,8,675,531,2,1,14,14,399,1,7763869224,7725268584,344641270,600037902,600037902,1,2,1,26401667688,73389,73389,14,14,14,600037902,11,3,807348,2767051,4993063,59330,7763869224,2708505,95799851,1838
