timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FileOpen,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,JoinBuildTableRowCount,JoinOptimizeMicroseconds,JoinProbeTableRowCount,JoinReorderMicroseconds,JoinResultRowCount,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,OpenedFileCacheMisses,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SchedulerNodeUpdate,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHit,ThreadPoolReaderPageCacheHitBytes,ThreadPoolReaderPageCacheHitElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
418948.81,5,253952,62,122474,8068697110,1,21332429,1060,4,4,4953,836,19,621,1020507,0,24,48096,15,111,124979352,1244,1,4,721,152419883,8,609614968,14,18,9,10,191,621,65481216,1361927,2641282830,621,491,0,3,1,14,14,1258,3,2639434745,2548131529,87987715,154674440,154674440,1,3,1,8042218944,73389,73389,14,14,14,154658060,7,3,167800,1046400,1496359,21971,2639434745,1020507,63987392,1794
420963.24,5,253952,62,130907,8623828624,1,22596850,1147,4,4,4953,891,19,666,1089181,0,24,51397,15,111,132649949,1334,1,4,721,162868632,8,651409820,14,18,9,10,191,666,70189273,1445154,2824227992,666,538,0,3,1,14,14,1258,3,2821548342,2723804337,94019179,165288225,165288225,1,3,1,8594987732,73389,73389,14,14,14,165288229,7,3,179828,1116815,1590492,23486,2821548342,1089181,68601498,1947
422972.93,5,253952,62,139493,9188518226,1,23840410,1234,4,4,4953,947,20,675,1159148,0,24,54755,15,111,134462388,1352,1,4,721,173505503,8,694022012,14,18,9,10,191,675,74929228,1501834,3010919185,675,555,0,3,1,14,14,1258,3,3008633389,2902357779,100056709,176108969,176108969,1,3,1,9157666420,73389,73389,14,14,14,176108973,7,3,184671,1188560,1695180,25040,3008633389,1159148,73236947,1985
424981.89,6,253952,62,148262,9766488548,1,25019794,1319,4,4,4953,990,20,684,1228984,0,24,58187,15,111,136564349,1370,1,4,721,184424742,8,737634284,14,18,9,10,191,684,79738506,1583431,3206666084,684,562,0,3,1,14,14,1258,3,3203752285,3085191438,106097473,187150453,187166837,1,3,1,9731823588,73389,73389,14,14,14,187150457,7,3,189458,1260212,1787070,26642,3203752285,1228984,77954524,2020
426994.14,7,253952,62,157163,10353311558,1,26304975,1409,4,4,4953,1065,20,702,1298801,0,24,61679,15,111,140131018,1406,1,4,721,195410636,8,781642544,14,18,9,10,191,702,84433786,1608273,3406316615,702,577,0,3,1,14,14,1258,3,3403609584,3271366846,112106391,198341552,198357936,1,3,1,10313760736,73389,73389,14,14,14,198341556,7,3,194387,1331847,1851986,28332,3403609584,1298801,82585072,2082
428999.15,9,253952,62,166122,10942680792,1,27658591,1490,4,4,4953,1108,20,702,1365802,0,24,65185,15,111,140758450,1406,1,4,721,206589003,8,826356012,14,18,9,10,191,702,89092822,1623629,3601842999,702,577,0,3,1,14,14,1258,3,3598557344,3457394167,118129721,209664167,209664167,1,3,1,10902536716,73389,73389,14,14,14,209664171,7,3,204733,1400580,1935856,29922,3598557344,1365802,87160422,2082
431003.87,9,253952,62,174797,11513787716,1,29235298,1531,4,4,4953,1177,20,702,1423730,0,24,68568,15,111,141060100,1406,1,4,721,217330345,8,869256800,14,18,9,10,191,702,93047290,1623794,3792154719,702,577,0,3,1,14,14,1258,3,3789097243,3638426260,123659583,220558639,220558639,1,3,1,11469049260,73389,73389,14,14,14,220558643,7,3,210206,1460003,1999723,31529,3789097243,1423730,91051180,2082
433009.40,9,253952,62,180883,11915451190,2,31839172,1547,4,4,4953,1208,20,702,1457154,0,24,70966,15,111,141373816,1406,1,4,721,224935624,8,899678036,14,18,9,10,191,702,95469913,1623919,3926953427,702,577,0,3,1,14,14,1258,3,3923542251,3765305177,128686376,228256072,228256072,1,3,1,11869315776,73389,73389,14,14,14,228256076,7,3,212639,1494311,2043612,32628,3923542251,1457154,93430015,2082
435017.36,11,253952,62,189580,12488494612,2,32965623,1634,5,5,4953,1269,20,711,1530235,0,24,74395,15,111,142872650,1424,1,4,721,235772066,8,943088264,14,19,9,10,191,711,100224735,1695246,4119858086,711,584,0,3,1,14,14,1258,3,4117050252,3946298084,134617195,239244530,239244530,1,3,1,12440715592,73389,73389,14,14,14,239244534,7,3,216330,1569261,2138685,34238,4117050252,1530235,98089955,2113
437027.21,11,253952,62,198226,13058268094,2,34237059,1717,5,5,4953,1316,20,747,1600298,0,24,77764,15,111,149807552,1496,1,4,721,246506137,8,985959892,14,19,9,10,191,747,104935679,1762878,4307967913,747,613,0,3,1,14,14,1258,3,4304193965,4126654808,140661873,250134684,250134684,1,3,1,13007003600,73389,73389,14,14,14,250134688,7,3,221522,1641071,2246639,35779,4304193965,1600298,102693120,2239
439035.13,11,253952,62,207093,13644105678,2,35459931,1804,5,5,4953,1382,21,774,1673531,0,24,81255,15,111,154268644,1550,1,4,721,257523146,8,1030092584,14,19,9,10,191,774,109693581,1817768,4507501585,774,636,0,3,1,14,14,1258,3,4503543453,4312171154,146683287,261325339,261325339,1,3,1,13588917660,73389,73389,14,14,14,261325343,7,3,226286,1716151,2349656,37446,4503543453,1673531,107348181,2328
441039.75,11,253952,62,214539,14134608528,3,37728698,1862,5,5,4953,1423,21,774,1725567,0,24,84171,15,111,154871944,1550,1,4,721,266794125,8,1067176500,14,19,9,10,191,774,113257391,1827581,4673299196,774,636,0,3,1,14,14,1258,3,4668938698,4467196394,152521106,270728867,270728867,1,3,1,14077901116,73389,73389,14,14,14,270728871,7,3,232137,1769541,2426636,38806,4668938698,1725567,110835157,2328
443049.18,11,253952,62,221839,14614951888,3,39129885,1902,6,6,4953,1476,21,774,1775382,0,24,87031,15,111,154884010,1550,1,4,721,275860088,8,1103440352,14,20,9,10,191,774,116739686,1855648,4830810003,774,636,0,3,1,14,14,1258,3,4826841481,4619064630,157425657,279907337,279923721,1,3,1,14555181556,73389,73389,14,14,14,279907341,7,3,237497,1820649,2491505,40128,4826841481,1775382,114252725,2328
445053.62,11,253952,62,227776,15006548848,4,41148648,1925,6,6,4953,1504,21,774,1811920,0,24,89349,15,111,155185660,1550,1,4,721,283256276,8,1133025104,14,20,9,10,191,774,119259253,1858280,4964459895,774,636,0,3,1,14,14,1258,3,4960395540,4742773726,161963719,287410321,287426705,1,3,1,14945336724,73389,73389,14,14,14,287410325,7,3,238670,1858143,2534573,41216,4960395540,1811920,116729319,2328
447063.01,11,253952,62,235773,15533186166,4,42885245,1982,7,7,4953,1563,24,837,1875756,0,24,92490,15,111,166301370,1676,1,4,721,293159682,8,1172638728,14,21,9,10,191,837,123469260,1957015,5145378922,837,703,0,3,1,14,14,1258,3,5140628223,4909493526,167996264,297471368,297471368,1,3,1,15468511168,73389,73389,14,14,14,297471372,7,3,247598,1923642,2623612,42725,5140628223,1875756,120850451,2563
449070.72,11,253952,62,244192,16088348428,4,44148867,2055,7,7,4953,1614,24,882,1944714,0,24,95781,15,111,174735046,1766,1,4,721,303606613,8,1214426452,14,21,9,10,191,882,128077254,2106146,5330652059,882,738,0,3,1,14,14,1258,3,5326657614,5085315220,173989569,308050226,308066610,1,3,1,16018611784,73389,73389,14,14,14,308050230,7,3,248024,1994400,2695589,44262,5326657614,1944714,125386642,2717
451075.82,11,253952,62,251112,16543037752,5,46170697,2102,7,7,4953,1664,24,963,1992056,0,24,98479,15,111,188877753,1928,1,4,721,312176679,8,1248706716,14,21,9,10,191,963,131426086,2155006,5485814202,963,801,0,3,1,14,14,1258,3,5480896189,5229395303,179395912,316759593,316759593,1,3,1,16471498868,73389,73389,14,14,14,316759597,7,3,249912,2043010,2759723,45557,5480896189,1992056,128671466,2966
453080.78,11,253952,62,257096,16936822020,5,47990154,2131,7,7,4953,1698,28,990,2026530,0,24,100810,15,111,193596061,1982,1,4,721,319588039,8,1278287440,14,21,9,10,191,990,133933166,2155330,5617611734,990,819,0,3,1,14,14,1258,3,5612466468,5354046052,183721875,324293630,324293630,1,3,1,16863268792,73389,73389,14,14,14,324293634,7,3,253374,2078422,2803585,46636,5612466468,2026530,131134784,3045
455088.73,11,253952,62,263653,17369328818,5,49548941,2160,8,8,4953,1739,28,990,2069037,0,24,103401,15,111,194211427,1982,1,4,721,327758974,8,1311035896,14,22,9,10,191,990,136995942,2192083,5756398435,990,819,0,3,1,14,14,1258,3,5752333494,5490925720,188359010,332564503,332564503,1,3,1,17293354188,73389,73389,14,14,14,332564507,7,3,260189,2122117,2866484,47787,5752333494,2069037,134134774,3045
457095.94,11,253952,62,271850,17909490196,5,50898213,2230,8,8,4953,1793,28,999,2144706,0,24,106608,15,111,196578513,2000,1,4,721,337936517,8,1351616620,14,22,9,10,191,999,141580748,2342968,5945894923,999,828,0,3,1,14,14,1258,3,5940728212,5661817909,194435997,342887250,342903634,1,3,1,17830137032,73389,73389,14,14,14,342887254,7,3,264965,2199572,2946468,49362,5940728212,2144706,138639772,3079
459103.55,11,253952,62,279973,18444071334,5,52174292,2310,8,8,4953,1845,28,1035,2215018,0,24,109774,15,111,202574166,2072,1,4,721,347968549,8,1391874196,14,22,9,10,191,1035,146168286,2525515,6129043254,1035,880,0,3,1,14,14,1258,3,6123577921,5831579663,200456372,353079369,353079369,1,3,1,18360127220,73389,73389,14,14,14,353079373,7,3,267954,2271645,3028106,50881,6123577921,2215018,143145832,3202
461113.01,13,253952,62,287429,18936798124,5,53600262,2381,8,8,4953,1892,28,1080,2290666,0,24,112701,15,111,211950161,2162,1,4,721,357231791,8,1428927164,14,22,9,10,191,1080,150615562,2697746,6296897806,1080,932,0,3,1,14,14,1258,3,6291275290,5987437797,206473925,362474261,362490645,1,3,1,18848661604,73389,73389,14,14,14,362474265,7,3,272844,2348960,3135056,52269,6291275290,2290666,147486319,3365
463118.11,23,253952,62,293232,19318708310,6,55563333,2417,8,8,4953,1935,36,1251,2340121,0,24,114953,15,111,240357711,2504,1,4,721,364361198,8,1457444792,14,22,9,10,191,1251,153586386,2763450,6433116945,1251,1085,0,3,1,14,14,1258,3,6427378316,6108986917,211444936,369762538,369762538,1,3,1,19227652008,73389,73389,14,14,14,369762542,7,3,275729,2399567,3193175,53407,6427378316,2340121,150399138,3936
465131.26,24,253952,62,299511,19732573546,6,57554467,2445,9,9,4953,1967,36,1260,2396293,0,24,117422,15,111,242809429,2522,1,4,721,372192244,8,1488768976,14,23,9,10,191,1260,156989952,2821539,6569586687,1260,1096,0,3,1,14,14,1258,3,6564776387,6239842189,216891703,377648387,377681155,1,3,1,19637716156,73389,73389,14,14,14,377648391,7,3,283519,2456970,3270126,54529,6564776387,2396293,153725878,3970
467140.41,24,253952,62,306576,20197757266,6,59174335,2491,9,9,4953,2019,36,1269,2472204,0,24,120183,15,111,244548964,2540,1,4,721,380949075,8,1523731604,14,23,9,10,191,1269,161159252,3075434,6737995346,1269,1105,0,3,1,14,14,1258,3,6732905402,6387401494,222925727,386529786,386529786,1,3,1,20098696936,73389,73389,14,14,14,386513406,7,3,286635,2534569,3361001,55928,6732905402,2472204,157804457,4006
469147.24,25,253952,62,313456,20651468390,6,60660720,2539,9,9,4953,2059,36,1269,2547350,0,24,122857,15,111,245502178,2540,1,4,721,389476851,8,1557907404,14,23,9,10,191,1269,165304042,3340498,6895899668,1269,1105,0,3,1,14,14,1258,3,6889616840,6531590756,228807839,395177491,395177491,1,3,1,20549229564,73389,73389,14,14,14,395177495,7,3,309598,2611323,3494980,57209,6889616840,2547350,161815418,4006
471152.28,25,253952,62,318223,20965193696,7,63606873,2548,9,9,4953,2093,36,1269,2576243,0,24,124712,15,111,246443326,2540,1,4,721,395366880,8,1581402776,14,23,9,10,191,1269,167372913,3341595,7002138414,1269,1105,0,3,1,14,14,1258,3,6996026338,6631162476,233822409,401165399,401165399,1,3,1,20859861080,73389,73389,14,14,14,401151178,7,3,318188,2640996,3534903,58104,6996026338,2576243,163844452,4006
473160.39,25,253952,62,324629,21386610024,7,65336212,2584,10,10,4953,2131,36,1269,2636480,0,24,127227,15,111,247058692,2540,1,4,721,403314515,8,1613258060,14,24,9,10,191,1269,171231923,3493369,7146674595,1269,1105,0,3,1,14,14,1258,3,7140301054,6764921164,239208682,409199148,409199148,1,3,1,21278355728,73389,73389,14,14,14,409199152,7,3,325095,2702625,3620590,59286,7140301054,2636480,167617917,4006
475165.29,25,253952,62,330688,21787083194,7,66938576,2619,10,10,4953,2178,36,1269,2686319,0,24,129609,15,111,247372408,2540,1,4,721,410851480,8,1643341284,14,24,9,10,191,1269,174629493,3599344,7290044139,1269,1105,0,3,1,14,14,1258,3,7283417585,6891757721,244655972,416859495,416859495,1,3,1,21676693772,73389,73389,14,14,14,416859499,7,3,328499,2753723,3682413,60489,7283417585,2686319,170953789,4006
477170.78,25,253952,62,335666,22114914114,8,69582588,2641,10,10,4953,2202,36,1269,2715578,0,24,131547,15,111,247372408,2540,1,4,721,416996666,8,1667986664,14,24,9,10,191,1269,176963300,3649100,7395864710,1269,1105,0,3,1,14,14,1258,3,7390177161,6995760723,249680044,423107388,423107388,1,3,1,22001584208,73389,73389,14,14,14,423107392,7,3,334713,2783792,3732384,61357,7390177161,2715578,173237728,4006
479188.72,25,253952,62,340808,22453130958,8,71223091,2661,11,11,4953,2238,36,1269,2749717,0,24,133554,15,111,247372408,2540,1,4,721,423350018,8,1693400072,14,25,9,10,191,1269,179314551,3724088,7517609358,1269,1105,0,3,1,14,14,1258,3,7510917094,7103189255,253741430,429554048,429554048,1,3,1,22336810528,73389,73389,14,14,14,429554052,7,3,337501,2818843,3773271,62371,7510917094,2749717,175548195,4006
481202.71,27,253952,62,346944,22857166282,8,73352989,2711,11,11,4953,2275,37,1269,2811238,0,24,135950,15,111,247674058,2540,1,4,721,430979149,8,1723916596,14,25,9,10,191,1269,182819979,4193100,7655196136,1269,1105,0,3,1,14,14,1258,3,7648893841,7231103716,259825669,437274342,437274342,1,3,1,22738265816,73389,73389,14,14,14,437274346,7,3,343754,2881755,3853789,63497,7648893841,2811238,178973247,4006
483209.92,27,253952,62,352824,23243869354,8,75193510,2766,11,11,4953,2304,37,1269,2865020,0,24,138232,15,111,247698190,2540,1,4,721,438240594,8,1752962376,14,25,9,10,191,1269,186215649,4585165,7787622343,1269,1105,0,3,1,14,14,1258,3,7780929540,7353754870,265452758,444654890,444654890,1,3,1,23122054312,73389,73389,14,14,14,444654894,7,3,347331,2936846,3929229,64588,7780929540,2865020,182293614,4006
485224.01,28,253952,62,357685,23565564944,9,78013991,2783,11,11,4953,2342,37,1269,2896220,0,24,140148,15,111,247999840,2540,1,4,721,444262757,8,1777051028,14,25,9,10,191,1269,188408541,4611482,7899960360,1269,1105,0,3,1,14,14,1258,3,7892778678,7455683263,270491653,450793684,450793684,1,3,1,23441271600,73389,73389,14,14,14,450793688,7,3,352741,2968877,3969165,65518,7892778678,2896220,184446671,4006
487233.61,28,253952,62,363489,23947769920,9,79464222,2830,12,12,4953,2376,38,1269,2952087,0,24,142424,15,111,248301490,2540,1,4,721,451501589,8,1806006356,14,26,9,10,191,1269,191792300,5206297,8031219006,1269,1105,0,3,1,14,14,1258,3,8024038028,7576955645,275917235,458087994,458087994,1,3,1,23819723752,73389,73389,14,14,14,458071614,7,3,357235,3026004,4039755,66605,8024038028,2952087,187759972,4006
489252.09,28,253952,62,369248,24327484284,9,81670829,2890,12,12,4953,2414,38,1269,3011050,0,24,144662,15,111,248301490,2540,1,4,721,458610955,8,1834443820,14,26,9,10,191,1269,195114120,5779180,8166867769,1269,1105,0,3,1,14,14,1258,3,8159423833,7697955905,282011081,465298225,465298225,1,3,1,24195507732,73389,73389,14,14,14,465298229,7,3,367071,3086334,4123601,67725,8159423833,3011050,190998076,4006
491266.17,28,253952,62,374648,24683285112,9,83564134,2952,12,12,4953,2449,39,1269,3090265,0,24,146762,15,111,248301490,2540,1,4,721,465285573,8,1861077576,14,26,9,10,191,1269,198328903,6666809,8290739257,1269,1105,0,3,1,14,14,1258,3,8283554637,7810872049,287998365,472084631,472084631,1,3,1,24548400844,73389,73389,14,14,14,472084635,7,3,372635,3166855,4203591,68753,8283554637,3090265,194133000,4006
493279.11,28,253952,62,380015,25037562750,9,85581494,3008,12,12,4953,2489,39,1269,3153938,0,24,148870,15,111,248603140,2540,1,4,721,471940456,8,1887761824,14,26,9,10,191,1269,201564504,7167988,8420886478,1269,1105,0,3,1,14,14,1258,3,8413320669,7923955013,293729393,478801183,478801183,1,3,1,24897661548,73389,73389,14,14,14,478801187,7,3,378591,3231794,4279975,69842,8413320669,3153938,197292335,4006
495292.73,28,253952,62,385528,25400105516,9,88175754,3055,12,12,4953,2518,39,1269,3206737,0,24,151013,15,111,248603140,2540,1,4,721,478748813,8,1914930560,14,26,9,10,191,1269,204734338,7770107,8545525365,1269,1105,0,3,1,14,14,1258,3,8537702041,8038429872,300102893,485739363,485739363,1,3,1,25258446908,73389,73389,14,14,14,485739367,7,3,384095,3285852,4353203,70857,8537702041,3206737,200389075,4006
497298.73,28,253952,62,390792,25746655600,10,90510744,3107,12,12,4953,2549,39,1269,3250740,0,24,153065,15,111,248603140,2540,1,4,721,485280169,8,1941120676,14,26,9,10,191,1269,207587411,8300931,8665923652,1269,1105,0,3,1,14,14,1258,3,8657978792,8148771432,305818948,492331320,492331320,1,3,1,25601228672,73389,73389,14,14,14,492331324,7,3,389439,3331002,4415961,71857,8657978792,3250740,203179514,4006
499307.29,28,253952,62,395738,26072727216,10,92305711,3134,12,12,4953,2580,39,1269,3285941,0,24,154998,15,111,248603140,2540,1,4,721,491389170,8,1965556680,14,26,9,10,191,1269,209868796,8340914,8782663986,1269,1105,0,3,1,14,14,1258,3,8775277177,8252462626,309928150,498544286,498544286,1,3,1,25923450936,73389,73389,14,14,14,498527906,7,3,396261,3367149,4464943,72827,8775277177,3285941,205412015,4006
501322.37,28,253952,62,400635,26395828888,10,94092078,3160,12,12,4953,2610,39,1269,3317901,0,24,156909,15,111,248603140,2540,1,4,721,497480614,8,1989857792,14,26,9,10,191,1269,212074767,8366269,8893016918,1269,1105,0,3,1,14,14,1258,3,8885139746,8354858984,313942231,504705941,504705941,1,3,1,26244708964,73389,73389,14,14,14,504705945,7,3,398279,3399994,4515997,73743,8885139746,3317901,207567025,4006
503338.88,28,253952,62,406083,26754787510,11,96956650,3207,14,14,4953,2649,39,1269,3369006,0,24,159035,16,111,248916856,2540,1,4,721,504203886,8,2016815544,15,28,9,10,203,1269,215221144,9186309,9023623551,1269,1105,0,3,1,14,14,1258,3,9015355352,8469307988,320773147,511525115,511525115,1,3,1,26599306012,73389,73389,14,14,14,511525119,7,3,403970,3452352,4576553,74823,9015355352,3369006,210652985,4006
