timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptionResumes,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,InterfaceHTTPSendBytes,JoinBuildTableRowCount,JoinOptimizeMicroseconds,JoinProbeTableRowCount,JoinReorderMicroseconds,JoinResultRowCount,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,NetworkSendBytes,NetworkSendElapsedMicroseconds,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OSWriteChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SchedulerNodeUpdate,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHit,ThreadPoolReaderPageCacheHitBytes,ThreadPoolReaderPageCacheHitElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
436549.69,23,253952,62,159704,10521084084,3,29772223,0,1419,6,6,5684,1081,0,594,1289405,19,62775,15,200,119507198,1190,1,0,4,1262,198986715,7,795946860,14,20,10,465,594,0,0,86480688,1611157,3394487386,0,594,606,3,1,14,14,1904,3,3391364821,3319225000,117562751,201893006,201893006,1,3,1,10498436344,73389,73389,14,14,14,201893010,7,3,167046,1320042,1837853,28226,3391364821,1289405,84646132,1944
438558.38,23,253952,62,167871,11059338058,3,30983345,0,1511,6,6,5684,1127,0,612,1365985,19,65973,15,200,122756766,1226,1,0,4,1262,209139768,7,836494364,14,20,10,465,612,0,0,91245749,1684594,3567334618,0,612,620,3,1,14,14,1904,3,3564832117,3489291108,123614066,212207561,212207561,1,3,1,11034793204,73389,73389,14,14,14,212207565,7,3,168103,1398369,1924670,29661,3564832117,1365985,89324547,2014
440563.37,23,253952,62,175685,11574935502,3,32112447,0,1590,6,6,5684,1174,0,621,1430471,19,69029,15,200,124569573,1244,1,0,4,1262,218825510,7,875302040,14,20,10,465,621,0,0,95422172,1726067,3735887499,0,621,626,3,1,14,14,1904,3,3733354563,3651948567,128953108,222079748,222096132,1,3,1,11548146928,73389,73389,14,14,14,222079752,7,3,169577,1464411,1989517,31051,3733354563,1430471,93436292,2037
442571.27,31,253952,62,181607,11965223640,4,34610968,0,1614,7,7,5684,1217,0,621,1471069,19,71374,15,200,124883289,1244,1,0,4,1262,226243329,7,904973316,14,21,10,465,621,0,0,98278689,1739911,3866781389,0,621,626,3,1,14,14,1904,3,3863216280,3775316065,134318156,229554282,229554282,1,3,1,11936822696,73389,73389,14,14,14,229554286,7,3,175219,1506035,2031370,32138,3863216280,1471069,96251071,2037
444576.57,31,253952,62,187915,12379879592,5,36771482,0,1658,7,7,5684,1254,0,621,1517323,19,73818,15,200,124907421,1244,1,0,4,1262,234053338,7,936148636,14,21,10,465,621,0,0,101456089,1777273,4001478698,0,621,626,3,1,14,14,1904,3,3997920152,3906385404,139687545,237491886,237491886,1,3,1,12349578104,73389,73389,14,14,14,237491890,7,3,176851,1553430,2092292,33253,3997920152,1517323,99367678,2037
446583.33,31,253952,62,194418,12808545796,5,38361728,0,1696,8,8,5684,1299,0,630,1571034,19,76387,15,200,126637429,1262,1,0,4,1262,242137565,7,968485620,14,22,10,465,630,0,0,105011995,1831725,4139718007,0,630,637,3,1,14,14,1904,3,4136686288,4041842996,144862546,245707574,245723958,1,3,1,12776793880,73389,73389,14,14,14,245707578,7,3,185662,1608391,2166261,34419,4136686288,1571034,102849748,2070
448592.82,31,253952,62,202048,13311758834,5,39587309,0,1775,8,8,5684,1345,0,630,1645520,19,79386,15,200,126637429,1262,1,0,4,1262,251664163,7,1006656652,14,22,10,465,630,0,0,109680713,1980995,4308619640,0,630,637,3,1,14,14,1904,3,4304901640,4200795552,150902493,255352544,255352544,1,3,1,13278332320,73389,73389,14,14,14,255352548,7,3,189652,1684524,2269126,35818,4304901640,1645520,107415766,2070
450598.47,32,253952,62,209253,13786129660,5,40865496,0,1836,8,8,5684,1399,0,639,1711550,19,82199,15,200,128100946,1280,1,0,4,1262,260614911,7,1042395020,14,22,10,465,639,0,0,113612995,2039473,4466414325,0,639,647,3,1,14,14,1904,3,4462420480,4350820615,155969439,264430551,264430551,1,3,1,13750388684,73389,73389,14,14,14,264430555,7,3,196231,1752006,2358082,37139,4462420480,1711550,111259236,2100
452603.58,32,253952,62,214735,14147063120,6,43526020,0,1861,8,8,5684,1425,0,639,1746661,19,84341,15,200,128414662,1280,1,0,4,1262,267437859,7,1069686728,14,22,10,465,639,0,0,116091161,2039589,4578674250,0,639,647,3,1,14,14,1904,3,4574467066,4464512785,161310302,271366572,271366572,1,3,1,14111061776,73389,73389,14,14,14,271366576,7,3,200083,1788000,2411065,38052,4574467066,1746661,113684519,2100
454613.28,32,253952,62,220172,14505831750,6,45197996,0,1877,9,9,5684,1466,0,639,1785775,19,86498,15,200,128414662,1280,1,0,4,1262,274205232,7,1096756340,14,23,10,465,639,0,0,118603415,2048053,4698496931,0,639,647,3,1,14,14,1904,3,4694384965,4577978751,165473396,278230580,278230580,1,3,1,14467138224,73389,73389,14,14,14,278214200,7,3,206667,1828087,2478104,39061,4694384965,1785775,116129839,2100
456620.25,33,253952,62,227873,15013685778,6,46582267,0,1956,9,9,5684,1511,0,639,1860476,19,89510,15,200,128728378,1280,1,0,4,1262,283779310,7,1135052600,14,23,10,465,639,0,0,123170752,2162187,4864521538,0,639,647,3,1,14,14,1904,3,4860302526,4738579422,171554052,287957470,287957470,1,3,1,14973788472,73389,73389,14,14,14,287957474,7,3,209241,1904440,2570927,40433,4860302526,1860476,120604516,2100
458628.89,33,253952,62,235571,15520667502,6,47860957,0,2030,10,10,5684,1566,8,657,1937313,19,92533,16,200,131668710,1316,1,0,4,1262,293333078,7,1173332312,15,24,10,477,657,0,0,127747135,2326832,5036348706,0,657,663,3,1,14,14,1904,3,5031855868,4899209012,177548471,297647718,297647718,1,3,1,15477681368,73389,73389,14,14,14,297647722,7,3,211431,1983099,2671691,41870,5031855868,1937313,125080295,2164
460640.17,33,253952,62,243132,16017937954,7,50258832,0,2104,10,10,5684,1611,8,666,2011092,19,95478,16,200,133481343,1334,1,0,4,1262,302678385,7,1210713540,15,24,10,477,666,0,0,132238166,2499085,5200874000,0,666,669,3,1,14,14,1904,3,5196998266,5056466829,184581631,307159901,307159901,1,3,1,15972314884,73389,73389,14,14,14,307159905,7,3,213048,2058545,2767558,43243,5196998266,2011092,129475611,2201
462645.58,34,253952,62,249698,16451686140,8,52457892,0,2150,10,10,5684,1660,8,666,2070685,19,98061,16,200,133481343,1334,1,0,4,1262,310845678,7,1243318080,15,24,10,477,666,0,0,135783386,2566959,5349281930,0,666,669,3,1,14,14,1904,3,5344488696,5194070577,190382677,315442840,315442840,1,3,1,16403027712,73389,73389,14,14,14,315442844,7,3,216010,2119527,2847246,44488,5344488696,2070685,132941275,2201
464660.90,35,253952,62,255626,16842568942,8,54181039,0,2170,11,11,5684,1688,8,675,2116822,19,100392,16,200,134923352,1352,1,0,4,1262,318258518,7,1272978128,15,25,10,477,675,0,0,138679306,2600519,5475262774,0,675,677,3,1,14,14,1904,3,5470097469,5317272087,195025630,322943665,322943665,1,3,1,16793070612,73389,73389,14,14,14,322943669,7,3,223165,2166788,2920344,45520,5470097469,2116822,135764214,2233
466668.35,36,253952,62,262771,17311149444,8,55811106,0,2220,11,11,5684,1743,9,675,2191789,19,103174,16,200,134923352,1352,1,0,4,1262,327058300,7,1308233200,15,25,10,477,675,0,0,142851584,2837903,5634772111,0,675,677,3,1,14,14,1904,3,5630246863,5465787201,201062215,331903554,331903554,1,3,1,17258132872,73389,73389,14,14,14,331887174,7,3,225782,2243423,3018962,46868,5630246863,2191789,139838022,2233
468676.00,36,253952,62,269865,17778559490,8,57472092,0,2261,11,11,5684,1783,9,675,2267313,19,105966,16,200,134923352,1352,1,0,4,1262,335925943,7,1343703772,15,25,10,477,675,0,0,147033043,2995204,5788501175,0,675,677,3,1,14,14,1904,3,5783043658,5613280002,207056060,340864714,340864714,1,3,1,17724965160,73389,73389,14,14,14,340864718,7,3,246941,2321203,3169795,48127,5783043658,2267313,143868494,2233
470681.57,36,253952,62,275209,18130678236,9,59778752,0,2279,11,11,5684,1822,9,684,2324123,19,108049,16,200,136421635,1370,1,0,4,1262,342551480,7,1370141384,15,25,10,477,684,0,0,149569140,3020684,5910525632,0,684,684,3,1,14,14,1904,3,5904968677,5724655870,211922344,347601968,347601968,1,3,1,18075302368,73389,73389,14,14,14,347601972,7,3,271689,2379023,3301868,49149,5904968677,2324123,146272920,2264
472692.15,36,253952,62,281504,18545407628,9,61944658,0,2299,12,12,5684,1856,9,684,2378167,19,110516,16,200,136735351,1370,1,0,4,1262,350370568,7,1401417688,15,26,10,477,684,0,0,152993674,3096888,6046603856,0,684,684,3,1,14,14,1904,3,6041321422,5855841672,217583613,355530936,355530936,1,3,1,18487608704,73389,73389,14,14,14,355530940,7,3,281098,2434371,3396866,50279,6041321422,2378167,149602568,2264
474698.66,36,253952,62,288341,18995112786,9,63595036,0,2332,12,12,5684,1907,9,702,2442179,19,113180,16,200,139675323,1406,1,0,4,1262,358809825,7,1435239300,15,26,10,477,702,0,0,156772070,3235719,6203858924,0,702,703,3,1,14,14,1904,3,6198430912,5998603330,223096095,364092847,364109231,1,3,1,18932828076,73389,73389,14,14,14,364092851,7,3,285268,2499975,3471802,51604,6198430912,2442179,153306169,2329
476712.37,37,253952,62,293334,19325217808,10,66456865,0,2349,12,12,5684,1930,9,702,2473580,19,115125,16,200,139675323,1406,1,0,4,1262,365009179,7,1460036716,15,26,10,477,702,0,0,158965398,3241910,6313674817,0,702,703,3,1,14,14,1904,3,6307771457,6102828523,228207861,370430408,370430408,1,3,1,19262381248,73389,73389,14,14,14,370430412,7,3,292714,2532171,3521741,52495,6307771457,2473580,155449651,2329
478717.92,37,253952,62,298420,19660983302,10,68177411,0,2375,12,12,5684,1966,9,702,2506079,19,117139,16,200,139675323,1406,1,0,4,1262,371357882,7,1485431528,15,26,10,477,702,0,0,161256987,3251671,6424373899,0,702,703,3,1,14,14,1904,3,6418373418,6209044561,232227900,376852048,376852048,1,3,1,19596306528,73389,73389,14,14,14,376852052,7,3,294374,2565477,3554620,53416,6418373418,2506079,157708458,2329
480733.08,37,253952,62,304497,20060886550,10,69353199,0,2428,13,13,5684,2000,9,702,2563408,19,119512,16,200,139989039,1406,1,0,4,1262,378937269,7,1515684448,15,27,10,477,702,0,0,164683115,3554746,6561856383,0,702,703,3,1,14,14,1904,3,6556253014,6335780004,237002400,384492581,384492581,1,3,1,19993614244,73389,73389,14,14,14,384492585,7,3,302192,2624118,3647636,54559,6556253014,2563408,161041699,2329
482747.75,47,253952,62,310462,20453389436,10,71987100,0,2482,13,13,5684,2046,9,702,2620062,19,121855,16,200,139989039,1406,1,0,4,1262,386309067,7,1545236268,15,27,10,477,702,0,0,168165876,4513131,6699387697,0,702,703,3,1,14,14,1904,3,6693915883,6460369244,243584463,391969274,391969274,1,3,1,20382402280,73389,73389,14,14,14,391969278,7,3,308071,2682113,3728643,55719,6693915883,2620062,164443592,2329
484753.98,47,253952,62,315401,20779227236,11,74391674,0,2511,13,13,5684,2071,10,702,2652325,19,123774,16,200,139989039,1406,1,0,4,1262,392400387,7,1569536860,15,27,10,477,702,0,0,170515371,4545035,6806070751,0,702,703,3,1,14,14,1904,3,6800107776,6563395445,248368906,398212849,398212849,1,3,1,20707068180,73389,73389,14,14,14,398212853,7,3,311021,2715229,3773562,56591,6800107776,2652325,166748260,2329
486765.99,47,253952,62,321028,21149832984,11,76308443,0,2553,14,14,5684,2118,10,711,2709518,19,126004,16,200,141744359,1424,1,0,4,1262,399447557,7,1597790228,15,28,10,477,711,0,0,173666439,4963465,6933760666,0,711,715,3,1,14,14,1904,3,6927675065,6680995140,253846230,405275624,405275624,1,3,1,21074332480,73389,73389,14,14,14,405275628,7,3,319388,2773697,3854096,57672,6927675065,2709518,169818927,2365
488781.27,47,253952,62,326883,21535078646,11,78503447,0,2612,14,14,5684,2148,10,711,2761020,19,128292,16,200,141744359,1424,1,0,4,1262,406736559,7,1626881532,15,28,10,477,711,0,0,177023074,5570700,7059289014,0,711,715,3,1,14,14,1904,3,7052940307,6802329728,259867980,412686781,412686781,1,3,1,21459712644,73389,73389,14,14,14,412686785,7,3,320606,2826515,3905104,58692,7052940307,2761020,173124691,2365
490795.62,47,253952,62,332413,21898807920,11,80648475,0,2667,14,14,5684,2177,10,711,2823605,19,130452,16,200,141744359,1424,1,0,4,1262,413593682,7,1654374728,15,28,10,477,711,0,0,180257097,6331056,7172995789,0,711,715,3,1,14,14,1904,3,7166252870,6917030204,265993186,419674113,419674113,1,3,1,21823053908,73389,73389,14,14,14,419674117,7,3,325873,2891131,3969027,59629,7166252870,2823605,176294917,2365
492809.97,47,253952,62,337867,22258775124,11,82828558,0,2718,14,14,5684,2225,12,720,2883214,19,132608,16,200,143242816,1442,1,0,4,1262,420393404,7,1681573616,15,28,10,477,720,0,0,183470614,6968276,7297454295,0,720,724,3,1,14,14,1904,3,7290715798,7031258365,272000825,426538121,426538121,1,3,1,22179982324,73389,73389,14,14,14,426538125,7,3,330271,2952066,4045817,60686,7290715798,2883214,179431774,2402
494825.17,47,253952,62,343342,22619792802,11,84995220,0,2772,14,14,5684,2254,13,738,2934773,19,134740,16,200,146867526,1478,1,0,4,1262,427189982,7,1708695480,15,28,10,477,738,0,0,186670233,7573216,7418335238,0,738,742,3,1,14,14,1904,3,7411338547,7145384149,277951950,433447407,433447407,1,3,1,22539265196,73389,73389,14,14,14,433447411,7,3,333441,3004875,4107471,61668,7411338547,2934773,182569861,2472
496835.02,48,253952,62,348597,22966127108,11,86911307,0,2822,14,14,5684,2281,13,756,2996116,19,136796,16,200,149865545,1514,1,0,4,1262,433720659,7,1734882636,15,28,10,477,756,0,0,189733984,8272694,7529834193,0,756,758,3,1,14,14,1904,3,7522986802,7254889867,283607328,440069973,440069973,1,3,1,22882786660,73389,73389,14,14,14,440053593,7,3,339173,3067455,4174288,62592,7522986802,2996116,185566929,2540
498841.82,48,253952,62,352991,23255985766,12,89796711,0,2839,14,14,5684,2318,13,783,3028612,19,138527,16,200,154313917,1568,1,0,4,1262,439182233,7,1756728932,15,28,10,477,783,0,0,191849112,8276009,7629691148,0,783,775,3,1,14,14,1904,3,7622480175,7346948751,288628873,445594811,445594811,1,3,1,23170930204,73389,73389,14,14,14,445594815,7,3,340569,3100746,4201212,63432,7622480175,3028612,187655222,2623
500848.69,48,253952,62,357759,23571083810,12,91209063,0,2873,14,14,5684,2344,13,837,3066830,19,140399,16,200,163331036,1676,1,0,4,1262,445113704,7,1780454816,15,28,10,477,837,0,0,194192295,8331930,7734886964,0,837,819,3,1,14,14,1904,3,7728104152,7446507583,292437932,451627109,451643493,1,3,1,23484609700,73389,73389,14,14,14,451627113,7,3,343705,3139819,4246160,64307,7728104152,3066830,189953557,2806
502867.65,48,253952,62,363111,23923135610,12,92514128,0,2920,15,15,5684,2382,13,873,3122386,19,142479,16,200,169638979,1748,1,0,4,1262,451696165,7,1806720000,15,29,10,477,873,0,0,197140330,8799502,7854823304,0,873,853,3,1,14,14,1904,3,7848027887,7558346785,297154705,458319529,458335913,1,3,1,23832615540,73389,73389,14,14,14,458319533,7,3,349156,3196558,4303948,65307,7848027887,3122386,192843913,2937
504881.22,50,253952,62,368620,24285864808,12,94664111,0,2975,15,15,5684,2419,13,873,3181860,19,144642,16,200,169638979,1748,1,0,4,1262,458564685,7,1834129568,15,29,10,477,873,0,0,200296136,9523547,7974441713,0,873,853,3,1,14,14,1904,3,7967016598,7672846537,303171036,465293266,465293266,1,3,1,24195249864,73389,73389,14,14,14,465293270,7,3,351942,3260209,4374596,66290,7967016598,3181860,195929204,2937
506897.97,51,253952,62,373970,24638980070,12,96611278,0,3033,15,15,5684,2447,14,891,3239878,19,146743,16,200,173577666,1784,1,0,4,1262,465221788,7,1860822584,15,29,10,477,891,0,0,203473753,10449493,8093893034,0,891,875,3,1,14,14,1904,3,8086204123,7784504124,309216405,472034394,472034394,1,3,1,24545788520,73389,73389,14,14,14,472034398,7,3,356783,3322419,4430997,67280,8086204123,3239878,199050552,3020
508904.80,51,253952,62,379374,24994138092,12,98311991,0,3086,15,15,5684,2485,14,891,3302773,19,148847,16,200,173891382,1784,1,0,4,1262,471883587,7,1887534348,15,29,10,477,891,0,0,206512534,11116043,8216917538,0,891,875,3,1,14,14,1904,3,8209495538,7897360038,314602970,478810893,478810893,1,3,1,24898166468,73389,73389,14,14,14,478810897,7,3,360529,3386494,4512888,68306,8209495538,3302773,202007583,3020
