timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptionResumes,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FileOpen,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,InterfaceHTTPSendBytes,JoinBuildTableRowCount,JoinOptimizeMicroseconds,JoinProbeTableRowCount,JoinReorderMicroseconds,JoinResultRowCount,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,MergingSortedMilliseconds,NetworkSendBytes,NetworkSendElapsedMicroseconds,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OSWriteChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,OpenedFileCacheMisses,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SchedulerNodeUpdate,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHit,ThreadPoolReaderPageCacheHitBytes,ThreadPoolReaderPageCacheHitElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
461088.10,25,253952,62,301440,19858563800,5,56780767,0,2545,8,8,4610,1988,14,846,2345954,2,15,118368,19,12,166556536,1694,1,0,4,469,375217066,6,1500868264,18,22,14,96,846,0,0,0,159417941,2732665,6464125045,0,844,750,2,3,1,14,14,993,3,6458476100,6269145977,218446688,380748196,380748196,1,3,1,19798054256,73389,73389,14,14,14,380731816,4,3,229250,2405770,3086239,53687,6458476100,2345954,156337844,2738
463094.31,25,253952,62,307555,20262127818,6,59231971,0,2581,8,8,4610,2026,14,846,2390084,2,15,120761,19,12,166846120,1694,1,0,4,469,382840811,6,1531363244,18,22,14,96,846,0,0,0,162420948,2773061,6602683543,0,844,750,2,3,1,14,14,993,3,6596529431,6397001358,223936452,388445629,388445629,1,3,1,20199172740,73389,73389,14,14,14,388445633,4,3,232891,2451038,3148353,54821,6596529431,2390084,159278857,2738
465109.38,25,253952,62,314254,20703071976,6,60616928,0,2611,9,9,4610,2065,14,873,2439307,2,15,123384,19,12,172214617,1748,1,0,4,469,391152806,6,1564546424,18,23,14,96,873,0,0,0,165805289,2895513,6748689073,0,871,784,2,3,1,14,14,993,3,6742408755,6536644916,228829211,396878627,396878627,1,3,1,20637688636,73389,73389,14,14,14,396878631,4,3,243698,2501535,3230244,56025,6742408755,2439307,162580436,2837
467118.04,26,253952,62,321826,21201856494,6,62254321,0,2659,9,9,4610,2122,14,954,2511311,2,15,126334,19,12,186261593,1910,1,0,4,469,400504061,6,1601951396,18,23,14,96,954,0,0,0,169977230,3138863,6925031030,0,952,872,2,3,1,14,14,993,3,6918728086,6695304049,234873570,406364075,406364075,1,3,1,21130931932,73389,73389,14,14,14,406364079,4,3,245697,2575271,3318266,57507,6918728086,2511311,166665514,3147
469124.91,26,253952,62,329113,21682686968,6,63694156,0,2713,9,9,4610,2159,14,990,2577744,2,15,129180,19,12,193207787,1982,1,0,4,469,409537785,6,1638151140,18,23,14,96,990,0,0,0,174103583,3406321,7088148304,0,988,909,2,3,1,14,14,993,3,7082321539,6847444289,240652327,415531750,415531750,1,3,1,21607651032,73389,73389,14,14,14,415531754,4,3,265179,2643287,3425215,58849,7082321539,2577744,170685063,3292
471130.74,28,253952,62,334126,22012184216,7,65898942,0,2724,9,9,4610,2195,14,1017,2609064,2,15,131137,19,12,197704253,2036,1,0,4,469,415755093,6,1662955636,18,23,14,96,1017,0,0,0,176190943,3413414,7201853252,0,1015,925,2,3,1,14,14,993,3,7195319547,6952004187,244972339,421833113,421833113,1,3,1,21935321908,73389,73389,14,14,14,421833117,4,3,274596,2675501,3470187,59794,7195319547,2609064,172727531,3364
473140.15,31,253952,62,341048,22467918442,7,67385539,0,2751,10,10,4610,2236,14,1170,2668048,2,15,133843,19,12,223856719,2342,1,0,4,469,424307659,6,1697166072,18,24,14,96,1170,0,0,0,180045685,3555423,7360678760,0,1168,1125,2,3,1,14,14,993,3,7353878424,7096854739,250454154,430491169,430491169,1,3,1,22385540820,73389,73389,14,14,14,430491173,4,3,283732,2735920,3542207,61104,7353878424,2668048,176510394,3935
475146.59,31,253952,62,347666,22904558848,7,69362545,0,2789,10,10,4610,2283,14,1188,2721897,2,15,136413,19,12,227795030,2378,1,0,4,469,432408711,6,1729634844,18,24,14,96,1188,0,0,0,183451587,3638837,7514750179,0,1186,1145,2,3,1,14,14,993,3,7508478491,7235758376,255916398,438806876,438806876,1,3,1,22817957584,73389,73389,14,14,14,438806880,4,3,286461,2791161,3607241,62393,7508478491,2721897,179851383,3994
477153.02,34,253952,62,352910,23250691096,8,72022852,0,2813,10,10,4610,2314,14,1215,2755651,2,15,138473,19,12,232895446,2432,1,0,4,469,438933468,6,1755733872,18,24,14,96,1215,0,0,0,185792367,3666044,7634019805,0,1213,1164,2,3,1,14,14,993,3,7627132999,7345125777,260940183,445425124,445425124,1,3,1,23162106480,73389,73389,14,14,14,445425128,4,3,292800,2825850,3665301,63375,7627132999,2755651,182134193,4068
479165.91,34,253952,62,358109,23593319188,8,73847059,0,2836,11,11,4610,2345,14,1215,2789704,2,15,140519,19,12,233510812,2432,1,0,4,469,445446649,6,1781786596,18,25,14,96,1215,0,0,0,188137221,3728184,7751582754,0,1213,1164,2,3,1,14,14,993,3,7744598702,7454071072,265169377,451949386,451949386,1,3,1,23501368104,73389,73389,14,14,14,451949390,4,3,297113,2860853,3709385,64339,7744598702,2789704,184435058,4068
481183.26,34,253952,62,364556,24018001660,8,75791863,0,2887,11,11,4610,2386,14,1215,2856528,2,15,143033,19,12,233510812,2432,1,0,4,469,453427872,6,1813646800,18,25,14,96,1215,0,0,0,191632598,4338293,7901885130,0,1213,1164,2,3,1,14,14,993,3,7895593456,7588941253,271205984,460044353,460044353,1,3,1,23922306388,73389,73389,14,14,14,460044357,4,3,303403,2929099,3782993,65597,7895593456,2856528,187856975,4068
483189.81,35,253952,62,370922,24436205314,8,77457909,0,2956,11,11,4610,2431,16,1215,2915933,2,15,145515,19,12,233812462,2432,1,0,4,469,461289014,6,1845156056,18,25,14,96,1215,0,0,0,195028217,4727413,8052980962,0,1213,1164,2,3,1,14,14,993,3,8046504870,7721991589,276630408,468000500,468016884,1,3,1,24336026032,73389,73389,14,14,14,468000504,4,3,311078,2989945,3865878,66852,8046504870,2915933,191169844,4068
485204.41,35,253952,62,376006,24770367684,9,80317909,0,2974,11,11,4610,2460,16,1215,2947405,2,15,147481,19,12,234126178,2432,1,0,4,469,467566936,6,1870203172,18,25,14,96,1215,0,0,0,197220651,4742593,8167419474,0,1213,1164,2,3,1,14,14,993,3,8160067087,7827912791,281689243,474383783,474383783,1,3,1,24667956748,73389,73389,14,14,14,474383787,4,3,319377,3022283,3923956,67790,8160067087,2947405,193304286,4068
487219.10,35,253952,62,381991,25165749870,9,81879896,0,3027,12,12,4610,2499,16,1215,3013400,2,15,149829,19,12,234439894,2432,1,0,4,469,474959958,6,1899839832,18,26,14,96,1215,0,0,0,200586537,5199546,8308161929,0,1213,1164,2,3,1,14,14,993,3,8301071632,7953662826,287093368,481915217,481915217,1,3,1,25058739348,73389,73389,14,14,14,481898837,4,3,324731,3089631,3994817,68959,8301071632,3013400,196612422,4068
489236.93,35,253952,62,387960,25558888946,9,84166833,0,3076,12,12,4610,2535,16,1215,3072317,2,15,152162,19,12,234753610,2432,1,0,4,469,482378322,6,1929513288,18,26,14,96,1215,0,0,0,203911124,5739814,8447023187,0,1213,1164,2,3,1,14,14,993,3,8439537641,8078846141,293222855,489389751,489389751,1,3,1,25448267084,73389,73389,14,14,14,489389755,4,3,335337,3149923,4087651,70112,8439537641,3072317,199831329,4068
491251.31,37,253952,62,393835,25946121024,9,86223449,0,3130,12,12,4610,2577,17,1215,3144989,2,15,154444,19,12,234765676,2432,1,0,4,469,489616991,6,1958403484,18,26,14,96,1215,0,0,0,207153336,6343900,8590097692,0,1213,1164,2,3,1,14,14,993,3,8582216883,8202385273,299025074,496731054,496731054,1,3,1,25830014840,73389,73389,14,14,14,496731058,4,3,342120,3223992,4163275,71298,8582216883,3144989,202998050,4068
493265.84,39,253952,62,399864,26343735230,9,88648538,0,3183,12,12,4610,2611,17,1215,3194486,2,15,156800,19,12,235079392,2432,1,0,4,469,497095419,6,1988317088,18,26,14,96,1215,0,0,0,210386732,6885649,8719166521,0,1213,1164,2,3,1,14,14,993,3,8712188823,8328479865,305292481,504332342,504332342,1,3,1,26225281816,73389,73389,14,14,14,504332346,4,3,346948,3274838,4224751,72362,8712188823,3194486,206170111,4068
