timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptionResumes,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,InterfaceHTTPSendBytes,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,MergingSortedMilliseconds,NetworkSendBytes,NetworkSendElapsedMicroseconds,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OSWriteChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SchedulerNodeUpdate,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHit,ThreadPoolReaderPageCacheHitBytes,ThreadPoolReaderPageCacheHitElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
530301.93,1,253952,62,146806,9672322318,34,56731677,0,379,40,40,3045,138,0,675,1140199,12,37161,39,144,143207792,1352,1,0,38,54,11,305,675,0,0,0,35683774,13510534,2879335941,0,675,579,2,1,14,14,3612,1,2880699184,2831315587,116163444,219472977,219472977,1,2,1,9656810988,73389,73389,14,14,14,219472977,10,3,579511,1165223,2391447,21997,2880699184,1140199,33293656,2272
532307.33,1,253952,62,158166,10420468686,38,62420016,0,403,40,40,3045,140,0,675,1193603,12,40391,39,144,143738696,1352,1,0,38,54,11,305,675,0,0,0,38054853,13522081,3098292697,0,675,579,2,1,14,14,3612,1,3098905552,3049932622,125166021,236477793,236477793,1,2,1,10405022892,73389,73389,14,14,14,236477793,10,3,585057,1220039,2455607,23665,3098905552,1193603,35600671,2272
534321.48,1,253952,62,170479,11231660686,38,63907349,0,429,42,42,3045,142,0,675,1261736,12,43835,39,144,144004148,1352,1,0,38,56,11,305,675,0,0,0,40755266,13617627,3333675847,0,675,579,2,1,14,14,3612,1,3335752656,3287008304,129550237,254916209,254916209,1,2,1,11216313196,73389,73389,14,14,14,254916209,10,3,593522,1289814,2558184,25472,3335752656,1261736,38198615,2272
536326.56,1,253952,62,182200,12003789922,41,68311099,0,453,43,43,3045,143,0,675,1322554,12,47087,39,144,144004148,1352,1,0,38,57,11,305,675,0,0,0,43220830,13713525,3561706026,0,675,579,2,1,14,14,3612,1,3561196496,3512747211,136657132,272463856,272463856,1,2,1,11988409664,73389,73389,14,14,14,272463856,10,3,598057,1352091,2636092,27192,3561196496,1322554,40586364,2272
538340.26,1,253952,62,197583,13017504702,41,70878906,0,489,48,48,3045,146,0,675,1433835,12,51449,39,144,144535052,1352,1,0,38,62,11,305,675,0,0,0,47081518,14786840,3853609303,0,675,579,2,1,14,14,3612,1,3857419216,3809017818,145539863,295495381,295511765,1,2,1,13001796764,73389,73389,14,14,14,295495381,10,3,621302,1465745,2822170,29452,3857419216,1433835,44261061,2272
540347.87,1,253952,62,214234,14114850034,43,76354805,0,543,48,48,3045,149,1,675,1552787,12,56156,39,144,145065956,1352,1,0,38,62,11,305,675,0,0,0,51548962,15536248,4178947404,0,675,579,2,1,14,14,3612,1,4177890256,4129824747,157948578,320439516,320455900,1,2,1,14099338704,73389,73389,14,14,14,320439516,10,3,633285,1587305,2991542,31897,4177890256,1552787,48559338,2272
542356.86,1,253952,62,231848,15275571986,44,80958402,0,585,50,50,3045,152,1,675,1678576,12,61126,39,144,145596860,1352,1,0,38,64,11,305,675,0,0,0,56094250,16032272,4518598110,0,675,579,2,1,14,14,3612,1,4517104592,4469088553,167833929,346815092,346831476,1,2,1,15259864048,73389,73389,14,14,14,346815092,10,3,643918,1715895,3156668,34485,4517104592,1678576,52939679,2272
544361.87,1,253952,62,248355,16363214682,46,84844743,0,629,50,50,3045,154,1,675,1786926,12,65736,39,144,145862312,1352,1,0,38,64,11,305,675,0,0,0,60193741,16339649,4834894782,0,675,579,2,1,14,14,3612,1,4834692048,4787079339,178256045,371540202,371556586,1,2,1,16347768888,73389,73389,14,14,14,371540202,10,3,652959,1826698,3314191,36908,4834692048,1786926,56881799,2272
546369.40,1,253952,62,260737,17178928666,48,88346744,0,643,51,51,3045,156,1,675,1853041,12,69221,39,144,146127764,1352,1,0,38,65,11,305,675,0,0,0,62992236,16369856,5073828802,0,675,579,2,1,14,14,3612,1,5073112016,5025606020,185200680,390060538,390076922,1,2,1,17162663672,73389,73389,14,14,14,390060538,10,3,659034,1894460,3408089,38727,5073112016,1853041,59586526,2272
548375.34,1,253952,62,279875,18440058386,48,90963400,0,664,55,55,3045,159,1,675,1977714,12,74606,39,144,146658668,1352,1,0,38,69,11,305,675,0,0,0,67632780,16860249,5440466509,0,675,579,2,1,14,14,3612,1,5441817552,5394176129,196378180,418741940,418741940,1,2,1,18424645360,73389,73389,14,14,14,418741940,10,3,688229,2021864,3647970,41540,5441817552,1977714,63987352,2272
550381.54,1,253952,62,298501,19666942238,49,94447893,0,690,57,57,3045,163,1,675,2106837,12,79907,39,144,147189572,1352,1,0,38,71,11,305,675,0,0,0,72449140,17459357,5796748317,0,675,579,2,1,14,14,3612,1,5799123787,5752824103,210510901,446630877,446630877,1,2,1,19651758588,73389,73389,14,14,14,446630877,10,3,711509,2153675,3855921,44270,5799123787,2106837,68595916,2272
552387.82,1,253952,62,317563,20922367018,50,96955497,0,702,60,60,3045,167,1,675,2227600,12,85326,39,144,147720476,1352,1,0,38,74,11,305,675,0,0,0,77244809,17822751,6167242276,0,675,579,2,1,14,14,3612,1,6165763433,6119754442,223880150,475166982,475166982,1,2,1,20907347208,73389,73389,14,14,14,475166982,10,3,726972,2277182,4024030,47074,6165763433,2227600,73223666,2272
554392.23,1,253952,62,338668,22313053940,50,96955497,0,702,60,60,3045,171,2,675,2313661,12,91345,39,144,148516832,1352,1,0,38,74,11,305,675,0,0,0,81331098,17841659,6570532289,0,675,579,2,1,14,14,3612,1,6571503626,6526109501,230400748,506772484,506788868,1,2,1,22297989296,73389,73389,14,14,14,506772484,10,3,735217,2365616,4150274,50176,6571503626,2313661,77183887,2272
556397.49,1,253952,62,359334,23674853572,50,96955497,0,702,60,60,3045,175,2,675,2424164,12,97201,39,144,149047736,1352,1,0,38,74,11,305,675,0,0,0,86018621,17842918,6970608324,0,675,579,2,1,14,14,3612,1,6969438218,6924262284,243447314,537718752,537735136,1,2,1,23659625088,73389,73389,14,14,14,537718752,10,3,755644,2478689,4320207,53212,6969438218,2424164,81701655,2272
558402.67,1,253952,62,379760,25020233128,50,96955497,0,702,60,60,3045,179,2,675,2537707,12,102988,39,144,149844092,1352,1,0,38,74,11,305,675,0,0,0,90743124,17855897,7360325159,0,675,579,2,1,14,14,3612,1,7361469251,7317508326,254042328,568306731,568306731,1,2,1,25005496164,73389,73389,14,14,14,568306731,10,3,767110,2594895,4462899,56209,7361469251,2537707,86283653,2272
560407.22,1,253952,62,399768,26336717924,50,96955497,0,702,60,60,3045,187,2,675,2627614,12,108873,39,144,151171352,1352,1,0,38,74,11,305,675,0,0,0,94995074,17858882,7741796902,0,675,579,2,1,14,14,3612,1,7742646888,7702252071,260751124,598235032,598251416,1,2,1,26322341408,73389,73389,14,14,14,598235032,10,3,771456,2687102,4579201,59144,7742646888,2627614,90419468,2272
560626.90,1,253952,62,400982,26415782060,53,96966962,3,705,60,60,3045,191,2,675,2632027,12,109422,46,144,158511825,1359,1,1035,45,81,38,323,675,533,1035,76,95502239,17863617,7767370236,8,675,579,2,1,14,14,3612,1,7763869224,7725268584,363371493,600037902,600037902,1,2,1,26401667688,73389,73389,14,14,14,600037902,10,3,772486,2691633,4588416,59330,7763869224,2632027,90917444,2272
