timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FileOpen,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,InterfaceHTTPSendBytes,JoinBuildTableRowCount,JoinOptimizeMicroseconds,JoinProbeTableRowCount,JoinReorderMicroseconds,JoinResultRowCount,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,MergingSortedMilliseconds,NetworkSendBytes,NetworkSendElapsedMicroseconds,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OSWriteChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,OpenedFileCacheMisses,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SchedulerNodeUpdate,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHit,ThreadPoolReaderPageCacheHitBytes,ThreadPoolReaderPageCacheHitElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
76697.51,1,253952,62,94885,6249211990,2,16950176,512,5,5,5278,679,0,567,540137,0,18,37319,19,82,111399505,1136,1,0,4,432,118217409,7,472869636,18,19,4,14,144,567,0,0,0,40270885,1446,2013278507,0,567,290,0,3,1,14,14,908,3,2012272819,1971415084,57211317,119924098,119924098,1,3,1,6236053128,73389,73389,14,14,14,119924102,4,3,124799,554302,790410,16753,2012272819,540137,39482168,1318
78702.23,1,253952,62,101208,6667915746,3,19439484,532,5,5,5278,690,0,567,575616,0,18,39790,19,82,115103767,1136,1,0,4,432,126134978,7,504539912,18,19,4,14,144,567,0,0,0,42801128,1503,2149152646,0,567,290,0,3,1,14,14,908,3,2147655538,2103583994,62230115,127954800,127954800,1,3,1,6653649632,73389,73389,14,14,14,127954804,4,3,152184,590604,862382,17812,2147655538,575616,41940537,1318
80707.18,1,253952,62,111243,7328561874,3,20888496,595,6,6,5278,782,0,594,637057,0,18,43752,19,82,119912807,1190,1,0,4,432,138635323,7,554541292,18,20,4,14,144,594,0,0,0,47323571,2694,2360846318,0,594,309,0,3,1,14,14,908,3,2358889859,2311813490,68202344,140632969,140647194,1,3,1,7312914420,73389,73389,14,14,14,140632973,4,3,161163,653619,955300,19619,2358889859,637057,46370267,1395
82711.97,1,253952,62,121387,7997280508,3,22386229,658,6,6,5278,821,1,612,699108,0,18,47723,19,82,122794903,1226,1,0,4,432,151297815,7,605191260,18,20,4,14,144,612,0,0,0,51834205,2819,2568103069,0,612,321,0,3,1,14,14,908,3,2566605741,2522510261,74207956,153490918,153490918,1,3,1,7981527768,73389,73389,14,14,14,153490922,4,3,167270,717191,1040138,21291,2566605741,699108,50796263,1448
84716.58,1,253952,62,131571,8666979606,3,23865017,724,6,6,5278,911,1,639,762050,0,18,51738,19,82,127532806,1280,1,0,4,432,163962530,7,655850120,18,20,4,14,144,639,0,0,0,56306590,2886,2785780963,0,639,341,0,3,1,14,14,908,3,2783694698,2733941999,80158285,166337245,166337245,1,3,1,8649536772,73389,73389,14,14,14,166337249,4,3,167597,781776,1114058,23144,2783694698,762050,55194920,1524
86722.51,1,253952,62,141425,9317275154,3,25339036,785,7,7,5278,952,1,666,826835,0,18,55589,20,82,132342382,1334,1,0,4,432,176188134,7,704752536,19,21,4,14,154,666,0,0,0,60934367,7870,2990250674,0,666,362,0,3,1,14,14,908,3,2988440722,2938782305,86264139,178820077,178836461,1,3,1,9297792068,73389,73389,14,14,14,178803697,4,3,173142,848161,1190530,24797,2988440722,826835,59746420,1609
88727.54,1,253952,62,151130,9955823828,4,27708873,861,7,7,5278,1039,1,675,895546,0,18,59433,20,82,133840963,1352,1,0,4,432,188318005,7,753272020,19,21,4,14,154,675,0,0,0,65557555,8085,3202793143,0,675,368,0,3,1,14,14,908,3,3200312950,3140130183,93255654,191090805,191090805,1,3,1,9936721892,73389,73389,14,14,14,191090809,4,3,175284,918607,1292339,26604,3200312950,895546,64267989,1635
90731.76,1,253952,62,157613,10383480962,5,30065185,886,7,7,5278,1053,1,675,927252,0,18,61949,20,82,134154679,1352,1,0,4,432,196392160,7,785568640,19,21,4,14,154,675,0,0,0,68128170,8364,3330899314,0,675,368,0,3,1,14,14,908,3,3328713126,3275191249,98181423,199279758,199296142,1,3,1,10362547448,73389,73389,14,14,14,199279762,4,3,179104,951151,1336383,27614,3328713126,927252,66794664,1635
92738.96,1,253952,62,167168,11012874932,5,31346158,953,8,8,5278,1141,1,675,995279,0,18,65734,20,82,134154679,1352,1,0,4,432,208309210,7,833236840,19,22,4,14,154,675,0,0,0,72587918,9079,3540627115,0,675,368,0,3,1,14,14,908,3,3538120789,3473880467,103921793,211349560,211349560,1,3,1,10990177152,73389,73389,14,14,14,211349564,4,3,186085,1020813,1416323,29401,3538120789,995279,71174657,1635
94744.43,1,253952,62,176830,11649232990,5,32459102,1046,8,8,5278,1182,1,675,1072561,0,18,69511,20,82,134468395,1352,1,0,4,432,220355206,7,881420824,19,22,4,14,154,675,0,0,0,77492452,14107,3743658576,0,675,368,0,3,1,14,14,908,3,3740823283,3674484110,109940723,223583202,223583202,1,3,1,11626326536,73389,73389,14,14,14,223583206,4,3,188951,1099821,1512191,31035,3740823283,1072561,75983520,1635
96749.58,1,253952,62,186346,12276626092,5,33437031,1129,8,8,5278,1244,1,675,1152251,0,18,73258,20,82,134468395,1352,1,0,4,432,232235893,7,928943572,19,22,4,14,154,675,0,0,0,82339661,24383,3946537551,0,675,368,0,3,1,14,14,908,3,3943114582,3872147390,115772864,235632302,235632302,1,3,1,12252879736,73389,73389,14,14,14,235632306,4,3,193856,1181319,1619942,32724,3943114582,1152251,80723180,1635
98754.34,2,253952,62,192192,12661631844,6,36129099,1147,8,8,5278,1281,1,684,1183794,0,18,75544,20,82,135909548,1370,1,0,4,432,239484087,7,957936348,19,22,4,14,154,684,0,0,0,84653808,24432,4073925092,0,684,373,0,3,1,14,14,908,3,4070809498,3993901175,120779167,243000340,243000340,1,3,1,12636017712,73389,73389,14,14,14,243000344,4,3,196585,1213715,1655919,33771,4070809498,1183794,83001434,1653
100761.94,2,253952,62,201232,13256019910,6,37125783,1231,9,9,5278,1338,1,684,1261428,0,18,79088,20,82,135909548,1370,1,0,4,432,250747047,7,1002923524,19,23,4,14,154,684,0,0,0,89483589,68658,4267730542,0,684,373,0,3,1,14,14,908,3,4265332403,4181529053,126634337,254407034,254407034,1,3,1,13229165800,73389,73389,14,14,14,254407038,4,3,197783,1293166,1743898,35390,4265332403,1261428,87743431,1653
102768.95,2,253952,62,210125,13843187384,6,38139294,1322,9,9,5278,1403,2,684,1338739,0,18,82603,20,82,136223264,1370,1,0,4,432,261848787,7,1047395148,19,23,4,14,154,684,0,0,0,94432616,136846,4452894624,0,684,373,0,3,1,14,14,908,3,4449925335,4366879860,132658887,265665384,265681768,1,3,1,13814600000,73389,73389,14,14,14,265665388,4,3,200842,1372283,1851730,36925,4449925335,1338739,92584821,1653
104784.07,3,253952,62,217954,14358814654,6,39448302,1403,9,9,5278,1440,3,684,1411276,0,18,85664,20,82,136223264,1370,1,0,4,432,271603486,7,1086413944,19,23,4,14,154,684,0,0,0,99065280,243758,4624223019,0,684,373,0,3,1,14,14,908,3,4620173082,4529715204,138691333,275560432,275560432,1,3,1,14329142496,73389,73389,14,14,14,275560436,4,3,235318,1446514,2004640,38304,4620173082,1411276,97064736,1653
106792.00,3,253952,62,225968,14886931250,6,40546693,1503,9,9,5278,1517,4,693,1481895,0,18,88832,20,82,138036052,1388,1,0,4,432,281573578,7,1126229476,19,23,4,14,154,693,0,0,0,103971636,306650,4798170319,0,693,383,0,3,1,14,14,908,3,4793954765,4696726103,144732853,285670187,285670187,1,3,1,14854849756,73389,73389,14,14,14,285670191,4,3,237792,1518884,2073528,39801,4793954765,1481895,101902373,1696
108797.55,4,253952,62,234645,15458446764,6,41536685,1602,9,9,5278,1559,4,693,1551759,0,18,92220,20,82,138036052,1388,1,0,4,432,292358098,7,1169367932,19,23,4,14,154,693,0,0,0,108979305,334409,4982830543,0,693,383,0,3,1,14,14,908,3,4979348600,4877052873,150748908,296628036,296628036,1,3,1,15423805936,73389,73389,14,14,14,296611656,4,3,241006,1590557,2168232,41304,4979348600,1551759,106815525,1696
110802.71,4,253952,62,243793,16061758816,6,42514181,1702,9,9,5278,1603,4,693,1617814,0,18,95818,20,82,138036052,1388,1,0,4,432,303817440,7,1215205144,19,23,4,14,154,693,0,0,0,114017547,346663,5170088192,0,693,383,0,3,1,14,14,908,3,5165628000,5066864952,156781782,308234768,308234768,1,3,1,16028207968,73389,73389,14,14,14,308234772,4,3,243287,1658324,2252008,42828,5165628000,1617814,111770180,1696
112808.46,4,253952,62,253102,16675585966,6,43524053,1792,9,9,5278,1685,4,693,1691649,0,18,99481,20,82,138036052,1388,1,0,4,432,315376110,7,1261439940,19,23,4,14,154,693,0,0,0,119025642,351012,5382723761,0,693,383,0,3,1,14,14,908,3,5377939189,5261411729,162801534,319956188,319956188,1,3,1,16637721808,73389,73389,14,14,14,319956192,4,3,244576,1734058,2336918,44620,5377939189,1691649,116693558,1696
114815.72,12,253952,62,262509,17295811512,6,44566121,1892,9,9,5278,1729,4,693,1758529,0,18,103173,20,82,138036052,1388,1,0,4,432,327124314,7,1308497256,19,23,4,14,154,693,0,0,0,123993009,352216,5577349704,0,693,383,0,3,1,14,14,908,3,5572630013,5456920405,168808034,331874216,331874216,1,3,1,17257459264,73389,73389,14,14,14,331874220,4,3,246047,1802642,2416840,46198,5572630013,1758529,121581199,1696
116820.89,12,253952,62,272149,17930438194,6,45792085,1983,9,9,5278,1814,4,693,1828331,0,18,106966,20,82,138036052,1388,1,0,4,432,339092886,7,1356371544,19,23,4,14,154,693,0,0,0,128793444,352329,5789193052,0,693,383,0,3,1,14,14,908,3,5784406202,5657835151,174833046,344011713,344011713,1,3,1,17888609108,73389,73389,14,14,14,344011717,4,3,250479,1874167,2523575,47990,5784406202,1828331,126275102,1696
118826.11,12,253952,62,282072,18583997676,7,47979252,2062,10,10,5278,1860,4,702,1897120,0,18,110837,20,82,139848903,1406,1,0,4,432,351412292,7,1405584552,19,24,4,14,154,702,0,0,0,133720127,367484,6006502637,0,702,391,0,3,1,14,14,908,3,6001120374,5864113220,181960106,356540267,356540267,1,3,1,18540093916,73389,73389,14,14,14,356540271,4,3,254795,1944734,2599129,49755,6001120374,1897120,131126432,1721
120831.05,12,253952,62,291990,19237675920,7,49202573,2152,10,10,5278,1908,4,702,1964155,0,18,114715,20,82,139848903,1406,1,0,4,432,363760510,7,1454977456,19,24,4,14,154,702,0,0,0,138508737,367806,6216936292,0,702,391,0,3,1,14,14,908,3,6211744533,6070750163,187969819,369064503,369064503,1,3,1,19191354188,73389,73389,14,14,14,369064507,4,3,259429,2013460,2689819,51479,6211744533,1964155,135824558,1721
122836.90,12,253952,62,301965,19895174178,7,50634403,2222,10,10,5278,1990,8,702,2029332,0,18,118642,20,82,140162619,1406,1,0,4,432,376174024,7,1504631524,19,24,4,14,154,702,0,0,0,143076295,367920,6438481112,0,702,391,0,3,1,14,14,908,3,6433593733,6278879972,193944263,381637891,381637891,1,3,1,19845170364,73389,73389,14,14,14,381637895,4,3,261692,2080292,2768843,53338,6433593733,2029332,140313291,1721
124842.91,12,253952,62,311904,20549697774,7,52076811,2293,10,10,5278,2038,8,711,2091852,0,18,122525,20,82,142287945,1424,1,0,4,432,388541850,7,1554102808,19,24,4,14,154,711,0,0,0,147669760,367968,6653198458,0,711,398,0,3,1,14,14,908,3,6647221825,6485543111,200001636,394182829,394182829,1,3,1,20497507140,73389,73389,14,14,14,394182833,4,3,263282,2144420,2839386,55083,6647221825,2091852,144836408,1743
126848.12,12,253952,62,321753,21198612714,7,53420516,2369,10,10,5278,2119,8,747,2162468,0,18,126393,20,82,148283447,1496,1,0,4,432,400747221,7,1602924412,19,24,4,14,154,747,0,0,0,152336615,368049,6874435453,0,747,432,0,3,1,14,14,908,3,6868786229,6690994798,205974540,406578152,406594536,1,3,1,21141211968,73389,73389,14,14,14,406561772,4,3,284014,2216688,2948105,56943,6868786229,2162468,149394740,1847
128852.64,12,253952,62,328367,21634324160,8,55539375,2410,10,10,5278,2143,8,765,2196300,0,18,128979,20,82,151593619,1532,1,0,4,432,408988773,7,1635955092,19,24,4,14,154,765,0,0,0,155137682,368135,7013831387,0,765,444,0,3,1,14,14,908,3,7007545028,6828591197,210930112,414937422,414937422,1,3,1,21576745976,73389,73389,14,14,14,414937426,4,3,286148,2251424,2998085,58064,7007545028,2196300,152145931,1896
130858.37,12,253952,62,337805,22256931236,8,57058915,2464,11,11,5278,2221,8,846,2259713,0,18,132686,20,82,165407668,1694,1,0,4,432,420687911,7,1682751644,19,25,4,14,154,846,0,0,0,159462463,368450,7234187844,0,846,489,0,3,1,14,14,908,3,7228615016,7026308171,216773329,426787755,426787755,1,3,1,22192963292,73389,73389,14,14,14,426787759,4,3,295178,2316491,3082948,59922,7228615016,2259713,156386024,2133
132863.48,12,253952,62,347553,22899504558,8,58310030,2551,11,11,5278,2271,8,873,2320585,0,18,136508,20,82,170206415,1748,1,0,4,432,432858393,7,1731433572,19,25,4,14,154,873,0,0,0,164242815,368697,7438880100,0,873,506,0,3,1,14,14,908,3,7432212530,7229015378,222802991,439123575,439139959,1,3,1,22834425932,73389,73389,14,14,14,439123579,4,3,298727,2379004,3151772,61585,7432212530,2320585,161097754,2215
134869.48,12,253952,62,357435,23550027150,8,59548887,2635,11,11,5278,2353,8,927,2386745,0,18,140384,20,82,178940506,1856,1,0,4,432,445091247,7,1780300616,19,25,4,14,154,927,0,0,0,169028957,368886,7661799262,0,927,539,0,3,1,14,14,908,3,7654932982,7435503184,228826660,451539600,451539600,1,3,1,23480059232,73389,73389,14,14,14,451539604,4,3,303672,2446873,3233616,63458,7654932982,2386745,165802262,2370
136874.89,12,253952,62,367522,24215290936,8,60788473,2713,11,11,5278,2404,8,990,2450348,0,18,144341,20,82,189923903,1982,1,0,4,432,457650169,7,1830600676,19,25,4,14,154,990,0,0,0,173795500,369107,7879920233,0,990,579,0,3,1,14,14,908,3,7873247964,7645378405,234832469,464294927,464311311,1,3,1,24143336236,73389,73389,14,14,14,464294931,4,3,306087,2512173,3302502,65243,7873247964,2450348,170500125,2554
138880.92,12,253952,62,377693,24884465258,8,62077864,2796,11,11,5278,2471,8,1035,2514657,2,18,148315,20,82,198626568,2072,1,0,4,432,470245620,7,1880982480,19,25,4,14,154,1035,0,0,0,178491099,369297,8102197140,0,1033,604,2,3,1,14,14,908,3,8096439289,7857190727,240814223,477085625,477102009,1,3,1,24808452532,73389,73389,14,14,14,477085629,4,3,309018,2578161,3373439,67097,8096439289,2514657,175124990,2696
140885.52,12,253952,62,387809,25549438896,8,63440766,2877,11,11,5278,2538,8,1188,2582617,8,18,152254,20,82,224144723,2378,1,0,4,432,482737156,7,1930884188,19,25,4,14,154,1188,0,0,0,183171388,369372,8334655316,0,1180,707,8,3,1,14,14,908,3,8327979853,8068104059,246855528,489770901,489770901,1,3,1,25468086884,73389,73389,14,14,14,489770905,4,3,312172,2647847,3456371,69039,8327979853,2582617,179722548,3105
142890.00,12,253952,62,397472,26186075516,8,64682221,2948,11,11,5278,2588,8,1233,2641096,8,18,156046,20,82,233237933,2468,1,0,4,432,494779852,7,1979119408,19,25,4,14,154,1233,0,0,0,187605756,369491,8543682148,0,1225,741,8,3,1,14,14,908,3,8536425573,8269447495,252528985,501969172,501969172,1,3,1,26102396976,73389,73389,14,14,14,501969176,4,3,313942,2707825,3531334,70749,8536425573,2641096,184082149,3258
144895.25,12,253952,62,403719,26597976570,10,67150682,2972,13,13,5278,2641,8,1359,2678150,8,18,158486,20,82,255376491,2720,1,0,4,432,502452072,7,2009808288,19,27,4,14,154,1359,0,0,0,190163288,369627,8695361165,0,1351,785,8,3,1,14,14,908,3,8688395324,8400570378,257554173,509767068,509799836,1,3,1,26507887568,73389,73389,14,14,14,509767072,4,3,319738,2745873,3578316,72023,8688395324,2678150,186592805,3568
146900.23,12,253952,62,411001,27076833182,11,69148900,3014,13,13,5278,2674,8,1386,2721361,8,18,161315,20,82,259811930,2774,1,0,4,432,511500456,7,2045937316,19,27,4,14,154,1386,0,0,0,193347591,369694,8856198439,0,1378,800,8,3,1,14,14,908,3,8848444515,8552259786,262736334,518951571,518951571,1,3,1,26985481724,73389,73389,14,14,14,518951575,4,3,322869,2790261,3628278,73331,8848444515,2721361,189727279,3632
148905.07,13,253952,62,417605,27511587618,12,71391993,3037,14,14,5278,2728,8,1521,2766313,8,18,163893,20,82,282920733,3044,1,0,4,432,519611561,7,2078446244,19,28,4,14,154,1521,0,0,0,196260836,369714,9015443466,0,1513,880,8,3,1,14,14,908,3,9007438611,8690960959,267891668,527187961,527187961,1,3,1,27413774004,73389,73389,14,14,14,527187965,4,3,325597,2836348,3694283,74674,9007438611,2766313,192574634,4007
150910.17,13,253952,62,423567,27904009106,12,72992898,3068,14,14,5278,2756,8,1593,2801865,8,18,166205,20,82,295535630,3188,1,0,4,432,526979224,7,2107852448,19,28,4,14,154,1593,0,0,0,198809639,369777,9148034364,0,1585,908,8,3,1,14,14,908,3,9139926494,8815165563,272040604,534693104,534693104,1,3,1,27804041440,73389,73389,14,14,14,534693108,4,3,329106,2872767,3753022,75760,9139926494,2801865,195064803,4194
152917.01,13,253952,62,430091,28334095512,12,74495610,3090,15,15,5278,2806,8,1728,2849987,8,18,168745,20,82,318707853,3458,1,0,4,432,534958290,7,2139833160,19,29,4,14,154,1728,0,0,0,201789412,378339,9306458326,0,1720,960,8,3,1,14,14,908,3,9298890415,8952819641,276531087,542818680,542835064,1,3,1,28226571392,73389,73389,14,14,14,542818684,4,3,333878,2922034,3810881,77096,9298890415,2849987,197986826,4544
154925.58,13,253952,62,439063,28925354790,12,75600499,3181,15,15,5278,2861,8,1935,2929856,8,18,172241,20,82,354857658,3872,1,0,4,432,546048140,7,2184192560,19,29,4,14,154,1935,0,0,0,206699652,403093,9517928161,0,1927,1175,8,3,1,14,14,908,3,9510173027,9140563573,282561981,554081348,554081348,1,3,1,28812230128,73389,73389,14,14,14,554081352,4,3,342686,3003690,3914921,78847,9510173027,2929856,202793212,5259
156937.80,13,253952,62,447601,29487688404,12,76718313,3278,15,15,5278,2922,8,2151,3006688,8,18,175566,20,82,392357281,4304,1,0,4,432,556576101,7,2226239704,19,29,4,14,154,2151,0,0,0,211591669,434443,9727825054,0,2143,1420,8,3,1,14,14,908,3,9719635969,9319809635,288581134,564744285,564744285,1,3,1,29366702852,73389,73389,14,14,14,564744289,4,3,350899,3082397,4008913,80584,9719635969,3006688,207591413,5996
158943.30,14,253952,62,456481,30072531858,12,77833385,3369,15,15,5278,2972,8,2259,3079963,8,18,178994,20,82,411671614,4520,1,0,4,432,567492416,7,2269904964,19,29,4,14,154,2259,0,0,0,216496973,462790,9941568542,0,2251,1543,8,3,1,14,14,908,3,9933330968,9506446915,294624656,575816822,575833206,1,3,1,29942474776,73389,73389,14,14,14,575816826,4,3,356374,3157524,4090895,82340,9933330968,3079963,212414923,6351
160948.66,14,253952,62,461585,30408909898,13,79595374,3381,15,15,5278,3005,8,2286,3111886,8,18,180971,20,82,417711008,4574,1,0,4,432,573733472,7,2294933888,19,29,4,14,154,2286,0,0,0,218741696,462901,10065562329,0,2278,1562,8,3,1,14,14,908,3,10057613244,9613989883,298058129,582160860,582177244,1,3,1,30272364752,73389,73389,14,14,14,582160864,4,3,357854,3190316,4124978,83358,10057613244,3111886,214625657,6411
162954.09,16,253952,62,468117,30839585240,15,82321891,3418,17,17,5278,3046,8,2286,3176893,8,18,183519,20,82,418664222,4574,1,0,4,432,581799391,7,2327197564,19,31,4,14,154,2286,0,0,0,221935361,469890,10228975657,0,2278,1562,8,3,1,14,14,908,3,10219993315,9751758777,304566707,590327396,590327396,1,3,1,30697024624,73389,73389,14,14,14,590327400,4,3,382269,3256632,4242903,84690,10219993315,3176893,217701527,6411
164961.84,17,253952,62,474708,31273741094,16,83832196,3456,19,19,5278,3105,8,2286,3236643,8,18,186092,20,82,420534452,4574,1,0,4,432,590071155,7,2360220140,19,33,4,14,154,2286,0,0,0,225205851,495429,10379517495,0,2278,1562,8,3,1,14,14,908,3,10370797672,9889609015,309361950,598602587,598602587,1,3,1,31127334556,73389,73389,14,14,14,598602591,4,3,407077,3317624,4357871,85904,10370797672,3236643,220857180,6411
