timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FileOpen,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,InterfaceHTTPSendBytes,JoinBuildTableRowCount,JoinOptimizeMicroseconds,JoinProbeTableRowCount,JoinReorderMicroseconds,JoinResultRowCount,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,NetworkSendBytes,NetworkSendElapsedMicroseconds,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OSWriteChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,OpenedFileCacheMisses,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,QueryTimeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SchedulerNodeUpdate,SelectQueriesWithSubqueries,SelectQuery,SelectQueryTimeMicroseconds,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHit,ThreadPoolReaderPageCacheHitBytes,ThreadPoolReaderPageCacheHitElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
189261.84,1,253952,62,68899,4538278198,3,17868828,407,6,6,7603,488,4,585,507360,0,14,27078,13,114605135,1172,1,0,4,994,85806768,7,343162412,12,20,8,624,585,0,0,35194110,636013,1460633797,0,585,521,0,3,1,14,14,1574,0,3,1459716385,1431726089,53659912,87079001,87079001,1,3,1,0,4528108084,73389,73389,14,14,14,87079005,10,3,139303,521139,883790,12155,1459716385,507360,34311647,2591
191267.43,1,253952,62,74548,4909504606,4,19842520,429,6,6,7603,544,4,585,540450,0,14,29310,13,114991247,1172,1,0,4,994,92841812,7,371367248,12,20,8,624,585,0,0,37665511,655964,1580165683,0,585,521,0,3,1,14,14,1574,0,3,1578763326,1548556365,57895859,94232332,94232332,1,3,1,0,4900081296,73389,73389,14,14,14,94232336,10,3,140784,555265,920446,13178,1578763326,540450,36746485,2591
193275.54,1,253952,62,81450,5365839990,4,21450418,452,7,7,7603,568,4,585,590727,0,14,32015,13,118671377,1172,1,0,4,994,101440343,7,405761372,12,21,8,624,585,0,0,41292988,731681,1723124668,0,585,521,0,3,1,14,14,1574,0,3,1721590129,1692388621,63435988,102953321,102953321,1,3,1,0,5353572724,73389,73389,14,14,14,102953325,10,3,148366,606881,995266,14325,1721590129,590727,40299272,2591
195289.85,1,253952,62,88683,5841593932,4,23885882,486,7,7,7603,634,4,594,646290,0,14,34892,13,120169870,1190,1,0,4,994,110495678,7,441982712,12,21,8,624,594,0,0,45254774,836154,1866307900,0,594,528,0,3,1,14,14,1574,0,3,1864775614,1842320459,69928106,112137824,112137824,1,3,1,0,5831166880,73389,73389,14,14,14,112137828,10,3,154092,663975,1070943,15557,1864775614,646290,44185526,2619
197299.82,1,253952,62,95717,6305047686,4,25704557,516,7,7,7603,670,4,594,706139,0,14,37654,13,120483586,1190,1,0,4,994,119298810,7,477195240,12,21,8,624,594,0,0,49193511,971740,2019265205,0,594,528,0,3,1,14,14,1574,0,3,2017710734,1987944041,75823603,121066216,121066216,1,3,1,0,6295443264,73389,73389,14,14,14,121066220,10,3,158344,725426,1147601,16802,2017710734,706139,48047749,2619
199304.93,1,253952,62,101266,6670323794,5,28131957,539,7,7,7603,713,4,594,736548,0,14,39833,13,120483586,1190,1,0,4,994,126201542,7,504741472,12,21,8,624,594,0,0,51471956,978847,2138282480,0,594,528,0,3,1,14,14,1574,0,3,2136380053,2103322400,80534893,128067773,128067773,1,3,1,0,6659524228,73389,73389,14,14,14,128067777,10,3,158361,756713,1184426,17801,2136380053,736548,50289456,2619
201311.69,1,253952,62,108825,7169161294,5,29650396,576,8,8,7603,750,4,594,794476,0,14,42818,13,120483586,1190,1,0,4,994,135676871,7,542707484,12,22,8,624,594,0,0,55534663,1081789,2294016422,0,594,528,0,3,1,14,14,1574,0,3,2292355878,2260226973,86210185,137669624,137669624,1,3,1,0,7158820480,73389,73389,14,14,14,137669628,10,3,170961,816158,1276230,19070,2292355878,794476,54260505,2619
203320.47,1,253952,62,116497,7674716600,5,31299519,635,8,8,7603,789,5,603,857680,0,14,45824,13,121982747,1208,1,0,4,994,145228799,7,580915196,12,22,8,624,603,0,0,59792308,1200402,2454393328,0,603,538,0,3,1,14,14,1574,0,3,2452182876,2419419930,92224610,147382289,147398673,1,3,1,0,7663879060,73389,73389,14,14,14,147382293,10,3,176245,880993,1367721,20387,2452182876,857680,58426819,2648
205332.88,2,253952,62,124395,8194841722,5,32822727,705,8,8,7603,854,5,603,922503,0,14,48939,13,121982747,1208,1,0,4,994,155081528,7,620326112,12,22,8,624,603,0,0,64162334,1360494,2619866015,0,603,538,0,3,1,14,14,1574,0,3,2617494978,2583514329,98257460,157359257,157375641,1,3,1,0,8182681396,73389,73389,14,14,14,157359261,10,3,182627,947516,1458248,21775,2617494978,922503,62706490,2648
207342.42,2,253952,62,132121,8702277480,5,34450299,761,8,8,7603,892,5,612,987292,0,14,51953,13,123481055,1226,1,0,4,994,164699142,7,658667452,12,22,8,624,612,0,0,68451687,1507919,2779650648,0,612,544,0,3,1,14,14,1574,0,3,2777252423,2743340851,104304183,167129710,167129710,1,3,1,0,8690744952,73389,73389,14,14,14,167129714,10,3,193305,1013909,1552003,23082,2777252423,987292,66902247,2678
209352.32,2,253952,62,140280,9240677900,5,36105223,819,8,8,7603,960,5,612,1054596,0,14,55190,13,123481055,1226,1,0,4,994,174898437,7,699529052,12,22,8,624,612,0,0,72728515,1594911,2950277512,0,612,544,0,3,1,14,14,1574,0,3,2948372000,2912929807,110276009,177474874,177474874,1,3,1,0,9228693480,73389,73389,14,14,14,177474878,10,3,196202,1082939,1628052,24533,2948372000,1054596,71103192,2678
211360.21,2,253952,62,148604,9788534918,5,37595506,878,8,8,7603,1001,5,621,1123926,0,14,58452,13,125294102,1244,1,0,4,994,185292587,7,741170348,12,22,8,624,621,0,0,77169683,1763383,3125838777,0,621,553,0,3,1,14,14,1574,0,3,3123503047,3085507906,116336331,187998547,187998547,1,3,1,0,9775924476,73389,73389,14,14,14,187998551,10,3,202992,1153987,1720942,25965,3123503047,1123926,75451637,2708
213368.64,2,253952,62,157099,10348086682,5,38997658,953,8,8,7603,1073,5,621,1194061,0,14,61813,13,125607818,1244,1,0,4,994,195883534,7,783534136,12,22,8,624,621,0,0,81733850,1856343,3301495090,0,621,553,0,3,1,14,14,1574,0,3,3299246620,3262031802,122364496,198743404,198743404,1,3,1,0,10334657040,73389,73389,14,14,14,198743408,10,3,209765,1226554,1822855,27455,3299246620,1194061,79914074,2708
215377.17,2,253952,62,165685,10913915938,5,40301500,1031,8,8,7603,1113,5,621,1264563,0,14,65174,13,125607818,1244,1,0,4,994,206572268,7,826289072,12,22,8,624,621,0,0,86378594,1959718,3481118993,0,621,553,0,3,1,14,14,1574,0,3,3478158322,3440033794,128401684,209617174,209633558,1,3,1,0,10900093080,73389,73389,14,14,14,209617178,10,3,215422,1298853,1911461,28909,3478158322,1264563,84470392,2708
217382.12,2,253952,62,171833,11318436044,6,42341608,1054,8,8,7603,1162,5,621,1300863,0,14,67601,13,125607818,1244,1,0,4,994,214266862,7,857067448,12,22,8,624,621,0,0,88968312,1963677,3611977979,0,621,553,0,3,1,14,14,1574,0,3,3609061419,3567769422,133034821,217388779,217388779,1,3,1,0,11304216540,73389,73389,14,14,14,217388783,10,3,216958,1336236,1951429,30013,3609061419,1300863,87020238,2708
219392.71,2,253952,62,180482,11889162618,6,44024031,1121,9,9,7603,1210,5,648,1368114,0,14,71000,13,130417922,1298,1,0,4,994,225044058,7,900176232,12,23,8,624,648,0,0,93251803,2015398,3800156958,0,648,574,0,3,1,14,14,1574,0,3,3796675478,3748040021,139044921,228319449,228319449,1,3,1,0,11872611380,73389,73389,14,14,14,228319453,10,3,231879,1405177,2055134,31557,3796675478,1368114,91200190,2800
221399.89,3,253952,62,189425,12477881454,6,45301636,1219,9,9,7603,1277,5,648,1442621,0,14,74501,13,130731638,1298,1,0,4,994,236125156,7,944500624,12,23,8,624,648,0,0,97954013,2064083,3994193030,0,648,574,0,3,1,14,14,1574,0,3,3990657400,3934703445,145045007,239566177,239566177,1,3,1,0,12457441236,73389,73389,14,14,14,239566181,10,3,235899,1481614,2149244,33182,3990657400,1442621,95808477,2800
223406.07,3,253952,62,198143,13052952696,6,46701245,1286,9,9,7603,1323,5,666,1518346,0,14,77905,13,133984298,1334,1,0,4,994,246948008,7,987727468,12,23,8,624,666,0,0,102500290,2154021,4187514879,0,666,589,0,3,1,14,14,1574,0,3,4183932007,4116525862,151078836,250566701,250566701,1,3,1,0,13028616516,73389,73389,14,14,14,250550321,10,3,241501,1559200,2252281,34765,4183932007,1518346,100251894,2855
225410.97,3,253952,62,203860,13430155868,7,49243796,1308,9,9,7603,1370,5,684,1551621,0,14,80167,13,137296119,1370,1,0,4,994,254102715,7,1016410860,12,23,8,624,684,0,0,104812058,2154118,4315092860,0,684,599,0,3,1,14,14,1574,0,3,4311684200,4235501294,155933034,257807541,257807541,1,3,1,0,13405992164,73389,73389,14,14,14,257807545,10,3,246112,1593494,2294323,35840,4311684200,1551621,102521705,2898
227416.36,3,253952,62,209987,13833299718,7,50844162,1340,9,9,7603,1396,5,684,1585166,0,14,82553,13,137296119,1370,1,0,4,994,261700057,7,1046800228,12,23,8,624,684,0,0,107280292,2154212,4443527494,0,684,599,0,3,1,14,14,1574,0,3,4439498710,4362940555,159999701,265529994,265529994,1,3,1,0,13807559720,73389,73389,14,14,14,265529998,10,3,251274,1628054,2352243,36879,4439498710,1585166,104932112,2898
229421.67,3,253952,62,217013,14295589686,8,53162670,1370,10,10,7603,1449,5,684,1635042,0,14,85305,13,137296119,1370,1,0,4,994,270409544,7,1081638176,12,24,8,624,684,0,0,110402070,2173670,4602515809,0,684,599,0,3,1,14,14,1574,0,3,4598362647,4509596902,165453454,274348016,274348016,1,3,1,0,14266096864,73389,73389,14,14,14,274348020,10,3,259533,1679374,2436279,38213,4598362647,1635042,107969978,2898
231428.65,3,253952,62,223747,14740058336,8,54601453,1391,11,11,7603,1484,5,684,1682041,0,14,87953,13,137609835,1370,1,0,4,994,278803735,7,1115214940,12,25,8,624,684,0,0,113456440,2221653,4746953610,0,684,599,0,3,1,14,14,1574,0,3,4743052754,4650025021,170001500,282862490,282862490,1,3,1,0,14708849512,73389,73389,14,14,14,282862494,10,3,269507,1727699,2513099,39401,4743052754,1682041,110947643,2898
233436.30,3,253952,62,232296,15303212316,9,57135747,1448,12,12,7603,1546,5,756,1756383,0,14,91291,14,150169840,1514,1,0,4,994,289368362,7,1157408960,13,26,8,637,756,0,0,117850932,2377913,4940982325,0,756,655,0,3,1,14,14,1574,0,3,4936932110,4828862499,177020850,293578453,293578453,1,3,1,0,15266079588,73389,73389,14,14,14,293578457,10,3,275215,1804031,2608705,41019,4936932110,1756383,115246717,3141
235443.78,3,253952,62,240843,15865544032,9,58547515,1524,12,12,7603,1597,5,873,1834312,0,14,94624,14,169968007,1748,1,0,4,994,299914146,7,1199656584,13,26,8,637,873,0,0,122349008,2504984,5130868962,0,873,758,0,3,1,14,14,1574,0,3,5126910037,5006772854,183084523,304323310,304323310,1,3,1,0,15823960184,73389,73389,14,14,14,304306930,10,3,280468,1883840,2702493,42597,5126910037,1834312,119651170,3537
237449.23,3,253952,62,248100,16343962228,10,60815293,1576,12,12,7603,1650,5,900,1890355,0,14,97464,14,174976169,1802,1,0,4,994,308908520,7,1235634080,13,26,8,637,900,0,0,125849730,2563726,5298858563,0,900,784,0,3,1,14,14,1574,0,3,5294108442,5158388070,188905847,313462535,313462535,1,3,1,0,16300051852,73389,73389,14,14,14,313462539,10,3,283216,1941487,2771667,43987,5294108442,1890355,123082854,3627
239454.73,3,253952,62,253969,16730499440,10,62483714,1610,12,12,7603,1679,5,900,1926276,0,14,99754,14,175289885,1802,1,0,4,994,316212232,7,1264784380,13,26,8,637,900,0,0,128287546,2564141,5420690729,0,900,784,0,3,1,14,14,1574,0,3,5416105434,5280412693,193011632,320871533,320871533,1,3,1,0,16685319748,73389,73389,14,14,14,320871537,10,3,309683,1978387,2831621,44985,5416105434,1926276,125460819,3627
241462.99,5,253952,62,261268,17211207966,10,63882172,1649,13,13,7603,1730,5,909,1990980,2,14,102623,14,177974287,1820,1,0,4,994,325288021,7,1301152084,13,27,8,637,909,0,0,132027264,2667227,5589575968,0,907,793,2,3,1,14,14,1574,0,3,5584852381,5432609745,198256494,330059910,330059910,1,3,1,0,17162263384,73389,73389,14,14,14,330043530,10,3,313717,2044745,2902526,46399,5584852381,1990980,129129776,3659
243468.15,5,253952,62,267213,17602134680,11,66411592,1677,13,13,7603,1765,5,909,2031039,2,14,104936,14,177974287,1820,1,0,4,994,332676535,7,1330706140,13,27,8,637,909,0,0,134796798,2703082,5718244552,0,907,793,2,3,1,14,14,1574,0,3,5713546783,5556114589,203588576,337555146,337555146,1,3,1,0,17552867624,73389,73389,14,14,14,337555150,10,3,316066,2085975,2952272,47460,5713546783,2031039,131849671,3659
245473.11,5,253952,62,272717,17965354552,11,67852954,1708,13,13,7603,1803,5,909,2065348,2,14,107110,14,178288003,1820,1,0,4,994,339508000,7,1358032000,13,27,8,637,909,0,0,137201843,2703829,5838163476,0,907,793,2,3,1,14,14,1574,0,3,5833107689,5671374423,207434878,344484690,344484690,1,3,1,0,17913203912,73389,73389,14,14,14,344484694,10,3,318801,2121362,2999182,48459,5833107689,2065348,134207907,3659
247486.95,5,253952,62,279224,18393862724,11,69157773,1726,14,14,7603,1840,5,918,2119475,2,14,109652,14,179798213,1838,1,0,4,994,347594316,7,1390312700,13,28,8,637,918,0,0,140593265,2767735,5988057613,0,916,800,2,3,1,14,14,1574,0,3,5982880301,5807099985,211868059,352668684,352668684,1,3,1,0,18338771600,73389,73389,14,14,14,352668688,10,3,322286,2176931,3064031,49695,5982880301,2119475,137534604,3691
249497.37,5,253952,62,286216,18853695214,11,71060073,1761,14,14,7603,1890,5,963,2185143,2,14,112374,14,187605895,1928,1,0,4,994,356193799,7,1424775196,13,28,8,637,963,0,0,144532595,2955623,6149601449,0,961,840,2,3,1,14,14,1574,0,3,6144678045,5952960833,218093502,361423329,361439713,1,3,1,0,18794013140,73389,73389,14,14,14,361423333,10,3,325137,2244296,3137916,51046,6144678045,2185143,141400181,3856
251517.23,5,253952,62,293215,19315518838,11,72811981,1788,14,14,7603,1932,5,1008,2246982,2,14,115115,14,196354045,2018,1,0,4,994,364905650,7,1459622600,13,28,8,637,1008,0,0,148479570,3091790,6309497279,0,1006,883,2,3,1,14,14,1574,0,3,6303910702,6099586492,224036043,370226682,370226682,1,3,1,0,19251787496,73389,73389,14,14,14,370226686,10,3,331228,2307799,3219061,52355,6303910702,2246982,145266151,4910
253526.53,6,253952,62,300676,19806352276,11,74913611,1819,14,14,7603,1986,5,1125,2313249,2,14,118014,14,216429114,2252,1,0,4,994,374084045,7,1496271644,13,28,8,637,1125,0,0,152535823,3259975,6484150473,0,1123,1012,2,3,1,14,14,1574,0,3,6478548234,6256014119,230354021,379552608,379552608,1,3,1,0,19736735648,73389,73389,14,14,14,379552612,10,3,337534,2375832,3313287,53824,6478548234,2313249,149228330,5291
255531.76,6,253952,62,306486,20189811228,12,77327104,1844,14,14,7603,2019,5,1143,2348493,2,14,120286,14,219963150,2288,1,0,4,994,381307445,7,1525164976,13,28,8,637,1143,0,0,155099299,3269248,6610091079,0,1141,1021,2,3,1,14,14,1574,0,3,6604784216,6376859994,235339176,386912010,386912010,1,3,1,0,20119424552,73389,73389,14,14,14,386912014,10,3,343288,2412141,3370153,54868,6604784216,2348493,151735043,5338
257545.44,6,253952,62,313391,20646065702,12,79028563,1877,15,15,7603,2066,5,1143,2406627,2,14,123009,14,220880166,2288,1,0,4,994,389910316,7,1559576540,13,29,8,637,1143,0,0,158774882,3383164,6769985545,0,1141,1021,2,3,1,14,14,1574,0,3,6764810320,6521799425,240834394,395602390,395602390,1,3,1,0,20571324312,73389,73389,14,14,14,395602394,10,3,349574,2471727,3441955,56208,6764810320,2406627,155338952,5338
259557.47,6,253952,62,320904,21140066580,12,80757712,1915,15,15,7603,2110,5,1143,2469319,2,14,125921,14,221193882,2288,1,0,4,994,399153471,7,1596549140,13,29,8,637,1143,0,0,162934548,3515224,6938673093,0,1141,1021,2,3,1,14,14,1574,0,3,6932954256,6678608194,246856353,405028779,405028779,1,3,1,0,21061496540,73389,73389,14,14,14,405028783,10,3,353944,2536125,3537922,57611,6932954256,2469319,159402802,5338
261564.27,6,253952,62,328129,21616411756,12,82501806,1968,15,15,7603,2164,5,1269,2533938,2,14,128757,14,243485761,2540,1,0,4,994,408118236,7,1632472944,13,29,8,637,1269,0,0,167093086,3681350,7111817478,0,1267,1168,2,3,1,14,14,1574,0,3,7105557977,6830046049,252922433,414088243,414088243,1,3,1,0,21532588668,73389,73389,14,14,14,414088247,10,3,364260,2602391,3623827,59053,7105557977,2533938,163475590,5764
263570.99,6,253952,62,335298,22089255596,12,84218393,2008,15,15,7603,2204,5,1350,2595410,2,14,131545,14,257174916,2702,1,0,4,994,416971260,7,1667885040,13,29,8,637,1350,0,0,171230735,3798256,7274033240,0,1348,1261,2,3,1,14,14,1574,0,3,7267762369,6980166048,258812753,423067502,423100270,1,3,1,0,21999510136,73389,73389,14,14,14,423067506,10,3,369942,2665535,3704579,60391,7267762369,2595410,167532632,6051
265575.76,6,253952,62,342067,22535680158,12,85817952,2052,15,15,7603,2240,5,1359,2650411,2,14,134177,14,259928610,2720,1,0,4,994,425368246,7,1701408276,13,29,8,637,1359,0,0,174964621,3901960,7429584210,0,1357,1271,2,3,1,14,14,1574,0,3,7423046688,7121742058,264307434,431600519,431600519,1,3,1,0,22443227020,73389,73389,14,14,14,431600523,10,3,372156,2722021,3764379,61660,7423046688,2650411,171206861,6081
267591.71,6,253952,62,347906,22919334274,13,88100832,2063,16,16,7603,2283,5,1386,2691417,2,14,136469,14,264737554,2774,1,0,4,994,432590545,7,1730362180,13,30,8,637,1386,0,0,177728008,3915708,7563621887,0,1384,1291,2,3,1,14,14,1574,0,3,7557639745,7243364818,269368203,438925882,438925882,1,3,1,0,22823293928,73389,73389,14,14,14,438909502,10,3,372294,2764189,3807285,62785,7557639745,2691417,173927448,6143
269600.84,6,253952,62,355041,23390058728,13,89889785,2101,16,16,7603,2324,5,1386,2754128,2,14,139245,14,265666636,2774,1,0,4,994,441422408,7,1765624968,13,30,8,637,1386,0,0,181789194,4151429,7727012435,0,1384,1291,2,3,1,14,14,1574,0,3,7721531300,7393159617,275443696,447882724,447882724,1,3,1,0,23289049712,73389,73389,14,14,14,447866344,10,3,376045,2828491,3895094,64139,7721531300,2754128,177900947,6143
271606.44,6,253952,62,360785,23768729722,14,91910477,2128,16,16,7603,2365,5,1386,2793113,2,14,141495,14,265678702,2774,1,0,4,994,448531117,7,1794124468,13,30,8,637,1386,0,0,184481679,4170992,7857702253,0,1384,1291,2,3,1,14,14,1574,0,3,7850947510,7513286080,280173662,455092955,455092955,1,3,1,0,23664833692,73389,73389,14,14,14,455092959,10,3,377921,2868624,3942975,65217,7850947510,2793113,180545681,6143
273614.83,6,253952,62,366187,24123985926,14,94028651,2174,16,16,7603,2393,5,1386,2826850,2,14,143607,14,265980352,2774,1,0,4,994,455258343,7,1820968712,13,30,8,637,1386,0,0,186919922,4175104,7980603422,0,1384,1291,2,3,1,14,14,1574,0,3,7974243581,7625737412,284733336,461900063,461900063,1,3,1,0,24018803308,73389,73389,14,14,14,461900067,10,3,381353,2903388,3993974,66220,7974243581,2826850,182933031,6143
275624.75,6,253952,62,372627,24548269976,14,95469866,2220,17,17,7603,2442,5,1386,2887426,2,14,146112,14,266607784,2774,1,0,4,994,463160672,7,1852642688,13,31,8,637,1386,0,0,190596226,4350867,8133591475,0,1384,1291,2,3,1,14,14,1574,0,3,8126861867,7761165935,290002994,469929494,469945878,1,3,1,0,24436333720,73389,73389,14,14,14,469929498,10,3,384582,2965481,4059691,67496,8126861867,2887426,186543750,6143
277634.19,6,253952,62,379169,24978599200,14,97610386,2268,17,17,7603,2481,5,1386,2942554,2,14,148660,14,266607784,2774,1,0,4,994,471272865,7,1885026976,13,31,8,637,1386,0,0,194282973,4614973,8280827812,0,1384,1291,2,3,1,14,14,1574,0,3,8274724615,7897814264,296089973,478143467,478143467,1,3,1,0,24863460316,73389,73389,14,14,14,478143471,10,3,387656,3022104,4139484,68717,8274724615,2942554,190150842,6143
279646.65,8,253952,62,385784,25413857344,14,99658261,2315,17,17,7603,2527,6,1386,3000802,2,14,151238,14,266945632,2774,1,0,4,994,479435861,7,1917743444,13,31,8,637,1386,0,0,198018500,4892985,8437641636,0,1384,1291,2,3,1,14,14,1574,0,3,8430379412,8036328238,302134047,486422976,486422976,1,3,1,0,25293994784,73389,73389,14,14,14,486422980,10,3,391027,3081929,4224367,70013,8430379412,3000802,193801618,6143
