timestamp_ms,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptionResumes,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FileOpen,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,InterfaceHTTPSendBytes,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,MergingSortedMilliseconds,NetworkSendBytes,NetworkSendElapsedMicroseconds,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OSWriteChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,OpenedFileCacheMisses,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SchedulerNodeUpdate,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHit,ThreadPoolReaderPageCacheHitBytes,ThreadPoolReaderPageCacheHitElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
425971.38,253952,62,231819,15273671442,23,29869816,0,74,37,37,4693,152,675,1703383,2,24,61103,38,36,145596860,1352,1,0,37,51,6,903,675,0,0,0,61301804,11153305,4512965218,0,673,404,2,2,1,14,14,1355,1,4516580304,4468568184,270043526,346782324,346782324,1,2,1,15258422256,73389,73389,14,14,14,346782324,9,3,748101,1739846,3743151,34481,4516580304,1703383,57560832,1865
427981.20,253952,62,248285,16358627162,23,29869816,0,74,37,37,4693,154,675,1830392,2,24,65717,38,36,145862312,1352,1,0,37,51,6,903,675,0,0,0,66115658,11555994,4830323586,0,673,404,2,2,1,14,14,1355,1,4833250256,4785718623,285167434,371441898,371441898,1,2,1,16342722616,73389,73389,14,14,14,371425514,9,3,765696,1869499,3959668,36897,4833250256,1830392,62158340,1865
429986.70,253952,62,264635,17435980706,23,29869816,0,74,37,37,4693,157,675,1922908,2,24,70340,38,36,146393216,1352,1,0,37,51,6,903,675,0,0,0,70352177,11662681,5145318277,0,673,404,2,2,1,14,14,1355,1,5148216272,5100709076,293951218,395921248,395921248,1,2,1,17419814016,73389,73389,14,14,14,395904864,9,3,774670,1964389,4079563,39300,5148216272,1922908,66275121,1865
431991.62,253952,62,281782,18565566442,23,29869816,0,74,37,37,4693,160,675,2003521,2,24,75182,38,36,146658668,1352,1,0,37,51,6,903,675,0,0,0,74288612,11662843,5475125113,0,673,404,2,2,1,14,14,1355,1,5477993424,5430878014,301314606,421596630,421596630,1,2,1,18550251720,73389,73389,14,14,14,421596630,9,3,782265,2047140,4191089,41816,5477993424,2003521,70100196,1865
434001.28,253952,62,299040,19702531594,23,29869816,0,75,37,37,4693,163,675,2113398,2,24,80070,38,36,147189572,1352,1,0,37,51,6,903,675,0,0,0,78704613,12143487,5803870743,0,673,404,2,2,1,14,14,1355,1,5809478475,5763235877,342596822,447423342,447439726,1,2,1,19686627048,73389,73389,14,14,14,447423342,9,3,809001,2159313,4421131,44349,5809478475,2113398,74286300,1865
436009.63,253952,62,314924,20748621158,24,30869886,0,75,37,37,4693,167,675,2234362,2,24,84608,38,36,147720476,1352,1,0,37,51,6,903,675,0,0,0,83403964,12930356,6112872028,0,673,404,2,2,1,14,14,1355,1,6115169641,6069010602,362778371,471216723,471233107,1,2,1,20733535812,73389,73389,14,14,14,471216723,9,3,816922,2282846,4603981,46688,6115169641,2234362,78802965,1865
438016.84,253952,62,331695,21853830810,24,30869886,0,75,37,37,4693,169,675,2362565,2,24,89291,38,36,148251380,1352,1,0,37,51,6,903,675,0,0,0,88157051,13683732,6436388412,0,673,404,2,2,1,14,14,1355,1,6437868905,6392004241,390869579,496324698,496341082,1,2,1,21838286712,73389,73389,14,14,14,496324698,9,3,841244,2413670,4841545,49150,6437868905,2362565,83318641,1865
440022.90,253952,62,347876,22919694852,24,30869886,0,75,37,37,4693,173,675,2483634,2,24,93964,38,36,148782284,1352,1,0,37,51,6,903,675,0,0,0,92900497,14074161,6745680166,0,673,404,2,2,1,14,14,1355,1,6748712970,6703521995,402556668,520566480,520566480,1,2,1,22904204224,73389,73389,14,14,14,520550096,9,3,856031,2537230,5030611,51528,6748712970,2483634,87873174,1865
442028.85,253952,62,365290,24067149072,24,30869886,0,75,37,37,4693,176,675,2572052,2,24,98878,38,36,149578640,1352,1,0,37,51,6,903,675,0,0,0,97037012,14074337,7081645481,0,673,404,2,2,1,14,14,1355,1,7083727683,7038938184,410592592,546628601,546644985,1,2,1,24051658444,73389,73389,14,14,14,546628601,9,3,861679,2627778,5156769,54090,7083727683,2572052,91883693,1865
444033.65,253952,62,382335,25190050136,24,30869886,0,75,37,37,4693,179,675,2692209,2,24,103690,38,36,149844092,1352,1,0,37,51,6,903,675,0,0,0,101557353,14465787,7410027181,0,673,404,2,2,1,14,14,1355,1,7411294893,7367147847,430107072,572164719,572164719,1,2,1,25175247636,73389,73389,14,14,14,572164719,9,3,882278,2750382,5356726,56590,7411294893,2692209,96204241,1865
446040.57,253952,62,399854,26342354020,24,30869886,0,75,37,37,4693,187,675,2784333,2,24,108905,38,36,151171352,1352,1,0,37,51,6,903,675,0,0,0,105766162,14644252,7742587126,0,673,404,2,2,1,14,14,1355,1,7744329121,7703906469,446902004,598349720,598366104,1,2,1,26327387680,73389,73389,14,14,14,598349720,9,3,901728,2844737,5522094,59160,7744329121,2784333,100247845,1865
446319.62,253952,62,400982,26415782060,28,30894821,4,79,37,37,4693,191,675,2791848,2,24,109422,44,36,158511825,1359,1,1035,43,58,37,1454,675,780,1035,1053,106583152,14931347,7767639662,8,673,404,2,2,1,14,14,1355,1,7763869224,7725268584,669326474,600037902,600037902,1,2,1,26401667688,73389,73389,14,14,14,600037902,9,3,906535,2852429,5550055,59330,7763869224,2791848,101036900,1865
