event,start_value,end_value,diff,description
GlobalThreadPoolShrinks,0,1371,1371,"Counts the total number of times the global thread pool has shrunk by removing threads. This occurs when the number of idle threads exceeds max_thread_pool_free_size, indicating adjustments in the global thread pool size in response to decreased thread utilization."
GlobalThreadPoolThreadCreationMicroseconds,31925,17859735,17827810,Total time spent waiting for new threads to start.
HTTPServerConnectionsCreated,1,74,73,Number of created server HTTP connections
HTTPServerConnectionsExpired,0,57,57,Number of expired server HTTP connections.
HTTPServerConnectionsPreserved,0,1170,1170,Number of preserved server HTTP connections. Connection kept alive successfully
HTTPServerConnectionsReset,0,1,1,Number of reset server HTTP connections. Server closes connection
HTTPServerConnectionsReused,0,1114,1114,Number of reused server HTTP connections
IOBufferAllocBytes,19781471,143586890995,143567109524,Number of bytes allocated for IO buffers (for ReadBuffer/WriteBuffer).
IOBufferAllocs,290,1519046,1518756,Number of allocations of IO buffers (for ReadBuffer/WriteBuffer).
InitialQuery,1,1172,1171,"Same as Query, but only counts initial queries (see is_initial_query)."
InterfaceHTTPReceiveBytes,250,1190025,1189775,Number of bytes received through HTTP interfaces
InterfaceHTTPSendBytes,0,1322843,1322843,Number of bytes sent through HTTP interfaces
JoinBuildTableRowCount,0,2272,2272,Total number of rows in the build table for a JOIN operation.
JoinOptimizeMicroseconds,0,3988595,3988595,Total time spent executing JOIN plan optimizations.
JoinProbeTableRowCount,0,33593001912,33593001912,Total number of rows in the probe table for a JOIN operation.
JoinReorderMicroseconds,0,4875,4875,Total time spent executing JOIN reordering algorithm.
JoinResultRowCount,0,134372007648,134372007648,Total number of rows in the result of a JOIN operation.
LoadedDataParts,21,21,0,Number of data parts loaded by MergeTree tables during initialization.
LoadedDataPartsMicroseconds,10623,10623,0,Microseconds spent by MergeTree tables for loading data parts during initialization.
LoadedMarksCount,0,81125,81125,Number of marks loaded (total across columns).
LoadedMarksFiles,0,77,77,Number of mark files loaded.
LoadedMarksMemoryBytes,0,357896,357896,Size of in-memory representations of loaded marks.
LocalThreadPoolBusyMicroseconds,37072,274731475077,274731438005,Total time threads have spent executing the actual work.
LocalThreadPoolExpansions,105,87802,87697,Counts the total number of times threads have been borrowed from the global thread pool to expand local thread pools.
LocalThreadPoolJobWaitTimeMicroseconds,6161,187566550,187560389,"Measures the elapsed time from when a job is scheduled in the thread pool to when it is picked up for execution by a worker thread. This metric helps identify delays in job processing, indicating the responsiveness of the thread pool to new tasks."
LocalThreadPoolJobs,105,89026,88921,Counts the number of jobs that have been pushed to the local thread pools.
LocalThreadPoolLockWaitMicroseconds,65,9801928,9801863,Total time threads have spent waiting for locks in the local thread pools.
LocalThreadPoolShrinks,57,87754,87697,Counts the total number of times threads have been returned to the global thread pool from local thread pools.
LocalThreadPoolThreadCreationMicroseconds,6741,31569631,31562890,Total time local thread pools have spent waiting to borrow a thread from the global pool.
LogDebug,1,1,0,Number of log messages with level Debug
LogInfo,48,48,0,Number of log messages with level Info
LogWarning,2,2,0,Number of log messages with level Warning
LoggerElapsedNanoseconds,1177448,1177448,0,Cumulative time spend in logging
MainConfigLoads,1,1,0,Number of times the main configuration was reloaded.
MarkCacheHits,0,753358,753358,"Number of times an entry has been found in the mark cache, so we didn't have to load a mark file."
MarkCacheMisses,0,77,77,"Number of times an entry has not been found in the mark cache, so we had to load a mark file in memory, which is a costly operation, adding to query latency."
MemoryWorkerRun,59,11959,11900,Number of runs done by MemoryWorker in background
MemoryWorkerRunElapsedMicroseconds,2543,1888973,1886430,Total time spent by MemoryWorker for background work
MergerMutatorPartsInRangesForMergeCount,112,822,710,Amount of candidate parts for merge
MergerMutatorPrepareRangesForMergeElapsedMicroseconds,151,1312,1161,Time spent to prepare parts ranges which can be merged according to merge predicate.
MergerMutatorRangesForMergeCount,43,313,270,Amount of candidate ranges for merge
MergerMutatorSelectPartsForMergeElapsedMicroseconds,326,3187,2861,Time spent to select parts from ranges which can be merged.
MergerMutatorsGetPartsForMergeElapsedMicroseconds,1667,13167,11500,Time spent to take data parts snapshot to build ranges from them.
MergingSortedMilliseconds,0,42669,42669,Total time spent while merging sorted columns
NetworkReceiveBytes,250,1190025,1189775,"Total number of bytes received from network. Only ClickHouse-related network interaction is included, not by 3rd party libraries."
NetworkReceiveElapsedMicroseconds,22,126484,126462,"Total time spent waiting for data to receive or receiving data from network. Only ClickHouse-related network interaction is included, not by 3rd party libraries."
NetworkSendBytes,0,1322843,1322843,"Total number of bytes send to network. Only ClickHouse-related network interaction is included, not by 3rd party libraries."
NetworkSendElapsedMicroseconds,0,119832,119832,"Total time spent waiting for data to send to network or sending data to network. Only ClickHouse-related network interaction is included, not by 3rd party libraries."
OSCPUVirtualTimeMicroseconds,0,24811724139,24811724139,CPU time spent seen by OS. Does not include involuntary waits due to virtualization.
OSCPUWaitMicroseconds,0,38019768259,38019768259,"Total time a thread was ready for execution but waiting to be scheduled by OS, from the OS point of view."
OSReadChars,0,1071366586453,1071366586453,"Number of bytes read from filesystem, including page cache, as well as network and other files."
OSWriteChars,0,9368,9368,"Number of bytes written to filesystem, including page cache, as well as network and other files."
OpenedFileCacheHits,0,748911,748911,"Number of times a file has been found in the opened file cache, so we didn't have to open it again."
OpenedFileCacheMicroseconds,24,5287230,5287206,Amount of time spent executing OpenedFileCache methods.
OpenedFileCacheMisses,176,4777,4601,"Number of times a file has been found in the opened file cache, so we had to open it again."
PartsLockHoldMicroseconds,7262,7912,650,Total time spent holding data parts lock in MergeTree tables
PartsLockWaitMicroseconds,0,2,2,Total time spent waiting for data parts lock in MergeTree tables
PartsLocks,19,285,266,Number of times data parts lock has been acquired for MergeTree tables
QueriesWithSubqueries,1,2910,2909,Count queries with all subqueries
Query,1,1172,1171,"Number of queries to be interpreted and potentially executed. Does not include queries that failed to parse or were rejected due to AST size limits, quota limits or limits on the number of simultaneously running queries. May include internal queries initiated by ClickHouse itself. Does not count subqueries."
QueryConditionCacheHits,0,8179,8179,Number of times an entry has been found in the query condition cache (and reading of marks can be skipped). Only updated for SELECT queries with SETTING use_query_condition_cache = 1.
QueryConditionCacheMisses,0,8201,8201,Number of times an entry has not been found in the query condition cache (and reading of mark cannot be skipped). Only updated for SELECT queries with SETTING use_query_condition_cache = 1.
QueryPlanOptimizeMicroseconds,52,5708296,5708244,Total time spent executing query plan optimizations.
QueryTimeMicroseconds,0,4505902239,4505902239,Total time of all queries.
RWLockAcquiredReadLocks,60,2637,2577,Number of times a read lock was acquired (in a heavy RWLock).
RWLockReadersWaitMilliseconds,0,3,3,Total time spent waiting for a read lock to be acquired (in a heavy RWLock).
ReadBufferFromFileDescriptorRead,750,106679,105929,Number of reads (read/pread) from a file descriptor. Does not include sockets.
ReadBufferFromFileDescriptorReadBytes,874071,1070892991759,1070892117688,"Number of bytes read from file descriptors. If the file is compressed, this will show the compressed data size."
ReadCompressedBytes,58756,1030383855443,1030383796687,"Number of bytes (the number of bytes before decompression) read from compressed sources (files, network)."
RealTimeMicroseconds,0,283650256844,283650256844,Total (wall clock) time spent in processing (queries and other tasks) threads (note that this is a sum).
RowsReadByMainReader,0,70183680840,70183680840,Number of rows read from MergeTree tables by the main reader (after PREWHERE step).
RowsReadByPrewhereReaders,0,70183680840,70183680840,Number of rows read from MergeTree tables (in total) by prewhere readers.
Seek,59,11959,11900,Number of times the 'lseek' function was called.
SelectQueriesWithSubqueries,1,2910,2909,Count SELECT queries with all subqueries
SelectQuery,1,1172,1171,"Same as Query, but only for SELECT queries."
SelectQueryTimeMicroseconds,0,4505902239,4505902239,Total time of SELECT queries.
SelectedBytes,0,3360658604588,3360658604588,Number of bytes (uncompressed; for columns as they stored in memory) SELECTed from all tables.
SelectedMarks,0,8620560,8620560,Number of marks (index granules) selected to read from a MergeTree table.
SelectedMarksTotal,0,8620560,8620560,Number of total marks (index granules) before selecting which ones to read from a MergeTree table.
SelectedParts,0,8190,8190,Number of data parts selected to read from a MergeTree table.
SelectedPartsTotal,0,8190,8190,Number of total data parts before selecting which ones to read from a MergeTree table.
SelectedRanges,0,8190,8190,Number of (non-adjacent) ranges in all data parts selected to read from a MergeTree table.
SelectedRows,0,70183683181,70183683181,Number of rows SELECTed from all tables.
ServerStartupMilliseconds,92,92,0,Time elapsed from starting server to listening to sockets in milliseconds
SharedPartsLockHoldMicroseconds,470,37455,36985,Total time spent holding shared data parts lock in MergeTree tables
SharedPartsLockWaitMicroseconds,0,3044,3044,Total time spent waiting for shared data parts lock in MergeTree tables
SharedPartsLocks,252,15098,14846,Number of times shared data parts lock has been acquired for MergeTree tables
SoftPageFaults,0,273760223,273760223,"The number of soft page faults in query execution threads. Soft page fault usually means a miss in the memory allocator cache, which requires a new memory mapping from the OS and subsequent allocation of a page of physical memory."
SynchronousReadWaitMicroseconds,119,1350958097,1350957978,Time spent in waiting for synchronous reads in asynchronous local read.
SystemTimeMicroseconds,0,1258272038,1258272038,"Total time spent in processing (queries and other tasks) threads executing CPU instructions in OS kernel mode. This is time spent in syscalls, excluding waiting time during blocking syscalls."
ThreadPoolReaderPageCacheHit,27,8733482,8733455,Number of times the read inside ThreadPoolReader was done from the page cache.
ThreadPoolReaderPageCacheHitBytes,28021,1070616382079,1070616354058,Number of bytes read inside ThreadPoolReader when it was done from the page cache.
ThreadPoolReaderPageCacheHitElapsedMicroseconds,73,1325126421,1325126348,Time spent reading data from page cache in ThreadPoolReader.
UserTimeMicroseconds,0,23554253191,23554253191,"Total time spent in processing (queries and other tasks) threads executing CPU instructions in user mode. This includes time CPU pipeline was stalled due to main memory access, cache misses, branch mispredictions, hyper-threading, etc."
WaitMarksLoadMicroseconds,0,29904895,29904895,Time spent loading marks
WriteBufferFromFileDescriptorWrite,1,1,0,Number of writes (write/pwrite) to a file descriptor. Does not include sockets.
WriteBufferFromFileDescriptorWriteBytes,59,59,0,"Number of bytes written to file descriptors. If the file is compressed, this will show compressed data size."
