event,value,description
MergerMutatorSelectPartsForMergeElapsedMicroseconds,3187,Time spent to select parts from ranges which can be merged.
MergerMutatorRangesForMergeCount,313,Amount of candidate ranges for merge
MergerMutatorPartsInRangesForMergeCount,822,Amount of candidate parts for merge
AsyncLoaderWaitMicroseconds,147,Total time a query was waiting for async loader jobs.
LogDebug,1,Number of log messages with level Debug
LogInfo,48,Number of log messages with level Info
LogWarning,2,Number of log messages with level Warning
LoggerElapsedNanoseconds,1177448,Cumulative time spend in logging
InterfaceHTTPSendBytes,1338691,Number of bytes sent through HTTP interfaces
InterfaceHTTPReceiveBytes,1190275,Number of bytes received through HTTP interfaces
HTTPServerConnectionsCreated,75,Number of created server HTTP connections
HTTPServerConnectionsReused,1114,Number of reused server HTTP connections
HTTPServerConnectionsPreserved,1170,Number of preserved server HTTP connections. Connection kept alive successfully
HTTPServerConnectionsExpired,58,Number of expired server HTTP connections.
HTTPServerConnectionsReset,2,Number of reset server HTTP connections. Server closes connection
MemoryWorkerRun,11959,Number of runs done by MemoryWorker in background
MemoryWorkerRunElapsedMicroseconds,1888973,Total time spent by MemoryWorker for background work
AsyncLoggingConsoleTotalMessages,52,How many messages (accepted or dropped) have been sent to the async queue for the console log
AsyncLoggingFileLogTotalMessages,52,How many messages (accepted or dropped) have been sent to the async queue for the file log
AsyncLoggingErrorFileLogTotalMessages,2,How many messages (accepted or dropped) have been sent to the async queue for the error file log
