timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlSlotsAcquired,ConcurrencyControlWaitMicroseconds,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLockWaitMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHitElapsedMicroseconds,ThreadPoolReaderPageCacheMiss,ThreadPoolReaderPageCacheMissBytes,ThreadPoolReaderPageCacheMissElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
60256.39,6,262144,64,162579,10712947530,64,49,140,0,585,1904887,9,42201,67,13852,128152320,1172,1,66,24333,4187532,2,170239,585,40334335,75442289,3193753145,585,937,2,1,2,2,911,1,3180503452,3134979913,693472452,243116299,243132683,2,1,10697117156,73389,73389,2,2,2,243116299,10,1,3,269575,53863116,2325038,121971,24267,3180503452,1782916,38006529,8627
65261.36,6,262144,64,178962,11792463762,64,49,142,0,585,2083613,9,46779,67,13852,128417772,1172,1,66,26739,4288474,2,170239,585,44264431,79785592,3510397691,585,937,2,1,2,2,911,1,3495862684,3450500886,795183077,267652993,267669377,2,1,11776731692,73389,73389,2,2,2,267652993,10,1,3,282594,55876261,2506348,130772,26673,3495862684,1952841,41755440,8627
70266.46,6,262144,64,227793,15010172010,64,49,150,0,585,2480946,9,60534,67,13852,129745032,1172,1,66,33911,4289344,2,170239,585,53991904,80187408,4453855283,585,937,2,1,2,2,911,1,4435779996,4391121452,824596547,340779747,340796131,2,1,14994308868,73389,73389,2,2,2,340779747,10,1,3,303369,56659829,2706968,140208,33845,4435779996,2340738,51282228,8627
75280.64,6,262144,64,255426,16831022418,64,49,155,0,585,2741038,9,68342,67,13852,130541388,1172,1,66,37970,4314538,2,170239,585,62291287,82685360,4988082135,585,937,2,1,2,2,911,1,4967932316,4923384945,858609086,382167768,382184152,2,1,16815381792,73389,73389,2,2,2,382167768,10,1,3,332740,58323479,2952396,149764,37904,4967932316,2591274,59335853,8627
80293.88,6,262144,64,265336,17483935054,64,49,157,0,585,2867768,9,71159,67,13852,130806840,1172,1,66,39426,4400461,2,170239,585,66004938,87441500,5179885333,585,937,2,1,2,2,911,1,5158904220,5114252011,978603191,397016373,397016373,2,1,17468720412,73389,73389,2,2,2,397016373,10,1,3,340790,60601865,3111397,155422,39361,5158904220,2712346,62890249,8627
85323.62,6,262144,64,271865,17914208666,64,49,158,0,585,2953496,9,72996,67,13852,130806840,1172,1,66,40388,4515989,2,170239,585,68320608,92024164,5306421414,585,937,2,1,2,2,911,1,5284864412,5240037775,1028574572,406794574,406810958,2,1,17898961256,73389,73389,2,2,2,406794574,10,1,3,344516,63015061,3211439,159637,40322,5284864412,2793859,65106023,8627
90350.43,6,262144,64,277688,18297948410,64,49,159,0,585,3034387,9,74637,67,13852,131072292,1172,1,66,41241,4822179,2,170239,585,70347873,96861592,5418876956,585,937,2,1,2,2,911,1,5396799900,5352254608,1140854943,415509974,415526358,2,1,18282438856,73389,73389,2,2,2,415509974,10,1,3,348144,65949465,3300134,163681,41176,5396799900,2870706,67043956,8627
95376.89,6,262144,64,282992,18647409518,64,49,160,0,585,3106243,9,76140,67,13852,131337744,1172,1,66,42022,5013705,2,170239,585,72442248,101916612,5521590629,585,937,2,1,2,2,911,1,5499036060,5454401591,1215346511,423457485,423473869,2,1,18632129340,73389,73389,2,2,2,423457485,10,1,3,350771,68939929,3378900,167418,41956,5499036060,2938825,69060123,8627
100415.41,6,262144,64,287880,18969342198,64,49,161,0,585,3178384,9,77529,67,13852,131337744,1172,1,66,42741,5246521,2,170239,585,74656403,107509581,5616140948,585,937,2,1,2,2,911,1,5593145756,5548486446,1488101156,430776371,430792755,2,1,18954160324,73389,73389,2,2,2,430776371,10,1,3,354255,72342003,3469469,174861,42675,5593145756,3003523,71183588,8627
105441.43,6,262144,64,291933,19236552318,64,49,161,0,585,3236041,9,78635,67,13852,131337744,1172,1,66,43335,5520507,2,170239,585,75681218,112184967,5694508210,585,937,2,1,2,2,911,1,5671133596,5626620913,1500360481,436858265,436858265,2,1,19221763660,73389,73389,2,2,2,436858265,10,1,3,355104,75525032,3529044,177865,43269,5671133596,3058176,72148875,8627
110460.87,6,262144,64,296610,19544656902,64,49,162,0,585,3302165,9,79959,67,13852,131603196,1172,1,66,44023,5882684,2,170239,585,77315243,117792806,5785112628,585,937,2,1,2,2,911,1,5761311132,5716722350,1544710219,443857663,443857663,2,1,19529016276,73389,73389,2,2,2,443841279,10,1,3,359629,78966531,3614318,181737,43957,5761311132,3120428,73698391,8627
115541.66,6,262144,64,302128,19908142714,64,49,163,0,585,3384153,9,81522,67,13852,131603196,1172,1,66,44835,6092372,2,170239,585,79688190,123338411,5892042601,585,937,2,1,2,2,911,1,5867741596,5823050544,1692759996,452116470,452116470,2,1,19892403784,73389,73389,2,2,2,452100086,10,1,3,365530,81919172,3711381,191155,44769,5867741596,3192998,75974135,8627
120563.17,6,262144,64,307995,20295031494,64,49,164,0,585,3474487,9,83174,67,13852,131868648,1172,1,66,45695,6211667,2,170239,585,82190963,129709396,6005418353,585,937,2,1,2,2,911,1,5980594588,5936037168,1801075860,460903439,460919823,2,1,20279751316,73389,73389,2,2,2,460903439,10,1,3,370193,84764002,3821802,206940,45630,5980594588,3267547,78366450,8627
125592.77,6,262144,64,314705,20736901670,64,49,165,0,585,3565292,9,85062,67,13852,131868648,1172,1,66,46680,6318923,2,170239,585,84702497,135142095,6134976726,585,937,2,1,2,2,911,1,6109569436,6065270679,1992453184,470954135,470954135,2,1,20721261044,73389,73389,2,2,2,470937751,10,1,3,374546,87498998,3932138,212099,46614,6109569436,3353193,80767286,8627
130606.92,6,262144,64,321789,21203813214,64,49,166,0,585,3660088,9,87048,67,13852,132134100,1172,1,66,47721,6448306,2,170239,585,86921033,139863587,6272042521,585,937,2,1,2,2,911,1,6246015388,6201761020,2029143602,481565761,481565761,2,1,21188172588,73389,73389,2,2,2,481549377,10,1,3,381665,90126752,4064669,217787,47655,6246015388,3442301,82853429,8627
135624.01,6,262144,64,328654,21656372374,64,49,167,0,585,3748172,9,88975,67,13852,132399552,1172,1,66,48730,6620205,2,170239,585,89298339,145086589,6405032364,585,937,2,1,2,2,911,1,6378398108,6333992829,2253082768,491841515,491857899,2,1,21641026660,73389,73389,2,2,2,491841515,10,1,3,392162,92649346,4182141,222210,48665,6378398108,3525962,85113263,8627
140629.82,6,262144,64,366985,24181970842,64,49,174,1,585,4055209,9,99813,67,13852,133461360,1172,1,66,54358,6643827,2,170239,585,99414690,146402376,7145387093,585,937,2,1,2,2,911,1,7115940252,7072314832,2437431456,549247438,549247438,2,1,24166166376,73389,73389,2,2,2,549231054,10,1,3,421603,93611898,4408223,231798,54292,7115940252,3823411,95002952,8627
