timestamp_ms,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlSlotsAcquired,ConcurrencyControlWaitMicroseconds,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHitElapsedMicroseconds,ThreadPoolReaderPageCacheMiss,ThreadPoolReaderPageCacheMissBytes,ThreadPoolReaderPageCacheMissElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
55274.08,262144,64,133662,8807490390,64,51,135,1,585,1632862,3,33987,67,169,127368030,1172,1,66,20082,2224894,2,2132,585,36695262,52116857,2634278521,585,278,2,1,2,2,352,1,2623316380,2577954529,681681002,199815668,199832052,2,1,8791889392,73389,73389,2,2,2,199815668,6,3,384135,29587833,2542233,65554,20016,2623316380,1567308,34153105,3758
60279.91,262144,64,181627,11968179010,64,51,143,1,585,2023016,3,47507,67,169,128683224,1172,1,66,27130,2226856,2,2132,585,47381183,52458654,3561573124,585,278,2,1,2,2,352,1,3547111836,3501867995,749913681,271658437,271658437,2,1,11952250332,73389,73389,2,2,2,271642053,6,3,418943,30415219,2790592,76359,27064,3547111836,1946657,44591020,3758
65298.12,262144,64,199584,13151379810,64,51,146,1,585,2207503,3,52623,67,169,129214128,1172,1,66,29765,2274326,2,2132,585,52960659,56005476,3908337999,585,278,2,1,2,2,352,1,3892486556,3847713716,792119369,298541917,298558301,2,1,13135844348,73389,73389,2,2,2,298541917,6,3,431368,32268891,3005310,83473,29699,3892486556,2124030,49954779,3758
70312.35,262144,64,211704,13950188814,64,51,148,1,585,2354193,3,56037,67,169,129479580,1172,1,66,31545,2370027,2,2132,585,57147570,60725419,4142766592,585,278,2,1,2,2,352,1,4125925788,4081238008,908136891,316691454,316707838,2,1,13934423976,73389,73389,2,2,2,316691454,6,3,442767,34476242,3205588,92798,31480,4125925788,2261395,53941322,3758
75322.09,262144,64,225924,14886888870,64,51,150,1,585,2512682,3,60022,67,169,129745032,1172,1,66,33637,2474794,2,2132,585,61217470,65394097,4417975691,585,278,2,1,2,2,352,1,4399997340,4355076643,940934154,337992752,337992752,2,1,14871681088,73389,73389,2,2,2,337992752,6,3,448949,36555038,3384277,100958,33571,4399997340,2411724,57832082,3758
80327.24,262144,64,271684,17902081198,64,51,158,1,585,2883789,3,72894,67,169,130806840,1172,1,66,40357,2476468,2,2132,585,72881539,65978108,5302105616,585,278,2,1,2,2,352,1,5280801180,5236490154,979550417,406526397,406542781,2,1,17887161468,73389,73389,2,2,2,406526397,6,3,480663,37359484,3641254,111158,40291,5280801180,2772631,69239471,3758
85355.27,262144,64,291152,19185103250,64,51,161,1,585,3082288,3,78422,67,169,131337744,1172,1,66,43219,2522562,2,2132,585,78155913,69611497,5678735263,585,278,2,1,2,2,352,1,5655929244,5611596607,1038245837,435688968,435688968,2,1,19170314592,73389,73389,2,2,2,435688968,6,3,489852,39233300,3813025,119462,43153,5655929244,2962826,74343073,3758
90364.30,262144,64,301847,19889727098,64,51,163,1,585,3212077,3,81447,67,169,131603196,1172,1,66,44792,2667916,2,2132,585,82264964,74611218,5885800795,585,278,2,1,2,2,352,1,5862105500,5817599162,1085780498,451690486,451706870,2,1,19874381384,73389,73389,2,2,2,451690486,6,3,499685,41634483,3991766,125206,44726,5862105500,3086871,78273356,3758
95369.16,262144,64,317277,20906425542,64,51,165,1,585,3378855,3,85762,67,169,131868648,1172,1,66,47057,2745464,2,2132,585,86173257,78876335,6183899760,585,278,2,1,2,2,352,1,6158983580,6114841354,1143766159,474789706,474812123,2,1,20890747064,73389,73389,2,2,2,474789706,6,3,506983,43605017,4160341,135835,46991,6158983580,3243020,82013233,3758
100377.43,262144,64,351649,23171336254,64,51,171,1,585,3675356,3,95466,67,169,132930456,1172,1,66,52105,2787763,2,2132,585,96018514,81875349,6848252223,585,278,2,1,2,2,352,1,6820766108,6776916372,1222285767,526265065,526281449,2,1,23155662860,73389,73389,2,2,2,526265065,6,3,520735,45090911,4371467,145195,52040,6820766108,3530161,91647081,3758
105383.38,262144,64,365760,24101158338,64,51,174,1,585,3848224,3,99466,67,169,133461360,1172,1,66,54179,2852895,2,2132,585,100334724,87007869,7121101197,585,278,2,1,2,2,352,1,7092478364,7048693875,1314711614,547400364,547416748,2,1,24085616016,73389,73389,2,2,2,547400364,6,3,530929,47118345,4569142,152642,54113,7092478364,3695582,95765526,3758
