timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlSlotsAcquired,ConcurrencyControlWaitMicroseconds,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolExpansions,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,GlobalThreadPoolThreadCreationMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHitElapsedMicroseconds,ThreadPoolReaderPageCacheMiss,ThreadPoolReaderPageCacheMissBytes,ThreadPoolReaderPageCacheMissElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
55273.46,4,262144,64,170388,11227638126,64,44,141,1,585,2004288,6,44387,47,67,1,57637,128417772,1172,1,66,25479,2521402,2,160972,585,47110391,60844514,3344541019,585,1124,2,1,2,2,727,1,3330711964,3285375129,666237395,254831686,254831686,2,1,11212594184,73389,73389,2,2,2,254831686,16,3,249941,37764127,2483847,85424,25413,3330711964,1918864,44628554,6933
60278.16,4,262144,64,200637,13220920122,64,44,146,1,585,2277834,6,52908,47,67,1,57637,129214128,1172,1,66,29924,2539846,2,160972,585,54051052,63706182,3929411598,585,1124,2,1,2,2,727,1,3913327004,3868093253,711906948,300126847,300126847,2,1,13204860372,73389,73389,2,2,2,300110463,16,3,263679,39271152,2662791,95441,29858,3913327004,2182393,51390593,6933
65283.92,4,262144,64,253390,16696794766,64,44,155,15,585,2683528,6,67763,47,67,1,57637,130541388,1172,1,66,37671,2540672,2,160972,585,65224487,63768367,4948573384,585,1124,2,1,2,2,727,1,4928610716,4884138105,740626163,379118629,379135013,2,1,16681219676,73389,73389,2,2,2,379118629,16,3,293559,40093503,2881451,106103,37605,4928610716,2577425,62345706,6933
70289.63,4,262144,64,306830,20218151150,64,44,164,15,585,3110366,6,82841,47,67,1,57637,131868648,1172,1,66,45524,2541387,2,160972,585,75522414,63872683,5981924550,585,1124,2,1,2,2,727,1,5958050204,5913578345,771322596,459154669,459171053,2,1,20202805436,73389,73389,2,2,2,459154669,16,3,308044,40927785,3058014,116040,45458,5958050204,2994326,72466684,6933
75298.14,4,262144,64,339405,22364666238,64,44,169,15,585,3412340,6,92019,47,67,1,57637,132665004,1172,1,66,50306,2585386,2,160972,585,82498394,65768753,6611131969,585,1124,2,1,2,2,727,1,6584836508,6540996491,836216777,507941337,507957721,2,1,22349418828,73389,73389,2,2,2,507941337,16,3,330877,42376698,3253022,133817,50240,6584836508,3278523,79247141,6933
80313.91,4,262144,64,346325,22820564426,64,44,170,15,585,3505781,6,93962,47,67,1,57637,132665004,1172,1,66,51325,2702766,2,160972,585,85346928,70489056,6745296392,585,1124,2,1,2,2,727,1,6718398876,6674308586,865562684,518309362,518309362,2,1,22805611928,73389,73389,2,2,2,518309362,16,3,335870,44961562,3371274,139294,51259,6718398876,3366487,81976976,6933
85326.08,4,262144,64,351760,23178610750,64,44,171,15,585,3604745,6,95496,47,67,1,57637,132930456,1172,1,66,52124,2948964,2,160972,585,87244365,75337432,6850510006,585,1124,2,1,2,2,727,1,6823125404,6779036218,893876468,526428905,526445289,2,1,23162871820,73389,73389,2,2,2,526428905,16,3,338097,47834927,3456550,165272,52058,6823125404,3439473,83789765,6933
90347.39,4,262144,64,356603,23497594310,64,44,172,15,585,3674633,6,96873,47,67,1,57637,132930456,1172,1,66,52833,3177781,2,160972,585,88568417,80117464,6943883352,585,1124,2,1,2,2,727,1,6916055452,6872229517,973641344,533682255,533698639,2,1,23482019220,73389,73389,2,2,2,533682255,16,3,339688,50761000,3536147,168921,52767,6916055452,3505712,85033765,6933
95363.72,4,262144,64,361628,23828770874,64,44,173,15,585,3749375,6,98298,47,67,1,57637,133195908,1172,1,66,53571,3395460,2,160972,585,90488941,84977552,7041071400,585,1124,2,1,2,2,727,1,7012786588,6969044651,1091776714,541211974,541228358,2,1,23813326856,73389,73389,2,2,2,541211974,16,3,343164,53528474,3624624,172695,53505,7012786588,3576680,86866158,6933
100392.09,4,262144,64,367707,24229553286,64,44,174,15,585,3856528,6,100011,47,67,1,57637,133461360,1172,1,66,54467,3569254,2,160972,585,92228406,89219602,7159060200,585,1124,2,1,2,2,727,1,7130227100,7086209629,1110592483,550318431,550334815,2,1,24214010964,73389,73389,2,2,2,550318431,16,3,347153,56021112,3714021,196074,54401,7130227100,3660454,88516124,6933
105396.19,4,262144,64,390754,25748202556,64,44,178,15,585,4079153,6,106515,47,67,1,57637,133992264,1172,1,66,57848,3649826,2,160972,585,98735799,93195596,7603953763,585,1124,2,1,2,2,727,1,7573381532,7530180906,1265399159,584829934,584846318,2,1,25732517096,73389,73389,2,2,2,584829934,16,3,376872,57933438,3948806,203312,57782,7573381532,3875841,94788412,6933
