timestamp_ms,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlSlotsAcquired,ConcurrencyControlWaitMicroseconds,ContextLock,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHitElapsedMicroseconds,ThreadPoolReaderPageCacheMiss,ThreadPoolReaderPageCacheMissBytes,ThreadPoolReaderPageCacheMissElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
55140.68,262144,64,344322,22688499462,64,42,170,585,3286993,1,93414,67,249,132665004,1172,1,66,51030,766491,2,14113,585,68508753,29125275,6705711217,585,304,2,1,2,2,301,1,6679732636,6635688970,432341580,515309375,515309375,2,1,22672891604,73389,73389,2,2,2,515292991,4,3,512935,21092081,2943215,139862,50964,6679732636,3147131,65564074,4033
60165.90,262144,64,348743,22979826830,64,42,171,585,3349747,1,94674,67,249,132930456,1172,1,66,51678,999692,2,14113,585,69948509,34126604,6791179904,585,304,2,1,2,2,301,1,6764798364,6720913862,483035924,521915557,521931941,2,1,22964284508,73389,73389,2,2,2,521915557,4,3,516552,24508599,3016492,143237,51613,6764798364,3206510,66930813,4033
65325.06,262144,64,352806,23247692310,64,42,171,585,3407694,1,95783,67,249,132930456,1172,1,66,52277,1257105,2,14113,585,71979720,39828250,6870067220,585,304,2,1,2,2,301,1,6843310492,6799202323,560396079,528013835,528013835,2,1,23232608740,73389,73389,2,2,2,528013835,4,3,518247,27701529,3093825,146788,52212,6843310492,3260906,68884807,4033
70373.45,262144,64,357738,23572508574,64,42,172,585,3479989,1,97182,67,249,132930456,1172,1,66,53001,1493389,2,14113,585,73343615,44809098,6965276979,585,304,2,1,2,2,301,1,6938075548,6894148463,728000011,535398257,535398257,2,1,23556802412,73389,73389,2,2,2,535381873,4,3,524921,31320270,3174462,150930,52935,6938075548,3329059,70168150,4033
75396.17,262144,64,361499,23820316730,64,42,173,585,3534275,1,98264,67,249,133195908,1172,1,66,53554,1926118,2,14113,585,74977922,50958655,7038107421,585,304,2,1,2,2,301,1,7010558364,6966571569,762864960,541031750,541031750,2,1,23805397000,73389,73389,2,2,2,541031750,4,3,527419,35128502,3240891,153604,53488,7010558364,3380671,71735925,4033
80419.57,262144,64,365116,24058953154,64,42,174,585,3588169,1,99262,67,249,133461360,1172,1,66,54086,2355963,2,14113,585,76093232,56224348,7108173302,585,304,2,1,2,2,301,1,7080288668,7036365183,850200316,546450092,546450092,2,1,24043804048,73389,73389,2,2,2,546450092,4,3,528829,38820895,3293296,156671,54020,7080288668,3431498,72798920,4033
85439.26,262144,64,368722,24296337778,64,42,174,585,3675624,1,100287,67,249,133461360,1172,1,66,54615,2745141,2,14113,585,77692955,61620704,7177840542,585,304,2,1,2,2,301,1,7149625756,7105769641,915379151,551831792,551848176,2,1,24280598848,73389,73389,2,2,2,551831792,4,3,531680,42784097,3362762,191489,54549,7149625756,3484135,74329162,4033
90505.25,262144,64,372719,24559624496,64,42,175,585,3738239,1,101435,67,249,133461360,1172,1,66,55199,3049163,2,14113,585,79132943,66799419,7254750066,585,304,2,1,2,2,301,1,7226171804,7182685868,952536353,557833925,557833925,2,1,24544692700,73389,73389,2,2,2,557833925,4,3,533823,46041261,3418544,196867,55133,7226171804,3541372,75713618,4033
95565.27,262144,64,376312,24796422604,64,42,175,585,3790411,1,102414,67,249,133461360,1172,1,66,55727,3383763,2,14113,585,80775648,72521157,7324424388,585,304,2,1,2,2,301,1,7295508892,7251907298,997937643,563205274,563221658,2,1,24781032056,73389,73389,2,2,2,563205274,4,3,540555,49718588,3498154,199593,55662,7295508892,3590818,77276872,4033
100578.11,262144,64,380472,25070645076,64,42,176,585,3853705,1,103602,67,249,133726812,1172,1,66,56338,3583476,2,14113,585,82403312,78317399,7404893069,585,304,2,1,2,2,301,1,7375593884,7332071950,1054820077,569434624,569451008,2,1,25055123456,73389,73389,2,2,2,569434624,4,3,542776,53078833,3571934,202696,56273,7375593884,3651009,78831414,4033
105797.91,262144,64,384554,25339490288,64,42,177,585,3913835,1,104771,67,249,133726812,1172,1,66,56937,3922634,2,14113,585,84090572,83857615,7483787239,585,304,2,1,2,2,301,1,7454106012,7410720372,1282969380,575551445,575551445,2,1,25324263580,73389,73389,2,2,2,575551445,4,3,552458,56365596,3666597,205887,56872,7454106012,3707948,80422952,4033
110808.21,262144,64,388948,25629048184,64,42,178,585,3975943,1,106005,67,249,133726812,1172,1,66,57584,4224672,2,14113,585,86566128,90287686,7568996793,585,304,2,1,2,2,301,1,7538909596,7495312801,1474277569,582124859,582141243,2,1,25613493796,73389,73389,2,2,2,582124859,4,3,564110,59560658,3800653,208912,57519,7538909596,3767031,82764576,4033
115833.41,262144,64,395903,26087240132,64,42,179,585,4075916,1,107976,67,249,133992264,1172,1,66,58605,4389283,2,14113,585,88719873,95586955,7703296643,585,304,2,1,2,2,301,1,7672603036,7629258126,1567695823,592542036,592558420,2,1,26071849584,73389,73389,2,2,2,592542036,4,3,568844,62455516,3916021,219364,58539,7672603036,3856552,84803617,4033
