timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlSlotsAcquired,ConcurrencyControlWaitMicroseconds,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHitElapsedMicroseconds,ThreadPoolReaderPageCacheMiss,ThreadPoolReaderPageCacheMissBytes,ThreadPoolReaderPageCacheMissElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
55169.60,8,262144,64,259792,17118491920,56,49,156,1,585,2706577,6,69591,59,130541388,1172,1,58,38603,2435131,2,595616,585,62665902,52632085,5072257444,585,1426,2,1,2,2,657,1,5051949468,5007453155,537052887,388694189,388710573,2,1,17102544316,73389,73389,2,2,2,388694189,9,3,343757,34583471,3086713,112687,38545,5051949468,2593890,59576156,10261
60179.33,8,262144,64,266904,17587226406,56,49,157,1,585,2806181,6,71586,59,130806840,1172,1,58,39650,2569742,2,595616,585,64606421,56913812,5210110982,585,1426,2,1,2,2,657,1,5189181852,5144435936,730927411,399354967,399371351,2,1,17571618548,73389,73389,2,2,2,399354967,9,3,352988,36949110,3223813,117442,39592,5189181852,2688739,61379509,10261
65190.37,8,262144,64,273051,17992199814,56,49,158,1,585,2906660,6,73320,59,130806840,1172,1,58,40553,2777729,2,595616,585,67238703,61745086,5329018763,585,1426,2,1,2,2,657,1,5307539868,5262801867,776935572,408570079,408586463,2,1,17977083476,73389,73389,2,2,2,408570079,9,3,363861,39528894,3334054,138700,40495,5307539868,2767960,63902044,10261
70195.59,8,262144,64,291410,19202011538,56,49,161,1,585,3097873,6,78492,59,131337744,1172,1,58,43249,2839152,2,595616,585,71400082,65415383,5683817392,585,1426,2,1,2,2,657,1,5660909980,5616498257,878210904,436065800,436082184,2,1,19186895200,73389,73389,2,2,2,436065800,9,3,379033,41377832,3519010,146843,43191,5660909980,2951030,67879154,10261
75204.49,8,262144,64,311357,20516425334,56,49,164,1,585,3301217,6,84093,59,131868648,1172,1,58,46180,2881545,2,595616,585,76827521,68863268,6069539558,585,1426,2,1,2,2,657,1,6045082012,6000833572,965726360,465941075,465941075,2,1,20501407300,73389,73389,2,2,2,465941075,9,3,389984,43186919,3712937,155485,46122,6045082012,3145732,73113154,10261
80218.10,8,262144,64,320980,21150529138,56,49,166,2,585,3428735,6,86829,59,132134100,1172,1,58,47594,3025596,2,595616,585,80811296,74056179,6255682830,585,1426,2,1,2,2,657,1,6230417820,6186119384,1132076556,480347312,480363696,2,1,21135281728,73389,73389,2,2,2,480347312,9,3,398477,45603707,3871721,161213,47536,6230417820,3267522,76938079,10261
85229.26,8,262144,64,328336,21635266474,56,49,167,2,585,3528644,6,88890,59,132399552,1172,1,58,48675,3168036,2,595616,585,84059974,79024882,6398150891,585,1426,2,1,2,2,657,1,6372237724,6327834256,1335381654,491360346,491376730,2,1,21619855224,73389,73389,2,2,2,491360346,9,3,407583,47975262,4020941,166408,48618,6372237724,3362236,80037875,10261
90251.62,8,262144,64,334297,22028050186,56,49,168,3,585,3607562,6,90572,59,132399552,1172,1,58,49551,3393309,2,595616,585,85876139,83738780,6513503022,585,1426,2,1,2,2,657,1,6487056796,6442680037,1365574216,500296930,500296930,2,1,22013064920,73389,73389,2,2,2,500296930,9,3,414867,50797053,4127387,170198,49494,6487056796,3437364,81748083,10261
95280.74,8,262144,64,338986,22336941202,56,49,169,3,585,3672443,6,91905,59,132665004,1172,1,58,50237,3621286,2,595616,585,87583067,88853909,6603851017,585,1426,2,1,2,2,657,1,6576972188,6532885478,1398742424,507312712,507329096,2,1,22321759328,73389,73389,2,2,2,507312712,9,3,418981,53746520,4208106,174413,50180,6576972188,3498030,83373575,10261
100309.34,8,262144,64,343401,22627875354,56,49,170,3,585,3732696,6,93165,59,132665004,1172,1,58,50887,3979809,2,595616,585,89252421,94065853,6689448102,585,1426,2,1,2,2,657,1,6662168988,6617972883,1516887362,513927086,513943470,2,1,22612791784,73389,73389,2,2,2,513927086,9,3,419994,57389008,4265797,177689,50830,6662168988,3555007,84985451,10261
105349.36,8,262144,64,347822,22919202722,56,49,171,3,585,3792916,6,94422,59,132930456,1172,1,58,51537,4071064,2,595616,585,90918463,100249750,6774920473,585,1426,2,1,2,2,657,1,6747234716,6703216609,1550721594,520533268,520549652,2,1,22903463792,73389,73389,2,2,2,520533268,9,3,424523,60876429,4337522,181430,51479,6747234716,3611486,86579900,10261
110375.69,8,262144,64,352092,23200634154,56,49,171,3,585,3851600,6,95586,59,132930456,1172,1,58,52164,4431808,2,595616,585,92103641,105203012,6857498252,585,1426,2,1,2,2,657,1,6829416860,6785480311,1611869525,526926458,526942842,2,1,23184764152,73389,73389,2,2,2,526926458,9,3,425555,63715354,4381097,184860,52106,6829416860,3666740,87721985,10261
115456.32,8,262144,64,356808,23511294642,56,49,172,3,585,3916779,6,96930,59,132930456,1172,1,58,52855,4636117,2,595616,585,94024238,110910812,6948495983,585,1426,2,1,2,2,657,1,6919987612,6876204456,1663174973,533999584,534015968,2,1,23495981696,73389,73389,2,2,2,533999584,9,3,429196,66997901,4450879,188079,52797,6919987612,3728700,89573368,10261
120467.93,8,262144,64,360867,23778632526,56,49,173,3,585,3974067,6,98091,59,133195908,1172,1,58,53452,4957250,2,595616,585,95164507,116110048,7027114054,585,1426,2,1,2,2,657,1,6998237596,6954375088,1688832941,540075445,540091829,2,1,23763319580,73389,73389,2,2,2,540075445,9,3,430678,70993517,4502139,190868,53394,6998237596,3783199,90661806,10261
125491.36,8,262144,64,365785,24102796738,56,49,174,3,585,4042720,6,99486,59,133461360,1172,1,58,54177,5129349,2,595616,585,97856319,123063053,7122591111,585,1426,2,1,2,2,657,1,7093264796,7049212946,1870986307,547433132,547449516,2,1,24087057808,73389,73389,2,2,2,547433132,9,3,439992,74191017,4604215,194195,54119,7093264796,3848525,93251507,10261
130511.37,8,262144,64,372056,24515908676,56,49,175,3,585,4143969,6,101253,59,133461360,1172,1,58,55093,5270769,2,595616,585,99852766,128295914,7243209374,585,1426,2,1,2,2,657,1,7213326748,7169903404,1914881187,556828468,556844852,2,1,24500452592,73389,73389,2,2,2,556828468,9,3,442869,76822631,4700823,213720,55036,7213326748,3930249,95150990,10261
135517.29,8,262144,64,381442,25134480448,56,49,176,4,585,4263144,6,103852,59,133726812,1172,1,58,56473,5422322,2,595616,585,102732323,133218833,7424872096,585,1426,2,1,2,2,657,1,7394206108,7350726207,1960451685,570898833,570898833,2,1,25118827756,73389,73389,2,2,2,570882449,9,3,451396,79323317,4829561,223653,56415,7394206108,4039491,97901458,10261
