timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlSlotsAcquired,ConcurrencyControlWaitMicroseconds,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolExpansions,GlobalThreadPoolJobs,GlobalThreadPoolThreadCreationMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHitElapsedMicroseconds,ThreadPoolReaderPageCacheMiss,ThreadPoolReaderPageCacheMissBytes,ThreadPoolReaderPageCacheMissElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
55277.47,6,262144,64,182460,12023035950,64,49,143,0,585,2339433,18,47783,60,67,6422,128683224,1172,1,66,27255,3350162,2,10317,585,48791658,63233777,3578122508,585,1137,2,1,2,2,744,1,3563495836,3517905504,694493639,272893270,272909654,2,1,12007303880,73389,73389,2,2,2,272893270,9,3,136983,41643422,2100321,106089,27189,3563495836,2233344,46692582,7411
60282.40,6,262144,64,216091,14239022506,64,49,149,0,585,2628118,18,57234,60,67,6422,129479580,1172,1,66,32193,3382332,2,10317,585,56900470,66133519,4227839330,585,1137,2,1,2,2,744,1,4210729372,4165736912,848687596,323250643,323267027,2,1,14223028292,73389,73389,2,2,2,323250643,9,3,157945,42995174,2323640,115229,32127,4210729372,2512889,54577898,7411
65295.97,6,262144,64,250630,16514853598,64,49,154,0,585,2925214,18,66984,60,67,6422,130275936,1172,1,66,37266,3410765,2,10317,585,66501605,68091544,4895311062,585,1137,2,1,2,2,744,1,4875657628,4830976384,894358421,374982113,374998497,2,1,16499212972,73389,73389,2,2,2,374982113,9,3,177699,44297882,2562040,124214,37200,4875657628,2801000,63940032,7411
70315.60,6,262144,64,261805,17251200178,64,49,156,0,585,3066752,18,70142,60,67,6422,130541388,1172,1,66,38906,3475912,2,10317,585,70497030,73123807,5111184724,585,1137,2,1,2,2,744,1,5090615708,5046203683,948912152,391726944,391726944,2,1,17235985536,73389,73389,2,2,2,391726944,9,3,194631,46557439,2770805,130154,38840,5090615708,2936598,67727423,7411
75326.31,6,262144,64,273242,18004717190,64,49,158,0,585,3202706,18,73371,60,67,6422,130806840,1172,1,66,40588,3588109,2,10317,585,74399166,78091099,5332588622,585,1137,2,1,2,2,744,1,5311209884,5266482495,1079554821,408848607,408864991,2,1,17989338708,73389,73389,2,2,2,408848607,9,3,202371,48800823,2934669,136303,40523,5311209884,3066403,71466171,7411
80331.25,6,262144,64,308852,20351461298,64,49,164,0,585,3507701,18,83396,60,67,6422,131868648,1172,1,66,45820,3621151,2,10317,585,82321351,79931298,6020973536,585,1137,2,1,2,2,744,1,5996847516,5952541147,1155527290,462187424,462203808,2,1,20336246656,73389,73389,2,2,2,462187424,9,3,229796,50055322,3155066,145273,45754,5996847516,3362428,79167563,7411
85349.52,6,262144,64,323569,21321263650,64,49,167,3,585,3675056,18,87569,60,67,6422,132399552,1172,1,66,47982,3683499,2,10317,585,86580178,84185315,6305522989,585,1137,2,1,2,2,744,1,6280225180,6236059381,1199124925,484229876,484246260,2,1,21306114544,73389,73389,2,2,2,484229876,9,3,235439,52118269,3342365,152581,47916,6280225180,3522475,83240086,7411
90354.51,6,262144,64,354449,23355633410,64,49,172,3,585,3951351,18,96287,60,67,6422,132930456,1172,1,66,52515,3731568,2,10317,585,93364233,86562127,6901962948,585,1137,2,1,2,2,744,1,6874374556,6830780281,1247161690,530469276,530485660,2,1,23340648144,73389,73389,2,2,2,530469276,9,3,242676,53357542,3509292,161288,52449,6874374556,3790063,89858011,7411
95369.14,6,262144,64,387287,25519661984,64,49,177,3,585,4253390,18,105516,60,67,6422,133726812,1172,1,66,57339,3742309,2,10317,585,102665113,88297080,7536812677,585,1137,2,1,2,2,744,1,7506796956,7463355956,1290995316,579638809,579655193,2,1,25504107596,73389,73389,2,2,2,579638809,9,3,256620,54629213,3655429,169446,57274,7506796956,4083944,99013049,7411
100393.76,6,262144,64,396141,26102837700,64,49,179,3,585,4374424,18,108041,60,67,6422,133992264,1172,1,66,58640,3861571,2,10317,585,105749522,92998709,7707954381,585,1137,2,1,2,2,744,1,7677190556,7633888051,1351872150,592902484,592902484,2,1,26087709296,73389,73389,2,2,2,592902484,9,3,269136,57040957,3844225,182510,58574,7677190556,4191914,101909505,7411
