timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlSlotsAcquired,ConcurrencyControlWaitMicroseconds,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLockWaitMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHitElapsedMicroseconds,ThreadPoolReaderPageCacheMiss,ThreadPoolReaderPageCacheMissBytes,ThreadPoolReaderPageCacheMissElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
90527.78,7,262144,64,183079,12063868186,64,44,143,1,585,2185587,8,47957,67,3,128683224,1172,1,66,27344,4731556,2,77688,585,50761831,93672194,3590438193,585,753,2,1,2,2,786,1,3575292316,3529842767,1060189565,273833191,273833191,2,1,12048660404,73389,73389,2,2,2,273833191,14,1,3,420330,58639879,3195441,96170,27279,3575292316,2089417,47563759,8120
95543.82,7,262144,64,193893,12776290818,64,44,145,1,585,2328055,8,51016,67,3,128948676,1172,1,66,28931,4786984,2,77688,585,54383090,98521778,3799214224,585,753,2,1,2,2,786,1,3783172508,3738070716,1210764948,290023125,290039509,2,1,12761017500,73389,73389,2,2,2,290023125,14,1,3,426389,60773725,3358652,102633,28865,3783172508,2225422,51021219,8120
100568.21,7,262144,64,202617,13351224372,64,44,146,1,585,2440959,8,53450,67,3,129214128,1172,1,66,30214,4874005,2,77688,585,56513240,102669434,3968120748,585,753,2,1,2,2,786,1,3951337884,3906183444,1326765989,303088033,303088033,2,1,13335873452,73389,73389,2,2,2,303088033,14,1,3,431505,63134623,3486600,107985,30148,3951337884,2332974,53024305,8120
105573.01,7,262144,64,235275,15503239278,64,44,152,1,585,2727854,8,62631,67,3,130010484,1172,1,66,35011,4894633,2,77688,585,64051232,104968654,4599291302,585,753,2,1,2,2,786,1,4580090268,4535308653,1459095488,351981197,351997581,2,1,15487172668,73389,73389,2,2,2,351981197,14,1,3,458354,64494409,3684282,118679,34945,4580090268,2609175,60364701,8120
110586.26,7,262144,64,285291,18798873138,64,44,160,1,585,3140916,8,76767,67,3,131337744,1172,1,66,42359,4896388,2,77688,585,74143419,105045568,5566044138,585,753,2,1,2,2,786,1,5543207324,5498672480,1482554679,426899840,426916224,2,1,18783592960,73389,73389,2,2,2,426899840,14,1,3,480901,65353691,3872025,128258,42293,5543207324,3012658,70269560,8120
115607.86,7,262144,64,298482,19668136650,64,44,162,1,585,3298198,8,80475,67,3,131603196,1172,1,66,44298,4942460,2,77688,585,79849897,110129350,5821397025,585,753,2,1,2,2,786,1,5797487004,5752816770,1567301354,446661042,446677426,2,1,19653085848,73389,73389,2,2,2,446661042,14,1,3,492573,67416934,4075355,135277,44233,5797487004,3162921,75772901,8120
120655.48,7,262144,64,306947,20225818862,64,44,164,1,585,3406204,8,82893,67,3,131868648,1172,1,66,45540,5053650,2,77688,585,83205785,115302534,5984773676,585,753,2,1,2,2,786,1,5960147356,5915844192,1667527397,459334893,459351277,2,1,20210735292,73389,73389,2,2,2,459334893,14,1,3,501096,69922289,4211020,140409,45474,5960147356,3265795,78993243,8120
125687.63,7,262144,64,312281,20577246050,64,44,165,1,585,3477171,8,84398,67,3,131868648,1172,1,66,46324,5243608,2,77688,585,85539097,120463038,6088152619,585,753,2,1,2,2,786,1,6063038876,6018600882,1852908090,467315172,467331556,2,1,20561867568,73389,73389,2,2,2,467315172,14,1,3,506074,72564269,4330906,144058,46259,6063038876,3333113,81205456,8120
130708.07,7,262144,64,317626,20929394134,64,44,166,1,585,3553997,8,85914,67,3,131868648,1172,1,66,47109,5465678,2,77688,585,87531185,125577746,6191398639,585,753,2,1,2,2,786,1,6165799324,6121512333,1908091286,475320027,475336411,2,1,20914081188,73389,73389,2,2,2,475320027,14,1,3,508447,75236639,4414924,147787,47044,6165799324,3406210,83114546,8120
135753.42,7,262144,64,322228,21232848970,64,44,166,1,585,3617842,8,87168,67,3,132134100,1172,1,66,47786,5851865,2,77688,585,89067869,130522609,6280562477,585,753,2,1,2,2,786,1,6254535068,6210238389,1929143218,482210770,482227154,2,1,21217273880,73389,73389,2,2,2,482210770,14,1,3,512488,78427780,4488404,151093,47721,6254535068,3466749,84577943,8120
140780.69,7,262144,64,326301,21501116424,64,44,167,1,585,3676316,8,88335,67,3,132399552,1172,1,66,48385,6314442,2,77688,585,90424705,135552135,6359455430,585,753,2,1,2,2,786,1,6333047196,6288625427,1973025692,488311207,488327591,2,1,21485693108,73389,73389,2,2,2,488311207,14,1,3,514541,81615521,4558818,153954,48319,6333047196,3522362,85864197,8120
145806.29,7,262144,64,330452,21774471554,64,44,168,1,585,3735733,8,89519,67,3,132399552,1172,1,66,48992,6656838,2,77688,585,92062130,140865609,6439403011,585,753,2,1,2,2,786,1,6412607900,6368541558,2123653945,494526332,494542716,2,1,21759158608,73389,73389,2,2,2,494526332,14,1,3,518067,85068328,4617040,156846,48926,6412607900,3578887,87444043,8120
150831.99,7,262144,64,335559,22111287522,64,44,169,1,585,3805759,8,90969,67,3,132665004,1172,1,66,49743,6996592,2,77688,585,93801852,146260591,6538302390,585,753,2,1,2,2,786,1,6511042972,6466967251,2162801917,502176772,502193156,2,1,22095777968,73389,73389,2,2,2,502176772,14,1,3,521930,88151029,4706230,160296,49677,6511042972,3645463,89095134,8120
155854.48,7,262144,64,340604,22443774806,64,44,169,1,585,3875731,8,92344,67,3,132665004,1172,1,66,50484,7185985,2,77688,585,95319760,150810296,6635890353,585,753,2,1,2,2,786,1,6608167324,6564133443,2204450509,509739259,509755643,2,1,22428527396,73389,73389,2,2,2,509739259,14,1,3,524029,91049388,4770249,163923,50418,6608167324,3711808,90548787,8120
160865.11,7,262144,64,346740,22847761866,64,44,170,1,585,3957989,8,94074,67,3,132665004,1172,1,66,51385,7358230,2,77688,585,97546505,155807814,6754660201,585,753,2,1,2,2,786,1,6726394268,6682255362,2280385944,518915570,518931954,2,1,22832285080,73389,73389,2,2,2,518915570,14,1,3,531105,93751987,4885492,167913,51320,6726394268,3790076,92660559,8120
165882.49,7,262144,64,353734,23308509718,64,44,172,1,585,4053156,8,96092,67,3,132930456,1172,1,66,52412,7487079,2,77688,585,99604705,160293553,6889754008,585,753,2,1,2,2,786,1,6860874140,6816984236,2473145984,529398283,529398283,2,1,23293524452,73389,73389,2,2,2,529398283,14,1,3,536538,96161099,4982754,173114,52346,6860874140,3880042,94621145,8120
171007.74,7,262144,64,360816,23775290190,64,44,173,1,585,4149591,8,98078,67,3,133195908,1172,1,66,53450,7646685,2,77688,585,101835796,164896854,7026421640,585,753,2,1,2,2,786,1,6996926876,6953403348,2536935903,540009909,540009909,2,1,23760435996,73389,73389,2,2,2,540009909,14,1,3,540483,98806917,5081602,180991,53384,6996926876,3968600,96753918,8120
176012.98,7,262144,64,380781,25090895700,64,44,176,1,585,4337050,8,103642,67,3,133726812,1172,1,66,56384,7752875,2,77688,585,107089433,169603750,7412523234,585,753,2,1,2,2,786,1,7381492124,7337992963,2641194785,569893376,569909760,2,1,25075308544,73389,73389,2,2,2,569893376,14,1,3,560006,100912144,5266740,187686,56318,7381492124,4149364,101822563,8120
