event,value,description
SelectedParts,232,Number of data parts selected to read from a MergeTree table.
SelectedPartsTotal,232,Number of total data parts before selecting which ones to read from a MergeTree table.
SelectedRanges,232,Number of (non-adjacent) ranges in all data parts selected to read from a MergeTree table.
SelectedMarks,4256562,Number of marks (index granules) selected to read from a MergeTree table.
SelectedMarksTotal,4256562,Number of total marks (index granules) before selecting which ones to read from a MergeTree table.
SelectedRows,28336177657,Number of rows SELECTed from all tables.
SelectedBytes,1323734162847,Number of bytes (uncompressed; for columns as they stored in memory) SELECTed from all tables.
RowsReadByMainReader,28336165323,Number of rows read from MergeTree tables by the main reader (after PREWHERE step).
RowsReadByPrewhereReaders,28336045305,Number of rows read from MergeTree tables (in total) by prewhere readers.
LoadedDataParts,25,Number of data parts loaded by MergeTree tables during initialization.
LoadedDataPartsMicroseconds,2642791,Microseconds spent by MergeTree tables for loading data parts during initialization.
FilteringMarksWithPrimaryKeyMicroseconds,532,Time spent filtering parts by PK.
WaitMarksLoadMicroseconds,801883,Time spent loading marks
LoadedMarksFiles,200,Number of mark files loaded.
LoadedMarksCount,1725873,Number of marks loaded (total across columns).
LoadedMarksMemoryBytes,4805320,Size of in-memory representations of loaded marks.
Merge,26,Number of launched background merges.
MergeSourceParts,166,Number of source parts scheduled for merges.
MergedRows,120018,Rows read for background merges. This is the number of rows before merge.
MergedColumns,39988,Number of columns merged during the horizontal stage of merges.
MergedUncompressedBytes,152823878,Uncompressed bytes (for columns as they stored in memory) that was read for background merges. This is the number before merge.
MergeTotalMilliseconds,192996,Total time spent for background merges
MergeExecuteMilliseconds,192949,Total busy time spent for execution of background merges
MergeHorizontalStageTotalMilliseconds,163409,Total time spent for horizontal stage of background merges
MergeHorizontalStageExecuteMilliseconds,163381,Total busy time spent for execution of horizontal stage of background merges
MergeVerticalStageTotalMilliseconds,1,Total time spent for vertical stage of background merges
MergeProjectionStageTotalMilliseconds,29586,Total time spent for projection stage of background merges
MergeProjectionStageExecuteMilliseconds,29568,Total busy time spent for execution of projection stage of background merges
MergingSortedMilliseconds,13458,Total time spent while merging sorted columns
MergeTreeDataWriterRows,1368,Number of rows INSERTed to MergeTree tables.
MergeTreeDataWriterUncompressedBytes,16813206,Uncompressed bytes (for columns as they stored in memory) INSERTed to MergeTree tables.
MergeTreeDataWriterCompressedBytes,29136498,Bytes written to filesystem for data INSERTed to MergeTree tables.
MergeTreeDataWriterBlocks,135,Number of blocks INSERTed to MergeTree tables. Each block forms a data part of level zero.
MergeTreeDataWriterBlocksAlreadySorted,135,Number of blocks INSERTed to MergeTree tables that appeared to be already sorted.
MergeMutateBackgroundExecutorTaskExecuteStepMicroseconds,193498796,Time spent in executeStep() for MergeMutate executor tasks.
MergeMutateBackgroundExecutorTaskResetMicroseconds,154235,Time spent resetting task for MergeMutate executor.
CommonBackgroundExecutorTaskExecuteStepMicroseconds,314808166,Time spent in executeStep() for Common executor tasks.
CommonBackgroundExecutorTaskResetMicroseconds,1127,Time spent resetting task for Common executor.
MergeTreeDataWriterSortingBlocksMicroseconds,614,Time spent sorting blocks
InsertedCompactParts,135,Number of parts inserted in Compact format.
MergedIntoWideParts,9,Number of parts merged into Wide format.
MergedIntoCompactParts,17,Number of parts merged into Compact format.
ContextLock,237504,Number of times the lock of Context was acquired or tried to acquire. This is global lock.
ContextLockWaitMicroseconds,8354,Context lock wait time in microseconds
RWLockAcquiredReadLocks,4446,Number of times a read lock was acquired (in a heavy RWLock).
RWLockReadersWaitMilliseconds,14,Total time spent waiting for a read lock to be acquired (in a heavy RWLock).
PartsLockHoldMicroseconds,4039021,Total time spent holding data parts lock in MergeTree tables
PartsLockWaitMicroseconds,129,Total time spent waiting for data parts lock in MergeTree tables
PartsLocks,1465,Number of times data parts lock has been acquired for MergeTree tables
SharedPartsLockHoldMicroseconds,139746,Total time spent holding shared data parts lock in MergeTree tables
SharedPartsLockWaitMicroseconds,20137,Total time spent waiting for shared data parts lock in MergeTree tables
SharedPartsLocks,43626,Number of times shared data parts lock has been acquired for MergeTree tables
RealTimeMicroseconds,49244897367,Total (wall clock) time spent in processing (queries and other tasks) threads (note that this is a sum).
UserTimeMicroseconds,12750745426,"Total time spent in processing (queries and other tasks) threads executing CPU instructions in user mode. This includes time CPU pipeline was stalled due to main memory access, cache misses, branch mispredictions, hyper-threading, etc."
SystemTimeMicroseconds,268688068,"Total time spent in processing (queries and other tasks) threads executing CPU instructions in OS kernel mode. This is time spent in syscalls, excluding waiting time during blocking syscalls."
MemoryAllocatorPurge,2,Total number of times memory allocator purge was requested
MemoryAllocatorPurgeTimeMicroseconds,14013,Total time spent for memory allocator purge
SoftPageFaults,14174508,"The number of soft page faults in query execution threads. Soft page fault usually means a miss in the memory allocator cache, which requires a new memory mapping from the OS and subsequent allocation of a page of physical memory."
HardPageFaults,2,"The number of hard page faults in query execution threads. High values indicate either that you forgot to turn off swap on your server, or eviction of memory pages of the ClickHouse binary during very high memory pressure, or successful usage of the 'mmap' read method for the tables data."
OSCPUWaitMicroseconds,511769743,"Total time a thread was ready for execution but waiting to be scheduled by OS, from the OS point of view."
OSCPUVirtualTimeMicroseconds,13019026594,CPU time spent seen by OS. Does not include involuntary waits due to virtualization.
OSReadBytes,9326592,"Number of bytes read from disks or block devices. Doesn't include bytes read from page cache. May include excessive data due to block size, readahead, etc."
OSWriteBytes,277573632,Number of bytes written to disks or block devices. Doesn't include bytes that are in page cache dirty pages. May not include data that was written by OS asynchronously.
OSReadChars,415847623760,"Number of bytes read from filesystem, including page cache, as well as network and other files."
OSWriteChars,109838729,"Number of bytes written to filesystem, including page cache, as well as network and other files."
CannotWriteToWriteBufferDiscard,28534,Number of stack traces dropped by query profiler or signal handler because pipe is full or cannot write to pipe.
MemoryAllocatedWithoutCheck,13900694,Number of times memory has been allocated without checking for memory constraints.
MemoryAllocatedWithoutCheckBytes,3208379667054,Amount of bytes that has been allocated without checking for memory constraints.
ThreadPoolReaderPageCacheHitElapsedMicroseconds,9875666,Time spent reading data from page cache in ThreadPoolReader.
ThreadPoolReaderPageCacheMiss,3272058,Number of times the read inside ThreadPoolReader was not done from page cache and was hand off to thread pool.
ThreadPoolReaderPageCacheMissBytes,413906422972,Number of bytes read inside ThreadPoolReader when read was not done from page cache and was hand off to thread pool.
ThreadPoolReaderPageCacheMissElapsedMicroseconds,304536410,Time spent reading data inside the asynchronous job in ThreadPoolReader - when read was not done from the page cache.
SynchronousReadWaitMicroseconds,865256775,Time spent in waiting for synchronous reads in asynchronous local read.
MainConfigLoads,1,Number of times the main configuration was reloaded.
ServerStartupMilliseconds,2538,Time elapsed from starting server to listening to sockets in milliseconds
MergerMutatorsGetPartsForMergeElapsedMicroseconds,374992,Time spent to take data parts snapshot to build ranges from them.
MergerMutatorPrepareRangesForMergeElapsedMicroseconds,38767,Time spent to prepare parts ranges which can be merged according to merge predicate.
MergerMutatorSelectPartsForMergeElapsedMicroseconds,23075,Time spent to select parts from ranges which can be merged.
MergerMutatorRangesForMergeCount,1910,Amount of candidate ranges for merge
MergerMutatorPartsInRangesForMergeCount,7449,Amount of candidate parts for merge
MergerMutatorSelectRangePartsCount,166,Amount of parts in selected range for merge
AsyncLoaderWaitMicroseconds,2128666,Total time a query was waiting for async loader jobs.
LogDebug,1,Number of log messages with level Debug
LogInfo,51,Number of log messages with level Info
LogWarning,5,Number of log messages with level Warning
LoggerElapsedNanoseconds,38842018,Cumulative time spend in logging
InterfaceHTTPSendBytes,12985161,Number of bytes sent through HTTP interfaces
InterfaceHTTPReceiveBytes,578328,Number of bytes received through HTTP interfaces
InterfaceNativeSendBytes,8827516,Number of bytes sent through native interfaces
InterfaceNativeReceiveBytes,16213,Number of bytes received through native interfaces
HTTPServerConnectionsCreated,1962,Number of created server HTTP connections
HTTPServerConnectionsReused,39,Number of reused server HTTP connections
HTTPServerConnectionsPreserved,41,Number of preserved server HTTP connections. Connection kept alive successfully
HTTPServerConnectionsExpired,1926,Number of expired server HTTP connections.
HTTPServerConnectionsReset,1924,Number of reset server HTTP connections. Server closes connection
ConcurrencyControlSlotsGranted,135,Number of CPU slot granted according to guarantee of 1 thread per query and for queries with setting 'use_concurrency_control' = 0
ConcurrencyControlSlotsAcquired,694,Total number of CPU slots acquired
ConcurrencyControlSlotsAcquiredNonCompeting,135,Total number of noncompeting CPU slot acquired
ConcurrencyControlWaitMicroseconds,7399520845,Total time a query was waiting on resource requests for CPU slots.
MemoryWorkerRun,22773,Number of runs done by MemoryWorker in background
MemoryWorkerRunElapsedMicroseconds,236415548,Total time spent by MemoryWorker for background work
FilterTransformPassedRows,27934,Number of rows that passed the filter in the query
FilterTransformPassedBytes,62068576,Number of bytes that passed the filter in the query
AsyncLoggingConsoleTotalMessages,58,How many messages (accepted or dropped) have been sent to the async queue for the console log
AsyncLoggingFileLogTotalMessages,58,How many messages (accepted or dropped) have been sent to the async queue for the file log
AsyncLoggingErrorFileLogTotalMessages,5,How many messages (accepted or dropped) have been sent to the async queue for the error file log
