timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptionResumes,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FileOpen,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,InterfaceHTTPSendBytes,JoinBuildTableRowCount,JoinOptimizeMicroseconds,JoinProbeTableRowCount,JoinReorderMicroseconds,JoinResultRowCount,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,NetworkSendBytes,NetworkSendElapsedMicroseconds,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OSWriteChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,OpenedFileCacheMisses,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,QueryTimeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SchedulerNodeUpdate,SelectQueriesWithSubqueries,SelectQuery,SelectQueryTimeMicroseconds,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHit,ThreadPoolReaderPageCacheHitBytes,ThreadPoolReaderPageCacheHitElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
484944.66,7,253952,62,123422,8131400976,8,21675210,0,763,11,11,3102,838,4,603,946062,0,9,48518,13,122352936,1208,1,0,4,3596,153786663,8,615146652,12,25,6,6340,603,0,0,62650103,1584518,2610987292,0,603,697,0,3,1,14,14,4194,0,3,2609285687,2564261119,85813951,156095530,156111914,1,3,1,0,8116967592,73389,73389,14,14,14,156095534,10,3,110816,969806,1360555,21696,2609285687,946062,61291931,2138
486954.28,12,253952,62,136957,9023450192,8,23368857,0,839,13,13,3102,935,4,603,1057950,0,9,53871,13,122352936,1208,1,0,4,3596,170714164,8,682856656,12,27,6,6340,603,0,0,70013562,1715163,2894851813,0,603,697,0,3,1,14,14,4194,0,3,2892622160,2845474548,94989297,173231418,173231418,1,3,1,0,9008033768,73389,73389,14,14,14,173231422,10,3,114991,1084511,1489220,24064,2892622160,1057950,68526991,2138
488961.04,16,253952,62,150274,9900560996,8,25373507,0,928,13,13,3102,1011,4,603,1176246,0,9,59093,13,122352936,1208,1,0,4,3596,187338624,8,749225064,12,27,6,6340,603,0,0,77556592,1896046,3172428246,0,603,697,0,3,1,14,14,4194,0,3,3169801570,3121695927,104689293,190093096,190093096,1,3,1,0,9884841024,73389,73389,14,14,14,190093100,10,3,119768,1205630,1627644,26354,3169801570,1176246,75931873,2138
490972.76,16,253952,62,162775,10723313606,10,28134065,0,1028,14,14,3102,1093,4,603,1290517,0,9,64004,13,122352936,1208,1,0,4,3596,202890499,8,811497480,12,28,6,6340,603,0,0,84623516,2143788,3439607710,0,603,697,0,3,1,14,14,4194,0,3,3437263873,3381232701,114742793,205879907,205879907,1,3,1,0,10705755196,73389,73389,14,14,14,205879911,10,3,125669,1322643,1764452,28564,3437263873,1290517,82862244,2138
492983.79,17,253952,62,175765,11580598916,10,28704579,0,1120,14,14,3102,1179,4,603,1408563,0,9,69129,13,122352936,1208,1,0,4,3596,219147746,8,876461724,12,28,6,6340,603,0,0,91964119,2322805,3713294382,0,603,697,0,3,1,14,14,4194,0,3,3710018383,3651641584,122809384,222337574,222337574,1,3,1,0,11561553880,73389,73389,14,14,14,222337578,10,3,129747,1443474,1914527,30826,3710018383,1408563,90053045,2138
494997.90,19,253952,62,188518,12419227100,10,29369570,0,1219,15,15,3102,1267,4,612,1521639,0,9,74138,13,123794089,1226,1,0,4,3596,235016072,8,939999696,12,29,6,6340,612,0,0,99143879,2552651,3981120163,0,612,707,0,3,1,14,14,4194,0,3,3977455380,3915840682,130849258,238448191,238448191,1,3,1,0,12399305964,73389,73389,14,14,14,238448195,10,3,134012,1559837,2072069,33059,3977455380,1521639,97074526,2168
497002.80,22,253952,62,200294,13196034690,10,31266358,0,1305,15,15,3102,1341,4,612,1620950,0,9,78761,13,123794089,1226,1,0,4,3596,249667362,8,998669448,12,29,6,6340,612,0,0,105535776,2754149,4228435309,0,612,707,0,3,1,14,14,4194,0,3,4225324334,4160617027,138601359,253355855,253372239,1,3,1,0,13174504492,73389,73389,14,14,14,253355859,10,3,139779,1661662,2210935,35113,4225324334,1620950,103328791,2168
499009.84,22,253952,62,209299,13789926830,13,34746137,0,1367,17,17,3102,1396,4,612,1677159,0,9,82313,13,124107805,1226,1,0,4,3596,260946579,8,1043786316,12,31,6,6340,612,0,0,109416202,2757164,4417645202,0,612,707,0,3,1,14,14,4194,0,3,4414120550,4347766856,146663322,264765979,264782363,1,3,1,0,13767830940,73389,73389,14,14,14,264765983,10,3,155650,1719400,2304898,36674,4414120550,1677159,107115408,2168
501014.91,22,253952,62,218837,14417092942,15,37206727,0,1420,18,18,3102,1460,4,630,1736234,0,9,85999,13,127103119,1262,1,0,4,3596,272690562,8,1090762248,12,32,6,6340,630,0,0,113416409,2757430,4618684734,0,630,716,0,3,1,14,14,4194,0,3,4614702816,4545455508,153133971,276815523,276831907,1,3,1,0,14394407228,73389,73389,14,14,14,276815527,10,3,163396,1780045,2376685,38348,4614702816,1736234,111043994,2217
503021.83,23,253952,62,229960,15151407174,15,38431907,0,1495,19,19,3102,1532,4,648,1832946,0,9,90448,13,130022029,1298,1,0,4,3596,286746380,8,1146856244,12,33,6,6340,648,0,0,119696221,2978525,4854978773,0,648,734,0,3,1,14,14,4194,0,3,4851195898,4776776025,160826798,290934596,290934596,1,3,1,0,15128599024,73389,73389,14,14,14,290934600,10,3,168158,1879184,2505302,40317,4851195898,1832946,117195421,2280
505028.11,27,253952,62,241223,15892990018,15,39918702,0,1575,19,19,3102,1602,5,648,1931128,0,9,94860,13,130022029,1298,1,0,4,3596,300727273,8,1202780064,12,33,6,6340,648,0,0,126048125,3188888,5091383695,0,648,734,0,3,1,14,14,4194,0,3,5087385607,5010730342,168874435,305164927,305164927,1,3,1,0,15868576236,73389,73389,14,14,14,305164931,10,3,172742,1979822,2633011,42271,5087385607,1931128,123419847,2280
507040.82,28,253952,62,252708,16649121854,15,41066083,0,1676,21,21,3102,1678,5,657,2037194,2,9,99391,14,131753280,1316,1,0,4,3596,315055984,8,1260223936,13,35,6,8234,657,0,0,132643665,3500065,5337513426,0,655,740,2,3,1,14,14,4194,0,3,5333135805,5249086899,176894653,319681978,319698362,1,3,1,0,16623462888,73389,73389,14,14,14,319681982,10,3,180659,2088560,2762475,44320,5333135805,2037194,129886164,2312
509045.89,28,253952,62,263809,17380023862,17,43970897,0,1771,21,21,3102,1751,6,666,2130078,2,9,103713,14,133207355,1334,1,0,4,3596,328809119,8,1315171880,13,35,6,8234,666,0,0,138575132,3699762,5573822481,0,664,746,2,3,1,14,14,4194,0,3,5569355991,5479651863,185857299,333713542,333713542,1,3,1,0,17353104216,73389,73389,14,14,14,333713546,10,3,186959,2183844,2894209,46285,5569355991,2130078,135686114,2340
511057.26,29,253952,62,272557,17956445818,19,46803090,0,1845,23,23,3102,1806,10,666,2186726,2,9,107184,14,133521071,1334,1,0,4,3596,339772989,8,1359091956,13,37,6,8234,666,0,0,142530226,3740600,5761860962,0,664,746,2,3,1,14,14,4194,0,3,5756822428,5661645238,192731710,344751152,344767536,1,3,1,0,17927059936,73389,73389,14,14,14,344751156,10,3,210410,2242033,2983374,47836,5756822428,2186726,139552205,2340
513067.61,29,253952,62,284855,18765918752,19,47895733,0,1941,23,23,3102,1885,10,666,2297122,2,9,112008,14,133822721,1334,1,0,4,3596,355095116,8,1420315820,13,37,6,8234,666,0,0,149216337,4010282,6022627234,0,664,746,2,3,1,14,14,4194,0,3,6017903303,5917114907,200765739,360292203,360292203,1,3,1,0,18735194588,73389,73389,14,14,14,360292207,10,3,213314,2355019,3113637,50012,6017903303,2297122,146108308,2340
515081.07,30,253952,62,297360,19589443220,19,48849090,0,2041,23,23,3102,1964,19,693,2418449,4,9,116910,14,138517168,1388,1,0,4,3596,370633111,8,1482532444,13,37,6,8234,693,0,0,156182069,4185765,6295173057,0,689,775,4,3,1,14,14,4194,0,3,6289791891,6177344003,208824211,376068219,376068219,1,3,1,0,19555547420,73389,73389,14,14,14,376068223,10,3,220715,2479142,3260310,52277,6289791891,2418449,152927622,2437
517092.94,30,253952,62,310963,20485754288,19,50488524,0,2133,24,24,3102,2054,19,738,2544812,6,9,122244,14,147195239,1478,1,0,4,3596,387501146,8,1550004584,13,38,6,8234,738,0,0,163730116,4409609,6591043741,0,732,823,6,3,1,14,14,4194,0,3,6585392920,6460912760,218211152,393209055,393209055,1,3,1,0,20445166956,73389,73389,14,14,14,393176291,10,3,228410,2608598,3422862,54743,6585392920,2544812,160313383,2590
519106.43,35,253952,62,324765,21395966168,19,52506151,0,2195,24,24,3102,2141,19,783,2677680,6,9,127662,14,155315174,1568,1,0,4,3596,404680125,8,1618591288,13,38,6,8234,783,0,0,171458883,4580705,6896087038,0,777,874,6,3,1,14,14,4194,0,3,6890692226,6748858150,228111203,410616550,410616550,1,3,1,0,21352060632,73389,73389,14,14,14,410616554,10,3,231165,2744695,3587458,57290,6890692226,2677680,167877824,2756
521119.23,36,253952,62,338789,22319015932,19,54233254,0,2266,24,24,3102,2228,19,837,2812309,6,9,133143,14,164633139,1676,1,0,4,3596,422072885,8,1688226896,13,38,6,8234,837,0,0,179188510,4776985,7206074864,0,831,936,6,3,1,14,14,4194,0,3,7200352514,7041565609,237186482,428240084,428240084,1,3,1,0,22268484400,73389,73389,14,14,14,428240088,10,3,239397,2882505,3774178,59859,7200352514,2812309,175421005,2957
523123.38,36,253952,62,349048,22995126414,22,57659491,0,2310,24,24,3102,2293,19,909,2879783,6,9,137093,14,177829290,1820,1,0,4,3596,434621869,8,1738487476,13,38,6,8234,909,0,0,183586641,4780753,7444938345,0,903,972,6,3,1,14,14,4194,0,3,7438173382,7256229756,245590672,441132960,441132960,1,3,1,0,22938913952,73389,73389,14,14,14,441132964,10,3,245518,2951821,3852062,61831,7438173382,2879783,179741427,3159
525135.47,39,253952,62,361754,23832451294,22,58788995,0,2382,27,27,3102,2377,19,927,3000590,6,9,142117,14,182106582,1856,1,0,4,3596,450491047,8,1801899384,13,41,6,8234,927,0,0,190920910,4949970,7736151743,0,921,1001,6,3,1,14,14,4194,0,3,7730049186,7522148196,254228211,457081008,457081008,1,3,1,0,23768212448,73389,73389,14,14,14,457081012,10,3,263450,3075519,4017355,64258,7730049186,3000590,186910659,3229
527144.18,43,253952,62,376824,24823626218,22,59884608,0,2505,27,27,3102,2467,20,1062,3156294,6,9,147960,14,205854893,2126,1,0,4,3596,469077055,8,1876178968,13,41,6,8234,1062,0,0,199712604,5253365,8089359172,0,1056,1175,6,3,1,14,14,4194,0,3,8082692195,7837298681,264384793,475931627,475931627,1,3,1,0,24748444636,73389,73389,14,14,14,475931631,10,3,270710,3234942,4242293,67171,8082692195,3156294,195477721,3728
529152.31,45,253952,62,393147,25899692930,22,61089013,0,2602,28,28,3102,2571,20,1062,3331823,6,9,154303,14,207109757,2126,1,0,4,3596,489160714,8,1956642856,13,42,6,8234,1062,0,0,209066495,5521204,8486300401,0,1056,1175,6,3,1,14,14,4194,0,3,8479697779,8180636958,275156647,496319295,496319295,1,3,1,0,25807751404,73389,73389,14,14,14,496302915,10,3,282777,3414589,4455726,70462,8479697779,3331823,204618505,3728
531157.37,46,253952,62,408123,26886179522,24,64177426,0,2687,28,28,3102,2663,21,1062,3458227,6,9,160052,14,208050905,2126,1,0,4,3596,507560422,8,2030177000,13,42,6,8234,1062,0,0,216544663,5581706,8833734668,0,1056,1175,6,3,1,14,14,4194,0,3,8826935904,8493878826,285814993,515126351,515126351,1,3,1,0,26786570284,73389,73389,14,14,14,515126355,10,3,299747,3544164,4623499,73327,8826935904,3458227,211929189,3728
533162.91,46,253952,62,420293,27687641080,25,66089662,0,2773,29,29,3102,2742,21,1152,3544935,6,9,164838,14,223352038,2306,1,0,4,3596,522640434,8,2090497420,13,43,6,8234,1152,0,0,222036058,5582061,9115698107,0,1146,1231,6,3,1,14,14,4194,0,3,9108738168,8748377830,293216290,530390589,530406973,1,3,1,0,27580310660,73389,73389,14,14,14,530390593,10,3,316645,3633163,4769220,75669,9108738168,3544935,217275079,3959
535168.13,46,253952,62,435153,28667937218,26,67932044,0,2834,32,32,3102,2839,21,1359,3670517,6,9,170640,14,260294810,2720,1,0,4,3596,540998352,8,2163993408,13,46,6,8234,1359,0,0,229424222,5622564,9473266284,0,1353,1419,6,3,1,14,14,4194,0,3,9465504698,9060389329,302400096,549025169,549057937,1,3,1,0,28548456852,73389,73389,14,14,14,549008789,10,3,336241,3761976,4950997,78619,9465504698,3670517,224481744,4689
537176.06,47,253952,62,448623,29555762792,29,71564647,0,2927,34,34,3102,2922,21,1404,3765978,6,9,175928,14,269058848,2810,1,0,4,3596,557746764,8,2230922528,13,48,6,8234,1404,0,0,235599973,5670194,9793325803,0,1398,1460,6,3,1,14,14,4194,0,3,9785460830,9343404935,312330919,565882529,565898913,1,3,1,0,29425891540,73389,73389,14,14,14,565882533,10,3,351938,3860109,5092718,81270,9785460830,3765978,230516029,4851
539186.13,49,253952,62,466256,30717392080,29,73395635,0,3031,35,35,3102,3036,21,1431,3934671,6,9,182764,14,275153599,2864,1,0,4,3596,579433179,8,2317603596,13,49,6,8234,1431,0,0,245453022,5909461,10226651018,0,1425,1496,6,3,1,14,14,4194,0,3,10219330199,9714725657,324251842,587894372,587894372,1,3,1,0,30569655408,73389,73389,14,14,14,587877992,10,3,362177,4033026,5295456,84857,10219330199,3934671,240166697,4944
540239.05,49,253952,62,475922,31353422458,30,74192803,1,3102,39,39,3102,3128,21,1431,4023923,6,9,186584,25,282819854,2871,1,1228,4,3596,591599349,8,2366397396,24,60,17,9643,1431,1228,125,251294814,6094026,10450165170,8,1425,1496,6,3,1,14,14,4194,75372573,3,10440944335,9916262370,481846627,600037902,600037902,1,3,1,75372573,31201970936,73389,73389,14,14,14,600037906,10,3,366990,4124523,5419515,86648,10440944335,4023923,245884628,4944
