timestamp_ms,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,InterfaceHTTPSendBytes,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,MergingSortedMilliseconds,NetworkSendBytes,NetworkSendElapsedMicroseconds,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OSWriteChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SchedulerNodeUpdate,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHit,ThreadPoolReaderPageCacheHitBytes,ThreadPoolReaderPageCacheHitElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
496303.25,253952,62,164529,10839863322,32,56859125,396,38,38,5998,141,675,1201064,22,42190,43,109,144004148,1352,1,0,42,52,14,286,675,0,0,0,40145162,7729074,3218954428,0,675,456,2,1,14,14,3658,1,3221326800,3172490281,132103555,246010234,246010234,1,2,1,10824450296,73389,73389,14,14,14,246010234,12,3,497824,1226402,2409929,24599,3221326800,1201064,37736711,2343
498307.94,253952,62,175870,11587088878,36,62253089,429,38,38,5998,142,675,1264513,22,45305,43,109,144004148,1352,1,0,42,52,14,286,675,0,0,0,42683694,7847193,3439771715,0,675,456,2,1,14,14,3658,1,3439561680,3390903307,140340344,262992633,262992633,1,2,1,11571675852,73389,73389,14,14,14,262992633,12,3,498470,1291206,2475790,26264,3439561680,1264513,40209480,2343
500312.78,253952,62,187126,12328490488,36,63947150,480,38,38,5998,144,675,1328255,22,48485,43,109,144269600,1352,1,0,42,52,14,286,675,0,0,0,45131249,7848646,3657305801,0,675,456,2,1,14,14,3658,1,3656223696,3607686517,144498762,279837927,279837927,1,2,1,12312868788,73389,73389,14,14,14,279837927,12,3,498502,1356343,2540769,27917,3656223696,1328255,42592137,2343
502323.09,253952,62,199711,13157761666,36,65414541,510,42,42,5998,146,675,1420448,22,52030,43,109,144535052,1352,1,0,42,56,14,286,675,0,0,0,48320337,8408172,3898457410,0,675,456,2,1,14,14,3658,1,3898444752,3850029416,150221760,298691976,298691976,1,2,1,13141726048,73389,73389,14,14,14,298675592,12,3,511210,1450347,2685725,29765,3898444752,1420448,45636380,2343
504331.86,253952,62,213924,14094533874,37,71296588,555,42,42,5998,149,675,1543420,22,56083,43,109,145065956,1352,1,0,42,56,14,286,675,0,0,0,52314657,9353837,4169914330,0,675,456,2,1,14,14,3658,1,4171992016,4123917368,161844762,319980764,319980764,1,2,1,14078432720,73389,73389,14,14,14,319964380,12,3,514162,1575521,2831148,31852,4171992016,1543420,49485418,2343
506341.26,253952,62,228628,15063484258,37,74398679,600,43,43,5998,151,675,1668372,22,60191,43,109,145596860,1352,1,0,42,57,14,286,675,0,0,0,56351639,10555921,4454205412,0,675,456,2,1,14,14,3658,1,4455238608,4407107751,170319154,342006832,342006832,1,2,1,15048300608,73389,73389,14,14,14,342006832,12,3,527318,1705734,3002994,34013,4455238608,1668372,53350691,2343
508349.48,253952,62,242599,15983865850,39,79196950,640,44,44,5998,153,675,1788436,22,64110,43,109,145596860,1352,1,0,42,58,14,286,675,0,0,0,60452817,11850067,4722120864,0,675,456,2,1,14,14,3658,1,4723936208,4676135383,182693574,362914914,362931298,1,2,1,15968256216,73389,73389,14,14,14,362914914,12,3,534915,1828151,3165925,36063,4723936208,1788436,57289070,2343
510353.62,253952,62,253509,16702845390,42,83822089,671,44,44,5998,155,675,1844270,22,67196,43,109,146127764,1352,1,0,42,58,14,286,675,0,0,0,62764691,11858254,4935992835,0,675,456,2,1,14,14,3658,1,4934306768,4886395870,189690021,379258337,379258337,1,2,1,16687366828,73389,73389,14,14,14,379258337,12,3,536330,1885309,3239982,37668,4934306768,1844270,59526978,2343
512361.95,253952,62,267061,17595767398,42,85661574,718,46,46,5998,157,675,1949158,22,71005,43,109,146393216,1352,1,0,42,60,14,286,675,0,0,0,66519029,12437526,5196172158,0,675,456,2,1,14,14,3658,1,5194746832,5147387527,195788148,399543827,399560211,1,2,1,17579928388,73389,73389,14,14,14,399543827,12,3,547100,1992357,3387897,39655,5194746832,1949158,63133526,2343
514370.45,253952,62,281155,18524475370,43,89506762,764,47,47,5998,160,675,2070307,22,75009,43,109,146658668,1352,1,0,42,61,14,286,675,0,0,0,70529013,13090207,5468805814,0,675,456,2,1,14,14,3658,1,5466328016,5418834399,204963258,420662742,420662742,1,2,1,18509160648,73389,73389,14,14,14,420662742,12,3,548457,2115871,3533587,41727,5466328016,2070307,66997956,2343
516381.02,253952,62,294999,19436107906,44,93149876,807,49,49,5998,162,675,2190561,22,78896,43,109,146924120,1352,1,0,42,63,14,286,675,0,0,0,74599720,13939251,5730306271,0,675,456,2,1,14,14,3658,1,5731883851,5685415026,213471106,441366024,441382408,1,2,1,19420105056,73389,73389,14,14,14,441366024,12,3,557891,2238524,3682472,43757,5731883851,2190561,70919926,2343
518390.91,253952,62,309270,20376681202,45,97584196,851,49,49,5998,164,675,2310818,22,82903,43,109,147455024,1352,1,0,42,63,14,286,675,0,0,0,78670484,14665735,6006221635,0,675,456,2,1,14,14,3658,1,6006610763,5960242034,223533174,462753116,462769500,1,2,1,20361137104,73389,73389,14,14,14,462753116,12,3,562485,2361159,3820783,45853,6006610763,2310818,74852530,2343
520400.16,253952,62,323077,21285856138,45,99997991,894,49,49,5998,168,675,2427595,22,86885,43,109,147985928,1352,1,0,42,63,14,286,675,0,0,0,82725792,15538979,6270878881,0,675,456,2,1,14,14,3658,1,6271669609,6225973919,232111030,483431822,483431822,1,2,1,21270279272,73389,73389,14,14,14,483415438,12,3,568384,2480272,3963399,47882,6271669609,2427595,78765346,2343
522404.37,253952,62,335417,22098669144,49,105944470,953,51,51,5998,171,675,2506711,22,90457,43,109,148516832,1352,1,0,42,65,14,286,675,0,0,0,85795348,15909004,6511051467,0,675,456,2,1,14,14,3658,1,6508720138,6463478562,241858880,501909039,501909039,1,2,1,22083997716,73389,73389,14,14,14,501909039,12,3,573052,2561093,4066070,49697,6508720138,2506711,81732341,2343
524415.84,253952,62,348886,22986151664,49,107266687,978,55,55,5998,173,675,2584488,22,94238,43,109,148782284,1352,1,0,42,69,14,286,675,0,0,0,88751510,16632551,6768329585,0,675,456,2,1,14,14,3658,1,6767849482,6722960535,247526236,522063457,522079841,1,2,1,22970792108,73389,73389,14,14,14,522063457,12,3,585217,2640646,4180873,51674,6767849482,2584488,84573816,2343
526423.40,253952,62,364388,24007504696,49,110147402,1016,55,55,5998,176,675,2695257,22,98632,43,109,149578640,1352,1,0,42,69,14,286,675,0,0,0,92893495,18656767,7062321801,0,675,456,2,1,14,14,3658,1,7065639747,7021500964,258901090,545273047,545289431,1,2,1,23992014068,73389,73389,14,14,14,545273047,12,3,599854,2753670,4363934,53952,7065639747,2695257,88532881,2343
528435.37,253952,62,379705,25016628648,50,114586194,1052,55,55,5998,179,675,2818702,22,102975,43,109,149844092,1352,1,0,42,69,14,286,675,0,0,0,96921849,20242014,7360395456,0,675,456,2,1,14,14,3658,1,7360551747,7316436290,270492517,568224811,568224811,1,2,1,25001891684,73389,73389,14,14,14,568224811,12,3,607458,2879385,4518516,56202,7360551747,2818702,92406794,2343
530439.80,253952,62,393474,25922893848,50,116678931,1096,57,57,5998,184,675,2914664,22,107020,43,109,150905900,1352,1,0,42,71,14,286,675,0,0,0,100480352,21332006,7623058684,0,675,456,2,1,14,14,3658,1,7622964975,7581305841,278562859,588825471,588825471,1,2,1,25908320724,73389,73389,14,14,14,588825471,12,3,610446,2977190,4636213,58222,7622964975,2914664,95847718,2343
532098.94,253952,62,400982,26415782060,55,123144343,1113,57,57,5998,191,675,2945810,22,109422,49,226,158511825,1359,1,1038,48,78,42,567,675,564,1038,1082,102359472,21358787,7767443246,8,675,456,2,1,14,14,3658,1,7763869224,7725268584,344994163,600037902,600037902,1,2,1,26401667688,73389,73389,14,14,14,600037902,12,3,612670,3009215,4681388,59330,7763869224,2945810,97681766,2343
