timestamp_ms,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SchedulerNodeUpdate,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHit,ThreadPoolReaderPageCacheHitBytes,ThreadPoolReaderPageCacheHitElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
426727.63,253952,62,206131,13580891854,27,67545330,506,36,36,8818,147,675,1823424,14,53863,27,33,144800504,1352,1,26,50,18,12,796,675,55154289,21400684,4020518432,675,394,2,1,14,14,360,1,4022176720,3973725952,164203862,308306337,308322721,1,2,1,13565478828,73389,73389,14,14,14,308306337,6,3,672978,1860819,3526273,30709,4022176720,1823424,51629607,1991
428734.81,253952,62,220158,14505208914,31,75930457,548,39,39,8818,150,675,1961491,14,57827,27,33,145331408,1352,1,26,53,18,12,796,675,59504286,23399522,4290375087,675,394,2,1,14,14,360,1,4291922896,4243944237,182342864,329310564,329326948,1,2,1,14489664816,73389,73389,14,14,14,329310564,6,3,708779,2001154,3774379,32767,4291922896,1961491,55731609,1991
430741.69,253952,62,233336,15373620458,33,80887014,583,40,40,8818,152,675,2098374,14,61545,27,33,145596860,1352,1,26,54,18,12,796,675,63439636,25713939,4544359270,675,394,2,1,14,14,360,1,4545416144,4497778400,195206316,349055382,349055382,1,2,1,15357715912,73389,73389,14,14,14,349038998,6,3,729094,2143191,3983752,34701,4545416144,2098374,59457692,1991
432745.65,253952,62,244057,16079948242,38,87295609,626,40,40,8818,153,675,2161604,14,64508,27,33,145596860,1352,1,26,54,18,12,796,675,65849572,25796285,4752844646,675,394,2,1,14,14,360,1,4752116688,4704270983,204777833,365106052,365106052,1,2,1,16064666288,73389,73389,14,14,14,365106052,6,3,737128,2207758,4057177,36278,4752116688,2161604,61794282,1991
434753.71,253952,62,257095,16939136482,38,89955184,665,45,45,8818,156,675,2286807,14,68246,27,33,146127764,1352,1,26,59,18,12,796,675,69280893,26958374,5001586911,675,394,2,1,14,14,360,1,5003250640,4955529768,212675295,384607269,384629686,1,2,1,16922719836,73389,73389,14,14,14,384607269,6,3,767498,2334999,4241735,38194,5003250640,2286807,65040305,1991
436767.49,253952,62,271274,17873463278,40,95736185,704,46,46,8818,158,675,2420752,14,72206,27,33,146658668,1352,1,26,60,18,12,796,675,73538483,29204459,5277081283,675,394,2,1,14,14,360,1,5276535760,5228556981,227111707,405863289,405863289,1,2,1,17857263820,73389,73389,14,14,14,405846905,6,3,794814,2471193,4471452,40279,5276535760,2420752,69069184,1991
438784.03,253952,62,285356,18801119366,41,99552331,742,47,47,8818,160,675,2563932,14,76173,27,33,146658668,1352,1,26,61,18,12,796,675,77611254,31023952,5545366216,675,394,2,1,14,14,360,1,5546937296,5499714251,238077659,426951595,426951595,1,2,1,18785870180,73389,73389,14,14,14,426951595,6,3,818802,2616623,4653038,42342,5546937296,2563932,72960536,1991
440788.59,253952,62,297787,19619884082,44,105539443,799,47,47,8818,163,675,2661044,14,79762,27,33,147189572,1352,1,26,61,18,12,796,675,81096138,32107771,5785067672,675,394,2,1,14,14,360,1,5785623371,5739096013,249359546,445559884,445559884,1,2,1,19604634896,73389,73389,14,14,14,445559884,6,3,844130,2715598,4833212,44167,5785623371,2661044,76265346,1991
442798.55,253952,62,309507,20392213234,45,108096699,824,49,49,8818,165,675,2722768,14,82968,27,33,147455024,1352,1,26,63,18,12,796,675,83644488,32249350,6009816702,675,394,2,1,14,14,360,1,6011329355,5964807531,254811450,463113564,463113564,1,2,1,20376996816,73389,73389,14,14,14,463113564,6,3,855877,2778665,4905274,45889,6011329355,2722768,78741721,1991
444802.81,253952,62,320128,21091528666,50,114127805,860,52,52,8818,167,675,2792315,14,86024,27,33,147720476,1352,1,26,66,18,12,796,675,86307205,32764924,6216637062,675,394,2,1,14,14,360,1,6215177577,6169244428,264759951,479008586,479008586,1,2,1,21076377784,73389,73389,14,14,14,479008586,6,3,877420,2849570,5020205,47451,6215177577,2792315,81289601,1991
446815.01,253952,62,332610,21914061702,51,115837653,887,56,56,8818,169,675,2889908,14,89542,27,33,148251380,1352,1,26,70,18,12,796,675,89484137,33421870,6457128046,675,394,2,1,14,14,360,1,6455825769,6409594159,270493864,497706987,497706987,1,2,1,21899107428,73389,73389,14,14,14,497706987,6,3,902660,2948985,5162955,49287,6455825769,2889908,84323888,1991
448822.66,253952,62,346346,22818893868,54,122017285,934,59,59,8818,172,675,3021138,14,93497,27,33,148782284,1352,1,26,73,18,12,796,675,93330331,35006688,6719448902,675,394,2,1,14,14,360,1,6719352842,6674027100,282434596,518277038,518277038,1,2,1,22803468776,73389,73389,14,14,14,518260654,6,3,940882,3082295,5401535,51304,6719352842,3021138,87931612,1991
450827.51,253952,62,358753,23636511704,57,127133458,984,59,59,8818,174,675,3119050,14,96985,27,33,149047736,1352,1,26,73,18,12,796,675,96736497,35981000,6960588984,675,394,2,1,14,14,360,1,6958297098,6913122930,294152186,536852559,536852559,1,2,1,23621512596,73389,73389,14,14,14,536852559,6,3,964346,3181949,5552876,53127,6958297098,3119050,91186531,1991
452833.08,253952,62,368601,24285200576,57,128856609,1026,60,60,8818,177,675,3174408,14,99835,27,33,149844092,1352,1,26,74,18,12,796,675,99058169,36006765,7149011117,675,394,2,1,14,14,360,1,7147035459,7102649307,298130092,551600701,551600701,1,2,1,24270430844,73389,73389,14,14,14,551600701,6,3,1046287,3238530,5756762,54573,7147035459,3174408,93304397,1991
454843.08,253952,62,378514,24938309820,58,131427917,1050,63,63,8818,179,675,3246798,14,102683,27,33,149844092,1352,1,26,77,18,12,796,675,101726330,36437791,7338373792,675,394,2,1,14,14,360,1,7337745219,7293531575,304055542,566432922,566449306,1,2,1,24923048568,73389,73389,14,14,14,566432922,6,3,1180112,3312387,6105257,56028,7337745219,3246798,95624153,1991
456849.56,253952,62,392455,25855581760,58,136035722,1093,65,65,8818,184,675,3365410,14,106722,27,33,150905900,1352,1,26,79,18,12,796,675,105656623,38099536,7603783540,675,394,2,1,14,14,360,1,7603566319,7561579557,315841455,587289693,587306077,1,2,1,25840746492,73389,73389,14,14,14,587289693,6,3,1216231,3434660,6355292,58074,7603566319,3365410,99304529,1991
