timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptionResumes,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,InterfaceHTTPSendBytes,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,MergingSortedMilliseconds,NetworkSendBytes,NetworkSendElapsedMicroseconds,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OSWriteChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SchedulerNodeUpdate,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHit,ThreadPoolReaderPageCacheHitBytes,ThreadPoolReaderPageCacheHitElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
245498.85,1,253952,62,140279,9242179778,35,49116403,0,368,37,37,10641,136,0,675,891095,9,35271,44,74,142942340,1352,1,0,43,51,14,234,675,0,0,0,30535018,2998835,2755168778,0,675,434,2,1,14,14,354,1,2755001136,2705559556,91310872,209694776,209694776,1,2,1,9226570144,73389,73389,14,14,14,209694776,5,3,538809,910182,2076014,21038,2755001136,891095,28460115,2015
247514.72,1,253952,62,154900,10205100850,35,50808144,0,396,40,40,10641,139,0,675,980467,9,39430,44,74,143473244,1352,1,0,43,54,14,234,675,0,0,0,33841564,3784254,3034973227,0,675,434,2,1,14,14,354,1,3035859920,2987016800,97418079,231581580,231581580,1,2,1,10189589520,73389,73389,14,14,14,231581580,5,3,554492,1001676,2208457,23184,3035859920,980467,31634348,2015
249529.63,1,253952,62,171659,11309524070,36,55283886,0,437,41,41,10641,142,0,675,1105676,9,44161,44,74,144004148,1352,1,0,43,55,14,234,675,0,0,0,37947001,5020910,3358351840,0,675,434,2,1,14,14,354,1,3358428112,3309753128,106922174,256681363,256697747,1,2,1,11293979972,73389,73389,14,14,14,256681363,5,3,564393,1130476,2404100,25645,3358428112,1105676,35544291,2015
251540.80,1,253952,62,187889,12378868502,40,61897035,0,483,44,44,10641,144,0,675,1231520,9,48693,44,74,144269600,1352,1,0,43,58,14,234,675,0,0,0,41981710,6408757,3670702276,0,675,434,2,1,14,14,354,1,3671034832,3622336242,121378669,280974456,280996873,1,2,1,12362876064,73389,73389,14,14,14,280974456,5,3,580462,1258854,2597378,28030,3671034832,1231520,39385867,2015
253550.42,1,253952,62,204004,13440700426,40,64214937,0,526,45,45,10641,147,0,675,1369068,9,53259,44,74,144800504,1352,1,0,43,59,14,234,675,0,0,0,45981043,7729050,3979784827,0,675,434,2,1,14,14,354,1,3981020112,3932730533,129728614,305109742,305126126,1,2,1,13424828648,73389,73389,14,14,14,305109742,5,3,587271,1398875,2758915,30395,3981020112,1369068,43223815,2015
255555.65,1,253952,62,215998,14230986442,43,68573322,0,565,45,45,10641,149,0,675,1437723,9,56634,44,74,145065956,1352,1,0,43,59,14,234,675,0,0,0,48512200,7916765,4213182602,0,675,434,2,1,14,14,354,1,4211837904,4163780236,136802440,323073022,323089406,1,2,1,14215212968,73389,73389,14,14,14,323073022,5,3,590980,1468992,2848761,32156,4211837904,1437723,45665217,2015
257565.82,1,253952,62,231300,15239658258,43,71038383,0,601,48,48,10641,151,0,675,1541739,9,60928,44,74,145596860,1352,1,0,43,62,14,234,675,0,0,0,51913897,8553470,4506260340,0,675,434,2,1,14,14,354,1,4506487760,4458637114,143908849,345995892,346012276,1,2,1,15223819248,73389,73389,14,14,14,345995892,5,3,606409,1575213,2993142,34405,4506618832,1541784,48922669,2015
259575.18,1,253952,62,248725,16387463002,44,73924673,0,636,49,49,10641,154,0,675,1675967,9,65845,44,74,145862312,1352,1,0,43,63,14,234,675,0,0,0,56133217,9799412,4840241310,0,675,434,2,1,14,14,354,1,4841901008,4794153289,153358065,372097258,372097258,1,2,1,16371558456,73389,73389,14,14,14,372080874,5,3,616926,1712011,3186687,36963,4841901008,1675967,52948589,2015
261591.62,1,253952,62,265129,17468620942,46,78606685,0,673,52,52,10641,157,0,675,1819969,9,70475,44,74,146393216,1352,1,0,43,66,14,234,675,0,0,0,60144754,11401468,5156920175,0,675,434,2,1,14,14,354,1,5157915600,5110219771,164170903,396664561,396664561,1,2,1,17453240684,73389,73389,14,14,14,396664561,5,3,629305,1858495,3384277,39374,5157915600,1819969,56762683,2015
263598.45,1,253952,62,281176,18525851626,48,83307718,0,716,52,52,10641,160,0,675,1953546,9,75019,44,74,146658668,1352,1,0,43,66,14,234,675,0,0,0,64192309,12915455,5466782858,0,675,434,2,1,14,14,354,1,5466721232,5419225943,175653465,420695510,420695510,1,2,1,18509881544,73389,73389,14,14,14,420679126,5,3,637606,1995623,3557405,41730,5466721232,1953546,60637247,2015
265604.11,1,253952,62,295956,19499091310,50,87405146,0,766,54,54,10641,162,0,675,2066912,9,79157,44,74,146924120,1352,1,0,43,68,14,234,675,0,0,0,67815265,13883788,5750548580,0,675,434,2,1,14,14,354,1,5750496075,5703789047,185833772,442813849,442813849,1,2,1,19483809356,73389,73389,14,14,14,442813849,5,3,646605,2111135,3676717,43899,5750496075,2066912,64141015,2015
267612.80,1,253952,62,307185,20239242286,52,91135837,0,784,55,55,10641,164,0,675,2129099,9,82335,44,74,147455024,1352,1,0,43,69,14,234,675,0,0,0,70144963,13920638,5968089199,0,675,434,2,1,14,14,354,1,5966502731,5920114834,191944399,459622057,459638441,1,2,1,20223370508,73389,73389,14,14,14,459622057,5,3,654143,2174773,3751809,45547,5966502731,2129099,66395717,2015
269619.57,1,253952,62,323028,21282644874,52,93834970,0,821,57,57,10641,168,0,675,2243335,9,86881,44,74,147985928,1352,1,0,43,71,14,234,675,0,0,0,74118152,15086668,6270117488,0,675,434,2,1,14,14,354,1,6270752105,6225007888,199860211,483349902,483366286,1,2,1,21267395688,73389,73389,14,14,14,483349902,5,3,666463,2291430,3908572,47875,6270752105,2243335,70212292,2015
271624.32,1,253952,62,334954,22068325976,55,98306464,0,856,57,57,10641,171,1,675,2306069,9,90329,44,74,148516832,1352,1,0,43,71,14,234,675,0,0,0,76809229,15286386,6501495444,0,675,434,2,1,14,14,354,1,6499938314,6454590952,207987321,501220911,501220911,1,2,1,22053720084,73389,73389,14,14,14,501220911,5,3,669448,2355808,3982657,49630,6499938314,2306069,72829384,2015
273635.52,1,253952,62,347074,22866869528,55,99942228,0,906,58,58,10641,173,1,675,2365464,9,93747,44,74,148782284,1352,1,0,43,72,14,234,675,0,0,0,79303369,15291711,6733576199,0,675,434,2,1,14,14,354,1,6733508618,6688106353,212139482,519364415,519364415,1,2,1,22852034260,73389,73389,14,14,14,519364415,5,3,677393,2416658,4070723,51412,6733508618,2365464,75235543,2015
275640.91,1,253952,62,362775,23901264224,55,101801087,0,949,62,62,10641,176,1,675,2478576,9,98194,44,74,149578640,1352,1,0,43,76,14,234,675,0,0,0,83244162,16062923,7031897676,0,675,434,2,1,14,14,354,1,7035099971,6990449766,219315674,542868917,542885301,1,2,1,23886232348,73389,73389,14,14,14,542868917,5,3,693704,2532167,4234185,53719,7035099971,2478576,79012017,2015
277650.33,1,253952,62,379123,24978221244,58,107699996,0,994,63,63,10641,179,1,675,2596742,9,102816,44,74,149844092,1352,1,0,43,77,14,234,675,0,0,0,87337780,16783993,7348976259,0,675,434,2,1,14,14,354,1,7349148483,7305238342,229864650,567350426,567350426,1,2,1,24962697848,73389,73389,14,14,14,567334042,5,3,707011,2652791,4387992,56115,7349148483,2596742,82952981,2015
279658.18,1,253952,62,394222,25972180228,59,111809636,0,1042,65,65,10641,184,1,675,2705905,9,107200,44,74,150905900,1352,1,0,43,79,14,234,675,0,0,0,91349427,17563117,7637172339,0,675,434,2,1,14,14,354,1,7637733701,7595717780,239944169,589945616,589945616,1,2,1,25956886208,73389,73389,14,14,14,589929232,5,3,719048,2765062,4548871,58335,7637733701,2705905,86803886,2015
280813.47,1,253952,62,400982,26415782060,62,115035720,2,1062,68,68,10641,191,1,675,2755819,9,109422,51,74,158511825,1359,1,1038,50,89,43,269,675,590,1038,108,93668458,18385194,7767190637,8,675,434,2,1,14,14,354,1,7763869224,7725268584,303485298,600037902,600037902,1,2,1,26401667688,73389,73389,14,14,14,600037902,5,3,746382,2816100,4687096,59330,7763869224,2755819,88984774,2015
