timestamp_ms,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptionResumes,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,InterfaceHTTPSendBytes,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,MergingSortedMilliseconds,NetworkSendBytes,NetworkSendElapsedMicroseconds,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OSWriteChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SchedulerNodeUpdate,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLockWaitMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHit,ThreadPoolReaderPageCacheHitBytes,ThreadPoolReaderPageCacheHitElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
116886.45,253952,62,216294,14250650550,2,2001797,0,2,32,32,5212,149,675,1807382,51,56720,42,3013,145065956,1352,1,0,41,46,1,9,6424,675,0,0,0,58345082,27380580,4212282118,0,675,374,2,1,14,14,508,1,4217474000,4169508471,236499782,323521423,323537807,1,2,1,14234942612,73389,73389,14,14,14,323521423,9,1,3,793540,1840789,3854533,32199,4217474000,1807382,54492174,1946
118893.00,253952,62,230070,15158518074,2,2001797,0,2,32,32,5212,151,675,1943211,51,60590,42,3013,145596860,1352,1,0,41,46,1,9,6424,675,0,0,0,62477547,29744466,4478194755,0,675,374,2,1,14,14,508,1,4482501584,4434922271,252024173,344165202,344165202,1,2,1,15142547992,73389,73389,14,14,14,344148818,9,1,3,823645,1978868,4102356,34221,4482501584,1943211,58376919,1946
120898.91,253952,62,244149,16085977554,2,2001797,0,2,32,32,5212,154,675,2087613,51,64587,42,3013,145596860,1352,1,0,41,46,1,9,6424,675,0,0,0,66797537,32179333,4749479919,0,675,374,2,1,14,14,508,1,4753820624,4706022962,269875829,365245316,365245316,1,2,1,16070793904,73389,73389,14,14,14,365245316,9,1,3,857309,2129545,4390802,36291,4753820624,2087613,62408563,1946
122905.23,253952,62,258371,17023074134,3,3003197,0,18,32,32,5212,156,675,2230454,51,68585,42,3013,146127764,1352,1,0,41,46,1,9,6424,675,0,0,0,71126642,34629860,5022733234,0,675,374,2,1,14,14,508,1,5027630032,4980066402,442834758,386519879,386536263,1,2,1,17006874676,73389,73389,14,14,14,386519879,9,1,3,885701,2274793,4664862,38380,5027630032,2230454,66463708,1946
124915.90,253952,62,273121,17995304626,19,19010177,0,19,32,32,5212,158,675,2361164,51,72710,42,3013,146658668,1352,1,0,41,46,1,9,6424,675,0,0,0,76030572,37140338,5311731913,0,675,374,2,1,14,14,508,1,5311400912,5264166310,860831855,408617516,408633900,1,2,1,17979170704,73389,73389,14,14,14,408617516,9,1,3,920274,2407846,4961956,40545,5311400912,2361164,71070656,1946
126922.16,253952,62,287633,18950980662,19,19010177,0,19,32,32,5212,161,675,2499060,51,76830,42,3013,146924120,1352,1,0,41,46,1,9,6424,675,0,0,0,80375482,39337038,5585255674,0,675,374,2,1,14,14,508,1,5590195019,5543502221,875574764,430342639,430359023,1,2,1,18935076116,73389,73389,14,14,14,430342639,9,1,3,942415,2548089,5203538,42676,5590195019,2499060,75174090,1946
128926.35,253952,62,307571,20264804634,19,19010177,0,19,32,32,5212,164,675,2605517,51,82436,42,3013,147455024,1352,1,0,41,46,1,9,6424,675,0,0,0,84992326,39703091,5971823814,0,675,374,2,1,14,14,508,1,5973973835,5927560400,886249579,460217914,460217914,1,2,1,20249588216,73389,73389,14,14,14,460217914,9,1,3,952252,2657028,5366060,45604,5973973835,2605517,79628581,1946
130931.97,253952,62,324816,21400619598,19,19010177,0,20,32,32,5212,168,675,2732069,51,87359,42,3013,147985928,1352,1,0,41,46,1,9,6424,675,0,0,0,89609489,40831367,6304913740,0,675,374,2,1,14,14,508,1,6305092969,6259515269,908742306,486038593,486038593,1,2,1,21384711744,73389,73389,14,14,14,486016176,9,1,3,984428,2787868,5622909,48137,6305092969,2732069,83989029,1946
132939.71,253952,62,338376,22293651976,28,30403674,0,70,33,33,5212,171,675,2834550,51,91262,42,3013,148516832,1352,1,0,41,47,1,9,6424,675,0,0,0,93692552,41676703,6566213739,0,675,374,2,1,14,14,508,1,6565605386,6520490193,1093750448,506340467,506340467,1,2,1,22278259652,73389,73389,14,14,14,506324083,9,1,3,994267,2892459,5781056,50131,6565605386,2834550,87914082,1946
134945.13,253952,62,353693,23303041380,29,35436467,0,133,33,33,5212,174,675,2959145,51,95605,42,3013,149047736,1352,1,0,41,47,1,9,6424,675,0,0,0,98063585,42063640,6859043691,0,675,374,2,1,14,14,508,1,6861041674,6815641055,1103279510,529273688,529273688,1,2,1,23287321376,73389,73389,14,14,14,529257304,9,1,3,997655,3019556,5933108,52385,6861041674,2959145,92133209,1946
136953.25,253952,62,371417,24470811760,29,36340979,0,168,37,37,5212,177,675,3085975,51,100611,42,3013,149844092,1352,1,0,41,51,1,9,6424,675,0,0,0,102802432,42230342,7198413142,0,675,374,2,1,14,14,508,1,7201168195,7156910867,1113991689,555819137,555819137,1,2,1,24455321132,73389,73389,14,14,14,555802753,9,1,3,1024210,3149073,6145268,54986,7201168195,3085975,96660050,1946
138956.28,253952,62,392053,25829236288,29,40048260,0,174,49,49,5212,184,675,3161677,51,106609,42,3013,150905900,1352,1,0,41,63,10,9,6424,675,0,0,0,106796755,42276029,7596120582,0,675,374,2,1,14,14,508,1,7595833071,7553887169,1122047395,586699869,586699869,1,2,1,25814073340,73389,73389,14,14,14,586683485,9,1,3,1028781,3226795,6245563,58015,7595833071,3161677,100554239,1946
139917.52,253952,62,400982,26415782060,33,40061155,4,178,54,54,5212,191,675,3192569,51,109422,49,3013,158511825,1359,1,1037,48,75,10,41,6444,675,744,1037,72,108911306,42290907,7767009284,8,675,374,2,1,14,14,508,1,7763869224,7725268584,1220634918,600037902,600037902,1,2,1,26401667688,73389,73389,14,14,14,600037902,9,1,3,1032906,3258537,6322016,59330,7763869224,3192569,102592431,1946
