timestamp_ms,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptionResumes,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,InterfaceHTTPReceiveBytes,InterfaceHTTPSendBytes,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,MergingSortedMilliseconds,NetworkReceiveBytes,NetworkReceiveElapsedMicroseconds,NetworkSendBytes,NetworkSendElapsedMicroseconds,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OSWriteChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SchedulerNodeUpdate,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHit,ThreadPoolReaderPageCacheHitBytes,ThreadPoolReaderPageCacheHitElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
296940.97,253952,62,229343,15110607950,32,67816994,0,636,36,36,5214,151,675,1626977,19,60384,30,45,145596860,1352,1,626,0,29,50,4,2886,675,0,626,9,0,0,57564804,9362418,4469301214,0,675,348,2,1,14,14,448,1,4468739024,4420931727,144671156,343061441,343077825,1,2,1,15094703404,73389,73389,14,14,14,343061441,13,3,612798,1664766,3174641,34116,4468739024,1626977,54392346,2084
298947.70,253952,62,243505,16043506918,32,70454245,0,682,36,36,5214,153,675,1758722,19,64358,30,45,145596860,1352,1,626,0,29,50,4,2886,675,0,626,9,0,0,61714513,9860914,4741546304,0,675,348,2,1,14,14,448,1,4741368784,4693610775,152519087,364264435,364280819,1,2,1,16027635140,73389,73389,14,14,14,364264435,13,3,629450,1799003,3378526,36196,4741368784,1758722,58338318,2084
300952.03,253952,62,256170,16878298494,32,73320896,0,738,36,36,5214,155,675,1863951,19,67922,30,45,146127764,1352,1,626,0,29,50,4,2886,675,0,626,9,0,0,65135275,10148218,4986901528,0,675,348,2,1,14,14,448,1,4985424848,4937666204,157547131,383247397,383247397,1,2,1,16862885468,73389,73389,14,14,14,383247397,13,3,645144,1906287,3541264,38058,4985424848,1863951,61596456,2084
302960.29,253952,62,266885,17584233062,34,76999346,0,756,38,38,5214,157,675,1929176,19,70957,30,45,146393216,1352,1,626,0,29,52,4,2886,675,0,626,9,0,0,67814018,10257824,5193705358,0,675,348,2,1,14,14,448,1,5191470032,5144014014,165788463,399281683,399298067,1,2,1,17568394052,73389,73389,14,14,14,399281683,13,3,662798,1972979,3681405,39630,5191470032,1929176,64135171,2084
304967.04,253952,62,280992,18513793002,35,79567593,0,801,38,38,5214,159,675,2051376,19,74912,30,45,146658668,1352,1,626,0,29,52,4,2886,675,0,626,9,0,0,71869274,10901272,5465558663,0,675,348,2,1,14,14,448,1,5463182288,5415686021,173414260,420408790,420425174,1,2,1,18497986760,73389,73389,14,14,14,420408790,13,3,677569,2097627,3856457,41703,5463182288,2051376,68015519,2084
306971.86,253952,62,293999,19370306454,36,83662409,0,860,40,40,5214,162,675,2164357,19,78651,30,45,146924120,1352,1,626,0,29,54,4,2886,675,0,626,9,0,0,75716680,11511101,5713414117,0,675,348,2,1,14,14,448,1,5712747339,5666138576,182453204,439885431,439885431,1,2,1,19354958964,73389,73389,14,14,14,439885431,13,3,708731,2212749,4092663,43611,5712747339,2164357,71626843,2084
308976.65,253952,62,303821,20017717374,38,87267767,0,881,40,40,5214,164,675,2217769,19,81413,30,45,147455024,1352,1,626,0,29,54,4,2886,675,0,626,9,0,0,77865383,11515328,5904733786,0,675,348,2,1,14,14,448,1,5901884235,5855364986,188245373,454600805,454600805,1,2,1,20002435420,73389,73389,14,14,14,454600805,13,3,720527,2267380,4180695,45054,5901884235,2217769,73687605,2084
310980.92,253952,62,316277,20837822270,41,92031942,0,935,43,43,5214,167,675,2306040,19,84986,30,45,147720476,1352,1,626,0,29,57,4,2886,675,0,626,9,0,0,81107090,11843192,6143426392,0,675,348,2,1,14,14,448,1,6140728681,6095063833,196840442,473244021,473244021,1,2,1,20822736924,73389,73389,14,14,14,473244021,13,3,750956,2357481,4335354,46883,6140728681,2306040,76774770,2084
312993.61,253952,62,327869,21601762814,41,93588807,0,957,44,44,5214,169,675,2387688,19,88249,30,45,148251380,1352,1,626,0,29,58,4,2886,675,0,626,9,0,0,83957700,11983559,6367017524,0,675,348,2,1,14,14,448,1,6364337513,6318318897,201471015,490609285,490609285,1,2,1,21586808540,73389,73389,14,14,14,490609285,13,3,766275,2440806,4444149,48589,6364337513,2387688,79516703,2084
315001.62,253952,62,342166,22543626128,41,95400049,0,995,47,47,5214,172,675,2503330,19,92353,30,45,148782284,1352,1,626,0,29,61,4,2886,675,0,626,9,0,0,88068730,12508310,6639853626,0,675,348,2,1,14,14,448,1,6638612490,6593556311,208425421,512020953,512020953,1,2,1,22528921932,73389,73389,14,14,14,512020953,13,3,802002,2558809,4650037,50688,6638612490,2503330,83421976,2084
317007.82,253952,62,356346,23477970196,44,99617673,0,1039,47,47,5214,174,675,2621775,19,96328,30,45,149047736,1352,1,626,0,29,61,4,2886,675,0,626,9,0,0,92106302,13007831,6914073511,0,675,348,2,1,14,14,448,1,6911897610,6866813533,217384597,533246364,533246364,1,2,1,23462840016,73389,73389,14,14,14,533246364,13,3,818834,2679770,4821651,52773,6911897610,2621775,87288097,2084
319017.27,253952,62,370087,24383117976,44,100989362,0,1076,48,48,5214,177,675,2744283,19,100242,30,45,149844092,1352,1,626,0,29,62,4,2886,675,0,626,9,0,0,96161709,13466245,7179106251,0,675,348,2,1,14,14,448,1,7175871299,7131299526,223553149,553824607,553824607,1,2,1,24368282708,73389,73389,14,14,14,553824607,13,3,837077,2804750,4975224,54793,7175871299,2744283,91190071,2084
321021.69,253952,62,381631,25143647340,46,104360133,0,1123,48,48,5214,179,675,2832882,19,103498,30,45,149844092,1352,1,626,0,29,62,4,2886,675,0,626,9,0,0,99055608,13662920,7400460426,0,675,348,2,1,14,14,448,1,7397776195,7353587004,230104981,571110110,571110110,1,2,1,25128844840,73389,73389,14,14,14,571110110,13,3,848255,2895043,5076687,56486,7397776195,2832882,93982612,2084
323028.70,253952,62,393238,25907161900,46,105729302,0,1156,50,50,5214,184,675,2914357,19,106933,30,45,150905900,1352,1,626,0,29,64,4,2886,675,0,626,9,0,0,102177995,13929962,7620259160,0,675,348,2,1,14,14,448,1,7618508527,7576679881,235122834,588458990,588475374,1,2,1,25892195560,73389,73389,14,14,14,588458990,13,3,879851,2978311,5196493,58189,7618639599,2914357,96985305,2084
324322.28,253952,62,400982,26415782060,49,108268282,2,1190,52,52,5214,191,675,2968196,19,109422,37,45,158511825,1359,1,626,1038,36,73,29,2917,675,563,626,9,1038,116,104771320,14440944,7767680024,8,675,348,2,1,14,14,448,1,7763869224,7725268584,300857279,600037902,600037902,1,2,1,26401667688,73389,73389,14,14,14,600037902,13,3,897888,3033431,5282505,59330,7763869224,2968196,99492710,2084
