timestamp_ms,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptionResumes,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,InterfaceHTTPSendBytes,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,MergingSortedMilliseconds,NetworkSendBytes,NetworkSendElapsedMicroseconds,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OSWriteChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,QueryTimeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SchedulerNodeUpdate,SelectQueriesWithSubqueries,SelectQuery,SelectQueryTimeMicroseconds,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHit,ThreadPoolReaderPageCacheHitBytes,ThreadPoolReaderPageCacheHitElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
501159.51,253952,62,235892,15541926830,26,58536849,0,527,28,28,6880,152,675,1560806,27,62226,23,197,145596860,1352,1,0,22,42,9,5454,675,0,0,0,52401100,13135321,4594750894,0,675,467,2,1,14,14,439,0,1,4594568144,4546915458,135407058,352874569,352890953,1,2,1,0,15526481036,73389,73389,14,14,14,352874569,11,3,594992,1593007,3128599,35076,4594568144,1560806,49274322,2165
503168.35,253952,62,252474,16634750178,26,59526224,0,572,30,30,6880,155,675,1686607,27,66912,23,197,146127764,1352,1,0,22,44,9,5454,675,0,0,0,56373683,14097074,4914703482,0,675,467,2,1,14,14,439,0,1,4914383824,4866478848,141758168,377712208,377712208,1,2,1,0,16618616256,73389,73389,14,14,14,377695824,11,3,608164,1723215,3298199,37516,4914383824,1686607,53077442,2165
505179.27,253952,62,268831,17712562474,26,61914127,0,618,30,30,6880,158,675,1824143,27,71542,23,197,146393216,1352,1,0,22,44,9,5454,675,0,0,0,60354434,15065632,5229147052,0,675,467,2,1,14,14,439,0,1,5229218768,5181510817,149527279,402207942,402207942,1,2,1,0,17697149448,73389,73389,14,14,14,402207942,11,3,611600,1863122,3435675,39918,5229218768,1824143,56920854,2165
507193.74,253952,62,285330,18799415430,26,65205369,0,655,31,31,6880,160,675,1952238,27,76155,23,197,146658668,1352,1,0,22,45,9,5454,675,0,0,0,64354456,16140167,5545031477,0,675,467,2,1,14,14,439,0,1,5546150864,5499200889,158457314,426902443,426918827,1,2,1,0,18783707492,73389,73389,14,14,14,426902443,11,3,622050,1993594,3604454,42336,5546150864,1952238,60752227,2165
509199.08,253952,62,300119,19773510390,28,68718506,0,706,31,31,6880,163,675,2057761,27,80346,23,197,147189572,1352,1,0,22,45,9,5454,675,0,0,0,67884196,16801569,5831287264,0,675,467,2,1,14,14,439,0,1,5830581067,5783998274,166734102,449051391,449051391,1,2,1,0,19758261204,73389,73389,14,14,14,449051391,11,3,626901,2101003,3743177,44510,5830581067,2057761,64143362,2165
511211.02,253952,62,312333,20578021026,29,71607579,0,729,33,33,6880,166,675,2124156,27,83869,23,197,147720476,1352,1,0,22,47,9,5454,675,0,0,0,70453608,16959380,6065906735,0,675,467,2,1,14,14,439,0,1,6064969065,6019096981,172163673,467323808,467340192,1,2,1,0,20562247552,73389,73389,14,14,14,467323808,11,3,636028,2168884,3835120,46305,6064969065,2124156,66620932,2165
513219.21,253952,62,328650,21653211882,30,74842665,0,770,36,36,6880,169,675,2231920,27,88466,23,197,148251380,1352,1,0,22,50,9,5454,675,0,0,0,74391298,17940068,6376693899,0,675,467,2,1,14,14,439,0,1,6379279721,6333339419,181270578,491778582,491778582,1,2,1,0,21637536712,73389,73389,14,14,14,491762198,11,3,647720,2278895,3990243,48703,6379279721,2231920,70403643,2165
515231.11,253952,62,344387,22689977940,32,80077202,0,809,36,36,6880,172,675,2350321,27,92965,23,197,148782284,1352,1,0,22,50,9,5454,675,0,0,0,78632212,19051680,6682561851,0,675,467,2,1,14,14,439,0,1,6681604106,6636318424,192638214,515348620,515348620,1,2,1,0,22674618384,73389,73389,14,14,14,515332236,11,3,654323,2399553,4140975,51016,6681604106,2350321,74493960,2165
517245.26,253952,62,360330,23740392880,33,83440444,0,845,38,38,6880,175,675,2459418,27,97471,23,197,149313188,1352,1,0,22,52,9,5454,675,0,0,0,82693924,20194944,6989277629,0,675,467,2,1,14,14,439,0,1,6988313773,6943463141,201934030,539215729,539215729,1,2,1,0,23725492076,73389,73389,14,14,14,539215729,11,3,663154,2510883,4286845,53359,6988313773,2459418,78409954,2165
519251.83,253952,62,376282,24791237112,35,88028633,0,891,39,39,6880,178,675,2582088,27,101992,23,197,149844092,1352,1,0,22,53,9,5454,675,0,0,0,86739974,21547255,7294686368,0,675,467,2,1,14,14,439,0,1,7295015747,7250500881,212960292,563097063,563113447,1,2,1,0,24776270772,73389,73389,14,14,14,563097063,11,3,671378,2636564,4464753,55702,7295015747,2582088,82278240,2165
521260.81,253952,62,391612,25800069460,36,91288469,0,927,42,42,6880,184,675,2696001,27,106489,23,197,150640448,1352,1,0,22,56,9,5454,675,0,0,0,90699220,23210414,7587764227,0,675,467,2,1,14,14,439,0,1,7587444463,7545364969,223157291,586022092,586038476,1,2,1,0,25784972048,73389,73389,14,14,14,586022092,11,3,694151,2752699,4638687,57951,7587444463,2696001,86063677,2165
523076.81,253952,62,400982,26415782060,41,96881379,1,958,42,42,6880,194,675,2737219,27,109422,30,197,158511825,1359,1,1038,29,63,22,5476,675,613,1038,113,92809105,23261594,7767150448,8,675,467,2,1,14,14,439,54043735,1,7763869224,7725268584,339021801,600037902,600037902,1,2,1,54043735,26401667688,73389,73389,14,14,14,600037902,11,3,696073,2794941,4675968,59330,7763869224,2737219,88136359,2165
