timestamp_ms,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SchedulerNodeUpdate,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHit,ThreadPoolReaderPageCacheHitBytes,ThreadPoolReaderPageCacheHitElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
563617.52,253952,62,144842,9542813258,26,45210668,373,30,30,5405,137,2,675,955829,35,36576,37,22,142942340,1352,1,36,44,14,2718,675,33867564,6537706,2842489767,675,567,2,1,14,14,1906,1,2843081520,2793481147,95643778,216513950,216530334,1,2,1,9526613800,73389,73389,14,14,14,216513950,13,3,558972,976854,2229109,21710,2843081520,955829,31639738,2935
565621.98,253952,62,155340,10234202142,28,48818534,408,30,30,5405,139,2,675,1009189,35,39542,37,22,143473244,1352,1,36,44,14,2718,675,36237693,6572546,3044794167,675,567,2,1,14,14,1906,1,3044379600,2995522726,101673351,232242973,232242973,1,2,1,10218690812,73389,73389,14,14,14,232242973,13,3,561152,1031604,2287005,23249,3044379600,1009189,33952059,2935
567635.45,253952,62,169577,11172547214,28,50642025,442,33,33,5405,141,2,675,1115637,35,43537,37,22,144004148,1352,1,36,47,14,2718,675,39783266,7541221,3317694125,675,567,2,1,14,14,1906,1,3318451152,3269723798,108691519,253556337,253572721,1,2,1,11156478828,73389,73389,14,14,14,253556337,13,3,581274,1140240,2460148,25340,3318451152,1115637,37324632,2935
569640.19,253952,62,182156,12000906338,31,56016613,491,33,33,5405,143,2,675,1204209,35,47073,37,22,144004148,1352,1,36,47,14,2718,675,43042996,8129712,3561084164,675,567,2,1,14,14,1906,1,3560410064,3511902839,118442780,272398320,272398320,1,2,1,11985526080,73389,73389,14,14,14,272398320,13,3,584358,1231353,2579011,27186,3560410064,1204209,40465617,2935
571654.23,253952,62,193642,12758165518,31,57667503,509,36,36,5405,145,2,675,1278368,35,50324,37,22,144535052,1352,1,36,50,14,2718,675,45800592,8644784,3782828460,675,567,2,1,14,14,1906,1,3781790672,3733273939,123543263,289605777,289605777,1,2,1,12742654188,73389,73389,14,14,14,289605777,13,3,595511,1307110,2688579,28875,3781790672,1278368,43113750,2935
573661.07,253952,62,208644,13746645630,32,61488724,552,37,37,5405,148,2,675,1398394,35,54580,37,22,145065956,1352,1,36,51,14,2718,675,49807667,9792142,4070146421,675,567,2,1,14,14,1906,1,4070280144,4022212524,132557080,312074213,312074213,1,2,1,13731265372,73389,73389,14,14,14,312074213,13,3,600878,1429436,2846562,31076,4070280144,1398394,46962985,2935
575674.17,253952,62,223355,14716054766,33,65376913,602,37,37,5405,150,2,675,1524238,35,58695,37,22,145331408,1352,1,36,51,14,2718,675,53861748,10603239,4353001146,675,567,2,1,14,14,1906,1,4353395664,4305601671,142545595,334092089,334108473,1,2,1,14700051916,73389,73389,14,14,14,334092089,13,3,607747,1557572,3009769,33236,4353395664,1524238,50853989,2935
577682.19,253952,62,237985,15679890034,33,68731707,648,39,39,5405,153,2,675,1641972,35,62844,37,22,145596860,1352,1,36,53,14,2718,675,57782987,11692747,4633766576,675,567,2,1,14,14,1906,1,4635200464,4587311386,151219670,356013820,356013820,1,2,1,15664608080,73389,73389,14,14,14,356013820,13,3,613473,1677666,3164842,35386,4635200464,1641972,54620304,2935
579686.54,253952,62,250278,16490036766,37,75182813,694,39,39,5405,154,2,675,1712228,35,66261,37,22,145862312,1352,1,36,53,14,2718,675,60664160,12027904,4872552005,675,567,2,1,14,14,1906,1,4871785424,4824164727,161866066,374425501,374441885,1,2,1,16474722044,73389,73389,14,14,14,374425501,13,3,616808,1749526,3261411,37191,4871785424,1712228,57405014,2935
581695.13,253952,62,263224,17342978506,37,77273547,723,42,42,5405,157,2,675,1802711,35,69964,37,22,146393216,1352,1,36,56,14,2718,675,63848533,12452486,5121057632,675,567,2,1,14,14,1906,1,5121215440,5073527601,167854918,393795646,393812030,1,2,1,17327008424,73389,73389,14,14,14,393795646,13,3,630054,1841918,3391459,39094,5121215440,1802711,60459462,2935
583701.83,253952,62,278368,18340764730,38,80358454,764,44,44,5405,159,2,675,1918481,35,74195,37,22,146658668,1352,1,36,58,14,2718,675,68030232,13481023,5411927735,675,567,2,1,14,14,1906,1,5412588496,5365134843,176846185,416485266,416485266,1,2,1,18325351704,73389,73389,14,14,14,416485266,13,3,638312,1960081,3535869,41317,5412588496,1918481,64496904,2935
585711.76,253952,62,293096,19310596542,39,85266907,801,45,45,5405,162,2,675,2032501,35,78377,37,22,146924120,1352,1,36,59,14,2718,675,72101118,14763735,5696764568,675,567,2,1,14,14,1906,1,5695052619,5648679351,188232729,438529877,438529877,1,2,1,19295314588,73389,73389,14,14,14,438529877,13,3,650661,2076428,3702734,43476,5695052619,2032501,68401077,2935
587726.77,253952,62,308143,20302291226,41,91392783,841,46,46,5405,164,2,675,2159229,35,82594,37,22,147455024,1352,1,36,60,14,2718,675,76121439,15910621,5985260521,675,567,2,1,14,14,1906,1,5984983883,5938530767,200284727,461069882,461069882,1,2,1,20287074808,73389,73389,14,14,14,461069882,13,3,664410,2206838,3871315,45688,5984983883,2159229,72252955,2935
589735.53,253952,62,322440,21243844254,42,99087041,883,49,49,5405,168,7,675,2262082,35,86713,37,22,147985928,1352,1,36,63,14,2718,675,80108807,17372223,6258707416,675,567,2,1,14,14,1906,1,6259479913,6213704912,215596766,482475517,482475517,1,2,1,21228922748,73389,73389,14,14,14,482475517,13,3,678651,2311930,4056323,47789,6259479913,2262082,76055489,2935
591740.08,253952,62,335637,22113352516,44,103816954,937,49,49,5405,171,7,675,2337250,35,90515,37,22,148516832,1352,1,36,63,14,2718,675,83499424,18070349,6515146764,675,567,2,1,14,14,1906,1,6512914442,6467761364,223950571,502242752,502242752,1,2,1,22098681088,73389,73389,14,14,14,502242752,13,3,687328,2388984,4182002,49729,6512914442,2337250,79320546,2935
593753.07,253952,62,347063,22866148632,47,108557418,955,53,53,5405,173,7,675,2401820,35,93742,37,22,148782284,1352,1,36,67,14,2718,675,86184378,18412970,6734274389,675,567,2,1,14,14,1906,1,6733115402,6687877619,232940470,519331647,519348031,1,2,1,22850592468,73389,73389,14,14,14,519331647,13,3,715698,2455166,4273382,51409,6733115402,2401820,81914233,2935
595757.93,253952,62,358908,23646669784,51,113730987,993,53,53,5405,174,7,675,2469258,35,97027,37,22,149047736,1352,1,36,67,14,2718,675,88925261,18726228,6964144190,675,567,2,1,14,14,1906,1,6961180682,6916107603,241594036,537081935,537081935,1,2,1,23631605140,73389,73389,14,14,14,537081935,13,3,729190,2524142,4374562,53149,6961180682,2469258,84554033,2935
597762.76,253952,62,368798,24298376620,51,115268980,1011,53,53,5405,177,7,675,2520508,35,99889,37,22,149844092,1352,1,36,67,14,2718,675,91098348,18726561,7153621239,675,567,2,1,14,14,1906,1,7150967619,7106482174,245309701,551901646,551901646,1,2,1,24283672424,73389,73389,14,14,14,551901646,13,3,747866,2576633,4457569,54603,7150967619,2520508,86644187,2935
599770.10,253952,62,382785,25219541336,51,117106608,1053,57,57,5405,179,7,675,2622440,35,103819,37,22,149844092,1352,1,36,71,14,2718,675,94425746,19483118,7421154140,675,567,2,1,14,14,1906,1,7419814573,7375743664,251878330,572836463,572836463,1,2,1,25204804372,73389,73389,14,14,14,572836463,13,3,773555,2680593,4612402,56656,7419945645,2622488,89816879,2935
601777.63,253952,62,397236,26170243252,51,121815587,1087,58,58,5405,185,7,675,2730845,35,108084,37,22,151171352,1352,1,36,72,14,2718,675,98267684,21220140,7696130640,675,567,2,1,14,14,1906,1,7694653293,7653552373,264328333,594442580,594458964,1,2,1,26155473520,73389,73389,14,14,14,594442580,13,3,821288,2791142,4831392,58772,7694653293,2730845,93439972,2935
