timestamp_ms,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptionResumes,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FileOpen,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,InterfaceHTTPSendBytes,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,MergingSortedMilliseconds,NetworkSendBytes,NetworkSendElapsedMicroseconds,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OSWriteChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,OpenedFileCacheMisses,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SchedulerNodeUpdate,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHit,ThreadPoolReaderPageCacheHitBytes,ThreadPoolReaderPageCacheHitElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
450551.88,253952,62,132684,8741779338,31,52174688,0,351,35,35,5385,135,675,1040381,2,8,33146,31,13,142688954,1352,1,0,30,49,6,1626,675,0,0,0,33224367,10912824,2609223854,0,673,442,2,2,1,14,14,457,1,2609249072,2559319600,117535532,198321294,198321294,1,2,1,8726136936,73389,73389,14,14,14,198321294,8,3,571838,1060223,2306579,19926,2609249072,1040381,30918820,2220
452561.89,253952,62,143041,9423986566,33,55860579,0,390,35,35,5385,137,675,1097318,2,8,36134,31,13,142942340,1352,1,0,30,49,6,1626,675,0,0,0,35132102,10930223,2808664302,0,673,442,2,2,1,14,14,457,1,2808216368,2758746360,123133181,213825259,213825259,1,2,1,9407590500,73389,73389,14,14,14,213808875,8,3,574575,1118445,2368708,21444,2808216368,1097318,32764512,2220
454574.24,253952,62,153435,10108559706,33,57504471,0,415,40,40,5385,139,675,1166479,2,8,39025,31,13,143473244,1352,1,0,30,54,6,1626,675,0,0,0,37870396,11285096,3005915531,0,673,442,2,2,1,14,14,457,1,3007548368,2958767900,128054050,229374058,229390442,1,2,1,10092458552,73389,73389,14,14,14,229374058,8,3,582924,1189118,2482827,22968,3007548368,1166479,35388778,2220
456587.21,253952,62,167795,11054965706,35,63449272,0,455,40,40,5385,141,675,1282137,2,8,43049,31,13,144004148,1352,1,0,30,54,6,1626,675,0,0,0,42055978,12794649,3282687230,0,673,442,2,2,1,14,14,457,1,3283979216,3235341639,140871997,250900414,250900414,1,2,1,11039618216,73389,73389,14,14,14,250900414,8,3,598357,1308159,2642435,25077,3283979216,1282137,39414882,2220
458600.25,253952,62,182770,12041676346,35,64466530,0,463,43,43,5385,144,675,1405877,2,8,47305,31,13,144269600,1352,1,0,30,57,6,1626,675,0,0,0,46242425,14473581,3570782538,0,673,442,2,2,1,14,14,457,1,3572337616,3523842893,153823562,273303314,273319698,1,2,1,12025345816,73389,73389,14,14,14,273303314,8,3,628425,1434338,2851838,27277,3572337616,1405877,43392054,2220
460611.72,253952,62,196910,12973133522,37,70344415,0,495,43,43,5385,146,675,1529776,2,8,51270,31,13,144535052,1352,1,0,30,57,6,1626,675,0,0,0,50241464,16334032,3843531106,0,673,442,2,2,1,14,14,457,1,3844180944,3796065297,168841884,294489924,294506308,1,2,1,12957556656,73389,73389,14,14,14,294489924,8,3,634564,1560592,3030366,29351,3844180944,1529776,47212692,2220
462617.15,253952,62,209391,13795866474,41,75880418,0,551,43,43,5385,148,675,1627658,2,8,54789,31,13,145065956,1352,1,0,30,57,6,1626,675,0,0,0,53722936,17373182,4085323035,0,673,442,2,2,1,14,14,457,1,4084960208,4036555470,180638894,313194358,313194358,1,2,1,13780551752,73389,73389,14,14,14,313194358,8,3,635267,1660375,3135110,31188,4084960208,1627658,50589519,2220
464626.53,253952,62,220386,14520416574,41,77447808,0,564,45,45,5385,150,675,1687102,2,8,57897,31,13,145331408,1352,1,0,30,59,6,1626,675,0,0,0,56222361,17577498,4295524717,0,673,442,2,2,1,14,14,457,1,4296379344,4248390826,184922413,329644277,329660661,1,2,1,14504348188,73389,73389,14,14,14,329644277,8,3,646716,1721299,3230254,32801,4296379344,1687102,52993898,2220
466639.77,253952,62,234683,15462428354,41,79812592,0,599,47,47,5385,152,675,1800735,2,8,61904,31,13,145596860,1352,1,0,30,61,6,1626,675,0,0,0,60192780,19322481,4572745177,0,673,442,2,2,1,14,14,457,1,4571368400,4523672782,194597882,351066296,351082680,1,2,1,15446917024,73389,73389,14,14,14,351066296,8,3,655705,1837193,3392089,34899,4571368400,1800735,56802617,2220
468651.66,253952,62,249461,16435962950,43,84520146,0,641,48,48,5385,154,675,1916822,2,8,66038,31,13,145862312,1352,1,0,30,62,6,1626,675,0,0,0,64263291,21110937,4854284625,0,673,442,2,2,1,14,14,457,1,4856056784,4808362065,206910461,373184635,373201019,1,2,1,16420123940,73389,73389,14,14,14,373184635,8,3,672523,1955593,3570236,37071,4856056784,1916822,60695106,2220
470656.97,253952,62,260244,17146619418,46,89283447,0,667,48,48,5385,156,675,1976845,2,8,69084,31,13,146127764,1352,1,0,30,62,6,1626,675,0,0,0,66786304,21270327,5064229259,0,673,442,2,2,1,14,14,457,1,5063674832,5016185551,214534722,389339642,389339642,1,2,1,17130223352,73389,73389,14,14,14,389323258,8,3,674339,2017161,3653236,38655,5063674832,1976845,63148217,2220
472671.87,253952,62,272944,17983704754,46,90597480,0,699,50,50,5385,158,675,2060249,2,8,72664,31,13,146658668,1352,1,0,30,64,6,1626,675,0,0,0,70041329,21798110,5309964439,0,673,442,2,2,1,14,14,457,1,5308124112,5260775824,219802610,408355372,408371756,1,2,1,17967636368,73389,73389,14,14,14,408355372,8,3,690370,2102471,3774742,40520,5308124112,2060249,66268844,2220
474676.32,253952,62,286611,18883471966,46,93703075,0,750,52,52,5385,161,675,2175147,2,8,76573,31,13,146658668,1352,1,0,30,66,6,1626,675,0,0,0,73842431,22758811,5569229571,0,673,442,2,2,1,14,14,457,1,5570534219,5523804246,228467311,428823245,428823245,1,2,1,18868222780,73389,73389,14,14,14,428823245,8,3,692466,2219599,3907114,42526,5570534219,2175147,69937713,2220
476681.52,253952,62,297171,19579248454,51,99440475,0,771,53,53,5385,163,675,2226999,2,8,79528,31,13,146924120,1352,1,0,30,67,6,1626,675,0,0,0,75901264,23770075,5774440734,0,673,442,2,2,1,14,14,457,1,5773826891,5727216923,236305153,444636347,444636347,1,2,1,19563999268,73389,73389,14,14,14,444636347,8,3,694306,2272736,3969989,44077,5773826891,2226999,71933754,2220
478686.63,253952,62,307703,20273455386,51,101192414,0,799,53,53,5385,164,675,2283680,2,8,82472,31,13,147455024,1352,1,0,30,67,6,1626,675,0,0,0,78342420,23770634,5978605763,0,673,442,2,2,1,14,14,457,1,5976464203,5930090367,240510693,460414522,460414522,1,2,1,20258238968,73389,73389,14,14,14,460414522,8,3,694403,2330770,4022736,45623,5976464203,2283680,74322249,2220
480694.35,253952,62,321743,21197900210,51,103805781,0,839,56,56,5385,168,675,2401420,2,8,86522,31,13,147985928,1352,1,0,30,70,6,1626,675,0,0,0,82201406,24787692,6246408515,0,673,442,2,2,1,14,14,457,1,6246110569,6200288261,247893934,481420908,481437292,1,2,1,21182519952,73389,73389,14,14,14,481420908,8,3,707366,2450764,4157063,47687,6246110569,2401420,78047030,2220
482706.71,253952,62,335681,22116236100,52,107115641,0,881,59,59,5385,171,675,2512054,2,8,90533,31,13,148516832,1352,1,0,30,73,6,1626,675,0,0,0,86086277,25884183,6510194024,0,673,442,2,2,1,14,14,457,1,6513831946,6468603695,257694947,502291904,502308288,1,2,1,22100843776,73389,73389,14,14,14,502291904,8,3,726646,2563748,4352507,49736,6513831946,2512054,81736589,2220
484711.47,253952,62,346665,22840065304,57,113193522,0,913,59,59,5385,172,675,2572683,2,8,93578,31,13,148782284,1352,1,0,30,73,6,1626,675,0,0,0,88665864,26044485,6727469204,0,673,442,2,2,1,14,14,457,1,6725382154,6680226881,266827370,518758207,518758207,1,2,1,22825361108,73389,73389,14,14,14,518758207,8,3,728215,2625758,4426570,51350,6725382154,2572683,84242198,2220
486719.41,253952,62,360374,23743115932,57,116095497,0,946,63,63,5385,175,675,2672326,2,8,97489,31,13,149313188,1352,1,0,30,77,6,1626,675,0,0,0,92246209,26682327,6990609049,0,673,442,2,2,1,14,14,457,1,6988831555,6944247978,274504982,539264881,539279106,1,2,1,23727654764,73389,73389,14,14,14,539264881,8,3,740360,2727589,4584004,53366,6988831555,2672326,87665314,2220
488735.93,253952,62,374484,24672872480,59,121526199,0,990,64,64,5385,178,675,2797046,2,8,101494,31,13,149844092,1352,1,0,30,78,6,1626,675,0,0,0,96273214,27700775,7262498397,0,673,442,2,2,1,14,14,457,1,7260150595,7215942107,284202254,560414405,560414405,1,2,1,24658233820,73389,73389,14,14,14,560414405,8,3,746272,2854643,4750503,55436,7260150595,2797046,91525961,2220
490744.30,253952,62,388349,25585687972,60,126054473,0,1041,65,65,5385,182,675,2931444,2,8,105499,31,13,150640448,1352,1,0,30,79,6,1626,675,0,0,0,100387882,28830279,7527807169,0,673,442,2,2,1,14,14,457,1,7525718299,7482697821,296897669,581164680,581164680,1,2,1,25571245920,73389,73389,14,14,14,581164680,8,3,758292,2993037,4941017,57475,7525718299,2931444,95450249,2220
492754.65,253952,62,400982,26415782060,62,130512078,0,1081,71,71,5385,191,675,3040557,2,8,109422,31,13,151171352,1352,1,0,30,85,6,1626,675,614,0,0,104250370,30213392,7765622321,0,673,442,2,2,1,14,14,457,1,7763869224,7725268584,307928680,600037902,600037902,1,2,1,26401667688,73389,73389,14,14,14,600037902,8,3,772236,3104288,5106187,59330,7763869224,3040557,99147674,2220
492777.21,253952,62,400982,26415782060,64,130531735,2,1083,71,71,5385,191,675,3040557,2,8,109422,36,13,158511825,1359,1,1038,35,92,30,2231,675,614,1038,113,104461352,30369227,7767265106,8,673,442,2,2,1,14,14,457,1,7763869224,7725268584,371317602,600037902,600037902,1,2,1,26401667688,73389,73389,14,14,14,600037902,8,3,773640,3104288,5112353,59330,7763869224,3040557,99352487,2220
