timestamp_ms,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptionResumes,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,InterfaceHTTPReceiveBytes,InterfaceHTTPSendBytes,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,MergingSortedMilliseconds,NetworkReceiveBytes,NetworkReceiveElapsedMicroseconds,NetworkSendBytes,NetworkSendElapsedMicroseconds,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OSWriteChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SchedulerNodeUpdate,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHit,ThreadPoolReaderPageCacheHitBytes,ThreadPoolReaderPageCacheHitElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
528280.28,253952,62,146111,9626243894,30,50732093,0,382,34,34,5108,137,675,1053167,29,36917,32,2576,142942340,1352,1,626,0,31,48,3,2702,675,0,626,9,0,0,36336649,7187536,2868367428,0,675,378,2,1,14,14,419,1,2867329840,2817910146,104891723,218420527,218420527,1,2,1,9610503188,73389,73389,14,14,14,218420527,9,3,561640,1075851,2270685,21895,2867329840,1053167,34067253,2055
530284.82,253952,62,159090,10481289402,32,55465632,0,444,35,35,5108,140,675,1156706,29,40639,32,2576,143738696,1352,1,626,0,31,49,3,2702,675,0,626,9,0,0,40137929,7703642,3116051172,0,675,378,2,1,14,14,419,1,3116338128,3067716021,115504296,237860082,237860082,1,2,1,10465843608,73389,73389,14,14,14,237860082,9,3,567152,1181573,2396770,23798,3116338128,1156706,37742566,2055
532290.39,253952,62,169754,11184147086,33,58163206,0,475,35,35,5108,141,675,1217162,29,43583,32,2576,144004148,1352,1,626,0,31,49,3,2702,675,0,626,9,0,0,42482134,7704099,3323234164,0,675,378,2,1,14,14,419,1,3321990096,3273115928,120551745,253834865,253834865,1,2,1,11168734060,73389,73389,14,14,14,253834865,9,3,571102,1243507,2466826,25367,3321990096,1217162,40016803,2055
534303.66,253952,62,181375,11949457270,33,59674230,0,510,36,36,5108,143,675,1298288,29,46866,32,2576,144004148,1352,1,626,0,31,50,3,2702,675,0,626,9,0,0,45238047,7776835,3545906298,0,675,378,2,1,14,14,419,1,3545598928,3496886290,124929151,271229023,271229023,1,2,1,11934077012,73389,73389,14,14,14,271229023,9,3,574325,1326303,2564581,27073,3545598928,1298288,42675070,2055
536309.02,253952,62,191954,12646744394,34,62094407,0,539,36,36,5108,145,675,1358885,29,49857,32,2576,144535052,1352,1,626,0,31,50,3,2702,675,0,626,9,0,0,47664530,7809158,3750343181,0,675,378,2,1,14,14,419,1,3749022672,3700667788,129853711,287064542,287080926,1,2,1,12630839848,73389,73389,14,14,14,287064542,9,3,577621,1388338,2630475,28625,3749022672,1358885,45035754,2055
538319.73,253952,62,205630,13548058318,34,64498623,0,587,39,39,5108,147,675,1460802,29,53699,32,2576,144800504,1352,1,626,0,31,53,3,2702,675,0,626,9,0,0,51364177,8287674,4012493183,0,675,378,2,1,14,14,419,1,4012477392,3964058006,136833647,307552673,307569057,1,2,1,13532317612,73389,73389,14,14,14,307552673,9,3,593302,1492410,2780516,30635,4012477392,1460802,48585505,2055
540332.69,253952,62,219593,14468181074,34,68645332,0,631,39,39,5108,150,675,1569769,29,57671,32,2576,145331408,1352,1,626,0,31,53,3,2702,675,0,626,9,0,0,55308284,9260210,4282248334,0,675,378,2,1,14,14,419,1,4281174992,4233119415,144763374,328458596,328474980,1,2,1,14452178224,73389,73389,14,14,14,328458596,9,3,598219,1603735,2921877,32685,4281174992,1569769,52388396,2055
542344.92,253952,62,233512,15385154794,35,71812782,0,665,39,39,5108,152,675,1686561,29,61576,32,2576,145596860,1352,1,626,0,31,53,3,2702,675,0,626,9,0,0,59424181,10461892,4547791418,0,675,378,2,1,14,14,419,1,4548824016,4501151737,155502834,349317526,349317526,1,2,1,15369971144,73389,73389,14,14,14,349317526,9,3,608870,1722808,3060212,34727,4548824016,1686561,56366081,2055
544349.70,253952,62,247181,16285744514,37,75479926,0,720,40,40,5108,154,675,1788867,29,65415,32,2576,145862312,1352,1,626,0,31,54,3,2702,675,0,626,9,0,0,63143214,10794675,4813735635,0,675,378,2,1,14,14,419,1,4812147664,4764418052,163519054,369775048,369791432,1,2,1,16270102112,73389,73389,14,14,14,369775048,9,3,617314,1827347,3195301,36736,4812147664,1788867,59950163,2055
546358.60,253952,62,257723,16980341354,38,78250610,0,742,42,42,5108,156,675,1847209,29,68402,32,2576,146127764,1352,1,626,0,31,56,3,2702,675,0,626,9,0,0,65578976,10856939,5016074491,0,675,378,2,1,14,14,419,1,5015047120,4967546848,168910982,385563574,385563574,1,2,1,16964076360,73389,73389,14,14,14,385547190,9,3,622891,1887129,3274243,38284,5015047120,1847209,62307077,2055
548367.47,253952,62,271999,17921242330,38,80753720,0,784,44,44,5108,158,675,1958084,29,72406,32,2576,146658668,1352,1,626,0,31,58,3,2702,675,0,626,9,0,0,69551989,11823576,5288845637,0,675,378,2,1,14,14,419,1,5290167248,5242512326,176769366,406950666,406950666,1,2,1,17905108408,73389,73389,14,14,14,406934282,9,3,628619,2000361,3437452,40383,5290167248,1958084,66117010,2055
550380.80,253952,62,286259,18860563826,40,84955092,0,826,45,45,5108,160,675,2073951,29,76405,32,2576,146658668,1352,1,626,0,31,59,3,2702,675,0,626,9,0,0,73603819,13148120,5564315622,0,675,378,2,1,14,14,419,1,5564237450,5517114187,186977923,428301116,428301116,1,2,1,18844528208,73389,73389,14,14,14,428284732,9,3,632980,2118602,3596932,42476,5564237450,2073951,70009519,2055
552390.35,253952,62,300437,19794616290,41,89282658,0,868,47,47,5108,163,675,2181053,29,80435,32,2576,147189572,1352,1,626,0,31,61,3,2702,675,0,626,9,0,0,77635113,14099421,5837550981,0,675,378,2,1,14,14,419,1,5836479307,5790132348,197491769,449532560,449532560,1,2,1,19779432640,73389,73389,14,14,14,449532560,9,3,641570,2228048,3747174,44555,5836479307,2181053,73890716,2055
554394.08,253952,62,310242,20440188894,45,94958892,0,909,47,47,5108,166,675,2243489,29,83271,32,2576,147455024,1352,1,626,0,31,61,3,2702,675,0,626,9,0,0,80136238,14232678,6027332790,0,675,378,2,1,14,14,419,1,6024861033,5978790697,205667892,464209133,464209133,1,2,1,20425201852,73389,73389,14,14,14,464209133,9,3,643614,2291888,3813294,45999,6024861033,2243489,76325809,2055
556403.93,253952,62,323276,21298897802,45,96974585,0,940,49,49,5108,168,675,2343976,29,86944,32,2576,147985928,1352,1,626,0,31,63,3,2702,675,0,626,9,0,0,83746989,14607655,6276363421,0,675,378,2,1,14,14,419,1,6275732841,6229800177,212214362,483726734,483726734,1,2,1,21283255400,73389,73389,14,14,14,483710350,9,3,657994,2394594,3979929,47913,6275732841,2343976,79770053,2055
558413.91,253952,62,336902,22196521008,45,99715596,0,971,50,50,5108,171,675,2459584,29,90864,32,2576,148516832,1352,1,626,0,31,64,3,2702,675,0,626,9,0,0,87737149,15442766,6538325241,0,675,378,2,1,14,14,419,1,6537555978,6492104062,220338430,504116561,504132945,1,2,1,22181128684,73389,73389,14,14,14,504116561,9,3,666118,2512613,4123184,49917,6537555978,2459584,83617097,2055
560418.67,253952,62,347811,22915435012,48,103956291,0,1011,50,50,5108,173,675,2523676,29,93946,32,2576,148782284,1352,1,626,0,31,64,3,2702,675,0,626,9,0,0,90380212,15590552,6750362490,0,675,378,2,1,14,14,419,1,6747402250,6702285909,227547554,520468176,520468176,1,2,1,22900599744,73389,73389,14,14,14,520468176,9,3,666624,2578101,4191417,51518,6747402250,2523676,86192017,2055
562427.25,253952,62,360209,23732463024,48,107135452,0,1043,53,53,5108,175,675,2608690,29,97438,32,2576,149313188,1352,1,626,0,31,67,3,2702,675,0,626,9,0,0,93584197,16118336,6986796791,0,675,378,2,1,14,14,419,1,6986346506,6941161099,233969856,539019121,539035505,1,2,1,23716841324,73389,73389,14,14,14,539019121,9,3,677444,2664980,4303262,53341,6986346506,2608690,89284269,2055
564431.89,253952,62,372825,24563363966,48,109911246,0,1091,53,53,5108,178,675,2696665,29,101041,32,2576,149844092,1352,1,626,0,31,67,3,2702,675,0,626,9,0,0,97062248,16925777,7230312026,0,675,378,2,1,14,14,419,1,7228169027,7183971639,240453775,557922322,557922322,1,2,1,24548582168,73389,73389,14,14,14,557922322,9,3,683231,2754864,4433464,55192,7228169027,2696665,92632248,2055
566442.02,253952,62,383734,25281905456,51,114499035,0,1112,55,55,5108,180,675,2756264,29,104131,32,2576,149844092,1352,1,626,0,31,69,3,2702,675,0,626,9,0,0,99468039,17007439,7439199458,0,675,378,2,1,14,14,419,1,7437615976,7393948744,249598902,574257553,574257553,1,2,1,25266611436,73389,73389,14,14,14,574241169,9,3,689339,2815910,4512252,56796,7437615976,2756264,94959349,2055
568453.52,253952,62,397274,26172733620,51,117620328,0,1151,56,56,5108,185,675,2868195,29,108087,32,2576,151171352,1352,1,626,0,31,70,3,2702,675,0,626,9,0,0,103520755,18115051,7697671242,0,675,378,2,1,14,14,419,1,7695570797,7654296404,257779090,594508116,594508116,1,2,1,26158357104,73389,73389,14,14,14,594508116,9,3,712043,2930083,4702874,58779,7695570797,2868195,98821567,2055
569294.25,253952,62,400982,26415782060,55,120859857,3,1180,56,56,5108,191,675,2890175,29,109422,39,2576,158511825,1359,1,626,1038,38,77,31,2726,675,537,626,9,1038,99,104780246,18202309,7767586957,8,675,378,2,1,14,14,419,1,7763869224,7725268584,324520156,600037902,600037902,1,2,1,26401667688,73389,73389,14,14,14,600037902,9,3,713348,2952587,4735549,59330,7763869224,2890175,100048423,2055
