timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,InterfaceHTTPSendBytes,JoinBuildTableRowCount,JoinOptimizeMicroseconds,JoinProbeTableRowCount,JoinReorderMicroseconds,JoinResultRowCount,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,NetworkSendBytes,NetworkSendElapsedMicroseconds,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OSWriteChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,QueryTimeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SchedulerNodeUpdate,SelectQueriesWithSubqueries,SelectQuery,SelectQueryTimeMicroseconds,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHit,ThreadPoolReaderPageCacheHitBytes,ThreadPoolReaderPageCacheHitElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
241316.73,6,253952,62,197270,12995735416,21,32642729,990,28,28,1446,1323,4,639,1570777,27,77602,22,13,129230546,1280,1,0,4,3276,246012653,8,983856804,21,42,10,9,28006,639,0,0,96846009,1417259,4145982074,0,639,1258,3,1,14,14,3964,0,3,4142712683,4095851146,130796718,249635416,249635416,1,3,1,0,12981041664,73389,73389,14,14,14,249635420,9,3,237895,1609220,2309326,34434,4142712683,1570777,94540449,2857
243321.34,6,253952,62,213012,14034268682,24,37544465,1076,28,28,1446,1425,4,666,1695951,27,83769,22,13,134039368,1334,1,0,4,3276,265602949,8,1062347068,21,42,10,9,28006,666,0,0,104216650,1506230,4479906019,0,666,1269,3,1,14,14,3964,0,3,4476583456,4423539788,143148561,269537597,269537597,1,3,1,0,14015955076,73389,73389,14,14,14,269537601,9,3,249655,1737352,2484902,37202,4476583456,1695951,101735820,2928
245325.84,6,253952,62,225483,14856249746,25,39428897,1171,29,29,1446,1502,4,666,1778232,27,88676,22,13,134353084,1334,1,0,4,3276,281159016,8,1124571556,21,43,10,9,28006,666,0,0,109666311,1509561,4742578783,0,666,1269,3,1,14,14,3964,0,3,4738939235,4682905373,150484330,285315772,285315772,1,3,1,0,14836420176,73389,73389,14,14,14,285315776,9,3,260257,1821704,2599585,39362,4738939235,1778232,107071031,2928
247338.88,7,253952,62,239475,15777645614,26,41785762,1244,31,31,1446,1594,4,666,1892993,27,94209,22,13,134666800,1334,1,0,4,3276,298637931,8,1194551724,21,45,10,9,28006,666,0,0,116391705,1608777,5038212960,0,666,1269,3,1,14,14,3964,0,3,5034825685,4973538387,159665650,302996650,302996650,1,3,1,0,15755825832,73389,73389,14,14,14,302996654,9,3,276765,1939116,2764351,41821,5034825685,1892993,113631928,2928
249347.05,8,253952,62,254933,16796939224,26,43550123,1325,31,31,1446,1696,4,684,2037945,27,100293,22,13,137549930,1370,1,0,4,3276,317924021,8,1271631436,21,45,10,9,28006,684,0,0,124469573,1833214,5365171502,0,684,1286,3,1,14,14,3964,0,3,5361614115,5294648867,169731252,322573310,322589694,1,3,1,0,16773812152,73389,73389,14,14,14,322573314,9,3,285408,2087320,2935565,44536,5361614115,2037945,121538882,2990
251354.03,9,253952,62,271021,17856775608,26,44310754,1424,31,31,1446,1793,4,702,2192584,27,106608,22,13,140433515,1406,1,0,4,3276,337954978,8,1351819912,21,45,10,9,28006,702,0,0,133456836,2134883,5704149486,0,702,1308,3,1,14,14,3964,0,3,5699369103,5628531736,179778657,342938561,342954945,1,3,1,0,17832805204,73389,73389,14,14,14,342938565,9,3,292461,2245372,3116930,47326,5699369103,2192584,130345096,3056
253361.90,11,253952,62,287976,18973609508,26,45314104,1522,32,32,1446,1901,4,702,2349797,27,113273,22,13,140445581,1406,1,0,4,3276,359126901,8,1436387072,21,46,10,9,28006,702,0,0,142858198,2435620,6064032317,0,702,1308,3,1,14,14,3964,0,3,6059427148,5980693081,190446437,364395507,364395507,1,3,1,0,18948566396,73389,73389,14,14,14,364395511,9,3,297262,2406237,3303346,50311,6059427148,2349797,139560400,3056
255365.82,13,253952,62,302450,19927486612,29,49653864,1617,32,32,1446,1995,4,711,2455751,27,118922,22,13,142199721,1424,1,0,4,3276,377108748,8,1508434992,21,46,10,9,28006,711,0,0,149652406,2488514,6371247819,0,711,1313,3,1,14,14,3964,0,3,6366508545,6281581610,201643497,382700692,382700692,1,3,1,0,19900436016,73389,73389,14,14,14,382700696,9,3,320402,2514819,3487183,52859,6366508545,2455751,146171033,3084
257372.63,17,253952,62,317510,20918923192,29,50484788,1720,34,34,1446,2095,4,711,2581863,27,124895,22,13,142513437,1424,1,0,4,3276,395929766,8,1583719064,21,48,10,9,28006,711,0,0,157157085,2682517,6691617134,0,711,1313,3,1,14,14,3964,0,3,6686168320,6594202025,210157715,401725058,401757826,1,3,1,0,20889703048,73389,73389,14,14,14,401725062,9,3,334940,2643924,3678007,55512,6686168320,2581863,153485196,3084
259384.55,21,253952,62,334527,22041280310,29,51874301,1827,35,35,1446,2205,4,720,2748074,27,131583,22,13,144012462,1442,1,0,4,3276,417162126,8,1668454760,21,49,10,9,28006,720,0,0,166326336,2976251,7053718654,0,720,1323,3,1,14,14,3964,0,3,7048469829,6948041727,220980169,423277705,423294089,1,3,1,0,22010440692,73389,73389,14,14,14,423277709,9,3,341931,2813858,3889586,58513,7048469829,2748074,162443215,3127
261395.47,27,253952,62,351539,23161897538,29,54307162,1923,35,35,1446,2311,4,783,2919898,27,138251,22,13,154472102,1568,1,0,4,3276,438301928,8,1753207712,21,49,10,9,28006,783,0,0,175795647,3304074,7423022193,0,783,1409,3,1,14,14,3964,0,3,7417915258,7302489064,233199257,444719982,444736366,1,3,1,0,23125439096,73389,73389,14,14,14,444719986,9,3,349146,2989519,4114145,61567,7417915258,2919898,171688307,3355
263407.98,32,253952,62,370319,24397158786,29,55303858,2037,36,36,1446,2437,5,828,3112168,27,145609,22,13,162263236,1658,1,0,4,3276,461640919,8,1846369676,21,50,10,9,28006,828,0,0,186451147,3765987,7833034076,0,828,1468,3,1,14,14,3964,0,3,7826424459,7692929532,245284576,468393086,468393086,1,3,1,0,24356440504,73389,73389,14,14,14,468393090,9,3,354301,3185896,4345582,64963,7826424459,3112168,182112753,3519
265413.11,43,253952,62,388958,25625963030,30,57628560,2155,37,37,1446,2548,5,864,3302284,27,152893,22,13,170071292,1730,1,0,4,3276,484727472,8,1938909888,21,51,10,9,28006,864,0,0,196628219,4092104,8247433965,0,864,1506,3,1,14,14,3964,0,3,8240712554,8082124817,257980726,491872568,491872568,1,3,1,0,25577373568,73389,73389,14,14,14,491872572,9,3,363376,3380047,4589261,68387,8240712554,3302284,192046529,3654
267419.59,45,253952,62,402996,26550659464,34,62136777,2215,40,40,1446,2640,5,873,3391850,27,158396,22,13,171906958,1748,1,0,4,3276,502181451,8,2008661264,21,54,10,9,28006,873,0,0,202670915,4113211,8553294927,0,873,1510,3,1,14,14,3964,0,3,8546468393,8374598591,268656446,509557320,509573704,1,3,1,0,26496980672,73389,73389,14,14,14,509557324,9,3,385480,3471904,4726995,70922,8546468393,3391850,197951749,3679
269434.22,49,253952,62,421932,27798455550,34,63718630,2320,41,41,1446,2766,5,900,3576902,27,165813,22,13,177320764,1802,1,0,4,3276,525656110,8,2102559812,21,55,10,9,28006,900,0,0,213326205,4449048,8996862879,0,900,1539,3,1,14,14,3964,0,3,8990426599,8771048289,281202191,533309297,533342065,1,3,1,0,27732083476,73389,73389,14,14,14,533309301,9,3,396158,3661186,4970765,74611,8990426599,3576902,208363642,3786
271439.37,49,253952,62,442017,29120034204,38,69026092,2414,43,43,1446,2889,5,990,3743688,27,173549,22,13,192653829,1982,1,0,4,3276,550332204,8,2201264188,21,57,10,9,28006,990,0,0,222981486,4628323,9471971411,0,990,1602,3,1,14,14,3964,0,3,9463859818,9192032499,296306629,558444451,558444451,1,3,1,0,29039111484,73389,73389,14,14,14,558444455,9,3,413446,3831826,5196472,78520,9463859818,3743688,217793579,4032
273444.62,49,253952,62,456761,30090689012,39,71935207,2483,44,44,1446,2974,5,1143,3841428,27,179271,22,13,219471330,2288,1,0,4,3276,568491491,8,2273965964,21,58,10,9,28006,1143,0,0,229251982,4628926,9820886564,0,1143,1703,3,1,14,14,3964,0,3,9812651277,9501011334,305482767,576895377,576895377,1,3,1,0,29998559636,73389,73389,14,14,14,576895381,9,3,426071,3932134,5331409,81380,9812651277,3841428,223929398,4453
275453.42,52,253952,62,474965,31290788968,39,73822849,2574,45,45,1446,3118,5,1296,4007337,27,186446,22,13,247533200,2594,1,0,4,3276,591220880,8,2364818772,21,59,10,9,28006,1296,0,0,238932091,4789482,10251142144,0,1296,1841,3,1,14,14,3964,0,3,10243080601,9882255998,317206038,599726606,599742990,1,3,1,0,31185783544,73389,73389,14,14,14,599726610,9,3,432976,4101892,5526222,84937,10243080601,4007337,233415042,4990
275535.63,52,253952,62,475199,31306124392,39,74068903,2576,51,51,1446,3130,5,1296,4009225,27,186584,30,13,254873673,2601,1,1228,4,3276,591599349,8,2366397396,29,72,10,22,28044,1296,1228,112,239236734,4862228,10257621239,8,1296,1841,3,1,14,14,3964,54281361,3,10248612487,9887051051,426558610,600037902,600037902,1,3,1,54281361,31201970936,73389,73389,14,14,14,600037906,9,3,436381,4103830,5545812,84983,10248612487,4009225,233700085,4990
