timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptionResumes,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,InterfaceHTTPSendBytes,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,MergingSortedMilliseconds,NetworkSendBytes,NetworkSendElapsedMicroseconds,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OSWriteChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SchedulerNodeUpdate,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHit,ThreadPoolReaderPageCacheHitBytes,ThreadPoolReaderPageCacheHitElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
187285.02,2,253952,62,248581,16378025818,0,4281,0,2,27,27,12138,154,675,1779396,22,65800,37,124,145862312,1352,1,0,36,41,9,470,675,0,0,0,59264702,17053018,4835711393,0,675,423,2,1,14,14,367,1,4838886352,4791424432,225648409,371867882,371884266,1,2,1,16362186808,73389,73389,14,14,14,371867882,6,3,794350,1814798,3733351,36940,4838886352,1779396,55533313,2073
189292.39,2,253952,62,263759,17378305718,0,4281,0,2,27,27,12138,157,675,1909942,22,70107,37,124,146393216,1352,1,0,36,41,9,470,675,0,0,0,63456285,19300427,5130485144,0,675,423,2,1,14,14,367,1,5131439056,5083774845,252147101,394604495,394620879,1,2,1,17362597780,73389,73389,14,14,14,394604495,6,3,836771,1948626,4002508,39172,5131439056,1909942,59455859,2073
191297.13,2,253952,62,284334,18733876122,0,4281,0,2,27,27,12138,160,675,2014778,22,75878,37,124,146658668,1352,1,0,36,41,9,470,675,0,0,0,67822945,19588038,5523998066,0,675,423,2,1,14,14,367,1,5527407568,5480074632,261053649,425421850,425421850,1,2,1,18718561400,73389,73389,14,14,14,425421850,6,3,864278,2056044,4171490,42193,5527407568,2014778,63653707,2073
193304.25,2,253952,62,300515,19799728098,0,4281,0,2,27,27,12138,163,675,2138820,22,80466,37,124,147189572,1352,1,0,36,41,9,470,675,0,0,0,72180066,21447742,5836206775,0,675,423,2,1,14,14,367,1,5838183243,5791655721,284215980,449647248,449647248,1,2,1,19783758016,73389,73389,14,14,14,449630864,6,3,923673,2184344,4473649,44568,5838183243,2138820,67708796,2073
195310.36,2,253952,62,314913,20747900262,0,4281,0,2,27,27,12138,167,675,2258999,22,84604,37,124,147720476,1352,1,0,36,41,9,470,675,0,0,0,76301811,23671654,6111467285,0,675,423,2,1,14,14,367,1,6114776425,6068782055,305268186,471200339,471200339,1,2,1,20732814916,73389,73389,14,14,14,471200339,6,3,978613,2306873,4774576,46685,6114776425,2258999,71529730,2073
197317.07,2,253952,62,329872,21733827778,0,4281,0,2,27,27,12138,169,675,2373482,22,88796,37,124,148251380,1352,1,0,36,41,9,470,675,0,0,0,80665364,25932625,6400089577,0,675,423,2,1,14,14,367,1,6402872681,6356931529,322048479,493609272,493625656,1,2,1,21718807968,73389,73389,14,14,14,493609272,6,3,1029817,2423713,5042066,48883,6402872681,2373482,75625929,2073
199322.47,2,253952,62,350311,23080071368,0,4281,0,2,27,27,12138,173,675,2476909,22,94630,37,124,148782284,1352,1,0,36,41,9,470,675,0,0,0,85123331,25966048,6793945404,0,675,423,2,1,14,14,367,1,6795636746,6750416187,331363836,524205443,524221827,1,2,1,23065039492,73389,73389,14,14,14,524205443,6,3,1064810,2529717,5229181,51886,6795636746,2476909,79896959,2073
201328.98,2,253952,62,365685,24093035792,0,4281,0,2,27,27,12138,177,675,2595528,22,99044,37,124,149578640,1352,1,0,36,41,9,470,675,0,0,0,89353206,27884766,7088983280,0,675,423,2,1,14,14,367,1,7090805571,7046510989,354817872,547218425,547234809,1,2,1,24077610700,73389,73389,14,14,14,547218425,6,3,1120075,2650645,5503160,54144,7090805571,2595528,83852991,2073
203340.06,2,253952,62,381003,25102225280,0,4281,0,2,27,27,12138,179,675,2715472,22,103330,37,124,149844092,1352,1,0,36,41,9,470,675,0,0,0,93544610,30103608,7380735010,0,675,423,2,1,14,14,367,1,7385717571,7341490254,374302334,570170189,570170189,1,2,1,25087488316,73389,73389,14,14,14,570170189,6,3,1174328,2772873,5797242,56394,7385717571,2715472,87750434,2073
205355.28,2,253952,62,395464,26053841392,0,4281,0,2,27,27,12138,184,675,2834773,22,107541,37,124,150905900,1352,1,0,36,41,9,470,675,0,0,0,97997469,32333245,7659799525,0,675,423,2,1,14,14,367,1,7661512025,7619578620,391000684,591803041,591803041,1,2,1,26039333804,73389,73389,14,14,14,591803041,6,3,1237439,2894447,6123282,58517,7661512025,2834773,91877374,2073
206278.68,2,253952,62,400982,26415782060,2,15649,2,4,27,27,12138,191,675,2872490,22,109422,44,124,158511825,1359,1,1038,43,48,36,505,675,654,1038,109,100069833,33316416,7767086928,8,675,423,2,1,14,14,367,1,7763869224,7725268584,1261616023,600037902,600037902,1,2,1,26401667688,73389,73389,14,14,14,600037902,6,3,1261803,2933024,6244315,59330,7763869224,2872490,93828764,2073
