event,value,description
SharedPartsLockWaitMicroseconds,23,Total time spent waiting for shared data parts lock in MergeTree tables
SharedPartsLocks,10733,Number of times shared data parts lock has been acquired for MergeTree tables
RealTimeMicroseconds,40292050274,Total (wall clock) time spent in processing (queries and other tasks) threads (note that this is a sum).
UserTimeMicroseconds,11928563279,"Total time spent in processing (queries and other tasks) threads executing CPU instructions in user mode. This includes time CPU pipeline was stalled due to main memory access, cache misses, branch mispredictions, hyper-threading, etc."
SystemTimeMicroseconds,335433343,"Total time spent in processing (queries and other tasks) threads executing CPU instructions in OS kernel mode. This is time spent in syscalls, excluding waiting time during blocking syscalls."
SoftPageFaults,42027311,"The number of soft page faults in query execution threads. Soft page fault usually means a miss in the memory allocator cache, which requires a new memory mapping from the OS and subsequent allocation of a page of physical memory."
OSCPUWaitMicroseconds,419296795,"Total time a thread was ready for execution but waiting to be scheduled by OS, from the OS point of view."
OSCPUVirtualTimeMicroseconds,12263537155,CPU time spent seen by OS. Does not include involuntary waits due to virtualization.
OSReadChars,635791371717,"Number of bytes read from filesystem, including page cache, as well as network and other files."
OSWriteChars,568,"Number of bytes written to filesystem, including page cache, as well as network and other files."
ThreadPoolReaderPageCacheHit,5129217,Number of times the read inside ThreadPoolReader was done from the page cache.
ThreadPoolReaderPageCacheHitBytes,635353483588,Number of bytes read inside ThreadPoolReader when it was done from the page cache.
ThreadPoolReaderPageCacheHitElapsedMicroseconds,217777190,Time spent reading data from page cache in ThreadPoolReader.
SynchronousReadWaitMicroseconds,222793844,Time spent in waiting for synchronous reads in asynchronous local read.
MainConfigLoads,1,Number of times the main configuration was reloaded.
ServerStartupMilliseconds,90,Time elapsed from starting server to listening to sockets in milliseconds
MergerMutatorsGetPartsForMergeElapsedMicroseconds,13484,Time spent to take data parts snapshot to build ranges from them.
MergerMutatorPrepareRangesForMergeElapsedMicroseconds,1906,Time spent to prepare parts ranges which can be merged according to merge predicate.
MergerMutatorSelectPartsForMergeElapsedMicroseconds,3260,Time spent to select parts from ranges which can be merged.
MergerMutatorRangesForMergeCount,307,Amount of candidate ranges for merge
MergerMutatorPartsInRangesForMergeCount,1413,Amount of candidate parts for merge
AsyncLoaderWaitMicroseconds,150,Total time a query was waiting for async loader jobs.
LogDebug,1,Number of log messages with level Debug
LogInfo,48,Number of log messages with level Info
LogWarning,2,Number of log messages with level Warning
LoggerElapsedNanoseconds,1149228,Cumulative time spend in logging
InterfaceHTTPSendBytes,119778,Number of bytes sent through HTTP interfaces
InterfaceHTTPReceiveBytes,76936,Number of bytes received through HTTP interfaces
HTTPServerConnectionsCreated,39,Number of created server HTTP connections
HTTPServerConnectionsReused,58,Number of reused server HTTP connections
HTTPServerConnectionsPreserved,68,Number of preserved server HTTP connections. Connection kept alive successfully
HTTPServerConnectionsExpired,13,Number of expired server HTTP connections.
HTTPServerConnectionsReset,3,Number of reset server HTTP connections. Server closes connection
ConcurrencyControlSlotsAcquired,3036,Total number of CPU slots acquired
ConcurrencyControlWaitMicroseconds,3409590576,Total time a query was waiting on resource requests for CPU slots.
ConcurrencyControlPreemptedMicroseconds,4179815350,Total time a query was waiting due to preemption of CPU slots.
ConcurrencyControlPreemptions,108959,Total number of CPU preemptions
ConcurrencyControlPreemptionResumes,107436,Total number of CPU preemption resumed
ConcurrencyControlUpscales,3036,Total number of CPU upscaling events
ConcurrencyControlDownscales,3036,Total number of CPU downscaling events
MemoryWorkerRun,10010,Number of runs done by MemoryWorker in background
MemoryWorkerRunElapsedMicroseconds,1002434,Total time spent by MemoryWorker for background work
AsyncLoggingConsoleTotalMessages,52,How many messages (accepted or dropped) have been sent to the async queue for the console log
AsyncLoggingFileLogTotalMessages,52,How many messages (accepted or dropped) have been sent to the async queue for the file log
AsyncLoggingErrorFileLogTotalMessages,2,How many messages (accepted or dropped) have been sent to the async queue for the error file log
