timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolExpansions,GlobalThreadPoolJobs,GlobalThreadPoolThreadCreationMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,MemoryAllocatedWithoutCheck,MemoryAllocatedWithoutCheckBytes,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHitElapsedMicroseconds,ThreadPoolReaderPageCacheMiss,ThreadPoolReaderPageCacheMissBytes,ThreadPoolReaderPageCacheMissElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
55634.79,22,262144,64,72470,4775191028,120,1,603,2714855,20,16693,50,69,239495,129300654,1208,1,68,11108,3635039,4,305483,603,44312,41713696,29700197,94960285,1453535711,603,1900,2,1,4,4,732,1,1446731788,1399445787,514480695,108170737,108187121,2,1,4759512428,73389,73389,4,4,4,108170737,17,3,275564,56521227,3078519,58411,11041,1446731788,2656444,26622499,12542
61421.91,22,262144,64,76920,5068153488,121,1,603,2784808,20,17966,50,69,239495,129300654,1208,1,68,11761,3965408,4,305483,603,46924,42954336,33728203,107327069,1539534567,603,1900,2,1,4,4,732,1,1532321804,1485072950,677665595,114844614,114844614,2,1,5053163016,73389,73389,4,4,4,114844614,17,3,282480,60216159,3207800,61261,11693,1532321804,2723547,30520774,12542
66442.41,22,262144,64,81262,5354303512,121,1,603,2855407,20,19151,50,69,239495,129300654,1208,1,68,12400,4120215,4,305483,603,49484,44176288,34881590,112954130,1623823130,603,1900,2,1,4,4,732,1,1616207884,1568750518,690097810,121336108,121352492,2,1,5338788752,73389,73389,4,4,4,121336108,17,3,285361,63601056,3298613,63824,12333,1616207884,2791583,31582945,12542
71462.71,22,262144,64,84793,5587038388,122,1,603,2911789,20,20166,50,69,239495,129566106,1208,1,68,12920,4184319,4,305483,603,51560,45171232,36626017,119305226,1692180921,603,1900,2,1,4,4,732,1,1684234252,1636758154,711521352,126625537,126641921,2,1,5571523628,73389,73389,4,4,4,126625537,17,3,285577,66582902,3364314,66075,12852,1684234252,2845714,33261668,12542
76526.62,22,262144,64,88596,5837599056,123,1,603,2972443,20,21262,50,69,239495,129566106,1208,1,68,13476,4356710,4,305483,603,53784,46224032,37603867,124263483,1765415627,603,1900,2,1,4,4,732,1,1757110284,1709957814,744591597,132332758,132332758,2,1,5822641352,73389,73389,4,4,4,132332758,17,3,286479,69707869,3410810,68274,13408,1757110284,2904169,34192536,12542
81880.20,22,262144,64,93343,6150291160,123,1,603,3045415,20,22554,50,69,239495,129566106,1208,1,68,14173,4520220,4,305483,603,56576,47552800,40042690,131104303,1857347577,603,1900,2,1,4,4,732,1,1848598540,1801335412,825047551,139430460,139446844,2,1,6134940240,73389,73389,4,4,4,139430460,17,3,289057,72806744,3501516,70886,14106,1848598540,2974529,36539839,12542
87102.35,22,262144,64,97681,6436444492,124,1,603,3111496,20,23788,50,69,239495,129831558,1208,1,68,14811,4770314,4,305483,603,59124,48762848,42304307,137669796,1941241551,603,1900,2,1,4,4,732,1,1932091404,1885050908,854418579,145927987,145944371,2,1,6420831428,73389,73389,4,4,4,145927987,17,3,291302,76188011,3582984,73317,14743,1932091404,3038179,38721118,12542
94130.00,22,262144,64,103498,6819791020,125,1,603,3244913,20,25436,50,69,239495,130097010,1208,1,68,15664,5013710,4,305483,603,62540,50387488,45947663,150943174,2053718836,603,1900,2,1,4,4,732,1,2044026892,1997068965,945302018,154651579,154667963,2,1,6804669476,73389,73389,4,4,4,154651579,17,3,297280,80942859,3696259,115283,15597,2044026892,3129630,42251285,12542
99177.42,22,262144,64,107922,7111049544,126,1,603,3314917,20,26696,50,69,239495,130097010,1208,1,68,16316,5271263,4,305483,603,65144,51618976,47861455,158872132,2139450945,603,1900,2,1,4,4,732,1,2129354764,2082211485,992715028,161259920,161276304,2,1,7095436480,73389,73389,4,4,4,161259920,17,3,301193,84254798,3772030,117882,16249,2129354764,3197035,44088939,12542
104297.62,22,262144,64,113008,7446223804,127,1,603,3392266,20,28136,50,69,239495,130362462,1208,1,68,17061,5417723,4,305483,603,68124,53029664,49461998,164909222,2237561971,603,1900,2,1,4,4,732,1,2227003404,2180248286,1013288317,168887943,168887943,2,1,7431069492,73389,73389,4,4,4,168887943,17,3,310908,87454751,3860666,120661,16993,2227003404,3271605,45600687,12542
109354.46,22,262144,64,118126,7783495216,128,1,603,3474365,20,29590,50,69,239495,130362462,1208,1,68,17814,5639723,4,305483,603,71136,54460256,51656771,171803938,2336732006,603,1900,2,1,4,4,732,1,2325700620,2278804625,1041153673,176556926,176573310,2,1,7768504744,73389,73389,4,4,4,176556926,17,3,317505,90469475,3947521,123323,17746,2325700620,3351042,47708677,12542
114415.38,22,262144,64,124561,8207608444,129,1,603,3569665,20,31393,50,69,239495,130627914,1208,1,68,18758,5769791,4,305483,603,74912,56250400,56548456,181555980,2461033812,603,1900,2,1,4,4,732,1,2449432588,2402801245,1161831316,186195863,186195863,2,1,8191897076,73389,73389,4,4,4,186179479,17,3,324526,93288935,4101941,131295,18690,2449432588,3438370,52446108,12542
119425.93,22,262144,64,144516,9522546528,132,1,603,3852213,20,36960,50,69,239495,131158818,1208,1,68,21693,5785274,4,305483,603,86652,61658528,66352432,185394931,2847334706,603,1900,2,1,4,4,732,1,2834128908,2787188383,1205290105,216079330,216079330,2,1,9507490520,73389,73389,4,4,4,216079330,17,3,354024,94493837,4466385,140371,21625,2834128908,3711842,61885502,12542
124438.46,22,262144,64,167830,11058693910,136,1,603,4187172,20,43549,50,69,239495,131689722,1208,1,68,25118,5796048,4,305483,603,100360,102137360,76689199,186462047,3298124395,603,1900,2,1,4,4,732,1,3283050508,3236148431,1237648621,250984049,251000433,2,1,11043298156,73389,73389,4,4,4,250984049,17,3,389592,95402513,4882966,148596,25050,3283050508,4038576,71807633,12542
129446.81,22,262144,64,191529,12619536298,140,2,603,4555049,20,50247,50,69,239495,132220626,1208,1,68,28596,5804289,4,305483,603,114276,125646976,87172324,187269817,3755276944,603,1900,2,1,4,4,732,1,3738326558,3692433678,1267166574,286462208,286478592,2,1,12604337152,73389,73389,4,4,4,286462208,17,3,411053,96307071,5282291,156886,28528,3738326558,4398163,81892070,12542
134456.63,22,262144,64,216705,14278496002,145,2,603,4913390,20,57351,50,69,239495,133016982,1208,1,68,32295,5809282,4,305483,603,129072,132363904,98843115,187734290,4242112096,603,1900,2,1,4,4,732,1,4223161886,4177390283,1297442080,324170306,324170306,2,1,14263493464,73389,73389,4,4,4,324170306,17,3,440070,97162000,5687605,165849,32227,4223161886,4747541,93157774,12542
139465.20,22,262144,64,240855,15869684866,149,3,603,5274679,20,64208,50,69,239495,133547886,1208,1,68,35844,5813774,4,305483,603,143268,138801664,108936229,188165043,4709180622,603,1900,2,1,4,4,732,1,4688336414,4642550743,1325074288,360334434,360350818,2,1,15854715096,73389,73389,4,4,4,360334434,17,3,450582,97990864,6004428,174188,35776,4688336414,5100491,102934959,12542
144472.37,22,262144,64,265373,17485521882,153,5,603,5626935,20,71075,50,69,239495,134344242,1208,1,68,39443,5817213,4,305483,603,157668,162546000,120192205,188577244,5182844631,603,1900,2,1,4,4,732,1,5160064542,5114887723,1352044516,397043108,397059492,2,1,17469896752,73389,73389,4,4,4,397043108,17,3,475257,98790037,6320416,182684,39375,5160064542,5444251,113876177,12542
149479.94,22,262144,64,290965,19171744562,157,5,603,5988521,20,78263,50,69,239495,134875146,1208,1,68,43205,5821538,4,305483,603,172720,186179000,130674369,188834535,5677965096,603,1900,2,1,4,4,732,1,5653157406,5607772090,1376510428,435373798,435390182,2,1,19156447112,73389,73389,4,4,4,435373798,17,3,493095,99600969,6604616,191175,43137,5653157406,5797346,124075190,12542
154487.83,22,262144,64,316425,20849340622,161,5,603,6337903,20,85481,50,69,239495,135406050,1208,1,68,46947,5825985,4,305483,603,187688,192908472,139948852,188963172,6170434561,603,1900,2,1,4,4,732,1,6143628830,6098190494,1396407866,473499688,473516072,2,1,20833986272,73389,73389,4,4,4,473499688,17,3,501934,100365601,6843088,199245,46879,6143628830,6138658,133111086,12542
159494.99,22,262144,64,343519,22634004990,166,5,603,6768246,20,93126,50,69,239495,136202406,1208,1,68,50923,5829707,4,305483,603,203596,216884168,150846336,189088239,6693107921,603,1900,2,1,4,4,732,1,6664169260,6619871089,1477915103,514070668,514070668,2,1,22618388496,73389,73389,4,4,4,514054284,17,3,531785,101226576,7158159,208967,50855,6664169260,6559279,143693627,12542
164502.23,22,262144,64,372190,24523352340,171,5,603,7150142,20,101180,50,69,239495,136998762,1208,1,68,55134,5832478,4,305483,603,220452,293070160,162762501,189132945,7247190954,603,1900,2,1,4,4,732,1,7215982380,7172210863,1504982312,556994467,557010851,2,1,24507756548,73389,73389,4,4,4,556994467,17,3,555324,102033612,7440217,217674,55066,7215982380,6932468,155327468,12542
169508.94,22,262144,64,400923,26416420148,178,5,603,7529318,20,109365,50,69,239495,138024372,1208,1,68,59358,5834744,4,305483,603,237360,334806776,172558420,189153808,7801870145,603,1900,2,1,4,4,732,1,7768373809,7725504979,1525219094,600037902,600037902,2,1,26401667688,73389,73389,4,4,4,600037902,17,3,562905,102811236,7632677,225784,59290,7768373809,7303534,164931065,12542
