timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolExpansions,GlobalThreadPoolJobs,GlobalThreadPoolThreadCreationMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,MemoryAllocatedWithoutCheck,MemoryAllocatedWithoutCheckBytes,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHitElapsedMicroseconds,ThreadPoolReaderPageCacheMiss,ThreadPoolReaderPageCacheMissBytes,ThreadPoolReaderPageCacheMissElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
56437.46,37,262144,64,72591,4783120884,120,1,603,1826388,57,16730,60,69,28568,129300654,1208,1,68,11126,3146763,4,116343,603,44408,144096944,29668177,100609464,1455963625,603,2020,2,1,4,4,1109,1,1449091084,1401723246,558096064,108367345,108367345,2,1,4767442284,73389,73389,4,4,4,108350961,36,3,236905,52575212,2663589,57638,11058,1449091084,1768750,27008929,9389
61451.52,37,262144,64,76101,5014214052,121,1,603,1882101,57,17732,60,69,28568,129300654,1208,1,68,11640,3210975,4,116343,603,46468,145078384,32095880,111712267,1523790855,603,2020,2,1,4,4,1109,1,1516593164,1469274966,613036786,113609781,113626165,2,1,4998830364,73389,73389,4,4,4,113609781,36,3,245797,55682246,2779148,59744,11573,1516593164,1822357,29320875,9389
66482.36,37,262144,64,79774,5256255040,121,1,603,1945001,57,18742,60,69,28568,129300654,1208,1,68,12179,3417141,4,116343,603,48624,146103984,33526465,117721879,1594786892,603,2020,2,1,4,4,1109,1,1587240972,1540008124,646505181,119112202,119128586,2,1,5240936888,73389,73389,4,4,4,119112202,36,3,247355,58736251,2839419,66913,12112,1587240972,1878088,30690924,9389
71639.89,37,262144,64,83981,5533557704,122,1,603,2013355,57,19946,60,69,28568,129566106,1208,1,68,12799,3500571,4,116343,603,51100,147280432,35514813,125383951,1676306418,603,2020,2,1,4,4,1109,1,1668374540,1621137598,744557065,125407088,125423472,2,1,5517911872,73389,73389,4,4,4,125407088,36,3,257737,61747488,2931332,69194,12731,1668374540,1944161,32587300,9389
76695.70,37,262144,64,87490,5764850788,122,1,603,2070974,57,20897,60,69,28568,129566106,1208,1,68,13313,3721836,4,116343,603,53156,148254512,37229927,131801625,1744002991,603,2020,2,1,4,4,1109,1,1735745548,1688704316,776682352,130680133,130680133,2,1,5749925852,73389,73389,4,4,4,130680133,36,3,264955,64949335,3018487,71246,13245,1735745548,1999728,34214450,9389
81763.72,37,262144,64,91821,6050014464,123,1,603,2134332,57,22139,60,69,28568,129566106,1208,1,68,13948,3896981,4,116343,603,55696,149464432,39153538,139022655,1827636652,603,2020,2,1,4,4,1109,1,1818976268,1772092488,813250709,137157402,137157402,2,1,6034925688,73389,73389,4,4,4,137157402,36,3,267300,68020676,3098831,73751,13880,1818976268,2060581,36057948,9389
87082.38,37,262144,64,95886,6318011016,124,1,603,2200787,57,23303,60,69,28568,129831558,1208,1,68,14548,4130952,4,116343,603,58100,150606320,40675334,144740443,1906792938,603,2020,2,1,4,4,1109,1,1897750540,1850391125,852235920,143239296,143255680,2,1,6302529024,73389,73389,4,4,4,143239296,36,3,272526,71101922,3168410,76094,14481,1897750540,2124693,37509273,9389
94124.13,37,262144,64,101093,6661380584,125,1,603,2290102,57,24779,60,69,28568,130097010,1208,1,68,15311,4328111,4,116343,603,61148,152057456,44587154,157529947,2007155585,603,2020,2,1,4,4,1109,1,1997627404,1950726769,1011381391,151045384,151061768,2,1,6645996896,73389,73389,4,4,4,151045384,36,3,282390,75466387,3282713,80864,15243,1997627404,2209238,41306556,9389
99215.28,37,262144,64,105048,6921902724,125,1,603,2376702,57,25802,60,69,28568,130097010,1208,1,68,15895,4484090,4,116343,603,63484,153166576,46533744,166269909,2084068689,603,2020,2,1,4,4,1109,1,2074173452,2026945604,1061808992,156973789,156973789,2,1,6906846716,73389,73389,4,4,4,156973789,36,3,292125,78755454,3374751,97200,15827,2074173452,2279502,43161022,9389
104367.31,37,262144,64,110971,7311930616,126,1,603,2464832,57,27523,60,69,28568,130097010,1208,1,68,16763,4723876,4,116343,603,66956,154811888,50114254,179247061,2198364219,603,2020,2,1,4,4,1109,1,2187943948,2140952375,1276696263,165838804,165838804,2,1,7296186480,73389,73389,4,4,4,165822420,36,3,301373,81853579,3550350,101772,16695,2187943948,2363060,46565089,9389
109398.77,37,262144,64,115828,7632097132,127,1,603,2542920,57,28907,60,69,28568,130362462,1208,1,68,17476,4832900,4,116343,603,69808,156164464,52683860,186687937,2292266891,603,2020,2,1,4,4,1109,1,2281398284,2234510778,1307978908,173106379,173122763,2,1,7616680676,73389,73389,4,4,4,173106379,36,3,305169,84726167,3651374,104227,17408,2281398284,2438693,49034700,9389
114408.52,37,262144,64,124446,8200071804,129,1,603,2663262,57,31315,60,69,28568,130627914,1208,1,68,18742,4935174,4,116343,603,74876,175753512,57214494,195453275,2458941986,603,2020,2,1,4,4,1109,1,2447335436,2400560029,1387302984,186015639,186032023,2,1,8184688116,73389,73389,4,4,4,186015639,36,3,315399,87328424,3792056,107864,18674,2447335436,2555398,53424677,9389
119419.50,37,262144,64,146507,9653825060,132,1,603,2969366,57,37493,60,69,28568,131158818,1208,1,68,21985,4945277,4,116343,603,87852,198584712,67515901,197204808,2885776525,603,2020,2,1,4,4,1109,1,2872401932,2825573338,1426236629,219062933,219062933,2,1,9638769052,73389,73389,4,4,4,219062933,36,3,347644,88260988,4235612,115511,21917,2872401932,2853855,63283950,9389
124433.68,37,262144,64,169233,11151171822,136,1,603,3290925,57,43910,60,69,28568,131689722,1208,1,68,25324,4956389,4,116343,603,101204,204699656,78339568,198197731,3325119715,603,2020,2,1,4,4,1109,1,3309920268,3263254699,1455179232,253076883,253093267,2,1,11135382852,73389,73389,4,4,4,253076883,36,3,371296,89119289,4609538,123307,25256,3309920268,3167618,73734879,9389
129441.84,37,262144,64,193094,12722896494,141,1,603,3644493,57,50697,60,69,28568,132486078,1208,1,68,28826,4963580,4,116343,603,115216,211085320,88819571,198925875,3785579740,603,2020,2,1,4,4,1109,1,3768473118,3722632646,1485249957,288806835,288823219,2,1,12707500740,73389,73389,4,4,4,288806835,36,3,398234,90015953,5027577,131752,28758,3768473118,3512741,83799323,9389
134457.40,37,262144,64,218113,14371301594,145,1,603,4020701,57,57736,60,69,28568,133016982,1208,1,68,32503,4968628,4,116343,603,129932,251775304,99408060,199384257,4269534483,603,2020,2,1,4,4,1109,1,4250424862,4204520488,1511373311,326279524,326279524,2,1,14355578160,73389,73389,4,4,4,326263140,36,3,410481,90897532,5340879,140464,32435,4250424862,3880237,94075066,9389
139466.78,37,262144,64,242902,16004633414,149,1,603,4372892,57,64751,60,69,28568,133547886,1208,1,68,36143,4974088,4,116343,603,144492,258388424,109207536,199793461,4748594649,603,2020,2,1,4,4,1109,1,4727526942,4681946346,1542528247,363399957,363416341,2,1,15989598108,73389,73389,4,4,4,363399957,36,3,431927,91743799,5654762,149298,36075,4727526942,4223594,103560806,9389
144475.11,37,262144,64,267622,17633708702,153,1,603,4721359,57,71702,60,69,28568,134344242,1208,1,68,39775,4979989,4,116343,603,159020,264977032,120612732,200208210,5226584076,603,2020,2,1,4,4,1109,1,5203580446,5158133459,1574689087,400419927,400436311,2,1,17618476788,73389,73389,4,4,4,400419927,36,3,454098,92562310,5996940,157122,39707,5203580446,4564237,114623648,9389
149481.15,37,262144,64,292707,19286439178,157,2,603,5075814,57,78737,60,69,28568,134875146,1208,1,68,43463,4983498,4,116343,603,173776,288468008,131634683,200445967,5711944102,603,2020,2,1,4,4,1109,1,5686973982,5641343958,1600012045,437974536,437990920,2,1,19270879584,73389,73389,4,4,4,437974536,36,3,465197,93357943,6253553,165174,43395,5686973982,4910640,125388571,9389
154487.96,37,262144,64,319099,21025645694,162,2,603,5460363,57,86220,60,69,28568,135671502,1208,1,68,47338,4987578,4,116343,603,189276,312415256,141940736,200566077,6221835697,603,2020,2,1,4,4,1109,1,6194746910,6149740368,1626188933,477505132,477521516,2,1,21010225808,73389,73389,4,4,4,477505132,36,3,490867,94171280,6569693,173611,47270,6194746910,5286752,135380162,9389
159494.54,37,262144,64,345665,22775707054,167,3,603,5832710,57,93777,60,69,28568,136467858,1208,1,68,51238,4991560,4,116343,603,204880,319427928,151603383,200641741,6734610352,603,2020,2,1,4,4,1109,1,6705456940,6661308436,1647709033,517273296,517289680,2,1,22760025024,73389,73389,4,4,4,517273296,36,3,508147,94973278,6815436,182274,51170,6705456940,5650436,144796930,9389
164501.30,37,262144,64,373811,24630117100,171,6,603,6204462,57,101621,60,69,28568,136998762,1208,1,68,55373,4995131,4,116343,603,221424,343752232,163396443,200688003,7278818008,603,2020,2,1,4,4,1109,1,7247439660,7203430204,1698032766,559431365,559431365,2,1,24614259164,73389,73389,4,4,4,559414981,36,3,546344,95762971,7109702,190599,55305,7247439660,6013863,156295850,9389
