timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,MemoryAllocatedWithoutCheck,MemoryAllocatedWithoutCheckBytes,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLockWaitMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHitElapsedMicroseconds,ThreadPoolReaderPageCacheMiss,ThreadPoolReaderPageCacheMissBytes,ThreadPoolReaderPageCacheMissElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
57419.10,41,262144,64,70077,4617567024,120,2,603,1242173,40,16046,69,17802,129300654,1208,1,68,10756,2386840,4,339972,603,42912,71963904,29583724,93988576,1407249266,603,1841,2,1,4,4,1038,1,1400594444,1353273798,644339892,104597310,104613694,2,1,4602281640,73389,73389,4,4,4,104597310,27,1,3,291767,47245752,2965993,73629,10688,1400594444,1168544,26617777,16251
62453.05,41,262144,64,73699,4856265676,120,2,603,1295892,40,17033,69,17802,129300654,1208,1,68,11289,2771239,4,339972,603,45048,90279512,30582185,100592761,1477456872,603,1841,2,1,4,4,1038,1,1470455820,1423113806,710539145,110017811,110034195,2,1,4840783684,73389,73389,4,4,4,110017811,27,1,3,299120,50545233,3027203,75587,11221,1470455820,1220305,27555822,16251
68146.52,41,262144,64,78271,5157223528,121,2,603,1366417,40,18335,69,17802,129300654,1208,1,68,11961,2937257,4,339972,603,47736,91557080,33933312,113618806,1565956791,603,1841,2,1,4,4,1038,1,1558536204,1511134675,796932462,116855528,116871912,2,1,5141643232,73389,73389,4,4,4,116855528,27,1,3,308751,53581460,3129842,78073,11893,1558536204,1288344,30804075,16251
73502.96,41,262144,64,83002,5469132508,122,2,603,1450267,40,19659,69,17802,129566106,1208,1,68,12652,3266135,4,339972,603,50504,92872792,36577573,122073447,1657092801,603,1841,2,1,4,4,1038,1,1649238028,1602252877,880623720,123959263,123959263,2,1,5454207572,73389,73389,4,4,4,123959263,27,1,3,315823,57244353,3235427,83530,12585,1649238028,1366737,33343213,16251
79584.26,41,262144,64,88319,5819445584,123,2,603,1536112,40,21183,69,17802,129566106,1208,1,68,13436,3477691,4,339972,603,53636,94360600,38661066,131561319,1760214055,603,1841,2,1,4,4,1038,1,1751867404,1704673389,904803268,131906774,131923158,2,1,5803898056,73389,73389,4,4,4,131906774,27,1,3,324690,61456387,3335595,86404,13368,1751867404,1449708,35327205,16251
84682.43,41,262144,64,92237,6077542892,123,2,603,1601264,40,22253,69,17802,129566106,1208,1,68,14012,3600273,4,339972,603,55948,112409360,40299108,137216330,1836215771,603,1841,2,1,4,4,1038,1,1827495948,1780118783,941960437,137769643,137786027,2,1,6061864292,73389,73389,4,4,4,137769643,27,1,3,325282,64550798,3387418,88786,13945,1827495948,1512478,36913593,16251
89733.06,41,262144,64,97510,6424972384,124,2,603,1688439,40,23736,69,17802,129831558,1208,1,68,14785,3655005,4,339972,603,59036,113867664,43092742,144978311,1937878631,603,1841,2,1,4,4,1038,1,1928683532,1881733970,1001563849,145659810,145676194,2,1,6409031640,73389,73389,4,4,4,145659810,27,1,3,336446,67801285,3503419,91754,14717,1928683532,1596685,39590847,16251
94771.61,41,262144,64,103078,6792000448,125,2,603,1775134,40,25277,69,17802,130097010,1208,1,68,15605,3679881,4,339972,603,62316,115422928,44854945,150330167,2045862245,603,1841,2,1,4,4,1038,1,2036162572,1988951169,1022551300,154022954,154022954,2,1,6777009976,73389,73389,4,4,4,154022954,27,1,3,341184,70860503,3580232,94769,15537,2036162572,1680365,41276657,16251
99788.01,41,262144,64,115191,7590085248,127,2,603,1945060,40,28691,69,17802,130362462,1208,1,68,17383,3722747,4,339972,603,69428,118733904,50716006,158339907,2279907352,603,1841,2,1,4,4,1038,1,2269208588,2222243868,1170757348,172150074,172166458,2,1,7574603256,73389,73389,4,4,4,172150074,27,1,3,352050,72959061,3797928,99556,17315,2269208588,1845504,46919920,16251
104798.21,41,262144,64,137187,9039578664,131,2,603,2247220,40,34895,69,17802,130893366,1208,1,68,20613,3733195,4,339972,603,82348,124663952,62282794,160896873,2705044011,603,1841,2,1,4,4,1038,1,2692571148,2646024867,1248450852,205099064,205099064,2,1,9024358816,73389,73389,4,4,4,205099064,27,1,3,385012,73860442,4250129,107446,20545,2692571148,2139774,58034562,16251
109808.73,41,262144,64,160817,10596435422,135,2,603,2583748,40,41561,69,17802,131424270,1208,1,68,24086,3738971,4,339972,603,96244,148333888,72873433,161738839,3162184361,603,1841,2,1,4,4,1038,1,3147784204,3101127095,1274824136,240470727,240487111,2,1,10580711988,73389,73389,4,4,4,240470727,27,1,3,412988,74753172,4639072,116190,24018,3147784204,2467558,68237434,16251
114816.76,41,262144,64,185226,12204339274,139,2,603,2937977,40,48437,69,17802,132220626,1208,1,68,27672,3744822,4,339972,603,110592,189335016,83342382,162419171,3633436421,603,1841,2,1,4,4,1038,1,3617084958,3571078997,1308597671,277017720,277034104,2,1,12188779680,73389,73389,4,4,4,277017720,27,1,3,432105,75643422,4988388,125158,27604,3617084958,2812819,78358368,16251
119825.77,41,262144,64,210106,13843634870,144,2,603,3297498,40,55496,69,17802,132751530,1208,1,68,31326,3753012,4,339972,603,125220,230313832,93906706,162850265,4114519215,603,1841,2,1,4,4,1038,1,4096153118,4050329792,1334807911,314285609,314285609,2,1,13828566796,73389,73389,4,4,4,314285609,27,1,3,448700,76499446,5339022,133934,31258,4096153118,3163564,88571567,16251
124834.69,41,262144,64,235321,15505415930,148,2,603,3674502,40,62638,69,17802,133547886,1208,1,68,35030,3756714,4,339972,603,140044,271003456,103955996,163268389,4602005312,603,1841,2,1,4,4,1038,1,4581643806,4535994387,1357614252,352048892,352065276,2,1,15490151248,73389,73389,4,4,4,352048892,27,1,3,472823,77387777,5665569,142467,34962,4581643806,3532035,98294727,16251
129842.83,41,262144,64,260625,17172498790,152,3,603,4043579,40,69751,69,17802,134078790,1208,1,68,38747,3760864,4,339972,603,154920,312604408,114626727,163688830,5091254335,603,1841,2,1,4,4,1038,1,5068838430,5023336973,1383569895,389931181,389947565,2,1,17156971964,73389,73389,4,4,4,389931181,27,1,3,499694,78246171,6002698,150790,38679,5068838430,3892789,108628531,16251
134851.27,41,262144,64,286507,18877992362,156,3,603,4404120,40,77045,69,17802,134609694,1208,1,68,42552,3765472,4,339972,603,170140,319463672,124861629,163856140,5592045251,603,1841,2,1,4,4,1038,1,5567567390,5521999449,1408457884,428702080,428702080,2,1,18862170624,73389,73389,4,4,4,428685696,27,1,3,519268,79045232,6256176,158730,42484,5567567390,4245390,118610486,16251
139859.86,41,262144,64,312584,20596289586,161,3,603,4769984,40,84388,69,17802,135406050,1208,1,68,46380,3769415,4,339972,603,185452,326351096,136162450,163982366,6095804242,603,1841,2,1,4,4,1038,1,6069311006,6024266071,1435933160,467751507,467767891,2,1,20581066308,73389,73389,4,4,4,467751507,27,1,3,547250,79827108,6606879,167049,46312,6069311006,4602935,129561160,16251
144868.28,41,262144,64,340524,22436662862,166,3,603,5181022,40,92270,69,17802,136202406,1208,1,68,50481,3772704,4,339972,603,201864,367689408,146760250,164064585,6634952088,603,1841,2,1,4,4,1038,1,6606235436,6562185308,1494331633,509573704,509590088,2,1,22421242976,73389,73389,4,4,4,509573704,27,1,3,568822,80673736,6883864,176416,50413,6606235436,5004606,139882312,16251
149875.48,41,262144,64,367201,24194800524,170,3,603,5521891,40,99772,69,17802,136998762,1208,1,68,54403,3776523,4,339972,603,217552,391683768,156249448,164108711,7150991273,603,1841,2,1,4,4,1038,1,7120168748,7076110933,1515770712,549528125,549544509,2,1,24179237500,73389,73389,4,4,4,549528125,27,1,3,586345,81414231,7080584,184718,54335,7120168748,5337173,149174749,16251
154881.01,41,262144,64,393554,25931137420,175,3,603,5854220,40,107247,69,17802,137770986,1208,1,68,58275,3778187,4,339972,603,233044,398624760,166951623,164118226,7660712996,603,1841,2,1,4,4,1038,1,7627810604,7583701686,1543968996,589003536,589003536,2,1,25915434688,73389,73389,4,4,4,588987152,27,1,3,609651,82093475,7274789,192410,58207,7627810604,5661810,159683082,16251
