event,value,description
OSCPUWaitMicroseconds,1365480416,"Total time a thread was ready for execution but waiting to be scheduled by OS, from the OS point of view."
OSCPUVirtualTimeMicroseconds,15229178960,CPU time spent seen by OS. Does not include involuntary waits due to virtualization.
OSReadBytes,781007757312,"Number of bytes read from disks or block devices. Doesn't include bytes read from page cache. May include excessive data due to block size, readahead, etc."
OSWriteBytes,4096,Number of bytes written to disks or block devices. Doesn't include bytes that are in page cache dirty pages. May not include data that was written by OS asynchronously.
OSReadChars,784599484286,"Number of bytes read from filesystem, including page cache, as well as network and other files."
OSWriteChars,868,"Number of bytes written to filesystem, including page cache, as well as network and other files."
AsynchronousReaderIgnoredBytes,547466142,Number of bytes ignored during asynchronous reading
ThreadPoolReaderPageCacheHit,43,Number of times the read inside ThreadPoolReader was done from the page cache.
ThreadPoolReaderPageCacheHitBytes,255216,Number of bytes read inside ThreadPoolReader when it was done from the page cache.
ThreadPoolReaderPageCacheHitElapsedMicroseconds,351,Time spent reading data from page cache in ThreadPoolReader.
ThreadPoolReaderPageCacheMiss,6251397,Number of times the read inside ThreadPoolReader was not done from page cache and was hand off to thread pool.
ThreadPoolReaderPageCacheMissBytes,780985820302,Number of bytes read inside ThreadPoolReader when read was not done from page cache and was hand off to thread pool.
ThreadPoolReaderPageCacheMissElapsedMicroseconds,1714904376,Time spent reading data inside the asynchronous job in ThreadPoolReader - when read was not done from the page cache.
SynchronousReadWaitMicroseconds,13152473489,Time spent in waiting for synchronous reads in asynchronous local read.
MainConfigLoads,1,Number of times the main configuration was reloaded.
ServerStartupMilliseconds,91,Time elapsed from starting server to listening to sockets in milliseconds
MergerMutatorsGetPartsForMergeElapsedMicroseconds,14919,Time spent to take data parts snapshot to build ranges from them.
MergerMutatorPrepareRangesForMergeElapsedMicroseconds,2020,Time spent to prepare parts ranges which can be merged according to merge predicate.
MergerMutatorSelectPartsForMergeElapsedMicroseconds,3513,Time spent to select parts from ranges which can be merged.
MergerMutatorRangesForMergeCount,315,Amount of candidate ranges for merge
MergerMutatorPartsInRangesForMergeCount,1469,Amount of candidate parts for merge
AsyncLoaderWaitMicroseconds,175,Total time a query was waiting for async loader jobs.
LogDebug,1,Number of log messages with level Debug
LogInfo,48,Number of log messages with level Info
LogWarning,2,Number of log messages with level Warning
LogError,12,Number of log messages with level Error
LoggerElapsedNanoseconds,1356680,Cumulative time spend in logging
InterfaceHTTPSendBytes,273286,Number of bytes sent through HTTP interfaces
InterfaceHTTPReceiveBytes,100840,Number of bytes received through HTTP interfaces
InterfaceNativeSendBytes,541657,Number of bytes sent through native interfaces
InterfaceNativeReceiveBytes,3693,Number of bytes received through native interfaces
HTTPServerConnectionsCreated,65,Number of created server HTTP connections
HTTPServerConnectionsReused,79,Number of reused server HTTP connections
HTTPServerConnectionsPreserved,92,Number of preserved server HTTP connections. Connection kept alive successfully
HTTPServerConnectionsExpired,23,Number of expired server HTTP connections.
HTTPServerConnectionsReset,10,Number of reset server HTTP connections. Server closes connection
ConcurrencyControlSlotsAcquired,2590,Total number of CPU slots acquired
ConcurrencyControlWaitMicroseconds,1662459428,Total time a query was waiting on resource requests for CPU slots.
ConcurrencyControlPreemptedMicroseconds,1595712068,Total time a query was waiting due to preemption of CPU slots.
ConcurrencyControlPreemptions,43800,Total number of CPU preemptions
ConcurrencyControlPreemptionResumes,42916,Total number of CPU preemption resumed
ConcurrencyControlUpscales,2590,Total number of CPU upscaling events
ConcurrencyControlDownscales,2590,Total number of CPU downscaling events
MemoryWorkerRun,14406,Number of runs done by MemoryWorker in background
MemoryWorkerRunElapsedMicroseconds,1488192,Total time spent by MemoryWorker for background work
FilterTransformPassedRows,41164,Number of rows that passed the filter in the query
FilterTransformPassedBytes,2517314,Number of bytes that passed the filter in the query
AsyncLoggingConsoleTotalMessages,64,How many messages (accepted or dropped) have been sent to the async queue for the console log
AsyncLoggingFileLogTotalMessages,64,How many messages (accepted or dropped) have been sent to the async queue for the file log
AsyncLoggingErrorFileLogTotalMessages,14,How many messages (accepted or dropped) have been sent to the async queue for the error file log
