event,value,description
AsyncLoaderWaitMicroseconds,2128666,Total time a query was waiting for async loader jobs.
LogDebug,1,Number of log messages with level Debug
LogInfo,51,Number of log messages with level Info
LogWarning,5,Number of log messages with level Warning
LoggerElapsedNanoseconds,38842018,Cumulative time spend in logging
InterfaceHTTPSendBytes,51648171,Number of bytes sent through HTTP interfaces
InterfaceHTTPReceiveBytes,2228799,Number of bytes received through HTTP interfaces
InterfaceNativeSendBytes,9325732,Number of bytes sent through native interfaces
InterfaceNativeReceiveBytes,19344,Number of bytes received through native interfaces
HTTPServerConnectionsCreated,7408,Number of created server HTTP connections
HTTPServerConnectionsReused,198,Number of reused server HTTP connections
HTTPServerConnectionsPreserved,205,Number of preserved server HTTP connections. Connection kept alive successfully
HTTPServerConnectionsExpired,7258,Number of expired server HTTP connections.
HTTPServerConnectionsReset,7251,Number of reset server HTTP connections. Server closes connection
ConcurrencyControlSlotsGranted,376,Number of CPU slot granted according to guarantee of 1 thread per query and for queries with setting 'use_concurrency_control' = 0
ConcurrencyControlSlotsAcquired,5080,Total number of CPU slots acquired
ConcurrencyControlSlotsAcquiredNonCompeting,376,Total number of noncompeting CPU slot acquired
ConcurrencyControlWaitMicroseconds,13809849846,Total time a query was waiting on resource requests for CPU slots.
MemoryWorkerRun,62847,Number of runs done by MemoryWorker in background
MemoryWorkerRunElapsedMicroseconds,691000581,Total time spent by MemoryWorker for background work
FilterTransformPassedRows,84846,Number of rows that passed the filter in the query
FilterTransformPassedBytes,260788336,Number of bytes that passed the filter in the query
AsyncLoggingConsoleTotalMessages,58,How many messages (accepted or dropped) have been sent to the async queue for the console log
AsyncLoggingFileLogTotalMessages,58,How many messages (accepted or dropped) have been sent to the async queue for the file log
AsyncLoggingErrorFileLogTotalMessages,5,How many messages (accepted or dropped) have been sent to the async queue for the error file log
