event,start_value,end_value,diff,description
RealTimeMicroseconds,0,120506001202,120506001202,Total (wall clock) time spent in processing (queries and other tasks) threads (note that this is a sum).
RowsReadByMainReader,0,15600985452,15600985452,Number of rows read from MergeTree tables by the main reader (after PREWHERE step).
RowsReadByPrewhereReaders,0,15600985452,15600985452,Number of rows read from MergeTree tables (in total) by prewhere readers.
Seek,241,1993,1752,Number of times the 'lseek' function was called.
SelectQueriesWithSubqueries,1,64,63,Count SELECT queries with all subqueries
SelectQuery,1,28,27,"Same as Query, but only for SELECT queries."
SelectQueryTimeMicroseconds,0,1765452542,1765452542,Total time of SELECT queries.
SelectedBytes,0,734446401968,734446401968,Number of bytes (uncompressed; for columns as they stored in memory) SELECTed from all tables.
SelectedMarks,0,1908114,1908114,Number of marks (index granules) selected to read from a MergeTree table.
SelectedMarksTotal,0,1908114,1908114,Number of total marks (index granules) before selecting which ones to read from a MergeTree table.
SelectedParts,0,52,52,Number of data parts selected to read from a MergeTree table.
SelectedPartsTotal,0,52,52,Number of total data parts before selecting which ones to read from a MergeTree table.
SelectedRanges,0,52,52,Number of (non-adjacent) ranges in all data parts selected to read from a MergeTree table.
SelectedRows,0,15600985564,15600985564,Number of rows SELECTed from all tables.
ServerStartupMilliseconds,5337,5337,0,Time elapsed from starting server to listening to sockets in milliseconds
SharedPartsLockHoldMicroseconds,8090,11149,3059,Total time spent holding shared data parts lock in MergeTree tables
SharedPartsLockWaitMicroseconds,0,26,26,Total time spent waiting for shared data parts lock in MergeTree tables
SharedPartsLocks,692,3824,3132,Number of times shared data parts lock has been acquired for MergeTree tables
SoftPageFaults,0,18896380,18896380,"The number of soft page faults in query execution threads. Soft page fault usually means a miss in the memory allocator cache, which requires a new memory mapping from the OS and subsequent allocation of a page of physical memory."
SynchronousReadWaitMicroseconds,23157,8637155748,8637132591,Time spent in waiting for synchronous reads in asynchronous local read.
SystemTimeMicroseconds,0,145686313,145686313,"Total time spent in processing (queries and other tasks) threads executing CPU instructions in OS kernel mode. This is time spent in syscalls, excluding waiting time during blocking syscalls."
ThreadPoolReaderPageCacheHitElapsedMicroseconds,63,11397146,11397083,Time spent reading data from page cache in ThreadPoolReader.
ThreadPoolReaderPageCacheMiss,56,1769703,1769647,Number of times the read inside ThreadPoolReader was not done from page cache and was hand off to thread pool.
ThreadPoolReaderPageCacheMissBytes,254901,223361619485,223361364584,Number of bytes read inside ThreadPoolReader when read was not done from page cache and was hand off to thread pool.
ThreadPoolReaderPageCacheMissElapsedMicroseconds,21110,1398573962,1398552852,Time spent reading data inside the asynchronous job in ThreadPoolReader - when read was not done from the page cache.
UserTimeMicroseconds,0,4299822792,4299822792,"Total time spent in processing (queries and other tasks) threads executing CPU instructions in user mode. This includes time CPU pipeline was stalled due to main memory access, cache misses, branch mispredictions, hyper-threading, etc."
WaitMarksLoadMicroseconds,0,32820557,32820557,Time spent loading marks
WriteBufferFromFileDescriptorWrite,1,1,0,Number of writes (write/pwrite) to a file descriptor. Does not include sockets.
WriteBufferFromFileDescriptorWriteBytes,60,60,0,"Number of bytes written to file descriptors. If the file is compressed, this will show compressed data size."
