event,start_value,end_value,diff,description
DiskWriteElapsedMicroseconds,10,10,0,Total time spent waiting for write syscall. This include writes to page cache.
FairPolicyDequeue,1884609,2442560,557951,Number of dequeues invoked at all FairPolicyNodes
FileOpen,1671,2051,380,Number of files opened.
FilterTransformPassedBytes,15286902,61647594,46360692,Number of bytes that passed the filter in the query
FilterTransformPassedRows,633,1779,1146,Number of rows that passed the filter in the query
FilteringMarksWithPrimaryKeyMicroseconds,3431,4519,1088,Time spent filtering parts by PK.
FunctionExecute,15792050,21057936,5265886,"Number of SQL ordinary function calls (SQL functions are called on per-block basis, so this number represents the number of blocks)."
GlobalThreadPoolExpansions,962,962,0,Counts the total number of times new threads have been added to the global thread pool. This metric indicates the frequency of expansions in the global thread pool to accommodate increased processing demands.
GlobalThreadPoolJobWaitTimeMicroseconds,2693086,3532074,838988,"Measures the elapsed time from when a job is scheduled in the thread pool to when it is picked up for execution by a worker thread. This metric helps identify delays in job processing, indicating the responsiveness of the thread pool to new tasks."
GlobalThreadPoolJobs,8841,16036,7195,Counts the number of jobs that have been pushed to the global thread pool.
GlobalThreadPoolLockWaitMicroseconds,90629,120484,29855,Total time threads have spent waiting for locks in the global thread pool.
GlobalThreadPoolThreadCreationMicroseconds,146354,146354,0,Total time spent waiting for new threads to start.
HTTPServerConnectionsCreated,698,1870,1172,Number of created server HTTP connections
HTTPServerConnectionsExpired,663,1819,1156,Number of expired server HTTP connections.
HTTPServerConnectionsPreserved,102,136,34,Number of preserved server HTTP connections. Connection kept alive successfully
HTTPServerConnectionsReset,649,1799,1150,Number of reset server HTTP connections. Server closes connection
HTTPServerConnectionsReused,88,116,28,Number of reused server HTTP connections
IOBufferAllocBytes,31098711459,48731261215,17632549756,Number of bytes allocated for IO buffers (for ReadBuffer/WriteBuffer).
IOBufferAllocs,279498,403180,123682,Number of allocations of IO buffers (for ReadBuffer/WriteBuffer).
InitialQuery,752,1936,1184,"Same as Query, but only counts initial queries (see is_initial_query)."
InterfaceHTTPReceiveBytes,300264,664718,364454,Number of bytes received through HTTP interfaces
InterfaceHTTPSendBytes,2384753,6452928,4068175,Number of bytes sent through HTTP interfaces
JoinBuildTableRowCount,240,320,80,Total number of rows in the build table for a JOIN operation.
JoinOptimizeMicroseconds,140042,160752,20710,Total time spent executing JOIN plan optimizations.
JoinProbeTableRowCount,35495960940,47327947920,11831986980,Total number of rows in the probe table for a JOIN operation.
JoinReorderMicroseconds,455,574,119,Total time spent executing JOIN reordering algorithm.
JoinResultRowCount,141983843760,189311791680,47327947920,Total number of rows in the result of a JOIN operation.
LoadedDataParts,37,37,0,Number of data parts loaded by MergeTree tables during initialization.
LoadedDataPartsMicroseconds,19156,19156,0,Microseconds spent by MergeTree tables for loading data parts during initialization.
LoadedMarksCount,807433,807433,0,Number of marks loaded (total across columns).
LoadedMarksFiles,154,154,0,Number of mark files loaded.
LoadedMarksMemoryBytes,3662208,3662208,0,Size of in-memory representations of loaded marks.
LocalThreadPoolBusyMicroseconds,46452016349,64309832637,17857816288,Total time threads have spent executing the actual work.
LocalThreadPoolExpansions,7501,13512,6011,Counts the total number of times threads have been borrowed from the global thread pool to expand local thread pools.
LocalThreadPoolJobWaitTimeMicroseconds,2392062,3150808,758746,"Measures the elapsed time from when a job is scheduled in the thread pool to when it is picked up for execution by a worker thread. This metric helps identify delays in job processing, indicating the responsiveness of the thread pool to new tasks."
LocalThreadPoolJobs,9922,16284,6362,Counts the number of jobs that have been pushed to the local thread pools.
LocalThreadPoolLockWaitMicroseconds,464025,498909,34884,Total time threads have spent waiting for locks in the local thread pools.
LocalThreadPoolShrinks,7453,13464,6011,Counts the total number of times threads have been returned to the global thread pool from local thread pools.
LocalThreadPoolThreadCreationMicroseconds,809456,950000,140544,Total time local thread pools have spent waiting to borrow a thread from the global pool.
LogDebug,1,1,0,Number of log messages with level Debug
LogInfo,48,48,0,Number of log messages with level Info
LogWarning,2,2,0,Number of log messages with level Warning
LoggerElapsedNanoseconds,1149228,1149228,0,Cumulative time spend in logging
MainConfigLoads,1,1,0,Number of times the main configuration was reloaded.
MarkCacheHits,133532,186002,52470,"Number of times an entry has been found in the mark cache, so we didn't have to load a mark file."
MarkCacheMisses,154,154,0,"Number of times an entry has not been found in the mark cache, so we had to load a mark file in memory, which is a costly operation, adding to query latency."
MemoryWorkerRun,27312,30585,3273,Number of runs done by MemoryWorker in background
MemoryWorkerRunElapsedMicroseconds,2203997,2607594,403597,Total time spent by MemoryWorker for background work
MergerMutatorPartsInRangesForMergeCount,1524,1540,16,Amount of candidate parts for merge
MergerMutatorPrepareRangesForMergeElapsedMicroseconds,2137,2149,12,Time spent to prepare parts ranges which can be merged according to merge predicate.
MergerMutatorRangesForMergeCount,331,333,2,Amount of candidate ranges for merge
MergerMutatorSelectPartsForMergeElapsedMicroseconds,3587,3617,30,Time spent to select parts from ranges which can be merged.
MergerMutatorsGetPartsForMergeElapsedMicroseconds,14788,14876,88,Time spent to take data parts snapshot to build ranges from them.
MergingSortedMilliseconds,21068,26067,4999,Total time spent while merging sorted columns
NetworkReceiveBytes,300264,664718,364454,"Total number of bytes received from network. Only ClickHouse-related network interaction is included, not by 3rd party libraries."
NetworkReceiveElapsedMicroseconds,7769,16553,8784,"Total time spent waiting for data to receive or receiving data from network. Only ClickHouse-related network interaction is included, not by 3rd party libraries."
NetworkSendBytes,2384753,6452928,4068175,"Total number of bytes send to network. Only ClickHouse-related network interaction is included, not by 3rd party libraries."
NetworkSendElapsedMicroseconds,349293,574915,225622,"Total time spent waiting for data to send to network or sending data to network. Only ClickHouse-related network interaction is included, not by 3rd party libraries."
OSCPUVirtualTimeMicroseconds,18977932205,24617980965,5640048760,CPU time spent seen by OS. Does not include involuntary waits due to virtualization.
OSCPUWaitMicroseconds,781845300,875893433,94048133,"Total time a thread was ready for execution but waiting to be scheduled by OS, from the OS point of view."
OSReadChars,952142102517,1271259536238,319117433721,"Number of bytes read from filesystem, including page cache, as well as network and other files."
OSWriteChars,6008,15480,9472,"Number of bytes written to filesystem, including page cache, as well as network and other files."
OpenedFileCacheHits,132570,184665,52095,"Number of times a file has been found in the opened file cache, so we didn't have to open it again."
OpenedFileCacheMicroseconds,98540,135827,37287,Amount of time spent executing OpenedFileCache methods.
OpenedFileCacheMisses,1574,1949,375,"Number of times a file has been found in the opened file cache, so we had to open it again."
PartsLockHoldMicroseconds,15949,15964,15,Total time spent holding data parts lock in MergeTree tables
PartsLockWaitMicroseconds,1,1,0,Total time spent waiting for data parts lock in MergeTree tables
PartsLocks,281,284,3,Number of times data parts lock has been acquired for MergeTree tables
QueriesWithSubqueries,914,2152,1238,Count queries with all subqueries
Query,752,1936,1184,"Number of queries to be interpreted and potentially executed. Does not include queries that failed to parse or were rejected due to AST size limits, quota limits or limits on the number of simultaneously running queries. May include internal queries initiated by ClickHouse itself. Does not count subqueries."
QueryConditionCacheHits,1376,1852,476,Number of times an entry has been found in the query condition cache (and reading of marks can be skipped). Only updated for SELECT queries with SETTING use_query_condition_cache = 1.
QueryConditionCacheMisses,1480,1956,476,Number of times an entry has not been found in the query condition cache (and reading of mark cannot be skipped). Only updated for SELECT queries with SETTING use_query_condition_cache = 1.
QueryPlanOptimizeMicroseconds,318084,528305,210221,Total time spent executing query plan optimizations.
QueryTimeMicroseconds,4602639534,6814819784,2212180250,Total time of all queries.
RWLockAcquiredReadLocks,1219,2445,1226,Number of times a read lock was acquired (in a heavy RWLock).
RWLockReadersWaitMilliseconds,0,5,5,Total time spent waiting for a read lock to be acquired (in a heavy RWLock).
ReadBufferFromFileDescriptorRead,199531,226292,26761,Number of reads (read/pread) from a file descriptor. Does not include sockets.
ReadBufferFromFileDescriptorReadBytes,951928828024,1270892082144,318963254120,"Number of bytes read from file descriptors. If the file is compressed, this will show the compressed data size."
ReadCompressedBytes,919338570796,1226062506896,306723936100,"Number of bytes (the number of bytes before decompression) read from compressed sources (files, network)."
RealTimeMicroseconds,55650954898,77928264703,22277309805,Total (wall clock) time spent in processing (queries and other tasks) threads (note that this is a sum).
RecomputeWeight,462,626,164,Number of weight recomputes triggered at all FairPolicyNodes
RowsReadByMainReader,61203866004,81605154672,20401288668,Number of rows read from MergeTree tables by the main reader (after PREWHERE step).
RowsReadByPrewhereReaders,61203866004,81605154672,20401288668,Number of rows read from MergeTree tables (in total) by prewhere readers.
SchedulerNodeUpdate,204,272,68,Number of SchedulerNodeInfo update due to query starting in the GREEDY module.
Seek,27312,30585,3273,Number of times the 'lseek' function was called.
SelectQueriesWithSubqueries,914,2152,1238,Count SELECT queries with all subqueries
SelectQuery,752,1936,1184,"Same as Query, but only for SELECT queries."
SelectQueryTimeMicroseconds,4602639534,6814819784,2212180250,Total time of SELECT queries.
SelectedBytes,2981013157896,3974751410373,993738252477,Number of bytes (uncompressed; for columns as they stored in memory) SELECTed from all tables.
SelectedMarks,7485678,9980904,2495226,Number of marks (index granules) selected to read from a MergeTree table.
SelectedMarksTotal,7485678,9980904,2495226,Number of total marks (index granules) before selecting which ones to read from a MergeTree table.
SelectedParts,1428,1904,476,Number of data parts selected to read from a MergeTree table.
SelectedPartsTotal,1428,1904,476,Number of total data parts before selecting which ones to read from a MergeTree table.
SelectedRanges,1428,1904,476,Number of (non-adjacent) ranges in all data parts selected to read from a MergeTree table.
SelectedRows,61203873651,81605181492,20401307841,Number of rows SELECTed from all tables.
ServerStartupMilliseconds,90,90,0,Time elapsed from starting server to listening to sockets in milliseconds
SharedPartsLockHoldMicroseconds,17224,20483,3259,Total time spent holding shared data parts lock in MergeTree tables
SharedPartsLockWaitMicroseconds,41,57,16,Total time spent waiting for shared data parts lock in MergeTree tables
SharedPartsLocks,24930,27680,2750,Number of times shared data parts lock has been acquired for MergeTree tables
SoftPageFaults,62796224,80184172,17387948,"The number of soft page faults in query execution threads. Soft page fault usually means a miss in the memory allocator cache, which requires a new memory mapping from the OS and subsequent allocation of a page of physical memory."
SynchronousReadWaitMicroseconds,350398030,448502833,98104803,Time spent in waiting for synchronous reads in asynchronous local read.
SystemTimeMicroseconds,523995549,665938873,141943324,"Total time spent in processing (queries and other tasks) threads executing CPU instructions in OS kernel mode. This is time spent in syscalls, excluding waiting time during blocking syscalls."
ThreadPoolReaderPageCacheHit,7680925,10255152,2574227,Number of times the read inside ThreadPoolReader was done from the page cache.
ThreadPoolReaderPageCacheHitBytes,951475953401,1270372896498,318896943097,Number of bytes read inside ThreadPoolReader when it was done from the page cache.
ThreadPoolReaderPageCacheHitElapsedMicroseconds,342616583,438443369,95826786,Time spent reading data from page cache in ThreadPoolReader.
UserTimeMicroseconds,18454630799,23952961738,5498330939,"Total time spent in processing (queries and other tasks) threads executing CPU instructions in user mode. This includes time CPU pipeline was stalled due to main memory access, cache misses, branch mispredictions, hyper-threading, etc."
WaitMarksLoadMicroseconds,1346621,1508017,161396,Time spent loading marks
WriteBufferFromFileDescriptorWrite,1,1,0,Number of writes (write/pwrite) to a file descriptor. Does not include sockets.
WriteBufferFromFileDescriptorWriteBytes,60,60,0,"Number of bytes written to file descriptors. If the file is compressed, this will show compressed data size."
