event,value,description
ArenaAllocBytes,25903104,Number of bytes allocated for memory Arena (used for GROUP BY and similar operations)
FunctionExecute,15792050,"Number of SQL ordinary function calls (SQL functions are called on per-block basis, so this number represents the number of blocks)."
MarkCacheHits,133532,"Number of times an entry has been found in the mark cache, so we didn't have to load a mark file."
MarkCacheMisses,154,"Number of times an entry has not been found in the mark cache, so we had to load a mark file in memory, which is a costly operation, adding to query latency."
QueryConditionCacheHits,1376,Number of times an entry has been found in the query condition cache (and reading of marks can be skipped). Only updated for SELECT queries with SETTING use_query_condition_cache = 1.
QueryConditionCacheMisses,1480,Number of times an entry has not been found in the query condition cache (and reading of mark cannot be skipped). Only updated for SELECT queries with SETTING use_query_condition_cache = 1.
CreatedReadBufferOrdinary,134164,Number of times ordinary read buffer was created for reading data (while choosing among other read methods).
DiskReadElapsedMicroseconds,354297713,Total time spent waiting for read syscall. This include reads from page cache.
DiskWriteElapsedMicroseconds,10,Total time spent waiting for write syscall. This include writes to page cache.
NetworkReceiveElapsedMicroseconds,7769,"Total time spent waiting for data to receive or receiving data from network. Only ClickHouse-related network interaction is included, not by 3rd party libraries."
NetworkSendElapsedMicroseconds,349293,"Total time spent waiting for data to send to network or sending data to network. Only ClickHouse-related network interaction is included, not by 3rd party libraries."
NetworkReceiveBytes,300264,"Total number of bytes received from network. Only ClickHouse-related network interaction is included, not by 3rd party libraries."
NetworkSendBytes,2384753,"Total number of bytes send to network. Only ClickHouse-related network interaction is included, not by 3rd party libraries."
GlobalThreadPoolExpansions,962,Counts the total number of times new threads have been added to the global thread pool. This metric indicates the frequency of expansions in the global thread pool to accommodate increased processing demands.
GlobalThreadPoolThreadCreationMicroseconds,146354,Total time spent waiting for new threads to start.
GlobalThreadPoolLockWaitMicroseconds,90629,Total time threads have spent waiting for locks in the global thread pool.
GlobalThreadPoolJobs,8841,Counts the number of jobs that have been pushed to the global thread pool.
GlobalThreadPoolJobWaitTimeMicroseconds,2693086,"Measures the elapsed time from when a job is scheduled in the thread pool to when it is picked up for execution by a worker thread. This metric helps identify delays in job processing, indicating the responsiveness of the thread pool to new tasks."
LocalThreadPoolExpansions,7501,Counts the total number of times threads have been borrowed from the global thread pool to expand local thread pools.
LocalThreadPoolShrinks,7453,Counts the total number of times threads have been returned to the global thread pool from local thread pools.
LocalThreadPoolThreadCreationMicroseconds,809456,Total time local thread pools have spent waiting to borrow a thread from the global pool.
LocalThreadPoolLockWaitMicroseconds,464025,Total time threads have spent waiting for locks in the local thread pools.
LocalThreadPoolJobs,9922,Counts the number of jobs that have been pushed to the local thread pools.
LocalThreadPoolBusyMicroseconds,46452016349,Total time threads have spent executing the actual work.
LocalThreadPoolJobWaitTimeMicroseconds,2392062,"Measures the elapsed time from when a job is scheduled in the thread pool to when it is picked up for execution by a worker thread. This metric helps identify delays in job processing, indicating the responsiveness of the thread pool to new tasks."
AnalyzePatchRangesMicroseconds,4237,Total time spent analyzing index of patch parts
CompileFunction,2,Number of times a compilation of generated LLVM code (to create fused function for complex expressions) was initiated.
CompileExpressionsMicroseconds,59649,Total time spent for compilation of expressions to LLVM code.
CompileExpressionsBytes,16384,Number of bytes used for expressions compilation.
JoinBuildTableRowCount,240,Total number of rows in the build table for a JOIN operation.
JoinProbeTableRowCount,35495960940,Total number of rows in the probe table for a JOIN operation.
JoinResultRowCount,141983843760,Total number of rows in the result of a JOIN operation.
JoinReorderMicroseconds,455,Total time spent executing JOIN reordering algorithm.
JoinOptimizeMicroseconds,140042,Total time spent executing JOIN plan optimizations.
QueryPlanOptimizeMicroseconds,318084,Total time spent executing query plan optimizations.
SelectedParts,1428,Number of data parts selected to read from a MergeTree table.
SelectedPartsTotal,1428,Number of total data parts before selecting which ones to read from a MergeTree table.
SelectedRanges,1428,Number of (non-adjacent) ranges in all data parts selected to read from a MergeTree table.
SelectedMarks,7485678,Number of marks (index granules) selected to read from a MergeTree table.
SelectedMarksTotal,7485678,Number of total marks (index granules) before selecting which ones to read from a MergeTree table.
SelectedRows,61203873651,Number of rows SELECTed from all tables.
SelectedBytes,2981013157896,Number of bytes (uncompressed; for columns as they stored in memory) SELECTed from all tables.
RowsReadByMainReader,61203866004,Number of rows read from MergeTree tables by the main reader (after PREWHERE step).
RowsReadByPrewhereReaders,61203866004,Number of rows read from MergeTree tables (in total) by prewhere readers.
LoadedDataParts,37,Number of data parts loaded by MergeTree tables during initialization.
LoadedDataPartsMicroseconds,19156,Microseconds spent by MergeTree tables for loading data parts during initialization.
FilteringMarksWithPrimaryKeyMicroseconds,3431,Time spent filtering parts by PK.
WaitMarksLoadMicroseconds,1346621,Time spent loading marks
LoadedMarksFiles,154,Number of mark files loaded.
LoadedMarksCount,807433,Number of marks loaded (total across columns).
LoadedMarksMemoryBytes,3662208,Size of in-memory representations of loaded marks.
MergingSortedMilliseconds,21068,Total time spent while merging sorted columns
CommonBackgroundExecutorTaskExecuteStepMicroseconds,16598,Time spent in executeStep() for Common executor tasks.
CommonBackgroundExecutorTaskResetMicroseconds,151,Time spent resetting task for Common executor.
ContextLock,255577,Number of times the lock of Context was acquired or tried to acquire. This is global lock.
ContextLockWaitMicroseconds,5498,Context lock wait time in microseconds
RWLockAcquiredReadLocks,1219,Number of times a read lock was acquired (in a heavy RWLock).
PartsLockHoldMicroseconds,15949,Total time spent holding data parts lock in MergeTree tables
PartsLockWaitMicroseconds,1,Total time spent waiting for data parts lock in MergeTree tables
PartsLocks,281,Number of times data parts lock has been acquired for MergeTree tables
SharedPartsLockHoldMicroseconds,17224,Total time spent holding shared data parts lock in MergeTree tables
SharedPartsLockWaitMicroseconds,41,Total time spent waiting for shared data parts lock in MergeTree tables
SharedPartsLocks,24930,Number of times shared data parts lock has been acquired for MergeTree tables
RealTimeMicroseconds,55650954898,Total (wall clock) time spent in processing (queries and other tasks) threads (note that this is a sum).
UserTimeMicroseconds,18454630799,"Total time spent in processing (queries and other tasks) threads executing CPU instructions in user mode. This includes time CPU pipeline was stalled due to main memory access, cache misses, branch mispredictions, hyper-threading, etc."
SystemTimeMicroseconds,523995549,"Total time spent in processing (queries and other tasks) threads executing CPU instructions in OS kernel mode. This is time spent in syscalls, excluding waiting time during blocking syscalls."
SoftPageFaults,62796224,"The number of soft page faults in query execution threads. Soft page fault usually means a miss in the memory allocator cache, which requires a new memory mapping from the OS and subsequent allocation of a page of physical memory."
OSCPUWaitMicroseconds,781845300,"Total time a thread was ready for execution but waiting to be scheduled by OS, from the OS point of view."
OSCPUVirtualTimeMicroseconds,18977932205,CPU time spent seen by OS. Does not include involuntary waits due to virtualization.
OSReadChars,952142102517,"Number of bytes read from filesystem, including page cache, as well as network and other files."
OSWriteChars,6008,"Number of bytes written to filesystem, including page cache, as well as network and other files."
ThreadPoolReaderPageCacheHit,7680925,Number of times the read inside ThreadPoolReader was done from the page cache.
ThreadPoolReaderPageCacheHitBytes,951475953401,Number of bytes read inside ThreadPoolReader when it was done from the page cache.
ThreadPoolReaderPageCacheHitElapsedMicroseconds,342616583,Time spent reading data from page cache in ThreadPoolReader.
SynchronousReadWaitMicroseconds,350398030,Time spent in waiting for synchronous reads in asynchronous local read.
MainConfigLoads,1,Number of times the main configuration was reloaded.
ServerStartupMilliseconds,90,Time elapsed from starting server to listening to sockets in milliseconds
MergerMutatorsGetPartsForMergeElapsedMicroseconds,14788,Time spent to take data parts snapshot to build ranges from them.
MergerMutatorPrepareRangesForMergeElapsedMicroseconds,2137,Time spent to prepare parts ranges which can be merged according to merge predicate.
MergerMutatorSelectPartsForMergeElapsedMicroseconds,3587,Time spent to select parts from ranges which can be merged.
MergerMutatorRangesForMergeCount,331,Amount of candidate ranges for merge
MergerMutatorPartsInRangesForMergeCount,1524,Amount of candidate parts for merge
AsyncLoaderWaitMicroseconds,150,Total time a query was waiting for async loader jobs.
LogDebug,1,Number of log messages with level Debug
LogInfo,48,Number of log messages with level Info
LogWarning,2,Number of log messages with level Warning
LoggerElapsedNanoseconds,1149228,Cumulative time spend in logging
InterfaceHTTPSendBytes,2384753,Number of bytes sent through HTTP interfaces
InterfaceHTTPReceiveBytes,300264,Number of bytes received through HTTP interfaces
HTTPServerConnectionsCreated,698,Number of created server HTTP connections
HTTPServerConnectionsReused,88,Number of reused server HTTP connections
HTTPServerConnectionsPreserved,102,Number of preserved server HTTP connections. Connection kept alive successfully
HTTPServerConnectionsExpired,663,Number of expired server HTTP connections.
HTTPServerConnectionsReset,649,Number of reset server HTTP connections. Server closes connection
ConcurrencyControlSlotsAcquired,5073,Total number of CPU slots acquired
ConcurrencyControlWaitMicroseconds,4594681586,Total time a query was waiting on resource requests for CPU slots.
ConcurrencyControlPreemptedMicroseconds,6624804349,Total time a query was waiting due to preemption of CPU slots.
ConcurrencyControlPreemptions,163220,Total number of CPU preemptions
ConcurrencyControlPreemptionResumes,160492,Total number of CPU preemption resumed
ConcurrencyControlUpscales,5073,Total number of CPU upscaling events
ConcurrencyControlDownscales,5073,Total number of CPU downscaling events
MemoryWorkerRun,27312,Number of runs done by MemoryWorker in background
MemoryWorkerRunElapsedMicroseconds,2203997,Total time spent by MemoryWorker for background work
FilterTransformPassedRows,633,Number of rows that passed the filter in the query
FilterTransformPassedBytes,15286902,Number of bytes that passed the filter in the query
AsyncLoggingConsoleTotalMessages,52,How many messages (accepted or dropped) have been sent to the async queue for the console log
AsyncLoggingFileLogTotalMessages,52,How many messages (accepted or dropped) have been sent to the async queue for the file log
AsyncLoggingErrorFileLogTotalMessages,2,How many messages (accepted or dropped) have been sent to the async queue for the error file log
