event,value,description
SoftPageFaults,1001068,"The number of soft page faults in query execution threads. Soft page fault usually means a miss in the memory allocator cache, which requires a new memory mapping from the OS and subsequent allocation of a page of physical memory."
HardPageFaults,27,"The number of hard page faults in query execution threads. High values indicate either that you forgot to turn off swap on your server, or eviction of memory pages of the ClickHouse binary during very high memory pressure, or successful usage of the 'mmap' read method for the tables data."
OSCPUWaitMicroseconds,50004820,"Total time a thread was ready for execution but waiting to be scheduled by OS, from the OS point of view."
OSCPUVirtualTimeMicroseconds,634667500,CPU time spent seen by OS. Does not include involuntary waits due to virtualization.
OSReadBytes,3231744,"Number of bytes read from disks or block devices. Doesn't include bytes read from page cache. May include excessive data due to block size, readahead, etc."
OSWriteBytes,139456512,Number of bytes written to disks or block devices. Doesn't include bytes that are in page cache dirty pages. May not include data that was written by OS asynchronously.
OSReadChars,29756258788,"Number of bytes read from filesystem, including page cache, as well as network and other files."
OSWriteChars,131099247,"Number of bytes written to filesystem, including page cache, as well as network and other files."
CannotWriteToWriteBufferDiscard,1812,Number of stack traces dropped by query profiler or signal handler because pipe is full or cannot write to pipe.
MemoryAllocatedWithoutCheck,1002611,Number of times memory has been allocated without checking for memory constraints.
MemoryAllocatedWithoutCheckBytes,14698078150,Amount of bytes that has been allocated without checking for memory constraints.
SleepFunctionCalls,2,"Number of times a sleep function (sleep, sleepEachRow) has been called."
SleepFunctionMicroseconds,4000000,"Time set to sleep in a sleep function (sleep, sleepEachRow)."
SleepFunctionElapsedMicroseconds,4000000,"Time spent sleeping in a sleep function (sleep, sleepEachRow)."
ThreadPoolReaderPageCacheHitElapsedMicroseconds,734800,Time spent reading data from page cache in ThreadPoolReader.
ThreadPoolReaderPageCacheMiss,245517,Number of times the read inside ThreadPoolReader was not done from page cache and was hand off to thread pool.
ThreadPoolReaderPageCacheMissBytes,29593524259,Number of bytes read inside ThreadPoolReader when read was not done from page cache and was hand off to thread pool.
ThreadPoolReaderPageCacheMissElapsedMicroseconds,16829258,Time spent reading data inside the asynchronous job in ThreadPoolReader - when read was not done from the page cache.
SynchronousReadWaitMicroseconds,63228917,Time spent in waiting for synchronous reads in asynchronous local read.
MainConfigLoads,1,Number of times the main configuration was reloaded.
ServerStartupMilliseconds,2370,Time elapsed from starting server to listening to sockets in milliseconds
MergerMutatorsGetPartsForMergeElapsedMicroseconds,89491,Time spent to take data parts snapshot to build ranges from them.
MergerMutatorPrepareRangesForMergeElapsedMicroseconds,27048,Time spent to prepare parts ranges which can be merged according to merge predicate.
MergerMutatorSelectPartsForMergeElapsedMicroseconds,14925,Time spent to select parts from ranges which can be merged.
MergerMutatorRangesForMergeCount,2337,Amount of candidate ranges for merge
MergerMutatorPartsInRangesForMergeCount,9953,Amount of candidate parts for merge
MergerMutatorSelectRangePartsCount,210,Amount of parts in selected range for merge
AsyncLoaderWaitMicroseconds,1957281,Total time a query was waiting for async loader jobs.
LogDebug,1,Number of log messages with level Debug
LogInfo,50,Number of log messages with level Info
LogWarning,4,Number of log messages with level Warning
LogError,2,Number of log messages with level Error
LoggerElapsedNanoseconds,13766316,Cumulative time spend in logging
InterfaceHTTPReceiveBytes,249,Number of bytes received through HTTP interfaces
InterfaceNativeSendBytes,1165371,Number of bytes sent through native interfaces
InterfaceNativeReceiveBytes,8169,Number of bytes received through native interfaces
HTTPServerConnectionsCreated,1,Number of created server HTTP connections
ConcurrencyControlSlotsGranted,173,Number of CPU slot granted according to guarantee of 1 thread per query and for queries with setting 'use_concurrency_control' = 0
ConcurrencyControlSlotsAcquired,192,Total number of CPU slots acquired
ConcurrencyControlSlotsAcquiredNonCompeting,173,Total number of noncompeting CPU slot acquired
ConcurrencyControlWaitMicroseconds,315,Total time a query was waiting on resource requests for CPU slots.
MemoryWorkerRun,35213,Number of runs done by MemoryWorker in background
MemoryWorkerRunElapsedMicroseconds,11557491,Total time spent by MemoryWorker for background work
FilterTransformPassedRows,25355,Number of rows that passed the filter in the query
FilterTransformPassedBytes,1724416,Number of bytes that passed the filter in the query
AsyncLoggingConsoleTotalMessages,58,How many messages (accepted or dropped) have been sent to the async queue for the console log
AsyncLoggingFileLogTotalMessages,58,How many messages (accepted or dropped) have been sent to the async queue for the file log
AsyncLoggingErrorFileLogTotalMessages,6,How many messages (accepted or dropped) have been sent to the async queue for the error file log
