event,value,description
UserTimeMicroseconds,8059803054,"Total time spent in processing (queries and other tasks) threads executing CPU instructions in user mode. This includes time CPU pipeline was stalled due to main memory access, cache misses, branch mispredictions, hyper-threading, etc."
SystemTimeMicroseconds,131771429,"Total time spent in processing (queries and other tasks) threads executing CPU instructions in OS kernel mode. This is time spent in syscalls, excluding waiting time during blocking syscalls."
MemoryAllocatorPurge,3,Total number of times memory allocator purge was requested
MemoryAllocatorPurgeTimeMicroseconds,9330,Total time spent for memory allocator purge
SoftPageFaults,13628666,"The number of soft page faults in query execution threads. Soft page fault usually means a miss in the memory allocator cache, which requires a new memory mapping from the OS and subsequent allocation of a page of physical memory."
HardPageFaults,27,"The number of hard page faults in query execution threads. High values indicate either that you forgot to turn off swap on your server, or eviction of memory pages of the ClickHouse binary during very high memory pressure, or successful usage of the 'mmap' read method for the tables data."
OSCPUWaitMicroseconds,4519907084,"Total time a thread was ready for execution but waiting to be scheduled by OS, from the OS point of view."
OSCPUVirtualTimeMicroseconds,8191495944,CPU time spent seen by OS. Does not include involuntary waits due to virtualization.
OSReadBytes,3231744,"Number of bytes read from disks or block devices. Doesn't include bytes read from page cache. May include excessive data due to block size, readahead, etc."
OSWriteBytes,162103296,Number of bytes written to disks or block devices. Doesn't include bytes that are in page cache dirty pages. May not include data that was written by OS asynchronously.
OSReadChars,161743037825,"Number of bytes read from filesystem, including page cache, as well as network and other files."
OSWriteChars,152489877,"Number of bytes written to filesystem, including page cache, as well as network and other files."
CannotWriteToWriteBufferDiscard,2084,Number of stack traces dropped by query profiler or signal handler because pipe is full or cannot write to pipe.
MemoryAllocatedWithoutCheck,5629210,Number of times memory has been allocated without checking for memory constraints.
MemoryAllocatedWithoutCheckBytes,1986001811816,Amount of bytes that has been allocated without checking for memory constraints.
SleepFunctionCalls,2,"Number of times a sleep function (sleep, sleepEachRow) has been called."
SleepFunctionMicroseconds,4000000,"Time set to sleep in a sleep function (sleep, sleepEachRow)."
SleepFunctionElapsedMicroseconds,4000000,"Time spent sleeping in a sleep function (sleep, sleepEachRow)."
ThreadPoolReaderPageCacheHitElapsedMicroseconds,4785963,Time spent reading data from page cache in ThreadPoolReader.
ThreadPoolReaderPageCacheMiss,1294025,Number of times the read inside ThreadPoolReader was not done from page cache and was hand off to thread pool.
ThreadPoolReaderPageCacheMissBytes,160981732514,Number of bytes read inside ThreadPoolReader when read was not done from page cache and was hand off to thread pool.
ThreadPoolReaderPageCacheMissElapsedMicroseconds,138165586,Time spent reading data inside the asynchronous job in ThreadPoolReader - when read was not done from the page cache.
SynchronousReadWaitMicroseconds,1149328688,Time spent in waiting for synchronous reads in asynchronous local read.
MainConfigLoads,1,Number of times the main configuration was reloaded.
ServerStartupMilliseconds,2370,Time elapsed from starting server to listening to sockets in milliseconds
MergerMutatorsGetPartsForMergeElapsedMicroseconds,96293,Time spent to take data parts snapshot to build ranges from them.
MergerMutatorPrepareRangesForMergeElapsedMicroseconds,33534,Time spent to prepare parts ranges which can be merged according to merge predicate.
MergerMutatorSelectPartsForMergeElapsedMicroseconds,17555,Time spent to select parts from ranges which can be merged.
MergerMutatorRangesForMergeCount,2641,Amount of candidate ranges for merge
MergerMutatorPartsInRangesForMergeCount,11417,Amount of candidate parts for merge
MergerMutatorSelectRangePartsCount,240,Amount of parts in selected range for merge
AsyncLoaderWaitMicroseconds,1957281,Total time a query was waiting for async loader jobs.
LogDebug,1,Number of log messages with level Debug
LogInfo,50,Number of log messages with level Info
LogWarning,4,Number of log messages with level Warning
LogError,10,Number of log messages with level Error
LoggerElapsedNanoseconds,14854366,Cumulative time spend in logging
InterfaceHTTPSendBytes,41338,Number of bytes sent through HTTP interfaces
InterfaceHTTPReceiveBytes,18427,Number of bytes received through HTTP interfaces
InterfaceNativeSendBytes,1165371,Number of bytes sent through native interfaces
InterfaceNativeReceiveBytes,8169,Number of bytes received through native interfaces
HTTPServerConnectionsCreated,11,Number of created server HTTP connections
HTTPServerConnectionsReused,18,Number of reused server HTTP connections
HTTPServerConnectionsPreserved,19,Number of preserved server HTTP connections. Connection kept alive successfully
HTTPServerConnectionsExpired,2,Number of expired server HTTP connections.
HTTPServerConnectionsReset,1,Number of reset server HTTP connections. Server closes connection
ConcurrencyControlSlotsGranted,201,Number of CPU slot granted according to guarantee of 1 thread per query and for queries with setting 'use_concurrency_control' = 0
ConcurrencyControlSlotsAcquired,192,Total number of CPU slots acquired
ConcurrencyControlSlotsAcquiredNonCompeting,201,Total number of noncompeting CPU slot acquired
ConcurrencyControlWaitMicroseconds,315,Total time a query was waiting on resource requests for CPU slots.
MemoryWorkerRun,40665,Number of runs done by MemoryWorker in background
MemoryWorkerRunElapsedMicroseconds,19080173,Total time spent by MemoryWorker for background work
FilterTransformPassedRows,25355,Number of rows that passed the filter in the query
FilterTransformPassedBytes,1724416,Number of bytes that passed the filter in the query
AsyncLoggingConsoleTotalMessages,66,How many messages (accepted or dropped) have been sent to the async queue for the console log
AsyncLoggingFileLogTotalMessages,66,How many messages (accepted or dropped) have been sent to the async queue for the file log
AsyncLoggingErrorFileLogTotalMessages,14,How many messages (accepted or dropped) have been sent to the async queue for the error file log
