timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlSlotsAcquired,ConcurrencyControlWaitMicroseconds,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolExpansions,GlobalThreadPoolJobs,GlobalThreadPoolThreadCreationMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,MemoryAllocatedWithoutCheck,MemoryAllocatedWithoutCheckBytes,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHitElapsedMicroseconds,ThreadPoolReaderPageCacheMiss,ThreadPoolReaderPageCacheMissBytes,ThreadPoolReaderPageCacheMissElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
75478.65,21,262144,64,116885,7701899588,64,44,132,0,603,4254209,6,29147,59,69,204691,130362462,1208,1,68,17634,2939694,4,243568,603,70428,105378752,46630754,134695957,2312593682,603,2240,2,1,4,4,719,1,2302107660,2254931931,835450447,174691309,174707693,2,1,7686417596,73389,73389,4,4,4,174691309,19,3,415636,64881019,2903071,168078,17566,2302107660,4086131,43732082,37168
80498.80,21,262144,64,122888,8097170360,64,44,133,0,603,4325055,6,30883,59,69,204691,130362462,1208,1,68,18514,3075464,4,243568,603,73948,107045376,48124211,139954633,2428477033,603,2240,2,1,4,4,719,1,2417451020,2370477084,859761422,183687396,183687396,2,1,8082245424,73389,73389,4,4,4,183687396,19,3,421184,67697316,2956234,170714,18446,2417451020,4154341,45172739,37168
85515.93,21,262144,64,129745,8548939780,64,44,135,0,603,4397454,6,32867,59,69,204691,130627914,1208,1,68,19522,3198659,4,243568,603,77980,108959040,50969206,146542397,2561195431,603,2240,2,1,4,4,719,1,2549571596,2502576385,902557535,193940733,193957117,2,1,8533392252,73389,73389,4,4,4,193940733,19,3,433956,70524957,3079063,174109,19454,2549571596,4223345,47894985,37168
90531.65,21,262144,64,135506,8928616292,64,44,136,0,603,4468270,6,34493,59,69,204691,130627914,1208,1,68,20367,3273719,4,243568,603,81360,110561984,54817296,154994427,2672471096,603,2240,2,1,4,4,719,1,2660327436,2613585359,968351953,202574213,202590597,2,1,8913265372,73389,73389,4,4,4,202574213,19,3,445850,73456883,3187431,184088,20299,2660327436,4284182,51634705,37168
95552.79,21,262144,64,142249,9373180060,64,44,137,0,603,4541503,6,36386,59,69,204691,131158818,1208,1,68,21359,3385152,4,243568,603,85332,129422104,58120329,162783780,2803085218,603,2240,2,1,4,4,719,1,2790350860,2743509135,1016856857,212686127,212686127,2,1,9358189588,73389,73389,4,4,4,212686127,19,3,457149,76326469,3304363,186851,21291,2790350860,4354652,54820231,37168
100595.07,21,262144,64,151778,10000870094,64,44,138,0,603,4638981,6,39029,59,69,204691,131158818,1208,1,68,22759,3476156,4,243568,603,90936,149036648,61333285,168880178,2987391631,603,2240,2,1,4,4,719,1,2973851660,2927011469,1059232285,226938875,226955259,2,1,9985310500,73389,73389,4,4,4,226938875,19,3,476328,79015796,3456196,190470,22691,2973851660,4448511,57881078,37168
105603.95,21,262144,64,174067,11469565558,64,44,142,1,603,4905857,6,45284,59,69,204691,131689722,1208,1,68,26033,3482007,4,243568,603,104040,188849840,71400937,172390882,3418321711,603,2240,2,1,4,4,719,1,3402981388,3356270524,1113902118,260330233,260330233,2,1,11453809356,73389,73389,4,4,4,260313849,19,3,512902,80258544,3775412,197210,25965,3402981388,4708647,67630292,37168
110611.34,21,262144,64,199125,13120002274,64,44,147,1,603,5233477,6,52391,59,69,204691,132486078,1208,1,68,29712,3486204,4,243568,603,118768,246410280,81510407,172750456,3901996062,603,2240,2,1,4,4,719,1,3884602910,3838808860,1141638547,297835690,297835690,2,1,13104770360,73389,73389,4,4,4,297835690,19,3,530566,81002501,4064371,204723,29644,3884602910,5028754,77451038,37168
115620.73,21,262144,64,223394,14719520826,64,44,151,1,603,5555473,6,59245,59,69,204691,133282434,1208,1,68,33277,3492075,4,243568,603,133028,269923176,91457008,173116707,4371114958,603,2240,2,1,4,4,719,1,4351743518,4306261089,1161989650,334183916,334200300,2,1,14704092304,73389,73389,4,4,4,334183916,19,3,542493,81793978,4342072,213171,33209,4351743518,5342302,87118611,37168
120633.03,21,262144,64,248156,16351083174,64,44,155,1,603,5925304,6,66207,59,69,204691,133813338,1208,1,68,36917,3498276,4,243568,603,147592,276543656,102019500,173650674,4850319590,603,2240,2,1,4,4,719,1,4828976670,4783258684,1202535035,371263389,371279773,2,1,16335589116,73389,73389,4,4,4,371263389,19,3,564745,82698511,4703981,223690,36849,4828976670,5701614,97319288,37168
125644.28,21,262144,64,274188,18066141694,64,44,159,3,603,6308207,6,73547,59,69,204691,134344242,1208,1,68,40742,3503290,4,243568,603,162892,283437224,112323008,173861623,5353705178,603,2240,2,1,4,4,719,1,5330327070,5284583096,1234361244,410257631,410257631,2,1,18050614868,73389,73389,4,4,4,410241247,19,3,583827,83561740,5035933,234743,40674,5330327070,6073464,107292186,37168
130655.92,21,262144,64,300540,19802702638,64,44,164,3,603,6694627,6,81018,59,69,204691,135140598,1208,1,68,44612,3508811,4,243568,603,178376,307725728,123263160,174049573,5863019861,603,2240,2,1,4,4,719,1,5837575710,5792220647,1259796174,449714499,449730883,2,1,19787437956,73389,73389,4,4,4,449714499,19,3,596736,84427398,5331284,245849,44544,5837575710,6448778,117936191,37168
135663.03,21,262144,64,327522,21580051106,64,44,169,4,603,7078742,6,88652,59,69,204691,135936954,1208,1,68,48572,3513753,4,243568,603,194228,365750528,133946624,174170283,6383571574,603,2240,2,1,4,4,719,1,6356018988,6311752079,1283508245,490113447,490129831,2,1,21564991668,73389,73389,4,4,4,490113447,19,3,616210,85266654,5677273,257315,48504,6356018988,6821427,128272658,37168
140670.69,21,262144,64,354363,23348924606,64,44,173,4,603,7453551,6,96188,59,69,204691,136733310,1208,1,68,52515,3517940,4,243568,603,210004,389708520,143980603,174236515,6902480354,603,2240,2,1,4,4,719,1,6872835884,6828920596,1314576294,530313628,530313628,2,1,23333078736,73389,73389,4,4,4,530297244,19,3,632102,86086626,5969082,269130,52447,6872835884,7184421,138013894,37168
145677.09,21,262144,64,381975,25168072976,64,44,178,4,603,7825246,6,103964,59,69,204691,137264214,1208,1,68,56571,3521765,4,243568,603,226228,396992040,154989065,174299699,7436251721,603,2240,2,1,4,4,719,1,7404463916,7360653326,1343937113,571646464,571662848,2,1,25152444416,73389,73389,4,4,4,571646464,19,3,657503,86894218,6290733,281058,56503,7404463916,7544188,148700921,37168
