timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlSlotsAcquired,ConcurrencyControlWaitMicroseconds,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolExpansions,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,GlobalThreadPoolThreadCreationMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,MemoryAllocatedWithoutCheck,MemoryAllocatedWithoutCheckBytes,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHitElapsedMicroseconds,ThreadPoolReaderPageCacheMiss,ThreadPoolReaderPageCacheMissBytes,ThreadPoolReaderPageCacheMissElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
85910.99,21,262144,64,128383,8459414296,64,58,134,1,603,1685988,30,32441,6,68,41637,29199,130627914,1208,1,67,19322,3929283,3,179587,603,77196,159271390,51383904,147592304,2534923080,603,1454,2,1,4,4,726,1,2523357196,2476357748,886144524,191911276,191927660,2,1,8444096144,73389,73389,4,4,4,191911276,19,3,407175,68225556,3146022,92799,19254,2523357196,1593189,48238414,10117
90948.14,21,262144,64,135055,8898794104,64,58,135,1,603,1779760,30,34316,6,68,41637,29199,130627914,1208,1,67,20301,4043967,3,179587,603,81112,161123102,54224295,155262664,2663823453,603,1454,2,1,4,4,726,1,2651676684,2604889054,954160008,201896436,201912820,2,1,8883443184,73389,73389,4,4,4,201896436,19,3,417793,71230385,3225259,115536,20233,2651676684,1664224,51000926,10117
95970.41,21,262144,64,142172,9368133788,64,58,137,1,603,1862487,30,36365,6,68,41637,29199,131158818,1208,1,67,21348,4175265,3,179587,603,85300,163104734,57709259,163839368,2801673606,603,1454,2,1,4,4,726,1,2788909068,2742075600,990173957,212555055,212571439,2,1,9352422420,73389,73389,4,4,4,212555055,19,3,428520,74333454,3359786,120040,21280,2788909068,1742447,54351971,10117
101012.17,21,262144,64,149376,9842656266,64,58,138,1,603,1944166,30,38386,6,68,41637,29199,131158818,1208,1,67,22407,4278498,3,179587,603,89536,165104030,61751041,172468554,2941108744,603,1454,2,1,4,4,726,1,2927714316,2880821499,1050474634,223349064,223349064,2,1,9827358816,73389,73389,4,4,4,223349064,19,3,438835,77367107,3488935,127591,22339,2927714316,1816575,58264727,10117
106041.88,21,262144,64,158450,10440515354,64,58,139,1,603,2036423,30,40913,6,68,41637,29199,131424270,1208,1,67,23739,4341940,3,179587,603,94864,167630750,65086566,180723193,3116463128,603,1454,2,1,4,4,726,1,3102302220,3055533689,1094891805,236938260,236938260,2,1,10425283440,73389,73389,4,4,4,236938260,19,3,450510,80197292,3609531,131001,23671,3102302220,1905422,61480008,10117
111049.15,21,262144,64,176034,11599005774,64,58,142,1,603,2256248,30,45861,6,68,41637,29199,131689722,1208,1,67,26323,4391591,3,179587,603,105204,189457206,72978196,185475337,3456453494,603,1454,2,1,4,4,726,1,3440871782,3394142874,1141045221,263258651,263275035,2,1,11583380644,73389,73389,4,4,4,263258651,19,3,470750,81839795,3851020,141368,26255,3440871782,2114880,69131447,10117
116057.25,21,262144,64,200970,13241712550,64,58,147,1,603,2547221,30,52935,6,68,41637,29199,132486078,1208,1,67,29983,4395210,3,179587,603,119844,196100022,82928020,185819971,3937635414,603,1454,2,1,4,4,726,1,3920123422,3874385866,1163515087,300589917,300606301,2,1,13225956348,73389,73389,4,4,4,300589917,19,3,485873,82536059,4113859,148523,29915,3920123422,2398698,78818824,10117
121066.78,21,262144,64,225390,14850861586,64,58,151,1,603,2863744,30,59774,6,68,41637,29199,133282434,1208,1,67,33571,4399515,3,179587,603,134196,202605750,95132533,186232413,4409833211,603,1454,2,1,4,4,726,1,4390409758,4344706666,1192194701,337177870,337177870,2,1,14835105384,73389,73389,4,4,4,337161486,19,3,512128,83304704,4490999,156763,33503,4390409758,2706981,90645405,10117
126075.44,21,262144,64,249706,16453194878,64,58,155,1,603,3216155,30,66650,6,68,41637,29199,133813338,1208,1,67,37142,4405565,3,179587,603,148480,209082358,105954282,186648705,4879815149,603,1454,2,1,4,4,726,1,4858467870,4813079692,1233076495,373585599,373601983,2,1,16437766356,73389,73389,4,4,4,373585599,19,3,530293,84147814,4836241,165844,37074,4858467870,3050311,101123418,10117
131083.91,21,262144,64,275332,18141645782,64,58,159,2,603,3600573,30,73887,6,68,41637,29199,134344242,1208,1,67,40907,4410031,3,179587,603,163544,232721198,116436218,186945277,5375298699,603,1454,2,1,4,4,726,1,5351953950,5306650221,1258301427,411957249,411973633,2,1,18126118956,73389,73389,4,4,4,411957249,19,3,545029,85022179,5151898,176324,40839,5351953950,3424249,111288887,10117
136094.91,21,262144,64,301569,19870404634,64,58,164,3,603,3990367,30,81277,6,68,41637,29199,135140598,1208,1,67,44765,4414103,3,179587,603,178980,257009374,127283525,187150358,5883026473,603,1454,2,1,4,4,726,1,5857629726,5812082265,1285075166,451244244,451260628,2,1,19854746736,73389,73389,4,4,4,451244244,19,3,564484,85888280,5472683,186609,44697,5857629726,3803758,121814893,10117
141102.62,21,262144,64,327916,21606137742,64,58,169,3,603,4383317,30,88721,6,68,41637,29199,135936954,1208,1,67,48630,4418335,3,179587,603,194440,263965406,138040443,187299079,6391076522,603,1454,2,1,4,4,726,1,6363621164,6319408611,1305987656,490709304,490709304,2,1,21591209376,73389,73389,4,4,4,490709304,19,3,576799,86747873,5776591,197488,48562,6363621164,4185829,132268339,10117
146109.07,21,262144,64,355452,23420558762,64,58,173,4,603,4783004,30,96471,6,68,41637,29199,136733310,1208,1,67,52677,4422266,3,179587,603,210640,323029350,148396922,187382380,6923694990,603,1454,2,1,4,4,726,1,6894069548,6849850779,1335920314,531941677,531941677,2,1,23404712892,73389,73389,4,4,4,531925293,19,3,593175,87594158,6051046,208888,52609,6894069548,4574116,142350218,10117
151115.73,21,262144,64,383739,25284209384,64,58,178,4,603,5155572,30,104455,6,68,41637,29199,137264214,1208,1,67,56830,4426288,3,179587,603,227252,330483430,158967558,187429483,7470263058,603,1454,2,1,4,4,726,1,7438411564,7394618195,1361682359,574296354,574312738,2,1,25269039576,73389,73389,4,4,4,574296354,19,3,615757,88410332,6310026,219186,56762,7438411564,4936386,152662039,10117
