timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlSlotsAcquired,ConcurrencyControlWaitMicroseconds,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolExpansions,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,GlobalThreadPoolThreadCreationMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,MemoryAllocatedWithoutCheck,MemoryAllocatedWithoutCheckBytes,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHitElapsedMicroseconds,ThreadPoolReaderPageCacheMiss,ThreadPoolReaderPageCacheMissBytes,ThreadPoolReaderPageCacheMissElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
55362.84,29,262144,64,92991,6127222488,64,39,128,0,603,1434436,36,22454,27,68,21836,11384,129566106,1208,1,67,14121,3345271,3,301446,603,56396,164489352,35468185,98085467,1850148098,603,1736,2,1,4,4,29491,1,1841782796,1794583863,565052698,138906172,138922556,2,1,6111871568,73389,73389,4,4,4,138906172,19,3,346510,46978596,2479764,44145,14054,1841782796,1390291,32991444,16259
60376.76,29,262144,64,99060,6527084088,64,39,129,0,603,1501297,36,24167,27,68,21836,11384,129831558,1208,1,67,15014,3466385,3,301446,603,59964,166183240,37375576,104091447,1967601336,603,1736,2,1,4,4,29491,1,1958699020,1911549917,605677798,147998404,147998404,2,1,6511929776,73389,73389,4,4,4,147998404,19,3,352952,50301238,2570807,46631,14947,1958699020,1454666,34807124,16259
65437.78,29,262144,64,105309,6939007620,64,39,130,0,603,1572589,36,25928,27,68,21836,11384,130097010,1208,1,67,15933,3623443,3,301446,603,63640,167923016,40652235,113604994,2088601639,603,1736,2,1,4,4,29491,1,2079154188,2031951590,656872706,157350621,157367005,2,1,6923427324,73389,73389,4,4,4,157350621,19,3,355078,53347382,2642339,49127,15865,2079154188,1523462,38011972,16259
70450.42,29,262144,64,111522,7348306404,64,39,132,0,603,1644689,36,27679,27,68,21836,11384,130097010,1208,1,67,16844,3730108,3,301446,603,67284,169654024,43598979,121175570,2208552825,603,1736,2,1,4,4,29491,1,2198560780,2151594846,697885160,166664037,166664037,2,1,7332496732,73389,73389,4,4,4,166647653,19,3,358956,56518106,2706924,51687,16776,2198560780,1593002,40894353,16259
75498.92,29,262144,64,118488,7807219248,64,39,133,0,603,1721046,36,29689,27,68,21836,11384,130362462,1208,1,67,17868,3774943,3,301446,603,71376,171601672,46396557,128875252,2343250752,603,1736,2,1,4,4,29491,1,2332647436,2285718417,725501727,177097598,177097598,2,1,7792294312,73389,73389,4,4,4,177097598,19,3,361004,59682624,2781221,54842,17800,2332647436,1666204,43617009,16259
80739.29,29,262144,64,124682,8215538300,64,39,134,0,603,1787316,36,31410,27,68,21836,11384,130627914,1208,1,67,18776,4054811,3,301446,603,75012,173324104,48835195,136093769,2462944489,603,1736,2,1,4,4,29491,1,2451791884,2405101348,752966488,186376087,186376087,2,1,8200547828,73389,73389,4,4,4,186376087,19,3,362186,62718907,2838395,57210,18708,2451791884,1730106,45997917,16259
85777.22,29,262144,64,131572,8669470408,64,39,135,0,603,1882077,36,33355,27,68,21836,11384,130627914,1208,1,67,19790,4264253,3,301446,603,79068,175254856,53040666,146623343,2596454633,603,1736,2,1,4,4,29491,1,2584698892,2537833709,897818400,196678576,196694960,2,1,8653857344,73389,73389,4,4,4,196678576,19,3,371260,66267122,2939097,86046,19722,2584698892,1796031,50103855,16259
90804.61,29,262144,64,138293,9112326932,64,39,136,0,603,1954697,36,35248,27,68,21836,11384,130893366,1208,1,67,20778,4339110,3,301446,603,83020,177126344,56092887,156520923,2726540469,603,1736,2,1,4,4,29491,1,2714198028,2667262001,938896005,206743497,206759881,2,1,9096713868,73389,73389,4,4,4,206743497,19,3,386273,69200926,3039460,91480,20710,2714198028,1863217,53056214,16259
95861.00,29,262144,64,144892,9547188064,64,39,137,0,603,2028801,36,37109,27,68,21836,11384,131158818,1208,1,67,21745,4470063,3,301446,603,86892,178958920,58764699,164004389,2853998820,603,1736,2,1,4,4,29491,1,2841075724,2794397595,989622236,216636386,216652770,2,1,9532000984,73389,73389,4,4,4,216636386,19,3,389990,72251120,3109948,94060,21678,2841075724,1934741,55657098,16259
100899.61,29,262144,64,151069,9954139618,64,39,138,0,603,2101772,36,38840,27,68,21836,11384,131158818,1208,1,67,22654,4573226,3,301446,603,90528,180673096,60719588,169846941,2973692264,603,1736,2,1,4,4,29491,1,2960220172,2913417429,1109495753,225867882,225884266,2,1,9938186808,73389,73389,4,4,4,225867882,19,3,393912,75348208,3170288,96666,22587,2960220172,2005106,57552323,16259
105926.07,29,262144,64,160175,10554095858,64,39,140,0,603,2194915,36,41441,27,68,21836,11384,131424270,1208,1,67,23992,4666946,3,301446,603,95876,183198984,66058512,180446486,3149701730,603,1736,2,1,4,4,29491,1,3135463436,3088695542,1197563772,239514422,239530806,2,1,10538634568,73389,73389,4,4,4,239514422,19,3,404213,78118692,3312689,100688,23924,3135463436,2094227,62749278,16259
110933.57,29,262144,64,177607,11702365970,64,39,143,0,603,2382410,36,46308,27,68,21836,11384,131955174,1208,1,67,26552,4736544,3,301446,603,106116,187916296,74655689,186734352,3486077156,603,1736,2,1,4,4,29491,1,3470415390,3424316216,1287390499,265611470,265627854,2,1,11686904680,73389,73389,4,4,4,265611470,19,3,431866,79874604,3578444,105951,26484,3470415390,2276459,71080646,16259
115941.05,29,262144,64,203095,13381772906,64,39,147,0,603,2692549,36,53478,27,68,21836,11384,132486078,1208,1,67,30297,4741062,3,301446,603,121100,211486704,85288344,187207294,3978948728,603,1736,2,1,4,4,29491,1,3961280030,3915296037,1313332232,303786512,303786512,2,1,13365885632,73389,73389,4,4,4,303770128,19,3,449604,80602752,3851971,113205,30229,3961280030,2579344,81439698,16259
120950.20,29,262144,64,227001,14957236438,64,39,151,0,603,3008594,36,60252,27,68,21836,11384,133282434,1208,1,67,33809,4745631,3,301446,603,135152,235040968,95363566,187615659,4441212147,603,1736,2,1,4,4,29491,1,4421604894,4375796353,1338691256,339588033,339588033,2,1,14940887104,73389,73389,4,4,4,339565616,19,3,462789,81358402,4149638,121072,33741,4421604894,2887522,91218305,16259
125961.43,29,262144,64,250193,16485110910,64,39,155,0,603,3338408,36,66804,27,68,21836,11384,133813338,1208,1,67,37215,4751913,3,301446,603,148776,241218440,104369863,187991202,4889457635,603,1736,2,1,4,4,29491,1,4868036126,4822419996,1359677655,374306495,374322879,2,1,16469485780,73389,73389,4,4,4,374306495,19,3,475589,82162842,4410081,129783,37147,4868036126,3208625,99964430,16259
130970.80,29,262144,64,274316,18074530302,64,39,159,1,603,3707495,36,73601,27,68,21836,11384,134344242,1208,1,67,40760,4756751,3,301446,603,162952,247617480,115796125,188326198,5355845969,603,1736,2,1,4,4,29491,1,5332555294,5287035498,1398231275,410437855,410454239,2,1,18059265620,73389,73389,4,4,4,410437855,19,3,494668,82995216,4727939,140130,40692,5332555294,3567365,111072371,16259
135981.65,29,262144,64,296949,19566035602,64,39,163,3,603,4042971,36,79954,27,68,21836,11384,134875146,1208,1,67,44083,4761844,3,301446,603,176252,270566664,127362868,188525844,5793298859,603,1736,2,1,4,4,29491,1,5768238622,5723094907,1431988085,444326766,444343150,2,1,19550377704,73389,73389,4,4,4,444326766,19,3,512399,83751769,5040948,149909,44015,5768238622,3893062,122323964,16259
140988.26,29,262144,64,321255,21167213378,64,39,168,3,603,4397220,36,86857,27,68,21836,11384,135671502,1208,1,67,47654,4766261,3,301446,603,190536,276984904,138265638,188652742,6262645433,603,1736,2,1,4,4,29491,1,6235694892,6191103273,1454438944,480734495,480734495,2,1,21152317780,73389,73389,4,4,4,480734495,19,3,521181,84524484,5317947,158531,47586,6235694892,4238689,132950340,16259
145995.21,29,262144,64,346765,22848062106,64,39,172,3,603,4741696,36,94079,27,68,21836,11384,136467858,1208,1,67,51400,4769965,3,301446,603,205520,283712520,148635325,188738459,6755618946,603,1736,2,1,4,4,29491,1,6726690604,6682469791,1479237998,518934113,518934113,2,1,22832380076,73389,73389,4,4,4,518917729,19,3,534236,85283757,5579597,168716,51332,6726690604,4572980,143057624,16259
151002.32,29,262144,64,372830,24565560832,64,39,176,3,603,5075790,36,101354,27,68,21836,11384,136998762,1208,1,67,55231,4773690,3,301446,603,220848,307557712,160302249,188784398,7259817659,603,1736,2,1,4,4,29491,1,7228827436,7184587434,1530415430,557950772,557967156,2,1,24549833968,73389,73389,4,4,4,557950772,19,3,548682,86004728,5829506,177236,55163,7228827436,4898554,154474316,16259
156007.60,29,262144,64,394868,26017782628,64,39,180,3,603,5363914,36,107639,27,68,21836,11384,137770986,1208,1,67,58467,4776021,3,301446,603,233796,330402488,168793421,188810078,7685702948,603,1736,2,1,4,4,29491,1,7652976428,7608985489,1550605946,590965298,590981682,2,1,26002473112,73389,73389,4,4,4,590965298,19,3,556073,86630440,6009511,188640,58399,7652976428,5175274,162785880,16259
