timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlSlotsAcquired,ConcurrencyControlWaitMicroseconds,ContextLock,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,MemoryAllocatedWithoutCheck,MemoryAllocatedWithoutCheckBytes,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHitElapsedMicroseconds,ThreadPoolReaderPageCacheMiss,ThreadPoolReaderPageCacheMissBytes,ThreadPoolReaderPageCacheMissElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
55157.61,4,262144,64,186182,12267257142,64,47,145,603,2659811,18,48761,69,167,132220626,1208,1,68,27812,700979,4,614,603,111196,324633128,71286553,58119726,3650859978,603,953,2,1,4,4,404,1,3635566110,3589435273,546359674,278457353,278473737,2,1,12252123532,73389,73389,4,4,4,278457353,10,3,631653,24196064,5591192,78223,27744,3635566110,2581588,65699316,6195
60177.35,4,262144,64,194117,12790205274,64,47,146,603,2766578,18,51026,69,167,132486078,1208,1,68,28977,787428,4,614,603,115860,326848552,74476448,64715921,3804371260,603,953,2,1,4,4,404,1,3788396062,3742309573,576976211,290336580,290352964,2,1,12774809520,73389,73389,4,4,4,290336580,10,3,644979,26863292,5736035,90236,28910,3788396062,2676342,68745365,6195
65183.58,4,262144,64,208425,13732937950,64,47,148,603,2934280,18,54983,69,167,132751530,1208,1,68,31079,836974,4,614,603,124264,330793256,80796012,71531647,4080905349,603,953,2,1,4,4,404,1,4063778334,4017929836,726242997,311758599,311774983,2,1,13717378356,73389,73389,4,4,4,311758599,10,3,667432,28916620,5980086,95503,31011,4063778334,2838777,74821372,6195
70231.54,4,262144,64,229070,15093361326,64,47,152,603,3155416,18,60890,69,167,133282434,1208,1,68,34111,886824,4,614,603,136392,336343144,88249294,75900967,4479984901,603,953,2,1,4,4,404,1,4461188638,4415583652,803662170,342688483,342704867,2,1,15078293252,73389,73389,4,4,4,342688483,10,3,688179,30622591,6178253,102228,34043,4461188638,3053188,82076929,6195
75239.44,4,262144,64,237702,15662253502,64,47,153,603,3259746,18,63286,69,167,133547886,1208,1,68,35381,971685,4,614,603,141472,338740904,92354989,83268255,4647171944,603,953,2,1,4,4,404,1,4627650078,4581892167,837171611,355622319,355638703,2,1,15647382036,73389,73389,4,4,4,355622319,10,3,704956,33640820,6319462,106189,35313,4627650078,3153557,86041922,6195
80268.53,4,262144,64,243978,16075681054,64,47,154,603,3335846,18,65061,69,167,133547886,1208,1,68,36302,1188357,4,614,603,145156,340478888,96112178,90673425,4768443321,603,953,2,1,4,4,404,1,4748367390,4702708284,908400615,365017655,365017655,2,1,16060776820,73389,73389,4,4,4,365017655,10,3,722682,36550136,6485941,109032,36234,4748367390,3226814,89632976,6195
85285.89,4,262144,64,250660,16515981674,64,47,155,603,3417141,18,66941,69,167,133813338,1208,1,68,37285,1303647,4,614,603,149088,342347944,99034939,97719367,4897876519,603,953,2,1,4,4,404,1,4877211166,4831408257,956874808,375017040,375033424,2,1,16500749760,73389,73389,4,4,4,375017040,10,3,734972,39739882,6601984,112123,37217,4877211166,3305018,92440139,6195
90313.71,4,262144,64,256691,16913208114,64,47,156,603,3488163,18,68640,69,167,133813338,1208,1,68,38171,1462567,4,614,603,152632,344026088,101614130,104491402,5014548838,603,953,2,1,4,4,404,1,4993340958,4947463086,995616326,384045895,384068312,2,1,16898019380,73389,73389,4,4,4,384045895,10,3,744210,42595036,6706600,114907,38103,4993340958,3373256,94914423,6195
95352.00,4,262144,64,262743,17312100394,64,47,157,603,3561552,18,70341,69,167,134078790,1208,1,68,39060,1618709,4,614,603,156188,345715176,104376706,111865764,5131609237,603,953,2,1,4,4,404,1,5109863966,5064125116,1054187698,393111392,393127776,2,1,17296901248,73389,73389,4,4,4,393111392,10,3,765377,45756260,6834075,117712,38992,5109863966,3443840,97549940,6195
100370.27,4,262144,64,268955,17721599094,64,47,158,603,3632771,18,72067,69,167,134344242,1208,1,68,39973,1731047,4,614,603,159840,347445544,107491825,119950143,5251831649,603,953,2,1,4,4,404,1,5229532702,5183854842,1099096576,402414457,402430841,2,1,17706236108,73389,73389,4,4,4,402414457,10,3,783374,48700492,6948783,120530,39905,5229532702,3512241,100550538,6195
105385.97,4,262144,64,275637,18161899714,64,47,160,603,3714927,18,73985,69,167,134609694,1208,1,68,40954,1801938,4,614,603,163764,349302184,110694790,128651070,5380995695,603,953,2,1,4,4,404,1,5358114334,5312560253,1160025150,412422034,412438418,2,1,18146569496,73389,73389,4,4,4,412422034,10,3,792704,51535420,7060198,125678,40886,5358114334,3589249,103642469,6195
110397.44,4,262144,64,284141,18721872378,64,47,161,603,3812678,18,76402,69,167,134609694,1208,1,68,42204,1921685,4,614,603,168764,351671592,113868845,136490147,5545560361,603,953,2,1,4,4,404,1,5521954334,5476341726,1210750482,425155388,425155388,2,1,18706837072,73389,73389,4,4,4,425155388,10,3,803054,54536069,7173051,128990,42136,5521954334,3683688,106704176,6195
115408.97,4,262144,64,292540,19275494666,64,47,162,603,3916090,18,78746,69,167,134875146,1208,1,68,43438,2039240,4,614,603,173700,354004648,118293367,144738760,5708018894,603,953,2,1,4,4,404,1,5683697182,5638155815,1289414575,437728776,437745160,2,1,19260066144,73389,73389,4,4,4,437728776,10,3,818651,57405273,7316221,143678,43370,5683697182,3772412,110985745,6195
120422.55,4,262144,64,299603,19740824832,64,47,164,603,3994477,18,80763,69,167,134935476,1208,1,68,44476,2178825,4,614,603,177852,355974568,122190646,154399632,5844687600,603,953,2,1,4,4,404,1,5819749918,5774157137,1340658696,448309793,448332210,2,1,19725630892,73389,73389,4,4,4,448309793,10,3,842204,60631642,7453040,146484,44408,5819749918,3847993,114746227,6195
125445.42,4,262144,64,305914,20156751266,64,47,165,603,4061838,18,82553,69,167,135406050,1208,1,68,45402,2311981,4,614,603,181560,374689976,125064513,161772310,5966619358,603,953,2,1,4,4,404,1,5941122590,5895697608,1380166038,457760314,457776698,2,1,20141453816,73389,73389,4,4,4,457760314,10,3,856657,63945200,7563486,151416,45334,5941122590,3910422,117509664,6195
130460.46,4,262144,64,312301,20577477446,64,47,166,603,4127186,18,84308,69,167,135406050,1208,1,68,46338,2433619,4,614,603,185304,376467128,127726917,170156652,6089854407,603,953,2,1,4,4,404,1,6063805982,6018749597,1422571769,467319490,467335874,2,1,20562057560,73389,73389,4,4,4,467319490,10,3,872377,67088526,7667759,154023,46271,6063805982,3973163,120068281,6195
135474.95,4,262144,64,318523,20987631506,64,47,167,603,4189255,18,86056,69,167,135671502,1208,1,68,47252,2585014,4,614,603,188960,378199096,130623864,178522208,6210203096,603,953,2,1,4,4,404,1,6183605790,6138622464,1459182917,476647131,476663515,2,1,20972473764,73389,73389,4,4,4,476647131,10,3,884517,69877595,7762840,156626,47184,6183605790,4032629,122870076,6195
140633.41,4,262144,64,324814,21401783262,64,47,168,603,4251736,18,87871,69,167,135936954,1208,1,68,48176,2727323,4,614,603,192660,396738368,132792649,185213735,6331267176,603,953,2,1,4,4,404,1,6304114476,6259639177,1502974257,486056692,486073076,2,1,21386494448,73389,73389,4,4,4,486056692,10,3,896161,73201231,7852787,159469,48109,6304114476,4092267,124949036,6195
145661.74,4,262144,64,331164,21820060478,64,47,169,603,4317414,18,89661,69,167,135936954,1208,1,68,49110,2956394,4,614,603,196400,415288416,136134683,194632262,6454249746,603,953,2,1,4,4,404,1,6426535724,6381938954,1604166148,495566716,495583100,2,1,21804935504,73389,73389,4,4,4,495566716,10,3,910844,76311928,7959513,162338,49042,6426535724,4155076,128183780,6195
150693.74,4,262144,64,338368,22294836342,64,47,170,603,4390655,18,91670,69,167,136202406,1208,1,68,50166,3116029,4,614,603,200624,417287712,139407208,202871004,6593284213,603,953,2,1,4,4,404,1,6564947756,6520777337,1680376176,506358566,506374950,2,1,22279776904,73389,73389,4,4,4,506358566,10,3,923125,79619548,8057239,165299,50098,6564947756,4225356,131359066,6195
155726.83,4,262144,64,345191,22744377538,64,47,172,603,4471436,18,93652,69,167,136467858,1208,1,68,51169,3315964,4,614,603,204636,419184736,142066646,209661367,6725346787,603,953,2,1,4,4,404,1,6696412972,6652125058,1715673951,516579135,516579135,2,1,22729481940,73389,73389,4,4,4,516579135,10,3,930923,82586493,8132451,181169,51101,6696412972,4290267,133943557,6195
160769.61,4,262144,64,351510,23160888590,64,47,173,603,4537618,18,95429,69,167,136733310,1208,1,68,52098,3567261,4,614,603,208352,420946848,145656916,218125379,6847669283,603,953,2,1,4,4,404,1,6818178860,6773920782,1873467495,526029656,526046040,2,1,23145304864,73389,73389,4,4,4,526029656,10,3,944286,86013072,8237532,183972,52030,6818178860,4353646,137429423,6195
165797.90,4,262144,64,358155,23598510992,64,47,174,603,4620581,18,97298,69,167,136733310,1208,1,68,53070,3649438,4,614,603,212248,440277000,147827358,223881332,6975785084,603,953,2,1,4,4,404,1,6945711916,6901797527,1904655481,535982048,535998432,2,1,23583210112,73389,73389,4,4,4,535982048,10,3,951300,88879379,8323647,203398,53003,6945711916,4417183,139514026,6195
170841.88,4,262144,64,365163,24060441800,64,47,175,603,4693740,18,99261,69,167,136998762,1208,1,68,54103,3763848,4,614,603,216376,442234248,150671037,231314368,7111666657,603,953,2,1,4,4,404,1,7080978220,7036843922,1956921033,546478986,546495370,2,1,24045075384,73389,73389,4,4,4,546478986,10,3,960402,91882529,8429189,211427,54035,7080978220,4482313,142252825,6195
175872.45,4,262144,64,371492,24477342760,64,47,176,603,4758043,18,101044,69,167,136998762,1208,1,68,55032,3828620,4,614,603,220092,443999432,153519701,238616342,7233988148,603,953,2,1,4,4,404,1,7202744108,7158809994,2007858915,555956242,555956242,2,1,24462074648,73389,73389,4,4,4,555956242,10,3,968540,94863484,8508382,215565,54964,7202744108,4542478,145022407,6195
180886.00,4,262144,64,378400,24932719968,64,47,177,603,4830923,18,102971,69,167,137264214,1208,1,68,56045,3963982,4,614,603,224148,445924424,156587645,247543517,7367494989,603,953,2,1,4,4,404,1,7335651116,7291860517,2265063739,566305724,566322108,2,1,24917451856,73389,73389,4,4,4,566305724,10,3,981704,97805148,8613137,221662,55978,7335651116,4609261,147985556,6195
185911.43,4,262144,64,388970,25629151816,64,47,179,603,4931781,18,105969,69,167,137529666,1208,1,68,57601,4081032,4,614,603,230368,448870152,160443924,255499867,7572190603,603,953,2,1,4,4,404,1,7539468076,7495432396,2331857581,582127018,582143402,2,1,25613588792,73389,73389,4,4,4,582127018,10,3,991521,100599085,8755081,225681,57533,7539468076,4706100,151700695,6195
