timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlSlotsAcquired,ConcurrencyControlWaitMicroseconds,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FileOpen,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,MemoryAllocatedWithoutCheck,MemoryAllocatedWithoutCheckBytes,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,OpenedFileCacheMisses,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHitElapsedMicroseconds,ThreadPoolReaderPageCacheMiss,ThreadPoolReaderPageCacheMissBytes,ThreadPoolReaderPageCacheMissElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
55175.59,20,262144,64,223938,14755172410,64,54,151,3,603,3000757,36,5,59428,69,129,133282434,1208,1,68,33358,542036,4,765,603,133398,419484656,78518711,49236566,4380691182,567,697,36,2,1,4,4,413,1,4362491422,4316734429,555395054,335003116,335003116,2,1,14739416208,73389,73389,4,4,4,334986732,11,3,643002,21130087,5268237,84393,33290,4362491422,2916364,73251687,6282
60194.15,20,262144,64,231902,15280021086,64,54,152,3,603,3124534,36,5,61660,69,129,133282434,1208,1,68,34528,664025,4,765,603,138078,421701680,81681551,55132285,4534729352,567,697,36,2,1,4,4,413,1,4515845662,4470163130,625099600,346923303,346923303,2,1,15264625332,73389,73389,4,4,4,346923303,11,3,657158,23776466,5413917,94946,34460,4515845662,3029588,76267964,6282
65207.18,20,262144,64,239893,15806373782,64,54,154,4,603,3234219,36,5,63924,69,129,133547886,1208,1,68,35702,769248,4,765,603,142774,423926256,86655779,63081722,4689293190,567,697,36,2,1,4,4,413,1,4669724190,4624006758,684763370,358886609,358902993,2,1,15791010796,73389,73389,4,4,4,358886609,11,3,675510,26736363,5580493,101891,35634,4669724190,3132328,81075764,6282
70221.87,20,262144,64,251538,16573787734,64,54,156,4,603,3372929,36,5,67165,69,129,133813338,1208,1,68,37413,835970,4,765,603,149618,427167088,92152593,71700265,4914511380,567,697,36,2,1,4,4,413,1,4893988382,4848310712,745617116,376341985,376341985,2,1,16559047340,73389,73389,4,4,4,376341985,11,3,697584,29252455,5783414,106622,37345,4893988382,3266307,86369194,6282
75233.71,20,262144,64,272767,17972484134,64,54,159,4,603,3610751,36,5,73190,69,129,134344242,1208,1,68,40530,888054,4,765,603,162086,432839152,99961325,76181836,5324761097,567,697,36,2,1,4,4,413,1,5302539806,5257192170,789332925,408115645,408132029,2,1,17957088380,73389,73389,4,4,4,408115645,11,3,725806,30847419,5989117,112706,40463,5302539806,3498045,93972747,6282
80244.10,20,262144,64,281952,18577883170,64,54,161,4,603,3719226,36,5,75803,69,129,134609694,1208,1,68,41882,1020358,4,765,603,167494,435407088,104119935,83487993,5502743584,567,697,36,2,1,4,4,413,1,5479749150,5434245142,868601966,421882906,421882906,2,1,18562126968,73389,73389,4,4,4,421866522,11,3,739507,33507985,6163555,122515,41814,5479749150,3596711,97957344,6282
85256.22,20,262144,64,288724,19024082030,64,54,162,4,603,3804100,36,5,77663,69,129,134875146,1208,1,68,42877,1191820,4,765,603,171474,437295152,107855056,92094491,5633752842,567,697,36,2,1,4,4,413,1,5610165790,5564652085,913546710,432013363,432029747,2,1,19008587972,73389,73389,4,4,4,432013363,11,3,766199,36426503,6346332,126016,42809,5610165790,3678084,101509671,6282
90283.41,20,262144,64,294992,19436985294,64,54,163,4,603,3882696,36,5,79461,69,129,134875146,1208,1,68,43797,1317943,4,765,603,175154,439032880,110333290,98756656,5754892875,567,697,36,2,1,4,4,413,1,5730752030,5685394432,958556285,441408699,441408699,2,1,19421982756,73389,73389,4,4,4,441408699,11,3,782090,39317244,6468498,135310,43729,5730752030,3747386,103865803,6282
95308.00,20,262144,64,300458,19797328686,64,54,164,4,603,3949046,36,5,81014,69,129,135140598,1208,1,68,44600,1420473,4,765,603,178366,440558256,112819155,106003785,5860642702,567,697,36,2,1,4,4,413,1,5836002846,5790694435,988595291,449599811,449599811,2,1,19781670788,73389,73389,4,4,4,449583427,11,3,792470,42586051,6547033,137810,44532,5836002846,3811236,106273462,6282
100345.76,20,262144,64,306728,20210363022,64,54,165,4,603,4040278,36,5,82779,69,129,135406050,1208,1,68,45519,1498772,4,765,603,182046,442299632,115390686,112741917,5981788799,567,697,36,2,1,4,4,413,1,5956589086,5911376686,1103551948,458978763,458995147,2,1,20195065572,73389,73389,4,4,4,458978763,11,3,804588,45352128,6670830,153468,45452,5956589086,3886810,108720438,6282
105483.24,20,262144,64,312447,20587311154,64,54,166,4,603,4106894,36,5,84395,69,129,135406050,1208,1,68,46361,1627073,4,765,603,185410,443894064,118388592,119964169,6092538042,567,697,36,2,1,4,4,413,1,6066820638,6021633620,1242994181,467538515,467554899,2,1,20571694660,73389,73389,4,4,4,467538515,11,3,813234,48214401,6761562,156120,46293,6066820638,3950774,111627751,6282
110503.51,20,262144,64,319206,21032658046,64,54,167,4,603,4178162,36,5,86288,69,129,135671502,1208,1,68,47352,1743039,4,765,603,189374,445770352,120545131,125640221,6223027291,567,697,36,2,1,4,4,413,1,6196712990,6151736099,1281766674,477668972,477685356,2,1,21017434768,73389,73389,4,4,4,477668972,11,3,826713,51157741,6854625,159095,47284,6196712990,4019067,113691762,6282
115516.90,20,262144,64,327060,21549520088,64,54,169,4,603,4266659,36,5,88522,69,129,135936954,1208,1,68,48505,1827316,4,765,603,193990,465213136,124651641,134089987,6374226417,567,697,36,2,1,4,4,413,1,6347237164,6302856197,1378133868,489419286,489435670,2,1,21534448584,73389,73389,4,4,4,489419286,11,3,838854,54050314,6969302,162618,48437,6347237164,4104041,117684193,6282
120532.93,20,262144,64,335168,22084059334,64,54,170,4,603,4356380,36,5,90806,69,129,136202406,1208,1,68,49698,1956069,4,765,603,198762,467471376,128383558,141363610,6531291102,567,697,36,2,1,4,4,413,1,6503606060,6459155909,1471640781,501566690,501566690,2,1,22068934360,73389,73389,4,4,4,501566690,11,3,857906,56920393,7156871,166147,49630,6503606060,4190233,121228664,6282
125550.42,20,262144,64,342496,22566696210,64,54,171,4,603,4444385,36,5,92861,69,129,136202406,1208,1,68,50772,2072878,4,765,603,203058,469504464,131351278,148328023,6672700879,567,697,36,2,1,4,4,413,1,6644377388,6600169253,1535325806,512540923,512540923,2,1,22551079716,73389,73389,4,4,4,512524539,11,3,871539,59942274,7277597,181712,50704,6644377388,4262673,124075428,6282
130576.86,20,262144,64,348403,22955940978,64,54,172,4,603,4506858,36,5,94528,69,129,136467858,1208,1,68,51639,2208996,4,765,603,206530,471146320,133876670,154822254,6787001416,567,697,36,2,1,4,4,413,1,6758147884,6713983621,1565950154,521387395,521387395,2,1,22941045380,73389,73389,4,4,4,521387395,11,3,885366,63182244,7391592,184373,51572,6758147884,4322485,126486937,6282
135590.48,20,262144,64,354484,23356854462,64,54,173,4,603,4571474,36,5,96241,69,129,136733310,1208,1,68,52535,2262933,4,765,603,210110,472847120,136504985,162589876,6904854790,567,697,36,2,1,4,4,413,1,6875457324,6831220843,1605510188,530493852,530493852,2,1,23341729488,73389,73389,4,4,4,530493852,11,3,899477,66483307,7494773,188379,52467,6875457324,4383095,129012863,6282
140604.09,20,262144,64,360080,23725464148,64,54,174,4,603,4629617,36,5,97823,69,129,136733310,1208,1,68,53353,2435382,4,765,603,213386,474401552,138800309,170777154,7012699265,567,697,36,2,1,4,4,413,1,6982805292,6938883607,1644180408,538867347,538883731,2,1,23710163268,73389,73389,4,4,4,538867347,11,3,911719,69440054,7578349,190884,53286,6982805292,4438733,131225008,6282
145622.03,20,262144,64,366376,24140467872,64,54,175,4,603,4698702,36,5,99547,69,129,136998762,1208,1,68,54279,2570050,4,765,603,217090,476156752,141078250,177196284,7134631568,567,697,36,2,1,4,4,413,1,7104177964,7060270424,1671585125,548293292,548309676,2,1,24124904848,73389,73389,4,4,4,548293292,11,3,918482,72515199,7679513,193806,54212,7104177964,4504896,133402229,6282
150655.76,20,262144,64,372507,24544139318,64,54,176,4,603,4760528,36,5,101321,69,129,136998762,1208,1,68,55180,2757452,4,765,603,220690,477861712,145659873,189484220,7253138939,567,697,36,2,1,4,4,413,1,7222142764,7178278981,1800126832,557469603,557485987,2,1,24528662532,73389,73389,4,4,4,557469603,11,3,947781,75770429,7861318,196433,55112,7222142764,4564095,137802369,6282
155690.71,20,262144,64,378514,24940191072,64,54,177,4,603,4822179,36,5,103013,69,129,137264214,1208,1,68,56063,2805813,4,765,603,224226,479536272,147082991,194667368,7369547948,567,697,36,2,1,4,4,413,1,7338010412,7294042812,1813779894,566469564,566485948,2,1,24924660816,73389,73389,4,4,4,566469564,11,3,952937,78696527,7932403,199174,55996,7338010412,4623005,139155005,6282
160713.42,20,262144,64,386292,25452584600,64,54,179,4,603,4910845,36,5,105199,69,129,137264214,1208,1,68,57207,2928762,4,765,603,228798,481697808,150153258,202506882,7520030312,567,697,36,2,1,4,4,413,1,7487825708,7443746471,1861388185,578121574,578137958,2,1,25437349256,73389,73389,4,4,4,578121574,11,3,968306,81908769,8044869,202331,57139,7487825708,4708514,142113179,6282
165842.72,20,262144,64,393220,25909248396,64,54,180,4,603,4978785,36,5,107187,69,129,137770986,1208,1,68,58224,3028708,4,765,603,232866,483630096,154397749,212555910,7653935050,567,697,36,2,1,4,4,413,1,7621125932,7577282233,1957597116,588495632,588512016,2,1,25893807808,73389,73389,4,4,4,588495632,11,3,990544,85282211,8182031,205031,58156,7621125932,4773754,146220549,6282
170943.09,20,262144,64,399099,26296658156,64,54,181,4,603,5040976,36,5,108848,69,129,138024372,1208,1,68,59088,3212854,4,765,603,236322,485274000,157277813,222809416,7767703243,567,697,36,2,1,4,4,413,1,7734372140,7690589370,2077988527,597309336,597325720,2,1,26281610784,73389,73389,4,4,4,597309336,11,3,1005708,88716386,8294466,209777,59020,7734372140,4831199,148988281,6282
