timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlSlotsAcquired,ConcurrencyControlWaitMicroseconds,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolExpansions,GlobalThreadPoolJobs,GlobalThreadPoolThreadCreationMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,MemoryAllocatedWithoutCheck,MemoryAllocatedWithoutCheckBytes,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHitElapsedMicroseconds,ThreadPoolReaderPageCacheMiss,ThreadPoolReaderPageCacheMissBytes,ThreadPoolReaderPageCacheMissElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
55265.05,15,262144,64,93537,6163270596,64,67,129,3,603,1716704,21,22607,49,68,98064,129566106,1208,1,67,14203,2056315,3,157521,603,56700,83805766,34426131,98923232,1860787551,603,1606,2,1,4,4,766,1,1852399628,1805186014,523492743,139731405,139731405,2,1,6148181820,73389,73389,4,4,4,139731405,21,3,402575,47814529,2707150,43684,14135,1852399628,1673020,31719758,16370
60536.37,15,262144,64,100829,6643813628,64,67,130,3,603,1788411,21,24687,49,68,98064,130097010,1208,1,67,15272,2228223,3,157521,603,60980,85834182,37966695,107715754,2001671205,603,1606,2,1,4,4,766,1,1992646668,1945599296,592116317,150646135,150662519,2,1,6628429940,73389,73389,4,4,4,150646135,21,3,417379,51273280,2807286,46428,15205,1992646668,1741983,35160320,16370
65573.79,15,262144,64,107170,7061501020,64,67,131,3,603,1861185,21,26488,49,68,98064,130097010,1208,1,67,16204,2412350,3,157521,603,64704,87604678,39369472,113641981,2124258838,603,1606,2,1,4,4,766,1,2114674700,2067678204,616260888,160139775,160156159,2,1,7046150100,73389,73389,4,4,4,160139775,21,3,420712,54781364,2869422,48850,16136,2114674700,1812335,36500902,16370
70607.80,15,262144,64,113501,7478798504,64,67,132,3,603,1928445,21,28271,49,68,98064,130362462,1208,1,67,17134,2570946,3,157521,603,68424,89363014,43793915,123608800,2246717030,603,1606,2,1,4,4,766,1,2236571660,2189742359,686630915,169614872,169631256,2,1,7463054368,73389,73389,4,4,4,169614872,21,3,445497,57939700,3016973,51428,17066,2236571660,1877017,40777714,16370
75650.94,15,262144,64,120234,7922441460,64,67,133,3,603,2011161,21,30164,49,68,98064,130362462,1208,1,67,18124,2656472,3,157521,603,72392,108176414,45967988,129649484,2377200142,603,1606,2,1,4,4,766,1,2366464012,2319414397,775467687,179704369,179720753,2,1,7906992236,73389,73389,4,4,4,179704369,21,3,454013,60824316,3084902,54262,18057,2366464012,1956899,42884282,16370
80683.49,15,262144,64,127870,8425528876,64,67,134,3,603,2095793,21,32300,49,68,98064,130627914,1208,1,67,19243,2752962,3,157521,603,76868,110292062,49336984,137671851,2524522213,603,1606,2,1,4,4,766,1,2513133580,2466476099,899285717,191135195,191151579,2,1,8409948580,73389,73389,4,4,4,191135195,21,3,472309,63772295,3223318,57521,19176,2513133580,2038272,46115094,16370
85708.09,15,262144,64,136950,9023781180,64,67,136,3,603,2190775,21,34870,49,68,98064,130893366,1208,1,67,20578,2909204,3,157521,603,82208,112813790,53022515,144995662,2700267543,603,1606,2,1,4,4,766,1,2688114700,2641371641,963851399,204732583,204748967,2,1,9008233652,73389,73389,4,4,4,204732583,21,3,483558,66719803,3347122,62859,20511,2688114700,2127916,49676958,16370
90714.97,15,262144,64,150509,9917174006,64,67,138,3,603,2346658,21,38641,49,68,98064,131158818,1208,1,67,22571,2991879,3,157521,603,90180,133352606,59571249,150966267,2962478383,603,1606,2,1,4,4,766,1,2949210124,2902586768,1041733970,225042649,225042649,2,1,9901155660,73389,73389,4,4,4,225026265,21,3,503597,68822382,3563789,67281,22503,2949210124,2279377,56008521,16370
95722.84,15,262144,64,175545,11566958670,64,67,142,3,603,2670200,21,45705,49,68,98064,131689722,1208,1,67,26249,2998239,3,157521,603,104896,157136462,70044122,151416621,3446552975,603,1606,2,1,4,4,766,1,3431292940,3384758511,1066551567,262537755,262554139,2,1,11551661220,73389,73389,4,4,4,262537755,21,3,514181,69567234,3829142,74677,26181,3431292940,2595523,66215607,16370
100729.26,15,262144,64,199213,13125769442,64,67,147,3,603,2975046,21,52469,49,68,98064,132486078,1208,1,67,29725,3001069,3,157521,603,118804,180209526,80937464,153251328,3903482352,603,1606,2,1,4,4,766,1,3886306846,3840497171,1118436551,297966762,297966762,2,1,13109816632,73389,73389,4,4,4,297950378,21,3,531194,70273901,4127916,82234,29657,3886306846,2892812,76810188,16370
105740.65,15,262144,64,221717,14608820598,64,67,151,3,603,3301310,21,58772,49,68,98064,133016982,1208,1,67,33032,3006994,3,157521,603,132032,186201142,89880842,153742448,4338678375,603,1606,2,1,4,4,766,1,4319761950,4273968359,1152141005,331675449,331675449,2,1,14593719756,73389,73389,4,4,4,331675449,21,3,544387,71057572,4431852,90614,32964,4319761950,3210696,85451439,16370
110750.48,15,262144,64,245573,16180741878,64,67,155,3,603,3641807,21,65450,49,68,98064,133547886,1208,1,67,36537,3013602,3,157521,603,146052,192547958,102565320,154208597,4799964897,603,1606,2,1,4,4,766,1,4779169310,4733440263,1183386541,367405401,367405401,2,1,16165837644,73389,73389,4,4,4,367405401,21,3,568474,71868393,4759481,99739,36469,4779169310,3542068,97807167,16370
115758.73,15,262144,64,270569,17827639650,64,67,159,3,603,4004121,21,72536,49,68,98064,134344242,1208,1,67,40207,3019017,3,157521,603,160744,249549926,113222193,154397962,5282945200,603,1606,2,1,4,4,766,1,5260203550,5214844143,1221832416,404837130,404837130,2,1,17812112824,73389,73389,4,4,4,404820746,21,3,587309,72682754,5090057,110144,40139,5260203550,3893977,108134925,16370
120766.46,15,262144,64,296069,19507833018,64,67,163,3,603,4370457,21,79745,49,68,98064,134875146,1208,1,67,43955,3023660,3,157521,603,175740,273585590,123793876,154541741,5776193224,603,1606,2,1,4,4,766,1,5751461406,5706099091,1251342106,443020364,443020364,2,1,19492175120,73389,73389,4,4,4,443003980,21,3,603441,73477977,5362171,118966,43887,5751461406,4251491,118433565,16370
125773.76,15,262144,64,321910,21210404910,64,67,168,3,603,4724522,21,87029,49,68,98064,135936954,1208,1,67,47750,3027801,3,157521,603,190924,314144394,134719134,154621929,6274888885,603,1606,2,1,4,4,766,1,6248146732,6203702728,1277510064,481707184,481723568,2,1,21195116096,73389,73389,4,4,4,481707184,21,3,616195,74249360,5630441,128321,47682,6248146732,4596201,129092073,16370
130780.88,15,262144,64,347341,22886076294,64,67,172,6,603,5061517,21,94238,49,68,98064,136467858,1208,1,67,51486,3031440,3,157521,603,205868,320848138,145176249,154670611,6766573374,603,1606,2,1,4,4,766,1,6737831724,6693504403,1310729709,519792114,519808498,2,1,22870853016,73389,73389,4,4,4,519792114,21,3,630525,74978568,5862676,137544,51418,6737831724,4923973,139316877,16370
135786.34,15,262144,64,372459,24540981524,64,67,176,7,603,5390269,21,101252,49,68,98064,136998762,1208,1,67,55174,3034482,3,157521,603,220624,327463626,155668767,154705312,7252074141,603,1606,2,1,4,4,766,1,7221356332,7177418466,1336899555,557387683,557404067,2,1,24525058052,73389,73389,4,4,4,557387683,21,3,646082,75682915,6076858,148319,55106,7221356332,5241950,149595883,16370
