timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlSlotsAcquired,ConcurrencyControlWaitMicroseconds,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolExpansions,GlobalThreadPoolJobs,GlobalThreadPoolThreadCreationMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,MemoryAllocatedWithoutCheck,MemoryAllocatedWithoutCheckBytes,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHitElapsedMicroseconds,ThreadPoolReaderPageCacheMiss,ThreadPoolReaderPageCacheMissBytes,ThreadPoolReaderPageCacheMissElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
55575.39,13,262144,64,91979,6060369152,64,41,128,0,603,1651623,2,22184,60,68,47825,129566106,1208,1,67,13971,2426331,3,78892,603,55792,150830656,33377760,93804563,1830348129,603,1479,2,1,4,4,525,1,1822121996,1775056317,494505388,137386778,137403162,2,1,6045018232,73389,73389,4,4,4,137386778,12,3,350369,45764124,2352492,62305,13904,1822121996,1589318,31027116,9784
60608.35,13,262144,64,98803,6510241336,64,41,129,0,603,1728980,2,24090,60,68,47825,129831558,1208,1,67,14978,2523322,3,78892,603,59816,152736704,36765993,102623153,1962804654,603,1479,2,1,4,4,525,1,1953980428,1906636163,583453581,147605188,147621572,2,1,6494628272,73389,73389,4,4,4,147605188,12,3,369596,48660619,2477538,65064,14910,1953980428,1663916,34289545,9784
65684.80,13,262144,64,105965,6982264688,64,41,131,0,603,1817224,2,26164,60,68,47825,130097010,1208,1,67,16027,2699053,3,78892,603,64016,171491312,40711068,111402770,2100921195,603,1479,2,1,4,4,525,1,2091474956,2044539396,639758299,158347886,158347886,2,1,6967306984,73389,73389,4,4,4,158347886,12,3,388622,51705027,2602951,67952,15959,2091474956,1749272,38109766,9784
70702.47,13,262144,64,112816,7433640892,64,41,132,0,603,1888551,2,28079,60,68,47825,130362462,1208,1,67,17033,2852447,3,78892,603,68040,173397936,43418918,117869622,2233379952,603,1479,2,1,4,4,525,1,2223333388,2176525155,682825434,168593031,168609415,2,1,7418093364,73389,73389,4,4,4,168593031,12,3,402208,54582043,2711327,71015,16966,2223333388,1817536,40709473,9784
75770.80,13,262144,64,121591,8011639264,64,41,133,0,603,1989346,2,30533,60,68,47825,130362462,1208,1,67,18323,2995962,3,78892,603,73200,175844400,46590060,126080148,2403204707,603,1479,2,1,4,4,525,1,2392416268,2345485688,713153395,181742018,181742018,2,1,7996648792,73389,73389,4,4,4,181742018,12,3,418732,57531813,2850501,74274,18255,2392416268,1915072,43742428,9784
80779.10,13,262144,64,139573,9196743916,64,41,136,1,603,2205856,2,35588,60,68,47825,130893366,1208,1,67,20965,3067832,3,78892,603,83772,197715032,54765678,131604926,2750942633,603,1479,2,1,4,4,525,1,2738708492,2691938326,778862470,208672491,208672491,2,1,9180868708,73389,73389,4,4,4,208656107,12,3,450568,59129026,3126482,79648,20897,2738708492,2126208,51642485,9784
85787.01,13,262144,64,165119,10879964006,64,41,141,1,603,2515770,2,42744,60,68,47825,131424270,1208,1,67,24719,3071954,3,78892,603,98788,204515736,66278165,131975859,3245061076,603,1479,2,1,4,4,525,1,3230752780,3183963751,806782133,246929453,246929453,2,1,10864895932,73389,73389,4,4,4,246929453,12,3,484994,59853754,3433442,87081,24651,3230752780,2428689,62849239,9784
90794.03,13,262144,64,188842,12442644710,64,41,145,1,603,2822361,2,49532,60,68,47825,132220626,1208,1,67,28201,3082516,3,78892,603,112728,262324936,75521483,132396806,3702790271,603,1479,2,1,4,4,525,1,3686553118,3640708069,842966594,282446413,282446413,2,1,12426921276,73389,73389,4,4,4,282430029,12,3,506037,60606257,3707572,95289,28133,3686553118,2727072,71819342,9784
95802.74,13,262144,64,213758,14084299602,64,41,149,1,603,3184912,2,56544,60,68,47825,132751530,1208,1,67,31861,3088232,3,78892,603,127376,302877976,85596769,132859386,4184452391,603,1479,2,1,4,4,525,1,4166276638,4120676472,867293385,319755262,319755262,2,1,14068510632,73389,73389,4,4,4,319738878,12,3,526953,61489044,4077680,104885,31793,4166276638,3080027,81525762,9784
100811.10,13,262144,64,240184,15825456824,64,41,154,1,603,3554313,2,63988,60,68,47825,133547886,1208,1,67,35745,3093723,3,78892,603,142920,344248008,97712781,133323162,4695623728,603,1479,2,1,4,4,525,1,4675360286,4629596827,912503575,359328977,359328977,2,1,15809754092,73389,73389,4,4,4,359312593,12,3,555097,62340601,4421214,114243,35677,4675360286,3440070,93298006,9784
105819.69,13,262144,64,266501,17559977394,64,41,158,2,603,3942608,2,71369,60,68,47825,134344242,1208,1,67,39612,3099642,3,78892,603,158392,368025424,108690162,133494457,5204516723,603,1479,2,1,4,4,525,1,5182215710,5136647813,940358223,398742726,398742726,2,1,17543693596,73389,73389,4,4,4,398720309,12,3,574822,63209693,4732786,124699,39544,5182215710,3817909,103963687,9784
110826.54,13,262144,64,292228,19255047434,64,41,162,3,603,4313365,2,78630,60,68,47825,134875146,1208,1,67,43393,3104169,3,78892,603,173516,374824208,118068794,133610482,5702080923,603,1479,2,1,4,4,525,1,5677798942,5632180735,961602391,437270024,437286408,2,1,19239881056,73389,73389,4,4,4,437270024,12,3,595811,64024686,5008124,133676,43325,5677798942,4179689,113068338,9784
115833.50,13,262144,64,319797,21071655274,64,41,167,5,603,4687838,2,86425,60,68,47825,135671502,1208,1,67,47441,3108805,3,78892,603,189716,415692168,129898757,133672425,6234734429,603,1479,2,1,4,4,525,1,6208301652,6163220733,990418300,478543357,478559741,2,1,21055907708,73389,73389,4,4,4,478543357,12,3,620883,64833592,5293805,143106,47373,6208301652,4544732,124613234,9784
120841.08,13,262144,64,343456,22629876222,64,41,171,5,603,5012281,2,93107,60,68,47825,136202406,1208,1,67,50914,3111698,3,78892,603,203608,421926152,139478783,133713588,6691256225,603,1479,2,1,4,4,525,1,6662989612,6618636163,1012559073,513972364,513988748,2,1,22614784016,73389,73389,4,4,4,513972364,12,3,631385,65524769,5521527,153036,50846,6662989612,4859245,133965711,9784
125847.06,13,262144,64,372724,24558614016,64,41,176,5,603,5418588,2,101324,60,68,47825,136998762,1208,1,67,55212,3114270,3,78892,603,220800,429630856,150962671,133738154,7256896973,603,1479,2,1,4,4,525,1,7226337068,7182567923,1041920782,557803316,557803316,2,1,24542625008,73389,73389,4,4,4,557786932,12,3,663350,66345460,5821772,162452,55144,7226337068,5256136,145149577,9784
