timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlSlotsAcquired,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FileOpen,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolExpansions,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,GlobalThreadPoolThreadCreationMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,MemoryAllocatedWithoutCheck,MemoryAllocatedWithoutCheckBytes,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,OpenedFileCacheMisses,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHitElapsedMicroseconds,ThreadPoolReaderPageCacheMiss,ThreadPoolReaderPageCacheMissBytes,ThreadPoolReaderPageCacheMissElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
55071.81,0,0,0,0,0,0,116,0,0,0,0,12,0,0,5,0,0,2097278,2,1,4,4,0,4,12,0,32,16830304,0,0,1749,0,0,0,2,1,4,4,405,1,0,0,94,0,0,2,1,0,73389,73389,4,4,4,0,10,3,0,0,0,0,0,0,0,0,0
60080.17,39,262144,64,30537,2012204628,9,118,0,603,919555,2,12,4877,3,14,1,1304,128250912,1208,1,13,4892,18978,4,1512,603,19582,94133216,7388842,233089,641718450,601,1517,2,2,1,4,4,405,1,639197196,591622950,12426446,45377081,45393465,2,1,1996591564,73389,73389,4,4,4,45377081,10,3,141500,1514763,1950006,13735,4879,639197196,905820,5440183,9435
65086.66,39,262144,64,54209,3571801832,9,122,1,603,1173593,2,12,11498,3,14,1,1304,128769750,1208,1,13,8370,19438,4,1512,603,33494,100365984,17076248,233812,1099386624,601,1517,2,2,1,4,4,405,1,1095065612,1047598450,40842428,80838856,80838856,2,1,3556909664,73389,73389,4,4,4,80838856,10,3,158310,2051734,2128478,26649,8357,1095065612,1146944,14948944,9435
70092.56,39,262144,64,86786,5718447992,9,127,1,603,1497769,2,12,20657,3,14,1,1304,129566106,1208,1,13,13156,20392,4,1512,603,52642,126141856,25895235,234132,1729244383,601,1517,2,2,1,4,4,405,1,1722376204,1675139771,60037839,129625524,129625524,2,1,5703523056,73389,73389,4,4,4,129625524,10,3,162286,2711471,2301468,33293,13143,1722376204,1464476,23595955,9435
75099.96,39,262144,64,120046,7909855240,9,133,1,603,1822723,2,12,30059,3,14,1,1304,130362462,1208,1,13,18041,21252,4,1512,603,72186,151751640,34713635,234521,2372117588,601,1517,2,2,1,4,4,405,1,2362662924,2315706097,80617802,179419808,179436192,2,1,7894471552,73389,73389,4,4,4,179419808,10,3,165983,3367634,2444867,40217,18028,2362662924,1782506,32270576,9435
80105.49,39,262144,64,154490,10179665534,9,139,1,603,2208429,2,12,39779,3,14,1,1304,131424270,1208,1,13,23102,22268,4,1512,603,92446,228492776,44122870,235406,3038171655,601,1517,2,2,1,4,4,405,1,3026018316,2979283707,102729593,231009855,231009855,2,1,10163712724,73389,73389,4,4,4,230993471,10,3,171974,4100409,2595091,47066,23089,3026018316,2161363,41530293,9435
85112.72,39,262144,64,187478,12352722702,9,145,1,603,2593718,2,12,49106,3,14,1,1304,132220626,1208,1,13,27944,22929,4,1512,603,111818,254286256,53656097,235941,3674812829,601,1517,2,2,1,4,4,405,1,3660076574,3614420468,141361706,280386347,280402731,2,1,12336999268,73389,73389,4,4,4,280386347,10,3,186136,4823551,2778508,53848,27931,3660076574,2539870,50879837,9435
90121.97,39,262144,64,220181,14507626398,9,150,1,603,2929016,2,12,58298,3,14,1,1304,133016982,1208,1,13,32750,23689,4,1512,603,131054,314335520,62726668,236429,4307324273,601,1517,2,2,1,4,4,405,1,4290008606,4244376993,160881385,329377815,329377815,2,1,14492623860,73389,73389,4,4,4,329377815,10,3,190521,5475146,2910253,60068,32737,4290008606,2868948,59819129,9435
95127.80,39,262144,64,251605,16578178646,9,156,2,603,3245924,2,12,67199,3,14,1,1304,133813338,1208,1,13,37367,24385,4,1512,603,149522,322609184,71780175,236820,4914972466,601,1517,2,2,1,4,4,405,1,4895168030,4849606857,182303029,376440289,376440289,2,1,16563372716,73389,73389,4,4,4,376440289,10,3,194592,6109762,3060622,66465,37354,4895168030,3179459,68722292,9435
100135.55,39,262144,64,283383,18671930638,9,161,2,603,3551163,2,12,76139,3,14,1,1304,134609694,1208,1,13,42035,25107,4,1512,603,168206,382546200,80781262,237822,5529347507,601,1517,2,2,1,4,4,405,1,5507012126,5461771425,215671378,424018859,424018859,2,1,18656829796,73389,73389,4,4,4,424018859,10,3,200429,6728204,3214297,73037,42022,5507012126,3478126,77569384,9435
105142.13,39,262144,64,317046,20890303930,9,166,2,603,3894538,2,12,85595,3,14,1,1304,135406050,1208,1,13,46982,26002,4,1512,603,188002,425676728,89585286,238266,6180411390,601,1517,2,2,1,4,4,405,1,6155425310,6110189680,235800244,474439609,474439609,2,1,20875342796,73389,73389,4,4,4,474439609,10,3,206661,7415016,3369908,79359,46969,6155425310,3815179,86218327,9435
110148.66,39,262144,64,348238,22945127538,9,172,2,603,4227099,2,12,94427,3,14,1,1304,136467858,1208,1,13,51562,26565,4,1512,603,206322,433884088,98436369,238995,6782582584,601,1517,2,2,1,4,4,405,1,6755133228,6710837011,255427711,521141635,521141635,2,1,22929511044,73389,73389,4,4,4,521125251,10,3,213727,8057044,3520676,85950,51549,6755133228,4141149,94918525,9435
115156.62,39,262144,64,380679,25082607416,9,178,2,603,4597559,2,12,103604,3,14,1,1304,137264214,1208,1,13,56326,27183,4,1512,603,225386,476858944,107389948,239817,7409555425,601,1517,2,2,1,4,4,405,1,7379560236,7335688748,276740709,569717470,569717470,2,1,25067568680,73389,73389,4,4,4,569717470,10,3,218766,8778249,3683493,93133,56313,7379560236,4504426,103709528,9435
