timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlSlotsAcquired,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,MemoryAllocatedWithoutCheck,MemoryAllocatedWithoutCheckBytes,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHitElapsedMicroseconds,ThreadPoolReaderPageCacheMiss,ThreadPoolReaderPageCacheMissBytes,ThreadPoolReaderPageCacheMissElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
55091.00,29,262144,64,138644,9135595520,5,136,2,603,1888531,6,35294,10,58,130893366,1208,1,9,20770,9966,4,131,603,83130,241358048,41960520,8970,2731789750,603,1067,2,1,4,4,341,1,2720882700,2674036092,92085654,207273818,207290202,2,1,9120047992,73389,73389,4,4,4,207273818,11,3,291969,3621300,2315428,38117,20761,2720882700,1850414,39642880,10531
60098.25,29,262144,64,165605,10912079954,5,141,3,603,2221170,6,42977,10,58,131689722,1208,1,9,24731,11860,4,131,603,98978,265389480,51578058,13963,3253078638,603,1067,2,1,4,4,341,1,3240058892,3193313932,119343693,247656382,247672766,2,1,10896880808,73389,73389,4,4,4,247656382,11,3,314873,4301908,2535121,46422,24722,3240058892,2174748,49040941,10531
65103.87,29,262144,64,190152,12528774388,5,145,3,603,2529476,6,49835,10,58,132220626,1208,1,9,28334,13102,4,131,603,113402,322622616,60588345,17015,3726632460,603,1067,2,1,4,4,341,1,3711718942,3665914227,141391330,284402142,284402142,2,1,12513694248,73389,73389,4,4,4,284402142,11,3,334246,4923256,2704798,56280,28325,3711718942,2473196,57880114,10531
70113.63,29,262144,64,219982,14494584734,5,150,3,603,2910071,6,58246,10,58,133016982,1208,1,9,32717,14615,4,131,603,130938,364390200,70747411,19754,4303353856,603,1067,2,1,4,4,341,1,4286076446,4240549111,170268704,329082903,329082903,2,1,14479647732,73389,73389,4,4,4,329082903,11,3,351689,5660446,2900619,63586,32708,4286076446,2846485,67844328,10531
75124.25,29,262144,64,245636,16184870646,5,155,3,603,3286342,6,65516,10,58,133547886,1208,1,9,36487,16461,4,131,603,146026,388117128,79783495,24176,4799636682,603,1067,2,1,4,4,341,1,4780348958,4734640864,193558022,367487321,367503705,2,1,16169442124,73389,73389,4,4,4,367487321,11,3,369649,6380314,3138620,73371,36478,4780348958,3212971,76641719,10531
80133.57,29,262144,64,275627,18161244354,5,160,3,603,3691600,6,73970,10,58,134609694,1208,1,9,40893,18213,4,131,603,163654,413323008,89740128,25043,5379472585,603,1067,2,1,4,4,341,1,5357852190,5312397704,219114674,412405650,412422034,2,1,18145848600,73389,73389,4,4,4,412405650,11,3,396434,7131429,3383209,80375,40884,5357852190,3611225,86354549,10531
85141.69,29,262144,64,305368,20120968610,5,165,3,603,4110252,6,82355,10,58,135406050,1208,1,9,45263,20111,4,131,603,181142,455383760,99386763,27641,5954601901,603,1067,2,1,4,4,341,1,5930636830,5885267539,239995143,456941114,456957498,2,1,20105409016,73389,73389,4,4,4,456941114,11,3,422300,7920787,3650609,88295,45254,5930636830,4021957,95734066,10531
90151.38,29,262144,64,335145,22082552006,5,170,3,603,4478264,6,90749,10,58,136202406,1208,1,9,49634,22052,4,131,603,198642,531489536,108497608,28411,6529294237,603,1067,2,1,4,4,341,1,6502950700,6458704348,260352194,501533922,501550306,2,1,22067492568,73389,73389,4,4,4,501533922,11,3,450062,8647106,3861928,95124,49625,6502950700,4383140,104634099,10531
95159.79,29,262144,64,365602,24089477556,5,175,3,603,4882973,6,99369,10,58,136998762,1208,1,9,54108,23859,4,131,603,216542,556439256,118004828,30213,7117989037,603,1067,2,1,4,4,341,1,7089366828,7045308650,280680910,547140379,547156763,2,1,24074176676,73389,73389,4,4,4,547140379,11,3,469742,9406320,4103639,102433,54099,7089366828,4780540,113900124,10531
100168.37,29,262144,64,393773,25945755256,6,180,3,603,5278098,6,107331,11,58,137770986,1208,1,10,58248,25699,4,141,603,233108,598311768,127184656,31411,7662805804,603,1067,2,1,4,4,341,1,7631873836,7587969264,301544998,589320865,589337249,2,1,25930118060,73389,73389,4,4,4,589320865,11,3,489286,10140443,4317815,109740,58238,7631873836,5168358,122865728,10531
