timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlSlotsAcquired,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FileOpen,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,MemoryAllocatedWithoutCheck,MemoryAllocatedWithoutCheckBytes,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,OpenedFileCacheMisses,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHitElapsedMicroseconds,ThreadPoolReaderPageCacheMiss,ThreadPoolReaderPageCacheMissBytes,ThreadPoolReaderPageCacheMissElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
55079.69,0,0,0,0,0,0,116,0,0,0,0,14,0,5,0,2097278,2,1,4,4,0,4,11,0,32,19199294,0,0,1709,0,0,0,2,1,4,4,392,1,0,0,85,0,0,2,1,0,73389,73389,4,4,4,0,10,3,0,0,0,0,0,0,0,0,0
60086.34,0,0,0,0,0,0,116,0,0,0,0,14,0,5,0,2097278,2,1,4,4,0,4,11,0,32,19199294,0,0,1709,0,0,0,2,1,4,4,392,1,0,0,85,0,0,2,1,0,73389,73389,4,4,4,0,10,3,0,0,0,0,0,0,0,0,0
65093.50,13,0,0,12042,793202490,1,116,0,369,192813,5,14,1124,6,0,78471786,740,1,5,2015,1924,4,19,369,8078,39656790,1194713,28400,264163784,364,519,5,2,1,4,4,392,1,263192788,233904672,1899217,17817983,17834367,2,1,783991252,73389,73389,4,4,4,17817983,10,3,14127,362531,335531,3321,2010,263192788,189492,859726,2465
70100.47,26,262144,64,44146,2908862188,9,120,1,603,533684,5,14,8645,14,26,128516364,1208,1,13,6890,3121,4,91,603,27578,117199198,9764582,29167,904587086,598,802,5,2,1,4,4,392,1,901079052,853774046,18763783,65760875,65777259,2,1,2893478500,73389,73389,4,4,4,65760875,10,3,123745,1057131,901963,10456,6877,901079052,523228,8863411,3381
75107.99,26,262144,64,67242,4430710656,9,124,2,603,777664,5,14,15218,14,26,129035202,1208,1,13,10285,3599,4,91,603,41158,140096966,16704045,29633,1351226322,598,802,5,2,1,4,4,392,1,1345937420,1298736074,32610644,100346106,100362490,2,1,4415228664,73389,73389,4,4,4,100346106,10,3,134039,1571784,1041602,20047,10272,1345937420,757617,15663505,3381
80114.31,26,262144,64,95662,6303330952,9,129,3,603,1042452,5,14,23186,14,26,129831558,1208,1,13,14459,4289,4,91,603,57862,164914902,27053057,30088,1900701858,598,802,5,2,1,4,4,392,1,1893163020,1846170959,64461835,142911616,142911616,2,1,6288111104,73389,73389,4,4,4,142911616,10,3,150383,2124189,1192414,27081,14446,1893163020,1015371,25862050,3381
85122.91,26,262144,64,122945,8100905912,9,133,6,603,1311118,5,14,30850,14,26,130362462,1208,1,13,18468,5387,4,91,603,73898,172099030,35990186,32071,2428301571,598,802,5,2,1,4,4,392,1,2418630668,2371611009,93431663,183769316,183769316,2,1,8085129008,73389,73389,4,4,4,183752932,10,3,169170,2685275,1376734,35726,18455,2418630668,1275392,34614816,3381
90128.49,26,262144,64,153280,10099836070,9,139,6,603,1646269,5,14,39449,14,26,131158818,1208,1,13,22924,6278,4,91,603,91734,231710686,45532869,32908,3014715069,598,802,5,2,1,4,4,392,1,3002687500,2955970095,113937496,229179165,229195549,2,1,10083883260,73389,73389,4,4,4,229179165,10,3,185962,3333989,1538262,42124,22911,3002687500,1604145,43996217,3381
95134.35,26,262144,64,183626,12098950770,9,144,6,603,1938394,5,14,48053,14,26,132220626,1208,1,13,27382,7307,4,91,603,109570,256954622,54867066,33553,3600801417,598,802,5,2,1,4,4,392,1,3586414110,3540313054,135527451,274629974,274629974,2,1,12082997960,73389,73389,4,4,4,274613590,10,3,200773,3934822,1686692,50428,27369,3586414110,1887966,53181709,3381
100139.33,26,262144,64,211268,13920318606,9,149,9,603,2225052,5,14,55814,14,26,132751530,1208,1,13,31441,7970,4,91,603,125802,264226750,63827707,34694,4134794101,598,802,5,2,1,4,4,392,1,4118304286,4072726441,172748535,316017995,316034379,2,1,13904791780,73389,73389,4,4,4,316017995,10,3,220275,4517506,1871911,60037,31428,4118304286,2165015,61956302,3381
105146.03,26,262144,64,243590,16049987634,9,154,9,603,2542703,5,14,64904,14,26,133547886,1208,1,13,36188,8634,4,91,603,144798,306640830,74090551,35492,4759518181,598,802,5,2,1,4,4,392,1,4740503070,4695223061,196811316,364421798,364438182,2,1,16034559112,73389,73389,4,4,4,364421798,10,3,239283,5154099,2083729,67025,36175,4740503070,2475678,72007669,3381
110151.62,26,262144,64,275924,18180708546,9,160,9,603,2885039,5,14,74068,14,26,134609694,1208,1,13,40941,9396,4,91,603,163818,331937406,83714744,36144,5385140960,598,802,5,2,1,4,4,392,1,5363619358,5318074937,223164708,412848018,412864402,2,1,18165312792,73389,73389,4,4,4,412848018,10,3,265365,5828251,2301679,74058,40928,5363619358,2810981,81414503,3381
115158.23,26,262144,64,309373,20384767550,9,165,9,603,3214596,5,14,83447,14,26,135406050,1208,1,13,45854,10230,4,91,603,183478,375168798,93340156,36932,6031720906,598,802,5,2,1,4,4,392,1,6007576094,5962379191,243610582,462935055,462951439,2,1,20369142420,73389,73389,4,4,4,462935055,10,3,282334,6488728,2511603,80970,45841,6007576094,3133626,90830930,3381
120164.56,26,262144,64,340110,22409530958,9,171,9,603,3553005,5,14,92156,14,26,136202406,1208,1,13,50366,11104,4,91,603,201538,434731714,102363992,37702,6624942311,598,802,5,2,1,4,4,392,1,6598371116,6554260950,262976213,508967496,508967496,2,1,22394569824,73389,73389,4,4,4,508967496,10,3,300621,7151240,2696793,87379,50353,6598371116,3465626,99669483,3381
125174.99,26,262144,64,372094,24517060884,9,176,9,603,3899121,5,14,101207,14,26,136998762,1208,1,13,55065,12167,4,91,603,220350,511481634,111277711,38218,7243343077,598,802,5,2,1,4,4,392,1,7214278444,7170379138,297497303,556847011,556863395,2,1,24501268484,73389,73389,4,4,4,556847011,10,3,320328,7825006,2914856,94137,55052,7214278444,3804984,108366222,3381
130181.14,26,262144,64,400923,26416420148,9,183,9,603,4235294,5,14,109363,14,26,138024372,1208,1,13,59303,14747,4,91,603,237302,519076706,121128462,43043,7799698024,598,802,5,2,1,4,4,392,1,7768373809,7725504979,326879338,600037902,600037902,2,1,26401667688,73389,73389,4,4,4,600037902,10,3,346913,8503153,3150638,102346,59290,7768373809,4132948,117981237,3381
