timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlSlotsAcquired,ConcurrencyControlWaitMicroseconds,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FileOpen,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolExpansions,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,GlobalThreadPoolThreadCreationMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,JoinBuildTableRowCount,JoinOptimizeMicroseconds,JoinProbeTableRowCount,JoinReorderMicroseconds,JoinResultRowCount,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,MemoryAllocatedWithoutCheck,MemoryAllocatedWithoutCheckBytes,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,OpenedFileCacheMisses,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHitElapsedMicroseconds,ThreadPoolReaderPageCacheMiss,ThreadPoolReaderPageCacheMissBytes,ThreadPoolReaderPageCacheMissElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
100174.34,270,262144,64,40056,2638949718,3,0,311,11,585,815613,0,5,15747,3,8,0,463,104824568,1172,1,4,512,49727361,11,198909444,7,7235,29646,4,514,585,31700,12951838572,48023016,2668739,869866484,585,1627,0,3,1,4,4,1047,3,865152988,834287225,53176217,50515180,50515180,3,1,2626789392,73389,73389,4,4,4,50515184,10,3,27859,2947598,926195,34077,7228,865152988,781536,47097453,5783
105188.55,347,262144,64,51337,3382553156,3,0,362,12,594,1061009,0,5,20175,3,8,0,463,108217023,1190,1,4,512,63844229,11,255247732,7,9173,34202,4,514,594,39528,13322854572,61886943,3471505,1110410495,594,1836,0,3,1,4,4,1047,3,1104408467,1068451970,68530626,64818795,64818795,3,1,3370577372,73389,73389,4,4,4,64818799,10,3,28019,3810643,1131749,44357,9166,1104408467,1016652,60757021,5870
110206.69,444,262144,64,62478,4117105888,3,0,468,27,594,1306389,0,5,24599,3,8,0,463,109496019,1190,1,4,512,77747025,11,310858960,7,11164,44345,4,514,594,47544,13590423532,75712631,4303687,1344805959,594,1836,0,3,1,4,4,1047,3,1337496233,1300221219,83885627,78919769,78919769,3,1,4103828020,73389,73389,4,4,4,78919773,10,3,28690,4708745,1370354,55546,11157,1337496233,1250843,74345801,5870
115222.36,503,262144,64,74255,4892989602,3,0,520,32,594,1536177,0,5,29225,3,8,0,463,110738817,1190,1,4,512,92460226,11,369840904,7,13128,52272,4,514,594,55456,13874967724,89628361,5042219,1589027910,594,1836,0,3,1,4,4,1047,3,1580399871,1544416291,99221788,93842102,93858486,3,1,4879789336,73389,73389,4,4,4,93842106,10,3,30682,5504912,1598846,65203,13121,1580399871,1470974,88032084,5870
120237.95,581,262144,64,86178,5677790008,3,0,613,37,594,1769535,0,5,33919,3,8,0,463,111667899,1190,1,4,512,107305854,11,429134864,7,15283,59289,4,514,594,64132,14156991180,103455509,5849624,1846695452,594,1836,0,3,1,4,4,1047,3,1836657755,1792031182,114581531,108908017,108908017,3,1,5663216916,73389,73389,4,4,4,108908021,10,3,33969,6379722,1776135,74916,15276,1836657755,1694619,101682158,5870
125249.98,647,262144,64,98077,6461693246,3,0,683,40,594,1994366,0,5,38607,3,8,0,463,112621113,1190,1,4,512,122157136,11,488628544,7,17322,71972,4,514,594,72364,14531746772,117367557,6595029,2097304121,594,1836,0,3,1,4,4,1047,3,2085908173,2038840593,129906276,123977806,123977806,3,1,6446845944,73389,73389,4,4,4,123977810,10,3,35604,7171958,1948181,84735,17315,2085908173,1909631,115425094,5870
130261.89,699,262144,64,110027,7248938820,3,0,737,41,594,2224910,0,5,43286,3,8,0,463,113574327,1190,1,4,512,137064016,11,548256064,7,19371,76504,4,514,594,80628,14870240636,131291914,7311429,2351536129,594,1836,0,3,1,4,4,1047,3,2338775689,2287002065,145252061,139096747,139096747,3,1,7233030876,73389,73389,4,4,4,139096751,10,3,38151,7984286,2116927,93764,19364,2338775689,2131146,129181008,5870
135281.91,794,262144,64,121738,8020521290,3,0,845,48,594,2451472,0,5,47916,3,8,0,463,114829191,1190,1,4,512,151622748,11,606362036,7,21470,86371,4,514,594,89360,16456331796,145180382,8068632,2599192145,594,1836,0,3,1,4,4,1047,3,2585053818,2530686565,160590136,153879816,153896200,3,1,8001750464,73389,73389,4,4,4,153879820,10,3,38988,8793568,2293135,103758,21463,2585053818,2347714,142894350,5870
140302.42,835,262144,64,133550,8799060744,3,0,897,48,594,2668810,0,5,52551,3,8,0,463,116096121,1190,1,4,512,166365703,11,665398568,7,23423,91424,4,514,594,98408,22266327428,159115212,8789550,2841863630,594,1836,0,3,1,4,4,1047,3,2826408305,2775740334,175927993,168849142,168849142,3,1,8780155416,73389,73389,4,4,4,168849146,10,3,39705,9558154,2454919,112853,23416,2826408305,2555957,156668183,5870
145314.90,932,262144,64,145696,9600707888,4,0,1008,52,594,2902083,0,5,57370,3,9,0,463,117375117,1190,1,4,512,181494839,11,725914624,8,25691,94669,4,535,594,108638,27723102884,173472861,9564017,3109819047,594,1836,0,3,1,4,4,1047,3,3092893646,3029147375,191773002,184211240,184211240,3,1,9578984512,73389,73389,4,4,4,184211244,10,3,44221,10406951,2674996,122270,25683,3092893646,2779813,170805708,5870
150326.47,1009,262144,64,160882,10600944974,4,0,1082,53,603,3184037,0,5,63325,3,9,0,463,120406595,1208,1,4,512,200424428,11,801568420,8,28244,100933,4,535,603,120210,34126574364,192056541,10533648,3425324407,603,1856,0,3,1,4,4,1047,3,3406689651,3344000455,212199073,203444280,203444280,3,1,10579102592,73389,73389,4,4,4,203444284,10,3,48412,11416392,2909491,133783,28236,3406689651,3050254,189154725,5944
155347.26,1112,262144,64,175519,11565600974,4,0,1185,59,603,3484981,0,5,69097,3,9,0,463,120720311,1208,1,4,512,218651746,11,874606984,8,30821,107813,4,535,603,132234,42200751180,210622999,11512096,3735658564,603,1856,0,3,1,4,4,1047,3,3715319799,3648400398,232643615,221954265,221954265,3,1,11541621812,73389,73389,4,4,4,221954269,10,3,49071,12505395,3157379,146429,30813,3715319799,3338552,207473453,5944
160360.40,1218,262144,64,190217,12532728904,4,0,1280,65,612,3800949,0,5,74863,3,9,0,463,122218785,1226,1,4,512,236889085,11,947556340,8,33431,117032,4,535,612,143702,47039096204,229084003,12585142,4054283582,612,1890,0,3,1,4,4,1047,3,4032225573,3953967850,253088405,240478919,240495303,3,1,12504903820,73389,73389,4,4,4,240478923,10,3,50629,13677271,3413781,160300,33424,4032225573,3640649,225677969,6078
165373.12,1285,262144,64,205199,13519608712,4,0,1354,67,612,4089687,0,5,80742,3,9,0,463,122532501,1226,1,4,512,255611624,11,1022381820,8,35975,122562,4,535,612,153954,47414330356,247741984,13518440,4368135842,612,1890,0,3,1,4,4,1047,3,4344374617,4264554263,273530599,259466199,259482583,3,1,13492242380,73389,73389,4,4,4,259466203,10,3,52827,14694196,3650630,171935,35967,4344374617,3917752,244100440,6078
170385.22,1431,262144,64,219932,14489578822,4,0,1479,72,612,4399289,0,5,86556,3,9,0,463,122834151,1226,1,4,512,273940102,11,1095760408,8,38664,128746,4,535,612,164814,47935846764,266258712,14543184,4688242010,612,1890,0,3,1,4,4,1047,3,4662723295,4571015528,293973985,278056389,278072773,3,1,14458932260,73389,73389,4,4,4,278056393,10,3,57244,15839170,3906121,184642,38656,4662723295,4214647,262362284,6078
175402.45,1499,262144,64,234930,15479087852,4,0,1554,75,612,4694018,0,5,92463,3,9,0,463,122834151,1226,1,4,512,292653237,11,1170612948,8,41257,140224,4,535,612,175990,51693375692,284846983,15472550,5009192653,612,1890,0,3,1,4,4,1047,3,4981947214,4882997483,314401081,297049258,297065642,3,1,15446561448,73389,73389,4,4,4,297049262,10,3,58014,16844674,4156383,196236,41249,4981947214,4497782,280702052,6078
180415.08,1632,262144,64,249909,16466446748,4,0,1680,82,612,5003232,0,5,98367,3,9,0,463,122858283,1226,1,4,512,311270695,11,1245018200,8,44052,146334,4,535,612,188846,59569859732,303406147,16489373,5341251687,612,1890,0,3,1,4,4,1047,3,5312189477,5195621926,334891835,315933916,315933916,3,1,16428563664,73389,73389,4,4,4,315933920,10,3,59905,17937922,4395041,209559,44044,5312189477,4793673,299023834,6078
185429.65,1714,262144,64,265031,17462803246,4,0,1752,85,612,5296672,0,5,104287,3,9,0,463,123171999,1226,1,4,512,330069910,11,1320279640,8,46614,157705,4,535,612,200586,66582840092,322041895,17413092,5657959878,612,1890,0,3,1,4,4,1047,3,5627182458,5510267278,355320393,335033725,335033725,3,1,17421753732,73389,73389,4,4,4,335033729,10,3,61109,18952792,4641454,221315,46606,5627182458,5075357,317413286,6078
190442.45,1830,262144,64,280098,18455627660,4,0,1877,91,612,5648743,0,5,110189,3,9,0,463,123763233,1226,1,4,512,348684669,11,1394673980,8,49621,171000,4,535,612,214622,76022577092,340269783,18590033,6016147180,612,1890,0,3,1,4,4,1047,3,5983455821,5825442167,375798950,353930893,353947277,3,1,18404406468,73389,73389,4,4,4,353930897,10,3,63838,20250628,4972191,233654,49613,5983455821,5415089,335310088,6078
195452.99,1892,262144,64,295418,19465274002,4,0,1952,95,612,5970809,0,5,116168,3,9,0,463,124064883,1226,1,4,512,367714722,11,1470794440,8,52374,180899,4,535,612,226346,79376597436,358772576,19601678,6355066013,612,1890,0,3,1,4,4,1047,3,6320563274,6145495255,396283383,373225151,373225151,3,1,19407707884,73389,73389,4,4,4,373225155,10,3,64506,21363554,5230412,245591,52366,6320563274,5725218,353554520,6078
200471.01,1989,262144,64,310658,20469424078,4,0,2057,101,612,6309146,0,5,122126,3,9,0,463,124354467,1226,1,4,512,386532656,11,1546130624,8,55248,189709,4,535,612,238414,82057437916,377294571,20591903,6700863450,612,1890,0,3,1,4,4,1047,3,6664631931,6463924770,416742902,392370238,392386622,3,1,20402400440,73389,73389,4,4,4,392353858,10,3,65548,22494457,5476541,258641,55241,6664631931,6050505,371831256,6078
205484.12,2091,262144,64,325633,21457263472,4,0,2150,108,648,6662190,0,5,127960,3,9,0,463,130661776,1298,1,4,512,405037386,11,1620149544,8,58129,199459,4,535,648,250390,84211779564,395799735,21672788,7050955850,648,1987,0,3,1,4,4,1047,3,7012737306,6777772801,437290114,411138049,411138049,3,1,21379178580,73389,73389,4,4,4,411138053,10,3,70374,23692187,5783764,272409,58121,7012737306,6389781,390027953,6497
210496.80,2163,262144,64,340704,22450484890,4,0,2229,112,693,7003388,9,5,133834,3,9,0,463,138678938,1388,1,4,512,423657900,11,1694631600,8,60947,207923,4,535,693,263794,94255030964,414266805,22716806,7394420507,684,2117,9,3,1,4,4,1047,3,7354372646,7092685041,457774673,430072933,430072933,3,1,22363792548,73389,73389,4,4,4,430072937,10,3,75279,24862703,6132323,285784,60939,7354372646,6717604,408146593,7060
215512.62,2301,262144,64,355805,23446104630,4,0,2346,138,765,7353854,9,5,139746,3,9,0,463,151744639,1532,1,4,512,442356416,11,1769296428,8,63872,220439,4,535,765,277098,101798302788,432706602,23780596,7746039083,756,2361,9,3,1,4,4,1047,3,7704110768,7409097758,478263266,449020968,449020968,3,1,23349090368,73389,73389,4,4,4,449020972,10,3,76195,26079182,6424543,300418,63864,7704110768,7053436,426295748,8020
220523.58,2396,262144,64,370889,24440332740,4,0,2427,143,765,7701935,9,5,145633,3,9,0,463,151744639,1532,1,4,512,461012235,11,1843919744,8,66697,238918,4,535,765,289990,109278671716,451187114,24809267,8092298821,756,2361,9,3,1,4,4,1047,3,8048536761,7724706432,498772706,467979354,467995738,3,1,24334926440,73389,73389,4,4,4,467979358,10,3,78890,27236009,6704782,313821,66689,8048536761,7388114,444496086,8020
225537.19,2535,262144,64,387050,25505215518,5,0,2549,161,765,8077775,9,5,151961,3,10,0,463,152070421,1532,1,4,512,480980821,11,1923858876,9,69832,257098,4,1872,765,303792,115219993868,471325611,25947178,8470849136,756,2361,9,3,1,4,4,1047,3,8425075648,8063295713,521174216,488248460,488248460,3,1,25388919952,73389,73389,4,4,4,488248464,10,3,86578,28523336,7036723,328642,69823,8425075648,7749133,464302168,8020
230554.87,2650,262144,64,406083,26757979840,5,0,2653,165,765,8503406,9,5,159359,3,10,0,463,152070421,1532,1,4,512,504458151,11,2017703476,9,73449,269162,4,1872,765,318944,118452573148,494412577,27267494,8913629927,756,2361,9,3,1,4,4,1047,3,8865522921,8460968484,546828095,512140589,512140589,3,1,26630458692,73389,73389,4,4,4,512124209,10,3,90266,29998092,7381419,346388,73440,8865522921,8157018,487058747,8020
235569.40,2947,262144,64,452641,29827002278,64,235099671,2966,179,1360,9519717,9,5,177243,3,69,1019,463,254282913,2721,1,4,512,560950090,11,2242895564,68,82952,303260,4,8610,1360,362228,143806313300,545722685,30163088,10057353112,1351,4088,9,3,1,4,4,1047,3,10003800171,9440551471,604104687,570195395,570326467,3,1,29648456636,73389,73389,4,4,4,570162631,10,3,189069,33569768,8659326,382829,82885,10003800171,9136888,537078836,14814
