timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlSlotsAcquired,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FileOpen,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolExpansions,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,GlobalThreadPoolThreadCreationMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,MemoryAllocatedWithoutCheck,MemoryAllocatedWithoutCheckBytes,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,OpenedFileCacheMisses,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHitElapsedMicroseconds,ThreadPoolReaderPageCacheMiss,ThreadPoolReaderPageCacheMissBytes,ThreadPoolReaderPageCacheMissElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
55070.94,0,0,0,0,0,0,116,0,0,0,0,11,0,0,5,0,0,2097278,2,1,4,4,0,4,15,0,30,19197470,0,0,1771,0,0,0,2,1,4,4,432,1,0,0,86,0,0,2,1,0,73389,73389,4,4,4,0,11,3,0,0,0,0,0,0,0,0,0
60078.42,40,262144,64,42756,2817236244,9,120,1,603,1220328,3,11,8266,2,14,113,1031,128516364,1208,1,13,6686,22206,4,1321,603,26756,99641990,10424997,248620,877808840,600,1439,3,2,1,4,4,432,1,874340364,826965607,21038653,63684425,63684425,2,1,2801393804,73389,73389,4,4,4,63668041,11,3,140763,1957186,1827830,14114,6673,874340364,1206214,8595447,12095
65086.63,40,262144,64,74280,4894342092,9,125,1,603,1580087,3,11,17192,2,14,113,1031,129300654,1208,1,13,11318,22867,4,1321,603,45284,107942534,19587477,249296,1487310496,600,1439,3,2,1,4,4,432,1,1481465868,1434204662,39340027,110886163,110902547,2,1,4878991172,73389,73389,4,4,4,110886163,11,3,154427,2655680,2053625,21027,11305,1481465868,1559060,17533137,12095
70093.07,40,262144,64,108100,7122714952,9,131,1,603,2010487,3,11,26744,2,14,113,1031,130097010,1208,1,13,16287,23678,4,1321,603,65168,150769934,29149591,249645,2141202065,600,1439,3,2,1,4,4,432,1,2132762636,2085620650,60842639,161538448,161538448,2,1,7106970816,73389,73389,4,4,4,161522064,11,3,165136,3436267,2254492,28556,16274,2132762636,1981931,26895009,12095
75099.95,40,262144,64,141149,9300559556,9,136,1,603,2359617,3,11,36032,2,14,113,1031,130893366,1208,1,13,21141,24783,4,1321,603,84588,176245550,39111426,250814,2779914099,600,1439,3,2,1,4,4,432,1,2768986124,2722280531,80215391,211027469,211043853,2,1,9285208636,73389,73389,4,4,4,211027469,11,3,169522,4126794,2419474,36035,21128,2768986124,2323582,36692813,12095
80107.06,40,262144,64,169083,11141341422,9,141,3,603,2675139,3,11,43925,2,14,113,1031,131689722,1208,1,13,25245,25720,4,1321,603,101004,183600110,48879621,252734,3319960465,600,1439,3,2,1,4,4,432,1,3306905612,3260290971,122220943,252863891,252880275,2,1,11126011204,73389,73389,4,4,4,252863891,11,3,188730,4741707,2596404,43645,25232,3306905612,2631494,46283103,12095
85113.35,40,262144,64,201700,13289819282,9,147,3,603,3048461,3,11,53103,2,14,113,1031,132486078,1208,1,13,30036,26691,4,1321,603,120176,226491910,59151662,253423,3949887097,600,1439,3,2,1,4,4,432,1,3934279198,3888454442,144382979,301693678,301693678,2,1,13273800936,73389,73389,4,4,4,301677294,11,3,196768,5450067,2809751,51932,30023,3934279198,2996529,56341292,12095
90120.50,40,262144,64,233873,15409988898,9,153,3,603,3419788,3,11,62198,2,14,113,1031,133547886,1208,1,13,34764,27585,4,1321,603,139092,252072430,69067102,254311,4572092239,600,1439,3,2,1,4,4,432,1,4553987614,4508109530,176393488,349890522,349890522,2,1,15395182968,73389,73389,4,4,4,349890522,11,3,203423,6146506,2976285,59155,34751,4553987614,3360633,66090578,12095
95127.65,40,262144,64,258255,17016382114,9,157,5,603,3683979,3,11,69068,2,14,113,1031,134078790,1208,1,13,38345,28132,4,1321,603,153420,276044174,77818094,256439,5043332661,600,1439,3,2,1,4,4,432,1,5023356446,4977687077,196862903,386390522,386406906,2,1,17001182968,73389,73389,4,4,4,386390522,11,3,215526,6689135,3136845,70365,38332,5023356446,3613614,74680750,12095
100133.60,40,262144,64,287858,18967062402,9,162,7,603,3989876,3,11,77414,2,14,113,1031,134875146,1208,1,13,42695,28691,4,1321,603,170820,283839566,87750394,259324,5615725748,600,1439,3,2,1,4,4,432,1,5593519646,5547998031,216175802,430729378,430729378,2,1,18952092632,73389,73389,4,4,4,430729378,11,3,221168,7310958,3287263,79761,42682,5593519646,3910115,84462671,12095
105141.61,40,262144,64,319022,21020599422,9,167,7,603,4298110,3,11,86205,2,14,113,1031,135671502,1208,1,13,47271,29494,4,1321,603,189128,308928070,97109823,260379,6217935114,600,1439,3,2,1,4,4,432,1,6193305118,6148281841,251976887,477390444,477406828,2,1,21005179536,73389,73389,4,4,4,477390444,11,3,231053,7934014,3471452,87083,47258,6193305118,4211027,93637885,12095
110148.12,40,262144,64,350486,23093514274,9,173,7,603,4647373,3,11,95096,2,14,113,1031,136733310,1208,1,13,51894,30030,4,1321,603,207616,317210694,107252635,261668,6825549911,600,1439,3,2,1,4,4,432,1,6798518060,6754230610,273673920,524499911,524516295,2,1,23077996084,73389,73389,4,4,4,524499911,11,3,242346,8607008,3641527,94636,51881,6798518060,4552737,103611230,12095
115156.43,40,262144,64,380195,25050887992,9,178,7,603,4979214,3,11,103456,2,14,113,1031,137264214,1208,1,13,56257,30623,4,1321,603,225076,341830774,117017905,262039,7399801251,600,1439,3,2,1,4,4,432,1,7370516268,7326412594,293395121,568996574,568996574,2,1,25035849256,73389,73389,4,4,4,568996574,11,3,253228,9254266,3809268,101002,56244,7370516268,4878212,113208357,12095
